Character	Modifier	Context
Fanny Price	sad	She alone was sad and insignificant : she had no share in anything ; she might go or stay ; she might be in the midst of their noise , or retreat from it to the solitude of the East room , without being seen or missed . 
Fanny Price	best	_ You _ are best off , I can tell you : but if nobody did more than _ you _ , we should not get on very fast . ” Fanny took the work very quietly , without attempting any defence ; but her kinder aunt Bertram observed on her behalf — “ One can not wonder , sister , that Fanny _ should _ be delighted : it is all new to her , you know ; you and I used to be very fond of a play ourselves , and so am I still ; and as soon as I am a little more at leisure , _ I _ mean to look in at their rehearsals too . 
Fanny Price	warm	“ Thank you ; I am quite warm , very warm . 
Fanny Price	civil	” Fanny was most civil in her assurances , though she could not give them in a very steady voice . “ Have you ever happened to look at the part I mean ? ” continued Miss Crawford , opening her book . 
Fanny Price	glad	on Sir Thomas ’s affection was much too humble to give her any idea of classing herself with his children , she was glad to remain behind and gain a little breathing - time . 
Fanny Price	oppressed	She was quite oppressed . 
Fanny Price	miserable	He inquired next after her family , especially William : and his kindness altogether was such as made her reproach herself for loving him so little , and thinking his return a misfortune ; and when , on having courage to lift her eyes to his face , she saw that he was grown thinner , and had the burnt , fagged , worn look of fatigue and a hot climate , every tender feeling was increased , and she was miserable in considering how much unsuspected vexation was probably ready to burst on him . 
Fanny Price	right	“ I believe you are right , Fanny , ” was his reply , after a short consideration . 
Fanny Price	graver	I have been feeling as if we had never lived so before . ” “ I suppose I am graver than other people , ” said Fanny . 
Fanny Price	sure	I am sure I do . 
Fanny Price	alive	She was all alive again directly , and among the most active in being useful to Fanny , in detecting her to be wetter than she would at first allow , and providing her with dry clothes ; and Fanny , after being obliged to submit to all this attention , and to being assisted and waited on by mistresses and maids , being also obliged , on returning downstairs , to be fixed in their drawing - room for an hour while the rain continued , the blessing of something fresh to see and think of was thus extended to Miss Crawford , and might carry on her spirits to the period of dressing and dinner . 
Fanny Price	wetter	She was all alive again directly , and among the most active in being useful to Fanny , in detecting her to be wetter than she would at first allow , and providing her with dry clothes ; and Fanny , after being obliged to submit to all this attention , and to being assisted and waited on by mistresses and maids , being also obliged , on returning downstairs , to be fixed in their drawing - room for an hour while the rain continued , the blessing of something fresh to see and think of was thus extended to Miss Crawford , and might carry on her spirits to the period of dressing and dinner . 
Fanny Price	aware	The two sisters were so kind to her , and so pleasant , that Fanny might have enjoyed her visit could she have believed herself not in the way , and could she have foreseen that the weather would certainly clear at the end of the hour , and save her from the shame of having Dr. Grant ’s carriage and horses out to take her home , with which she was threatened . As to anxiety for any alarm that her absence in such weather might occasion at home , she had nothing to suffer on that score ; for as her being out was known only to her two aunts , she was perfectly aware that none would be felt , and that in whatever cottage aunt Norris might chuse to establish her during the rain , her being in such cottage would be indubitable to aunt Bertram . 
Fanny Price	glad	“ I am so glad to see the evergreens thrive ! ” said Fanny , in reply . 
Fanny Price	apt	You will think me rhapsodising ; but when I am out of doors , especially when I am sitting out of doors , I am very apt to get into this sort of wondering strain . 
Fanny Price	silent	Such a match as Miss Bertram has made is a public blessing ; for the first pleasures of Mr. Rushworth ’s wife must be to fill her house , and give the best balls in the country . ” Fanny was silent , and Miss Crawford relapsed into thoughtfulness , till suddenly looking up at the end of a few minutes , she exclaimed , “ Ah ! here he is . ” 
Fanny Price	absent	A look of consciousness as he spoke , and what seemed a consciousness of manner on Miss Crawford ’s side as she made some laughing answer , was sorrowfull food for Fanny ’s observation ; and finding herself quite unable to attend as she ought to Mrs. Grant , by whose side she was now following the others , she had nearly resolved on going home immediately , and only waited for courage to say so , when the sound of the great clock at Mansfield Park , striking three , made her feel that she had really been much longer absent than usual , and brought the previous self - inquiry of whether she should take leave or not just then , and how , to a very speedy issue . 
Fanny Price	surprise	This was so new an attention , so perfectly new a circumstance in the events of Fanny ’s life , that she was all surprise and embarrassment ; and while stammering out her great obligation , and her “ but she did not suppose it would be in her power , ” was looking at Edmund for his opinion and help . 
Fanny Price	anxious	She was anxious , she knew — more anxious perhaps than she ought to be — for what was it after all whether she went or staid ? 
Fanny Price	anxious	She was anxious , she knew — more anxious perhaps than she ought to be — for what was it after all whether she went or staid ? 
Fanny Price	able	but if her uncle were to be a great while considering and deciding , and with very grave looks , and those grave looks directed to her , and at last decide against her , she might not be able to appear properly submissive and indifferent . 
Fanny Price	late	“ She will be late , ” said Sir Thomas , taking out his watch ; “ but what is your difficulty ? ” 
Fanny Price	right	Fanny was perfectly right in giving only a conditional answer . 
Fanny Price	glad	“ Thank you , I am _ so _ glad , ” was Fanny ’s instinctive reply ; though when she had turned from him and shut the door , she could not help feeling , “ And yet why should I be glad ? 
Fanny Price	glad	“ Thank you , I am _ so _ glad , ” was Fanny ’s instinctive reply ; though when she had turned from him and shut the door , she could not help feeling , “ And yet why should I be glad ? 
Fanny Price	certain	for am I not certain of seeing or hearing something there to pain me ? ” 
Fanny Price	glad	In spite of this conviction , however , she was glad . 
Fanny Price	aware	You ought to be very much obliged to Mrs. Grant for thinking of you , and to your aunt for letting you go , and you ought to look upon it as something extraordinary ; for I hope you are aware that there is no real occasion for your going into company in this sort of way , or ever dining out at all ; and it is what you must not depend upon ever being repeated . 
Fanny Price	certain	Mrs. Grant thinks it a civility due to _ us _ to take a little notice of you , or else it would never have come into her head , and you may be very certain that , if your cousin Julia had been at home , you would not have been asked at all . 
Fanny Price	easy	_ I _ shall be here , so you may be quite easy about your aunt . 
Fanny Price	lowest	Remember , wherever you are , you must be the lowest and last ; and though Miss Crawford is in a manner at home at the Parsonage 
Fanny Price	alone	She felt that the carriage was for herself , and herself alone : and her uncle ’s consideration of her , coming immediately after such representations from her aunt , cost her some tears of gratitude when she was alone . 
Fanny Price	aware	She was soon aware of this herself ; for though she must submit , as her own propriety of mind directed , in spite of her aunt Norris ’s opinion , to being the principal lady in company , and to all the little distinctions consequent thereon , she found , 
Fanny Price	friend	And then changing his tone again to one of gentle gallantry , and addressing Fanny , he said , “ You were Mr. Rushworth ’s best friend . 
Fanny Price	right	He was surprised ; but after a few moments ’ silent consideration of her , replied in a calmer , graver tone , and as if the candid result of conviction , “ I believe you are right . 
Fanny Price	glad	I am glad to hear Bertram will be so well off . 
Fanny Price	different	You see her every day , and therefore do not notice it ; but I assure you she is quite a different creature from what she was in the autumn . 
Fanny Price	pretty	She was then merely a quiet , modest , not plain - looking girl , but she is now absolutely pretty . 
Fanny Price	girl	The truth is , that she was the only girl in company for you to notice , and you must have a somebody . 
Fanny Price	solemn	Is she solemn ? 
Fanny Price	queer	Is she queer ? 
Fanny Price	prudish	Is she prudish ? 
Fanny Price	creature	I do desire that you will not be making her really unhappy ; a _ little _ love , perhaps , may animate and do her good , but I will not have you plunge her deep , for she is as good a little creature as ever lived , and has a great deal of feeling . ” 
Fanny Price	happy	I only want her to look kindly on me , to give me smiles as well as blushes , to keep a chair for me by herself wherever we are , and be all animation when I take it and talk to her ; to think as I think , be interested in all my possessions and pleasures , try to keep me longer at Mansfield , and feel when I go away that she shall be never happy again . 
Fanny Price	lieutenant	only think , William , when you are a lieutenant , how little you will care for any nonsense of this kind . ” 
Fanny Price	dancer	And turning to his uncle , who was now close to them , “ Is not Fanny a very good dancer , sir ? ” 
Fanny Price	present	True enough , he had once seen Fanny dance ; and it was equally true that he would now have answered for her gliding about with quiet , light elegance , and in admirable time ; but , in fact , he could not for the life of him recall what her dancing had been , and rather took it for granted that she had been present than remembered anything about her . 
Fanny Price	insensible	It was impossible for her to be insensible of Mr. Crawford ’s change of manners . 
Fanny Price	kind	I endeavoured to consult the simplicity of your taste ; but , at any rate , I know you will be kind to my intentions , and consider it , as it really is , a token of the love of one of your oldest friends . 
Fanny Price	able	Having regulated her thoughts and comforted her feelings by this happy mixture of reason and weakness , she was able in due time to go down and resume her usual employments near her aunt Bertram , and pay her the usual observances without any apparent want of spirits . 
Fanny Price	happy	The proposal was a very pleasant one to William himself , who enjoyed the idea of travelling post with four horses , and such a good - humoured , agreeable friend ; and , in likening it to going up with despatches , was saying at once everything in favour of its happiness and dignity which his imagination could suggest ; and Fanny , from a different motive , was exceedingly pleased ; for the original plan was that William should go up by the mail from Northampton the following night , which would not have allowed him an hour ’s rest before he must have got into a Portsmouth coach ; and though this offer of Mr. Crawford ’s would rob her of many hours of his company , she was too happy in having William spared from the fatigue of such a journey , to think of anything else . 
Fanny Price	sorry	Fanny struggled for speech , and said , “ I am very sorry that anything has occurred to distress you . 
Fanny Price	vexed	I am only vexed for a moment . 
Fanny Price	listener	You are a kind , kind listener . 
Fanny Price	useful	Fanny imagined this to be an appeal to her judgment , and therefore , after a moment ’s consideration , said , “ If you only want me as a listener , cousin , I will be as useful as I can ; but I am not qualified for an adviser . 
Fanny Price	qualified	Fanny imagined this to be an appeal to her judgment , and therefore , after a moment ’s consideration , said , “ If you only want me as a listener , cousin , I will be as useful as I can ; but I am not qualified for an adviser . 
Fanny Price	competent	I am not competent . ” 
Fanny Price	sorry	Do not tell me anything now , which hereafter you may be sorry for . 
Fanny Price	thought	“ Dearest Fanny ! ” cried Edmund , pressing her hand to his lips with almost as much warmth as if it had been Miss Crawford ’s , “ you are all considerate thought ! 
Fanny Price	being	You are the only being upon earth to whom I should say what I have said ; but you have always known my opinion of her ; you can bear me witness , Fanny , that I have never been blinded . 
Fanny Price	afraid	I can not be afraid of hearing anything you wish to say . 
Fanny Price	glad	It had really occurred to her , unprompted , that Fanny , preparing for a ball , might be glad of better help than the upper housemaid ’s , and when dressed herself , she actually sent her own maid to assist her ; too late , of course , to be of any use . 
Fanny Price	object	To the former she was an interesting object , and he saw with pleasure the general elegance of her appearance , and her being in remarkably good looks . 
Fanny Price	happy	From a variety of causes she was happy , and she was soon made still happier ; for 
Fanny Price	such	To be urging her opinion against Sir Thomas ’s was a proof of the extremity of the case ; but such was her horror at the first suggestion , that she could actually look him in the face and say that she hoped it might be settled otherwise 
Fanny Price	horror	To be urging her opinion against Sir Thomas ’s was a proof of the extremity of the case ; but such was her horror at the first suggestion , that she could actually look him in the face and say that she hoped it might be settled otherwise 
Fanny Price	frightened	It was rather honour than happiness to Fanny , for the first dance at least : her partner was in excellent spirits , and tried to impart them to her ; but she was a great deal too much frightened to have any enjoyment till she could suppose herself no longer looked at . 
Fanny Price	attractive	She was attractive , she was modest , she was Sir Thomas ’s niece , and she was soon said to be admired by Mr. Crawford . 
Fanny Price	modest	She was attractive , she was modest , she was Sir Thomas ’s niece , and she was soon said to be admired by Mr. Crawford . 
Fanny Price	object	But it was not to be avoided : he made her feel that she was the object of all ; though she could not say that it was unpleasantly done , that there was indelicacy or ostentation in his manner ; and sometimes , when he talked of William , he was really not unagreeable , and shewed even a warmth of heart which did him credit . 
Fanny Price	happy	She was happy whenever she looked at William , and saw how perfectly he was enjoying himself , in every five minutes that she could walk about with him and hear his account of his partners ; she was happy in knowing herself admired ; and she was happy in having the two dances with Edmund still to look forward to , during the greatest part of the evening , her hand being so eagerly sought after that her indefinite engagement with _ him _ was in continual perspective . 
Fanny Price	happy	She was happy whenever she looked at William , and saw how perfectly he was enjoying himself , in every five minutes that she could walk about with him and hear his account of his partners ; she was happy in knowing herself admired ; and she was happy in having the two dances with Edmund still to look forward to , during the greatest part of the evening , her hand being so eagerly sought after that her indefinite engagement with _ him _ was in continual perspective . 
Fanny Price	happy	She was happy whenever she looked at William , and saw how perfectly he was enjoying himself , in every five minutes that she could walk about with him and hear his account of his partners ; she was happy in knowing herself admired ; and she was happy in having the two dances with Edmund still to look forward to , during the greatest part of the evening , her hand being so eagerly sought after that her indefinite engagement with _ him _ was in continual perspective . 
Fanny Price	happy	She was happy even when they did take place ; but not from any flow of spirits on his side , or any such expressions of tender gallantry as had blessed the morning . His mind was fagged , and her happiness sprung from being the friend with whom it could find repose . 
Fanny Price	urgent	Fanny was too urgent , however , and had too many tears in her eyes for denial ; and it ended in a gracious “ Well , well ! ” which was permission . 
Fanny Price	thankful	she was thankful that she could now sit in the same room with her uncle , hear his voice , receive his questions , and even answer them , without such wretched feelings as she had formerly known . “ We miss our two young men , ” was Sir Thomas ’s observation on both the first and second day , as they formed their very reduced circle after dinner ; and in consideration of Fanny ’s swimming eyes , nothing more was said on the first day than to drink their good health ; but on the second it led to something farther . 
Fanny Price	companion	Sir Thomas immediately improved this compliment by adding , “ Very true . We shew Fanny what a good girl we think her by praising her to her face , she is now a very valuable companion . 
Fanny Price	necessary	If we have been kind to _ her _ , she is now quite as necessary to _ us _ . ” 
Fanny Price	better	Maria might be very glad to see her at Sotherton now and then , but she would not think of asking her to live there ; and I am sure she is better off here ; and besides , I can not do without her . 
Fanny Price	sure	Is it Christmas gaieties that he is staying for ? ” “ I only heard a part of the letter ; it was to my uncle ; but I believe it was very short ; indeed I am sure it was but a few lines . 
Fanny Price	sure	; I am not quite sure which . ” “ Oh ! 
Fanny Price	woman	She is exactly the woman to do away every prejudice of such a man as the Admiral , for she is exactly such a woman as he thinks does not exist in the world . 
Fanny Price	woman	She is exactly the woman to do away every prejudice of such a man as the Admiral , for she is exactly such a woman as he thinks does not exist in the world . 
Fanny Price	impossibility	She is the very impossibility he would describe , if indeed he has now delicacy of language enough to embody his own ideas . 
Fanny Price	well	Henry Crawford had too much sense not to feel the worth of good principles in a wife , though he was too little accustomed to serious reflection to know them by their proper name ; but when he talked of her having such a steadiness and regularity of conduct , such a high notion of honour , and such an observance of decorum as might warrant any man in the fullest dependence on her faith and integrity , he expressed what was inspired by the knowledge of her being well principled and religious . “ I could so wholly and absolutely confide in her , ” said he ; “ and _ that _ is what I want . ” 
Fanny Price	sister	Fanny will be so truly your sister ! ” 
Fanny Price	bewildered	I beg your pardon , but I am bewildered . 
Fanny Price	able	, he could not have borne any participation of his feelings , but this had been his business ; and he spoke with such a glow of what his solicitude had been , and used such strong expressions , was so abounding in the _ deepest _ _ interest _ , in _ twofold _ _ motives _ , in _ views _ _ and _ _ wishes _ _ more _ _ than _ _ could _ _ be _ _ told _ , that Fanny could not have remained insensible of his drift , had she been able to attend ; but her heart was so full and her senses still so astonished , that she could listen but imperfectly even to what he told her of William , and saying only when he paused , “ How kind ! how very kind ! 
Fanny Price	distressed	When she did understand it , however , and found herself expected to believe that she had created sensations which his heart had never known before , and that everything he had done for William was to be placed to the account of his excessive and unequalled attachment to her , she was exceedingly distressed , and for some moments unable to speak . 
Fanny Price	resentful	While her heart was still bounding with joy and gratitude on William ’s behalf , she could not be severely resentful of anything that injured only herself ; and after having twice drawn back her hand , and twice attempted in vain to turn away from him , she got up , and said only , with much agitation , “ Do n’t , Mr. Crawford , pray do n’t ! 
Fanny Price	eager	She would not stir farther from the East room than the head of the great staircase , till she had satisfied herself of Mr. Crawford ’s having left the house ; but when convinced of his being gone , she was eager to go down and be with her uncle , and have all the happiness of his joy as well as her own , and all the benefit of his information or his conjectures as to what would now be William ’s destination . 
Fanny Price	distressed	She was distressed whenever Mr. Crawford spoke to her , and he spoke to her much too often ; and she was afraid there was a something in his voice and manner in addressing her very different from what they were when he talked to the others . 
Fanny Price	afraid	She was distressed whenever Mr. Crawford spoke to her , and he spoke to her much too often ; and she was afraid there was a something in his voice and manner in addressing her very different from what they were when he talked to the others . 
Fanny Price	ready	, she was ready to sink with shame , from the dread of Mr. Crawford ’s interpretation ; for though nothing could have tempted her to turn her eyes to the right hand , where he sat , she felt that _ his _ were immediately directed towards her . 
Fanny Price	silent	She was more silent than ever . 
