Character	Modifier	Context
Emma Woodhouse	angel	Emma shall be an angel , and I will keep my spleen to myself till Christmas brings John and Isabella . John loves Emma with a reasonable and therefore not a blind affection , and Isabella always thinks as he does ; except when he is not quite frightened enough about the children . 
Emma Woodhouse	happy	"I should like to see Emma in love , and in some doubt of a return ; it would do her good . But there is nobody hereabouts to attach her ; and she goes so seldom from home . "" "" There does , indeed , seem as little to tempt her to break her resolution at present , "" said Mrs. Weston , "" as can well be ; and while she is so happy at Hartfield , I can not wish her to be forming any attachment which would be creating such difficulties on poor Mr. Woodhouse 's account . "
Emma Woodhouse	afraid	""" But I am afraid , Mr. Elton , Harriet will not like to sit . "
Emma Woodhouse	unwilling	She was not much deceived as to her own skill either as an artist or a musician , but she was not unwilling to have others deceived , or sorry to know her reputation for accomplishment often higher than it deserved . 
Emma Woodhouse	sorry	She was not much deceived as to her own skill either as an artist or a musician , but she was not unwilling to have others deceived , or sorry to know her reputation for accomplishment often higher than it deserved . 
Emma Woodhouse	proud	I am rather proud of little George . 
Emma Woodhouse	sorry	""" Pray do . I 'd rather you would . "" Emma was not sorry to be pressed . "
Emma Woodhouse	sure	You will express yourself very properly , I am sure . 
Emma Woodhouse	sure	, I am sure you are a great deal too kind to -- but if you would just advise me what I had best do -- No , no , I do not mean that -- 
Emma Woodhouse	determined	I am quite determined to refuse him . 
Emma Woodhouse	concerned	Emma assured her there would be no difficulty in the answer , and advised its being written directly , which was agreed to , in the hope of her assistance ; and though Emma continued to protest against any assistance being wanted , it was in fact given in the formation of every sentence . The looking over his letter again , in replying to it , had such a softening tendency , that it was particularly necessary to brace her up with a few decisive expressions ; and she was so very much concerned at the idea of making him unhappy , and thought so much of what his mother and sisters would think and say , and was so anxious that they should not fancy her ungrateful , that Emma believed if the young man had come in her way at that moment , he would have been accepted after all . 
Emma Woodhouse	happy	Emma will be happy to entertain you . 
Emma Woodhouse	anxious	""" "" I am glad you think so ; and the good hands , I hope , may not be wanting . "" "" Come , "" said he , "" you are anxious for a compliment , so I will tell you that you have improved her . "
Emma Woodhouse	mistaken	"madness , if it is so ; but I hope you are mistaken . "" "
Emma Woodhouse	different	I assure you mine are very different . I must think your statement by no means fair . 
Emma Woodhouse	mistaken	Harriet 's claims to marry well are not so contemptible as you represent them . She is not a clever girl , but she has better sense than you are aware of , and does not deserve to have her understanding spoken of so slightingly . Waiving that point , however , and supposing her to be , as you describe her , only pretty and good - natured , let me tell you , that in the degree she possesses them , they are not trivial recommendations to the world in general , for she is , in fact , a beautiful girl , and must be thought so by ninety - nine people out of an hundred ; and till it appears that men are much more philosophic on the subject of beauty than they are generally supposed ; till they do fall in love with well - informed minds instead of handsome faces , a girl , with such loveliness as Harriet , has a certainty of being admired and sought after , of having the power of chusing from among many , consequently a claim to be nice . Her good - nature , too , is not so very slight a claim , comprehending , as it does , real , thorough sweetness of temper and manner , a very humble opinion of herself , and a great readiness to be pleased with other people . I am very much mistaken if your sex in general would not think such beauty , and such temper , the highest claims a woman could possess . 
Emma Woodhouse	obliged	""" "" I am very much obliged to you , "" said Emma , laughing again . "
Emma Woodhouse	well	I could never hope to equal my own doings at Randalls . I shall leave off while I am well . 
Emma Woodhouse	able	He had frightened her a little about Mr. Elton ; but when she considered that Mr. Knightley could not have observed him as she had done , neither with the interest , nor ( she must be allowed to tell herself , in spite of Mr. Knightley 's pretensions ) with the skill of such an observer on such a question as herself , that he had spoken it hastily and in anger , she was able to believe , that he had rather said what he wished resentfully to be true , than what he knew any thing about . 
Emma Woodhouse	sorry	She was sorry , but could not repent . 
Emma Woodhouse	satisfied	Emma was soon perfectly satisfied of Mr. Martin 's being no otherwise remembered , than as he furnished a contrast with Mr. Elton , of the utmost advantage to the latter . Her views of improving her little friend 's mind , by a great deal of useful reading and conversation , had never yet led to more than a few first chapters , and the intention of going on to - morrow . 
Emma Woodhouse	happy	I am very happy . 
Emma Woodhouse	pleased	"Give me the book , I will write it down , and then there can be no possible reflection on you . "" Harriet submitted , though her mind could hardly separate the parts , so as to feel quite sure that her friend were not writing down a declaration of love . It seemed too precious an offering for any degree of publicity . "" I shall never let that book go out of my own hands , "" said she . "" Very well , "" replied Emma ; "" a most natural feeling ; and the longer it lasts , the better I shall be pleased . "
Emma Woodhouse	sure	I am sure she will be pleased with the children . We are very proud of the children , are not we , papa ? 
Emma Woodhouse	sure	"I am sure I do not know who is not . "" "" "
Emma Woodhouse	charming	"After a mutual silence of some minutes , Harriet thus began again-- "" I do so wonder , Miss Woodhouse , that you should not be married , or going to be married ! so charming as you are!""-- Emma laughed , and replied , "" My being charming , Harriet , is not quite enough to induce me to marry ; I must find other people charming -- one other person at least . "
Emma Woodhouse	sure	And , without love , I am sure I should be a fool to change such a situation as mine . 
Emma Woodhouse	maid	""" Never mind , Harriet , I shall not be a poor old maid ; and it is poverty only which makes celibacy contemptible to a generous public ! A single woman , with a very narrow income , must be a ridiculous , disagreeable old maid ! the proper sport of boys and girls , but a single woman , of good fortune , is always respectable , and may be as sensible and pleasant as any body else . "
Emma Woodhouse	mind	If I know myself , Harriet , mine is an active , busy mind , with a great many independent resources ; and I do not perceive why I should be more in want of employment at forty or fifty than one - and - twenty . 
Emma Woodhouse	compassionate	Emma was very compassionate ; and the distresses of the poor were as sure of relief from her personal attention and kindness , her counsel and her patience , as from her purse . 
Emma Woodhouse	concerned	This would not do ; she immediately stopped , under pretence of having some alteration to make in the lacing of her half - boot , and stooping down in complete occupation of the footpath , begged them to have the goodness to walk on , and she would follow in half a minute . They did as they were desired ; and by the time she judged it reasonable to have done with her boot , she had the comfort of farther delay in her power , being overtaken by a child from the cottage , setting out , according to orders , with her pitcher , to fetch broth from Hartfield . To walk by the side of this child , and talk to and question her , was the most natural thing in the world , or would have been the most natural , had she been acting just then without design ; and by this means the others were still able to keep ahead , without any obligation of waiting for her . She gained on them , however , involuntarily : the child 's pace was quick , and theirs rather slow ; and she was the more concerned at it , from their being evidently in a conversation which interested them . 
Emma Woodhouse	companion	"I really am a most troublesome companion to you both , but I hope I am not often so ill - equipped . Mr. Elton , I must beg leave to stop at your house , and ask your housekeeper for a bit of ribband or string , or any thing just to keep my boot on . "" "
Emma Woodhouse	ashamed	the good Bateses -- I am quite ashamed of myself -- but you mention them in most of your letters . 
Emma Woodhouse	sorry	""" "" How sorry I am ! "
Emma Woodhouse	unwilling	I should be unwilling , I own , to live in any other part of the town;-- there is hardly any other that I could be satisfied to have my children in : but _ we _ are so remarkably airy!--Mr . Wingfield thinks the vicinity of Brunswick Square decidedly the most favourable as to air . 
Emma Woodhouse	satisfied	I should be unwilling , I own , to live in any other part of the town;-- there is hardly any other that I could be satisfied to have my children in : but _ we _ are so remarkably airy!--Mr . Wingfield thinks the vicinity of Brunswick Square decidedly the most favourable as to air . 
Emma Woodhouse	sorry	"You make the best of it-- but after you have been a week at Hartfield , you are all of you different creatures ; you do not look like the same . Now I can not say , that I think you are any of you looking well at present . "" "" I am sorry to hear you say so , sir ; but I assure you , excepting those little nervous head - aches and palpitations which I am never entirely free from anywhere , I am quite well myself ; and if the children were rather pale before they went to bed , it was only because they were a little more tired than usual , from their journey and the happiness of coming . "
Emma Woodhouse	sorry	""" But why should you be sorry , sir?--I assure you , it did the children a great deal of good . "" "
Emma Woodhouse	object	""" Me ! "" she replied with a smile of astonishment , "" are you imagining me to be Mr. Elton 's object ? "
Emma Woodhouse	quarrelsome	""" Emma did not find herself equal to give the pleased assent , which no doubt he was in the habit of receiving , to emulate the "" Very true , my love , "" which must have been usually administered by his travelling companion ; but she had resolution enough to refrain from making any answer at all . She could not be complying , she dreaded being quarrelsome ; her heroism reached only to silence . "
Emma Woodhouse	warm	"Instead of forgetting him , his behaviour was such that she could not avoid the internal suggestion of "" Can it really be as my brother imagined ? can it be possible for this man to be beginning to transfer his affections from Harriet to me?--Absurd and insufferable!""-- Yet he would be so anxious for her being perfectly warm , would be so interested about her father , and so delighted with Mrs. Weston ; and at last would begin admiring her drawings with so much zeal and so little knowledge as seemed terribly like a would - be lover , and made it some effort with her to preserve her good manners . "
Emma Woodhouse	rude	For her own sake she could not be rude ; and for Harriet 's , in the hope that all would yet turn out right , she was even positively civil ; but it was an effort ; especially as something was going on amongst the others , in the most overpowering period of Mr. Elton 's nonsense , which she particularly wished to listen to . 
Emma Woodhouse	civil	For her own sake she could not be rude ; and for Harriet 's , in the hope that all would yet turn out right , she was even positively civil ; but it was an effort ; especially as something was going on amongst the others , in the most overpowering period of Mr. Elton 's nonsense , which she particularly wished to listen to . 
Emma Woodhouse	sorry	""" "" I am sorry there should be any thing like doubt in the case , "" replied Emma ; "" but am disposed to side with you , Mr. Weston . "
Emma Woodhouse	alone	Emma wished she had been alone with Mrs. Weston . She should then have heard more : Mrs. Weston would speak to her , with a degree of unreserve which she would not hazard with Isabella ; and , she really believed , would scarcely try to conceal any thing relative to the Churchills from her , excepting those views on the young man , of which her own imagination had already given her such instinctive knowledge . 
Emma Woodhouse	sorry	I am sorry for it . 
Emma Woodhouse	sure	I can not bear to imagine any reluctance on his side ; but I am sure there is a great wish on the Churchills ' to keep him to themselves . 
Emma Woodhouse	satisfied	"Emma listened , and then coolly said , "" I shall not be satisfied , unless he comes . "" "
Emma Woodhouse	astonished	"Accordingly , with a mixture of the serious and the playful , which she hoped would best suit his half and half state , she replied , "" I am very much astonished , Mr. Elton . "
Emma Woodhouse	overpowered	"She was too completely overpowered to be immediately able to reply : and two moments of silence being ample encouragement for Mr. Elton 's sanguine state of mind , he tried to take her hand again , as he joyously exclaimed-- "" Charming Miss Woodhouse ! allow me to interpret this interesting silence . It confesses that you have long understood me . "" "" No , sir , "" cried Emma , "" it confesses no such thing . "
Emma Woodhouse	sorry	As to myself , I am very sorry that you should have been giving way to any feelings-- Nothing could be farther from my wishes -- your attachment to my friend Harriet -- your pursuit of her , ( pursuit , it appeared , ) gave me great pleasure , and I have been very earnestly wishing you success : but had I supposed that she were not your attraction to Hartfield , I should certainly have thought you judged ill in making your visits so frequent . 
Emma Woodhouse	first	She was the first to announce it to Mr. Knightley ; and exclaimed quite as much as was necessary , ( or , being acting a part , perhaps rather more , ) at the conduct of the Churchills , in keeping him away . 
Emma Woodhouse	fond	You are very fond of bending little minds ; but where little minds belong to rich people in authority , I think they have a knack of swelling out , till they are quite as unmanageable as great ones . I can imagine , that if you , as you are , Mr. Knightley , were to be transported and placed all at once in Mr. Frank Churchill 's situation , you would be able to say and do just what you have been recommending for him ; and it might have a very good effect . 
Emma Woodhouse	able	You are very fond of bending little minds ; but where little minds belong to rich people in authority , I think they have a knack of swelling out , till they are quite as unmanageable as great ones . I can imagine , that if you , as you are , Mr. Knightley , were to be transported and placed all at once in Mr. Frank Churchill 's situation , you would be able to say and do just what you have been recommending for him ; and it might have a very good effect . 
Emma Woodhouse	happy	I am extremely happy . 
Emma Woodhouse	sure	I was sure it could not be far off ; but I had put my huswife upon it , you see , without being aware , and so it was quite hid , but I had it in my hand so very lately that I was almost sure it must be on the table . 
Emma Woodhouse	sure	I was sure it could not be far off ; but I had put my huswife upon it , you see , without being aware , and so it was quite hid , but I had it in my hand so very lately that I was almost sure it must be on the table . 
Emma Woodhouse	sure	She often says , when the letter is first opened , ` Well , Hetty , now I think you will be put to it to make out all that checker - work'-- do n't you , ma'am?--And then I tell her , I am sure she would contrive to make it out herself , if she had nobody to do it for her-- every word of it -- I am sure she would pore over it till she had made out every word . 
Emma Woodhouse	sure	She often says , when the letter is first opened , ` Well , Hetty , now I think you will be put to it to make out all that checker - work'-- do n't you , ma'am?--And then I tell her , I am sure she would contrive to make it out herself , if she had nobody to do it for her-- every word of it -- I am sure she would pore over it till she had made out every word . 
Emma Woodhouse	sure	Jane often says , when she is here , ` I am sure , grandmama , you must have had very strong eyes to see as you do -- and so much fine work as you have done too!--I only wish my eyes may last me as well . ' 
Emma Woodhouse	afraid	""" "" I am afraid we must be running away , "" said Emma , glancing at Harriet , and beginning to rise--""My father will be expecting us . "
Emma Woodhouse	able	She regained the street -- happy in this , that though much had been forced on her against her will , though she had in fact heard the whole substance of Jane Fairfax 's letter , she had been able to escape the letter itself . 
Emma Woodhouse	willing	Emma was very willing now to acquit her of having seduced Mr. Dixon 's actions from his wife , or of any thing mischievous which her imagination had suggested at first . 
Emma Woodhouse	cautious	She was , besides , which was the worst of all , so cold , so cautious ! 
Emma Woodhouse	happy	""" I am happy you approved , "" said Emma , smiling ; "" but I hope I am not often deficient in what is due to guests at Hartfield . "
Emma Woodhouse	deficient	""" I am happy you approved , "" said Emma , smiling ; "" but I hope I am not often deficient in what is due to guests at Hartfield . "
Emma Woodhouse	attentive	If any thing , you are too attentive . 
Emma Woodhouse	deficient	""" No , "" said Mr. Knightley , nearly at the same time ; "" you are not often deficient ; not often deficient either in manner or comprehension . "
Emma Woodhouse	surprized	"Mr. Elton is going to be married . "" Emma had not had time even to think of Mr. Elton , and she was so completely surprized that she could not avoid a little start , and a little blush , at the sound . "
Emma Woodhouse	sorry	Emma , alone with her father , had half her attention wanted by him while he lamented that young people would be in such a hurry to marry-- and to marry strangers too -- and the other half she could give to her own view of the subject . It was to herself an amusing and a very welcome piece of news , as proving that Mr. Elton could not have suffered long ; but she was sorry for Harriet : 
Emma Woodhouse	likely	It was now about the time that she was likely to call . 
Emma Woodhouse	afraid	""" She had set out from Mrs. Goddard 's half an hour ago -- she had been afraid it would rain -- she had been afraid it would pour down every moment -- but she thought she might get to Hartfield first -- she had hurried on as fast as possible ; but then , as she was passing by the house where a young woman was making up a gown for her , she thought she would just step in and see how it went on ; and though she did not seem to stay half a moment there , soon after she came out it began to rain , and she did not know what to do ; so she ran on directly , as fast as she could , and took shelter at Ford's . ""--Ford 's was the principal woollen - draper , linen - draper , and haberdasher 's shop united ; the shop first in size and fashion in the place.--""And so , there she had set , without an idea of any thing in the world , full ten minutes , perhaps -- when , all of a sudden , who should come in-- to be sure it was so very odd!--but they always dealt at Ford's-- who should come in , but Elizabeth Martin and her brother!-- Dear Miss Woodhouse ! only think . "
Emma Woodhouse	afraid	""" She had set out from Mrs. Goddard 's half an hour ago -- she had been afraid it would rain -- she had been afraid it would pour down every moment -- but she thought she might get to Hartfield first -- she had hurried on as fast as possible ; but then , as she was passing by the house where a young woman was making up a gown for her , she thought she would just step in and see how it went on ; and though she did not seem to stay half a moment there , soon after she came out it began to rain , and she did not know what to do ; so she ran on directly , as fast as she could , and took shelter at Ford's . ""--Ford 's was the principal woollen - draper , linen - draper , and haberdasher 's shop united ; the shop first in size and fashion in the place.--""And so , there she had set , without an idea of any thing in the world , full ten minutes , perhaps -- when , all of a sudden , who should come in-- to be sure it was so very odd!--but they always dealt at Ford's-- who should come in , but Elizabeth Martin and her brother!-- Dear Miss Woodhouse ! only think . "
Emma Woodhouse	conduct	She was not thoroughly comfortable herself . The young man 's conduct , and his sister 's , seemed the result of real feeling , and she could not but pity them . 
Emma Woodhouse	sister	She was not thoroughly comfortable herself . The young man 's conduct , and his sister 's , seemed the result of real feeling , and she could not but pity them . 
Emma Woodhouse	thankful	During his present short stay , Emma had barely seen him ; but just enough to feel that the first meeting was over , and to give her the impression of his not being improved by the mixture of pique and pretension , now spread over his air . She was , in fact , beginning very much to wonder that she had ever thought him pleasing at all ; and his sight was so inseparably connected with some very disagreeable feelings , that , except in a moral light , as a penance , a lesson , a source of profitable humiliation to her own mind , she would have been thankful to be assured of never seeing him again . 
Emma Woodhouse	easy	As to connexion , there Emma was perfectly easy ; persuaded , that after all his own vaunted claims and disdain of Harriet , he had done nothing . 
Emma Woodhouse	sure	"I am sure they will bring him soon . "" "
Emma Woodhouse	pleased	She was pleased with the eagerness to arrive which had made him alter his plan , and travel earlier , later , and quicker , that he might gain half a day . 
Emma Woodhouse	sure	Emma was directly sure that he knew how to make himself agreeable ; the conviction was strengthened by what followed . He was very much pleased with Randalls , thought it a most admirably arranged house , would hardly allow it even to be very small , admired the situation , the walk to Highbury , Highbury itself , Hartfield still more , and professed himself to have always felt the sort of interest in the country which none but one 's _ own _ country gives , and the greatest curiosity to visit it . That he should never have been able to indulge so amiable a feeling before , passed suspiciously through Emma 's brain ; but still , if it were a falsehood , it was a 
Emma Woodhouse	confident	His quick eye she detected again and again glancing towards them with a happy expression ; and even , when he might have determined not to look , she was confident that he was often listening . 
Emma Woodhouse	afraid	You will see her to advantage ; see her and hear her -- no , I am afraid you will not hear her at all , for she has an aunt who never holds her tongue . 
Emma Woodhouse	glad	Well , I am glad she is gone to settle in Ireland . 
Emma Woodhouse	right	""" You are right . "
Emma Woodhouse	sure	There would have been either the ostentation of a coxcomb , or the evasions of a mind too weak to defend its own vanities.--No , I am perfectly sure that he is not trifling or silly . 
Emma Woodhouse	glad	""" This is coming as you should do , "" said she ; "" like a gentleman.-- I am quite glad to see you . "" He thanked her , observing , "" How lucky that we should arrive at the same moment ! "
Emma Woodhouse	afraid	You are not afraid of being supposed ashamed . 
Emma Woodhouse	sure	""" No , I am sure it is not from the Campbells . "
Emma Woodhouse	object	She was his object , and every body must perceive it . 
Emma Woodhouse	sure	I can not at all consent to Mr. Knightley 's marrying ; and I am sure it is not at all likely . 
Emma Woodhouse	amazed	"I am amazed that you should think of such a thing . "" "" My dear Emma , I have told you what led me to think of it . "
Emma Woodhouse	sure	I am sure he has not the least idea of it . 
Emma Woodhouse	sure	In the way of love , I am sure he does not . 
Emma Woodhouse	sure	""" If it would be good to her , I am sure it would be evil to himself ; a very shameful and degrading connexion . "
Emma Woodhouse	easy	The visit afforded her many pleasant recollections the next day ; and all that she might be supposed to have lost on the side of dignified seclusion , must be amply repaid in the splendour of popularity . She must have delighted the Coles -- worthy people , who deserved to be made happy!--And left a name behind her that would not soon die away . Perfect happiness , even in memory , is not common ; and there were two points on which she was not quite easy . She doubted whether she had not transgressed the duty of woman by woman , in betraying her suspicions of Jane Fairfax 's feelings to Frank Churchill . 
Emma Woodhouse	certain	his submission to all that she told , was a compliment to her penetration , which made it difficult for her to be quite certain that she ought to have held her tongue . 
Emma Woodhouse	happy	""" Emma would be "" very happy to wait on Mrs. Bates , & c. , "" and they did at last move out of the shop , with no farther delay from Miss Bates than , "" How do you do , Mrs. Ford ? "
Emma Woodhouse	sure	And I am sure , by his manner , it was no compliment . 
Emma Woodhouse	shocked	But I was really quite shocked the other day-- for Mr. Knightley called one morning , and Jane was eating these apples , and we talked about them and said how much she enjoyed them , and he asked whether we were not got to the end of our stock . 
Emma Woodhouse	sure	` I am sure you must be , ' said he , ` and I will send you another supply 
Emma Woodhouse	obliged	However , the very same evening William Larkins came over with a large basket of apples , the same sort of apples , a bushel at least , and I was very much obliged , and went down and spoke to William Larkins and said every thing , as you may suppose . 
Emma Woodhouse	glad	I am always glad to see him . But , however , I found afterwards from Patty , that William said it was all the apples of _ that _ sort his master had ; he had brought them all -- and now his master had not one left to bake or boil . 
Emma Woodhouse	shocked	He told Patty this , but bid her not mind it , and be sure not to say any thing to us about it , for Mrs. Hodges _ would _ be cross sometimes , and as long as so many sacks were sold , it did not signify who ate the remainder . And so Patty told me , and I was excessively shocked indeed ! 
Emma Woodhouse	aware	I wanted to keep it from Jane 's knowledge ; but , unluckily , I had mentioned it before I was aware . 
Emma Woodhouse	concerned	Miss Woodhouse , I am quite concerned , I am sure you hit your foot . 
Emma Woodhouse	sure	Miss Woodhouse , I am quite concerned , I am sure you hit your foot . 
Emma Woodhouse	guess	""" It is not fair , "" said Emma , in a whisper ; "" mine was a random guess . "
Emma Woodhouse	ashamed	"I am not in the least ashamed of my meaning . "" "" But really , I am half ashamed , and wish I had never taken up the idea . "
Emma Woodhouse	bad	You were very bad with the measles ; that is , you would have been very bad , but for Perry 's great attention . 
Emma Woodhouse	bad	You were very bad with the measles ; that is , you would have been very bad , but for Perry 's great attention . 
Emma Woodhouse	happy	"It would be the greatest pleasure to them , if you could allow me to attend you there . They can do nothing satisfactorily without you . "" Emma was most happy to be called to such a council ; and her father , engaging to think it all over while she was gone , the two young people set off together without delay for the Crown . "
Emma Woodhouse	ready	Emma was ready for her visitor some time before he appeared ; but if this reflected at all upon his impatience , his sorrowful look and total want of spirits when he did come might redeem him . 
Emma Woodhouse	sorry	""" Indeed , I am very sorry to be right in this instance . "
Emma Woodhouse	sure	I am sure we do . 
Emma Woodhouse	sure	"I am sure you did not much expect to like us . You would not have been so long in coming , if you had had a pleasant idea of Highbury . "" "
Emma Woodhouse	creature	""" This sensation of listlessness , weariness , stupidity , this disinclination to sit down and employ myself , this feeling of every thing 's being dull and insipid about the house!-- I must be in love ; I should be the oddest creature in the world if I were not -- for a few weeks at least . "
Emma Woodhouse	willing	She had had three weeks of happy exemption from Mr. Elton ; and Harriet 's mind , she had been willing to hope , had been lately gaining strength . 
Emma Woodhouse	ungrateful	"Miss Woodhouse , how ungrateful I have been ! "" "
Emma Woodhouse	sure	Warmth and tenderness of heart , with an affectionate , open manner , will beat all the clearness of head in the world , for attraction , I am sure it will . 
Emma Woodhouse	sure	She would not be in a hurry to find fault , but she suspected that there was no elegance;--ease , but not elegance.-- She was almost sure that for a young woman , a stranger , a bride , there was too much ease . Her person was rather good ; her face not unpretty ; but neither feature , nor air , nor voice , nor manner , were elegant . Emma thought at least it would turn out so . 
Emma Woodhouse	charming	""" Well , Miss Woodhouse , ( with a gentle sigh , ) what do you think of her?-- Is not she very charming ? "
Emma Woodhouse	indebted	The idea of her being indebted to Mrs. Elton for what was called an _ introduction_--of her going into public under the auspices of a friend of Mrs. Elton's -- probably some vulgar , dashing widow , who , with the help of a boarder , just made a shift to live!-- The dignity of Miss Woodhouse , of Hartfield , was sunk indeed ! 
Emma Woodhouse	musical	I do not ask whether you are musical , Mrs. Elton . 
