Character	Modifier	Context
Elizabeth Bennet	surprised	The steady countenance which Miss Lucas had commanded in telling her story gave way to a momentary confusion here on receiving so direct a reproach ; though , as it was no more than she expected , she soon regained her composure , and calmly replied,-- “ Why should you be surprised , my dear Eliza ? 
Elizabeth Bennet	surprised	“ I see what you are feeling , ” replied Charlotte ; “ you must be surprised , very much surprised , so lately as Mr. Collins was wishing to marry you . But when you have had time to think it all over , I hope you will be satisfied with what I have done . 
Elizabeth Bennet	sure	In the first place , she persisted in disbelieving the whole of the matter ; secondly , she was very sure that Mr. Collins had been taken in ; thirdly , she trusted that they would never be happy together ; and , fourthly , that the match might be broken off . 
Elizabeth Bennet	cause	Two inferences , however , were plainly deduced from the whole : one , that Elizabeth was the real cause of all the mischief ; and the other , that she herself had been barbarously used by them all ; and on these two points she principally dwelt during the rest of the day . 
Elizabeth Bennet	sure	Her disappointment in Charlotte made her turn with fonder regard to her sister , of whose rectitude and delicacy she was sure her opinion could never be shaken , and for whose happiness she grew daily more anxious , as Bingley had now been gone a week , and nothing was heard of his return . 
Elizabeth Bennet	comfortable	Neither Jane nor Elizabeth were comfortable on this subject . 
Elizabeth Bennet	dissatisfied	The more I see of the world the more am I dissatisfied with it ; and every day confirms my belief of the inconsistency of all human characters , and of the little dependence that can be placed on the appearance of either merit or sense . 
Elizabeth Bennet	creature	Miss Bennet was the only creature who could suppose there might be any extenuating circumstances in the case unknown to the society of Hertfordshire : her mild and steady candour always pleaded for allowances , and urged the possibility of mistakes ; but by everybody else Mr. Darcy was condemned as the worst of men . 
Elizabeth Bennet	circumstances	Miss Bennet was the only creature who could suppose there might be any extenuating circumstances in the case unknown to the society of Hertfordshire : her mild and steady candour always pleaded for allowances , and urged the possibility of mistakes ; but by everybody else Mr. Darcy was condemned as the worst of men . 
Elizabeth Bennet	pleased	Change of scene might be of service -- and perhaps a little relief from home may be as useful as anything . ” Elizabeth was exceedingly pleased with this proposal , and felt persuaded of her sister ’s ready acquiescence . 
Elizabeth Bennet	girl	Mrs. Gardiner ’s caution to Elizabeth was punctually and kindly given on the first favourable opportunity of speaking to her alone : after honestly telling her what she thought , she thus went on:-- “ You are too sensible a girl , Lizzy , to fall in love merely because you are warned against it ; and , therefore , I am not afraid of speaking openly . 
Elizabeth Bennet	serious	“ Elizabeth , you are not serious now . ” “ I beg your pardon . 
Elizabeth Bennet	welcome	Indeed , Eliza , you will be as welcome to me as either of them . 
Elizabeth Bennet	incapable	The letter which she wrote on this occasion to her sister will prove what she felt:-- “ My dearest Lizzy will , I am sure , be incapable of triumphing in her better judgment , at my expense , when I confess myself to have been entirely deceived in Miss Bingley ’s regard for me . 
Elizabeth Bennet	watchful	Elizabeth was watchful enough to see it all , but she could see it and write of it without material pain . 
Elizabeth Bennet	choice	Her heart had been but slightly touched , and her vanity was satisfied with believing that _ she _ would have been his only choice , had fortune permitted it . 
Elizabeth Bennet	ready	The sudden acquisition of ten thousand pounds was the most remarkable charm of the young lady to whom he was now rendering himself agreeable ; but Elizabeth , less clear - sighted perhaps in this case than in Charlotte ’s , did not quarrel with him for his wish of independence . Nothing , on the contrary , could be more natural ; and , while able to suppose that it cost him a few struggles to relinquish her , she was ready to allow it a wise and desirable measure for both , and could very sincerely wish him happy . 
Elizabeth Bennet	first	His present pursuit could not make him forget that Elizabeth had been the first to excite and to deserve his attention , the first to listen and to pity , the first to be admired ; and in his manner of bidding her adieu , wishing her every enjoyment , reminding her of what she was to expect in Lady Catherine de Bourgh , and trusting their opinion of her -- their opinion of everybody -- would always coincide , there was a solicitude , an interest , which she felt must ever attach her to him with a most sincere regard ; and she parted from him convinced , that , whether married or single , he must always be her model of the amiable and pleasing . Her fellow - travellers the next day were not of a kind to make her think him less agreeable . 
Elizabeth Bennet	grieved	Their first subject was her sister ; and she was more grieved than astonished to hear , in reply to her minute inquiries , that though Jane always struggled to support her spirits , there were periods of dejection . 
Elizabeth Bennet	sick	I am sick of them all . 
Elizabeth Bennet	satisfied	Mrs. Collins welcomed her friend with the liveliest pleasure , and Elizabeth was more and more satisfied with coming , when she found herself so affectionately received . 
Elizabeth Bennet	able	But though everything seemed neat and comfortable , she was not able to gratify him by any sigh of repentance ; and rather looked with wonder at her friend , that she could have so cheerful an air with such a companion . 
Elizabeth Bennet	ready	Elizabeth was ready to speak whenever there was an opening , but she was seated between Charlotte and Miss de Bourgh -- the former of whom was engaged in listening to Lady Catherine , and the latter said not a word to her all the dinnertime . 
Elizabeth Bennet	families	It is wonderful how many families I have been the means of supplying in that way . 
Elizabeth Bennet	glad	I am always glad to get a young person well placed out . 
Elizabeth Bennet	creature	Lady Catherine seemed quite astonished at not receiving a direct answer ; and Elizabeth suspected herself to be the first creature who had ever dared to trifle with so much dignified impertinence . 
Elizabeth Bennet	thankful	While Sir William was with them , Mr. Collins devoted his mornings to driving him out in his gig , and showing him the country : but when he went away , the whole family returned to their usual employments , and Elizabeth was thankful to find that they did not see more of her cousin by the alteration ; for the chief of the time between breakfast and dinner was now passed by him either at work in the garden , or in reading and writing , and looking out of window in his own book room , which fronted the road . 
Elizabeth Bennet	sensible	She was perfectly sensible that he never had : but she wished to see whether he would betray any consciousness of what had passed between the Bingleys and Jane ; and she thought he looked a little confused as he answered that he had never been so fortunate as to meet Miss Bennet . 
Elizabeth Bennet	alarmed	But I will not be alarmed , though your sister _ does _ play so well . 
Elizabeth Bennet	unlucky	I am particularly unlucky in meeting with a person so well able to expose my real character , in a part of the world where I had hoped to pass myself off with some degree of credit . 
Elizabeth Bennet	sorry	I am sorry to pain you , but so it was . 
Elizabeth Bennet	right	Darcy smiled and said , “ You are perfectly right . 
Elizabeth Bennet	afraid	She was afraid of talking longer of his friend ; and , having nothing else to say , was now determined to leave the trouble of finding a subject to him . 
Elizabeth Bennet	pleased	The gentleman experienced some change of feeling ; he drew back his chair , took a newspaper from the table , and , glancing over it , said , in a colder voice,-- “ Are you pleased with Kent ? 
Elizabeth Bennet	glad	It distressed her a little , and she was quite glad to find herself at the gate in the pales opposite the Parsonage . 
Elizabeth Bennet	unwell	seeing that she was really unwell , did not press her to go , and as much as possible prevented her husband from pressing her ; but Mr. Collins could not conceal his apprehension of Lady Catherine ’s being rather displeased by her staying at home . CHAPTER XXXIV . When they were gone , Elizabeth , as if intending to exasperate herself as much as possible against Mr. Darcy , chose for her employment the examination of all the letters which Jane had written to her since her being in Kent . 
Elizabeth Bennet	better	In a hurried manner he immediately began an inquiry after her health , imputing his visit to a wish of hearing that she were better . 
Elizabeth Bennet	surprised	Elizabeth was surprised , but said not a word . 
Elizabeth Bennet	insensible	In spite of her deeply - rooted dislike , she could not be insensible to the compliment of such a man ’s affection , and though her intentions did not vary for an instant , she was at first sorry for the pain he was to receive ; till roused to resentment by his subsequent language , she lost all compassion in anger . 
Elizabeth Bennet	sorry	In spite of her deeply - rooted dislike , she could not be insensible to the compliment of such a man ’s affection , and though her intentions did not vary for an instant , she was at first sorry for the pain he was to receive ; till roused to resentment by his subsequent language , she lost all compassion in anger . 
Elizabeth Bennet	sorry	I am sorry to have occasioned pain to anyone . 
Elizabeth Bennet	uncivil	Was not this some excuse for incivility , if I _ was _ uncivil ? 
Elizabeth Bennet	unequal	She continued in very agitating reflections till the sound of Lady Catherine ’s carriage made her feel how unequal she was to encounter Charlotte ’s observation , and hurried her away to her room . 
Elizabeth Bennet	sorry	If , in the explanation of them which is due to myself , I am under the necessity of relating feelings which may be offensive to yours , I can only say that I am sorry . 
Elizabeth Bennet	desirous	That I was desirous of believing her indifferent is certain ; but I will venture to say that my investigations and decisions are not usually influenced by my hopes or fears . 
Elizabeth Bennet	certain	He left Netherfield for London on the day following , as you , I am certain , remember , with the design of soon returning . 
Elizabeth Bennet	ignorant	Of what he has _ particularly _ accused me I am ignorant ; but of the truth of what I shall relate I can summon more than one witness of undoubted veracity . 
Elizabeth Bennet	happy	She was then but fifteen , which must be her excuse ; and after stating her imprudence , I am happy to add , that I owed the knowledge of it to herself . 
Elizabeth Bennet	master	But I was not then master enough of myself to know what could or ought to be revealed . 
Elizabeth Bennet	alone	Reflection must be reserved for solitary hours : whenever she was alone , she gave way to it as the greatest relief ; and not a day went by without a solitary walk , in which she might indulge in all the delight of unpleasant recollections . Mr. Darcy ’s letter she was in a fair way of soon knowing by heart . 
Elizabeth Bennet	full	When she remembered the style of his address , she was still full of indignation : but when she considered how unjustly she had condemned and upbraided him , her anger was turned against herself ; and his disappointed feelings became the object of compassion . 
Elizabeth Bennet	eager	Elizabeth was eager with her thanks and assurances of happiness . 
Elizabeth Bennet	sorry	She was not sorry , however , to have the recital of them interrupted by the entrance of the lady from whom they sprang . 
Elizabeth Bennet	sorry	She was sorry that Mr. Darcy should have delivered his sentiments in a manner so little suited to recommend them ; but still more was she grieved for the unhappiness which her sister ’s refusal must have given him . 
Elizabeth Bennet	sorry	“ Indeed , ” replied Elizabeth , “ I am heartily sorry for him ; but he has other feelings which will probably soon drive away his regard for me . 
Elizabeth Bennet	wrong	“ No -- I do not know that you were wrong in saying what you did . ” 
Elizabeth Bennet	able	“ This will not do , ” said Elizabeth ; “ you never will be able to make both of them good for anything . 
Elizabeth Bennet	satisfied	Take your choice , but you must be satisfied 
Elizabeth Bennet	sensible	Here was knowledge in which no one could partake ; and she was sensible that nothing less than a perfect understanding between the parties could justify her in throwing off this last encumbrance of mystery . 
Elizabeth Bennet	able	“ And then , ” said she , “ if that very improbable event should ever take place , I shall merely be able to tell what Bingley may tell in a much more agreeable manner himself . 
Elizabeth Bennet	disposed	She felt anew the justice of Mr. Darcy ’s objections ; and never had she before been so much disposed to pardon his interference in the views of his friend . 
Elizabeth Bennet	sure	“ If you were aware , ” said Elizabeth , “ of the very great disadvantage to us all , which must arise from the public notice of Lydia ’s unguarded and imprudent manner , nay , which has already arisen from it , I am sure you would judge differently in the affair . ” “ Already arisen ! ” repeated Mr. Bennet . 
Elizabeth Bennet	confident	She was confident of having performed her duty ; and to fret over unavoidable evils , or augment them by anxiety , was no part of her disposition . 
Elizabeth Bennet	blind	Elizabeth , however , had never been blind to the impropriety of her father ’s behaviour as a husband . 
Elizabeth Bennet	distressed	Elizabeth was distressed . 
Elizabeth Bennet	mistress	The rooms were lofty and handsome , and their furniture suitable to the fortune of their proprietor ; but Elizabeth saw , with admiration of his taste , that it was neither gaudy nor uselessly fine,--with less of splendour , and more real elegance , than the furniture of Rosings . “ And of this place , ” thought she , “ I might have been mistress ! 
Elizabeth Bennet	rejoiced	How rejoiced was Elizabeth that their own journey had not by any circumstance been delayed a day ! 
Elizabeth Bennet	sure	Elizabeth could not help saying , “ It is very much to his credit , I am sure , that you should think so . ” 
Elizabeth Bennet	lucky	You are lucky in having such a master . ” 
Elizabeth Bennet	sure	Some people call him proud ; but I am sure I never saw anything of it . 
Elizabeth Bennet	sensible	They had now entered a beautiful walk by the side of the water , and every step was bringing forward a nobler fall of ground , or a finer reach of the woods to which they were approaching : but it was some time before Elizabeth was sensible of any of it ; and , though she answered mechanically to the repeated appeals of her uncle and aunt , and seemed to direct her eyes to such objects as they pointed out , she distinguished no part of the scene . 
Elizabeth Bennet	dear	She longed to know what at that moment was passing in his mind ; in what manner he thought of her , and whether , in defiance of everything , she was still dear to him . 
Elizabeth Bennet	prepared	Elizabeth , however astonished , was at least more prepared for an interview than before , and resolved to appear and to speak with calmness , if he really intended to meet them . 
Elizabeth Bennet	unprepared	This was a stroke of civility for which she was quite unprepared ; and she could hardly suppress a smile at his being now seeking the acquaintance of some of those very people , against whom his pride had revolted , in his offer to herself . 
Elizabeth Bennet	impossible	Elizabeth was not comfortable ; that was impossible ; but she was flattered and pleased . 
Elizabeth Bennet	amazed	She was quite amazed at her own discomposure ; but , amongst other causes of disquiet , she dreaded lest the partiality of the brother should have said too much in 
Elizabeth Bennet	sure	She wanted to ascertain the feelings of each of her visitors , she wanted to compose her own , and to make herself agreeable to all ; and in the latter object , where she feared most to fail , she was most sure of success , for those to whom she endeavoured to give pleasure were pre - possessed in her favour . 
Elizabeth Bennet	satisfied	On this point she was soon satisfied ; and two or three little circumstances occurred ere they parted , which , in her anxious interpretation , denoted a recollection of Jane , not untinctured by tenderness , and a wish of saying more that might lead to the mention of her , had he dared . He observed to her , at a moment when the others were talking together , and in a tone which had something of real regret , that it “ was a very long time since he had had the pleasure of seeing her ; ” and , before she could reply , he added , “ It is above eight months . 
Elizabeth Bennet	pleased	Elizabeth was pleased to find his memory so exact ; and he afterwards took occasion to ask her , when unattended to by any of the rest , whether _ all _ her sisters were at Longbourn . 
Elizabeth Bennet	pleased	Elizabeth , construing all this into a wish of hearing her speak of her sister , was pleased ; and on this account , as well as some others , found herself , when their visitors left them , capable of considering the last half hour with some satisfaction , though while it was passing the enjoyment of it had been little . 
Elizabeth Bennet	grateful	She respected , she esteemed , she was grateful to him , she felt a real interest in his 
Elizabeth Bennet	sorry	Elizabeth soon saw that she was herself closely watched by Miss Bingley , and that she could not speak a word , especially to Miss Darcy , without calling her attention . This observation would not have prevented her from trying to talk to the latter , had they not been seated at an inconvenient distance ; but she was not sorry to be spared the necessity of saying much : her own thoughts were employing her . 
Elizabeth Bennet	beauty	He was resolutely silent , however ; and , from a determination of making him speak , she continued,-- “ I remember , when we first knew her in Hertfordshire , how amazed we all were to find that she was a reputed beauty ; and I particularly recollect your saying one night , after they had been dining at Netherfield , ‘ _ She _ a beauty ! 
Elizabeth Bennet	disappointed	Elizabeth had been a good deal disappointed in not finding a letter from Jane on their first arrival at Lambton ; and this disappointment had been renewed on each of the mornings that had now been spent there ; but 
Elizabeth Bennet	surprised	Elizabeth was not surprised at it , as Jane had written the direction remarkably ill . 
Elizabeth Bennet	able	I am afraid you will not be able to make it out , but I hardly know what I have written . 
Elizabeth Bennet	ill	You are very ill . ” 
Elizabeth Bennet	well	I am quite well , I am only distressed by some dreadful news which I have just received from Longbourn . ” 
Elizabeth Bennet	ignorant	Till I was in Kent , and saw so much both of Mr. Darcy and his relation Colonel Fitzwilliam , I was ignorant of the truth myself . 
Elizabeth Bennet	sanguine	It was possible , however , that some of his companions in the ----shire might be able to give more information ; and though she was not very sanguine in expecting it , the application was a something to look forward to . 
Elizabeth Bennet	involved	And this consideration leads me , moreover , to reflect , with augmented satisfaction , on a certain event of last November ; for had it been otherwise , I must have been involved in all your sorrow and disgrace . 
Elizabeth Bennet	afraid	I am not afraid of being overpowered by the impression . 
Elizabeth Bennet	happy	The world has been deceived in that respect ; and I am happy to say , there will be some little money , even when all his debts are discharged , to settle on my niece , in addition to her own fortune . 
Elizabeth Bennet	afraid	Generous , good man , I am afraid he has distressed himself . 
Elizabeth Bennet	sorry	Elizabeth was now most heartily sorry that she had , from the distress of the moment , been led to make Mr. Darcy acquainted with their fears for her sister ; for since her marriage would so shortly give the proper termination to the elopement , they might hope to conceal its unfavourable beginning from all those who were not immediately on the spot . 
Elizabeth Bennet	happy	She was convinced that she could have been happy with him , when it was no longer likely they should meet . 
Elizabeth Bennet	surprised	Elizabeth was surprised , however , that Wickham should consent to such a scheme ; and , had she consulted only her own inclination , any meeting with him would have been the last object of her wishes . 
Elizabeth Bennet	disgusted	Elizabeth was disgusted , and even Miss Bennet was shocked . 
Elizabeth Bennet	strange	You are so strange ! 
Elizabeth Bennet	afraid	I was so afraid , you know , that something would happen to put it off , and then I should have gone quite distracted . 
Elizabeth Bennet	so	Well , I was so frightened I did not know what to do , for my uncle was to give me away ; and if we were beyond the hour we could not be married all day . 
Elizabeth Bennet	satisfied	Conjectures as to the meaning of it , rapid and wild , hurried into her brain ; but she was satisfied with none . 
Elizabeth Bennet	glad	Jane ’s delicate sense of honour would not allow her to speak to Elizabeth privately of what Lydia had let fall ; Elizabeth was glad of it:--till it appeared whether her inquiries would receive any satisfaction , she had rather be without a confidante . 
Elizabeth Bennet	likely	She was no sooner in possession of it , than hurrying into the little copse , where she was least likely to be interrupted , she sat down on one of the benches , and prepared to be happy ; for the length of the letter convinced her that it did not contain a denial . 
Elizabeth Bennet	ashamed	She was ashamed to think how much . 
Elizabeth Bennet	sensible	She was even sensible of some pleasure , though mixed with regret , on finding how steadfastly both she and her uncle had been persuaded that affection and confidence subsisted between Mr. Darcy and herself . 
Elizabeth Bennet	pleased	Mr. Wickham was so perfectly satisfied with this conversation , that he never again distressed himself , or provoked his dear sister Elizabeth , by introducing the subject of it ; and she was pleased to find that she had said enough to keep him quiet . 
Elizabeth Bennet	sure	“ Some acquaintance or other , my dear , I suppose ; I am sure I do not know . ” 
Elizabeth Bennet	foolish	How could I ever be foolish enough to expect a renewal of his love ? 
Elizabeth Bennet	satisfied	I am perfectly satisfied , from what his manners now are , that he never had any design of engaging my affection . It is only that he is blessed with greater sweetness of address , and a stronger desire of generally pleasing , than any other man . ” 
Elizabeth Bennet	cruel	“ You are very cruel , ” said her sister , “ you will not let me smile , and are provoking me to it every moment . ” “ How hard it is in some cases to be believed ! 
Elizabeth Bennet	creature	Jane could have no reserves from Elizabeth , where confidence would give pleasure ; and , instantly embracing her , acknowledged , with the liveliest emotion , that she was the happiest creature in the world . 
Elizabeth Bennet	pleased	Elizabeth was pleased to find that he had not betrayed the interference of his friend ; for , though Jane had the most generous and forgiving heart in the world , she knew it was a circumstance which must prejudice her against him . 
Elizabeth Bennet	puzzled	But no letter appeared , and she was completely puzzled . 
Elizabeth Bennet	person	“ If I have , I shall be the last person to confess it . ” “ Miss Bennet , do you know who I am ? 
Elizabeth Bennet	sensible	If you were sensible of your own good , you would not wish to quit the sphere in which you have been brought up . ” 
Elizabeth Bennet	undetermined	The colour now rushed into Elizabeth ’s cheeks in the instantaneous conviction of its being a letter from the nephew , instead of the aunt ; and she was undetermined whether most to be pleased that he explained himself at all , or offended that his letter was not rather addressed to herself , when her father continued,-- “ You look conscious . 
Elizabeth Bennet	rector	It was an encouragement of vice ; and had I been the rector of Longbourn , I should very strenuously have opposed it . 
Elizabeth Bennet	generous	After a short pause , her companion added , “ You are too generous to trifle with me . 
Elizabeth Bennet	importance	Had Elizabeth been able to encounter his eyes , she might have seen how well the expression of heartfelt delight diffused over his face became him : but though she could not look she could listen ; and he told her of feelings which , in proving of what importance she was to him , made his affection every moment more valuable . 
Elizabeth Bennet	ashamed	I assure you that I have long been most heartily ashamed of it . ” 
Elizabeth Bennet	happy	Darcy was not of a disposition in which happiness overflows in mirth ; and Elizabeth , agitated and confused , rather _ knew _ that she was happy than _ felt _ herself to be so ; for , besides the immediate embarrassment , there were other evils before her . 
Elizabeth Bennet	aware	She anticipated what would be felt in the family when her situation became known : she was aware that no one liked him but Jane ; and even feared that with the others it was a _ dislike _ which not all his fortune and consequence might do away . 
Elizabeth Bennet	incredulous	Though suspicion was very far from Miss Bennet ’s general habits , she was absolutely incredulous here . 
Elizabeth Bennet	sure	My sole dependence was on you ; and I am sure nobody else will believe me , if you do not . 
Elizabeth Bennet	certain	“ My dear , dear Lizzy , I would , I do congratulate you ; but are you certain -- forgive the question -- are you quite certain that you can be happy with him ? ” 
Elizabeth Bennet	certain	“ My dear , dear Lizzy , I would , I do congratulate you ; but are you certain -- forgive the question -- are you quite certain that you can be happy with him ? ” 
Elizabeth Bennet	happy	“ My dear , dear Lizzy , I would , I do congratulate you ; but are you certain -- forgive the question -- are you quite certain that you can be happy with him ? ” 
Elizabeth Bennet	pleased	But are you pleased , Jane ? 
Elizabeth Bennet	sure	Are you quite sure that you feel what you ought to do ? 
Elizabeth Bennet	afraid	I am afraid you will be angry . ” “ My dearest sister , now be , _ be _ serious . 
Elizabeth Bennet	angry	I am afraid you will be angry . ” “ My dearest sister , now be , _ be _ serious . 
Elizabeth Bennet	happy	“ Now I am quite happy , ” said she , “ for you will be as happy as myself . 
Elizabeth Bennet	reserved	But , Lizzy , you have been very sly , very reserved with me . 
Elizabeth Bennet	unwilling	She had been unwilling to mention Bingley ; and the unsettled state of her own feelings had made her equally avoid the name of his friend : but now she would no longer conceal from her his share in Lydia ’s marriage . 
Elizabeth Bennet	happy	I know that you could be neither happy nor respectable , unless you truly esteemed your husband , unless you looked up to him as a superior . 
Elizabeth Bennet	earnest	Elizabeth , still more affected , was earnest and solemn in her reply ; and , at length , by repeated assurances that Mr. Darcy was really the object of her choice , by explaining the gradual change which her estimation of him had undergone , relating her absolute certainty that his affection was not the work of a day , but had stood the test of many months ’ suspense , and enumerating with energy all his good qualities , she did conquer her father ’s incredulity , and reconcile him to the match . 
Elizabeth Bennet	solemn	Elizabeth , still more affected , was earnest and solemn in her reply ; and , at length , by repeated assurances that Mr. Darcy was really the object of her choice , by explaining the gradual change which her estimation of him had undergone , relating her absolute certainty that his affection was not the work of a day , but had stood the test of many months ’ suspense , and enumerating with energy all his good qualities , she did conquer her father ’s incredulity , and reconcile him to the match . 
Elizabeth Bennet	able	Elizabeth ’s mind was now relieved from a very heavy weight ; and , after half an hour ’s quiet reflection in her own room , she was able to join the others with tolerable composure . 
Elizabeth Bennet	great	how rich and how great you will be ! 
