Character	Modifier	Context
Anne Elliot	ignorant	"There was a very general ignorance of all naval matters throughout the party ; and he was very much questioned , and especially by the two Miss Musgroves , who seemed hardly to have any eyes but for him , as to the manner of living on board , daily regulations , food , hours , & c. , and their surprise at his accounts , at learning the degree of accommodation and arrangement which was practicable , drew from him some pleasant ridicule , which reminded Anne of the early days when she too had been ignorant , and she too had been accused of supposing sailors to be living on board without anything to eat , or any cook to dress it if there were , or any servant to wait , or any knife and fork to use . From thus listening and thinking , she was roused by a whisper of Mrs Musgrove 's who , overcome by fond regrets , could not help saying-- "" Ah ! "
Anne Elliot	glad	On its being proposed , Anne offered her services , as usual ; and though her eyes would sometimes fill with tears as she sat at the instrument , she was extremely glad to be employed , and desired nothing in return but to be unobserved . 
Anne Elliot	aware	The Miss Hayters , the females of the family of cousins already mentioned , were apparently admitted to the honour of being in love with him ; and as for Henrietta and Louisa , they both seemed so entirely occupied by him , that nothing but the continued appearance of the most perfect good - will between themselves could have made it credible that they were not decided rivals . If he were a little spoilt by such universal , such eager admiration , who could wonder ? These were some of the thoughts which occupied Anne , while her fingers were mechanically at work , proceeding for half an hour together , equally without error , and without consciousness . Once she felt that he was looking at herself , observing her altered features , perhaps , trying to trace in them the ruins of the face which had once charmed him ; and once she knew that he must have spoken of her ; she was hardly aware of it , till she heard the answer ; but then she was sure of his having asked his partner whether Miss Elliot never danced ? 
Anne Elliot	sure	The Miss Hayters , the females of the family of cousins already mentioned , were apparently admitted to the honour of being in love with him ; and as for Henrietta and Louisa , they both seemed so entirely occupied by him , that nothing but the continued appearance of the most perfect good - will between themselves could have made it credible that they were not decided rivals . If he were a little spoilt by such universal , such eager admiration , who could wonder ? These were some of the thoughts which occupied Anne , while her fingers were mechanically at work , proceeding for half an hour together , equally without error , and without consciousness . Once she felt that he was looking at herself , observing her altered features , perhaps , trying to trace in them the ruins of the face which had once charmed him ; and once she knew that he must have spoken of her ; she was hardly aware of it , till she heard the answer ; but then she was sure of his having asked his partner whether Miss Elliot never danced ? 
Anne Elliot	tired	"She is never tired of playing . "" "
Anne Elliot	determined	"I wish you had been with us yesterday , for then you might have decided between us ; and I am sure you would have thought as I did , unless you had been determined to give it against me . "" A dinner at Mr Musgrove 's had been the occasion when all these things should have been seen by Anne ; but she had staid at home , under the mixed plea of a headache of her own , and some return of indisposition in little Charles . She had thought only of avoiding Captain Wentworth ; but an escape from being appealed to as umpire was now added to the advantages of a quiet evening . "
Anne Elliot	present	One morning , very soon after the dinner at the Musgroves , at which Anne had not been present , Captain Wentworth walked into the drawing - room at the Cottage , where were only herself and the little invalid Charles , who was lying on the sofa . 
Anne Elliot	useful	She tried to dissuade Mary from going , but in vain ; and that being the case , thought it best to accept the Miss Musgroves ' much more cordial invitation to herself to go likewise , as she might be useful in turning back with her sister , and lessening the interference in any plan of their own . 
Anne Elliot	glad	Anne , really tired herself , was glad to sit down ; and she very soon heard Captain Wentworth and Louisa in the hedge - row , behind her , as if making their way back along the rough , wild sort of channel , down the centre . 
Anne Elliot	tired	""" Miss Elliot , I am sure you are tired , "" cried Mrs Croft . "
Anne Elliot	gainer	This was against her ; but on the other hand , he spent so much of his time at Uppercross , that in removing thence she might be considered rather as leaving him behind , than as going towards him ; and , upon the whole , she believed she must , on this interesting question , be the gainer , almost as certainly as in her change of domestic society , in leaving poor Mary for Lady Russell 
Anne Elliot	anxious	She wished it might be possible for her to avoid ever seeing Captain Wentworth at the Hall : those rooms had witnessed former meetings which would be brought too painfully before her ; but she was yet more anxious for the possibility of Lady Russell and Captain Wentworth never meeting anywhere . 
Anne Elliot	eloquent	When the evening was over , Anne could not but be amused at the idea of her coming to Lyme to preach patience and resignation to a young man whom she had never seen before ; nor could she help fearing , on more serious reflection , that , like many other great moralists and preachers , she had been eloquent on a point in which her own conduct would ill bear examination . 
Anne Elliot	insensible	When they came to the steps , leading upwards from the beach , a gentleman , at the same moment preparing to come down , politely drew back , and stopped to give them way . They ascended and passed him ; and as they passed , Anne 's face caught his eye , and he looked at her with a degree of earnest admiration , which she could not be insensible of . 
Anne Elliot	sure	"The tone , the look , with which "" Thank God ! "" was uttered by Captain Wentworth , Anne was sure could never be forgotten by her ; nor the sight of him afterwards , as he sat near a table , leaning over it with folded arms and face concealed , as if overpowered by the various feelings of his soul , and trying by prayer and reflection to calm them . "
Anne Elliot	sister	She was so wretched and so vehement , complained so much of injustice in being expected to go away instead of Anne ; Anne , who was nothing to Louisa , while she was her sister , and had the best right to stay in Henrietta 's stead ! 
Anne Elliot	privy	And so much was said in this way , that Anne thought she could not do better than impart among them the general inclination to which she was privy , and persuaded them all to go to Lyme at once . 
Anne Elliot	delighted	They must be taking off some trouble from the good people she was with ; they might at least relieve Mrs Harville from the care of her own children ; and in short , they were so happy in the decision , that Anne was delighted with what she had done , and felt that she could not spend her last morning at Uppercross better than in assisting their preparations , and sending them off at an early hour , though her being left to the solitary range of the house was the consequence . She was the last , excepting the little boys at the cottage , she was the very last , the only remaining one of all that had filled and animated both houses , of all that had given Uppercross its cheerful character . A few days had made a change indeed ! If Louisa recovered , it would all be well again . 
Anne Elliot	last	They must be taking off some trouble from the good people she was with ; they might at least relieve Mrs Harville from the care of her own children ; and in short , they were so happy in the decision , that Anne was delighted with what she had done , and felt that she could not spend her last morning at Uppercross better than in assisting their preparations , and sending them off at an early hour , though her being left to the solitary range of the house was the consequence . She was the last , excepting the little boys at the cottage , she was the very last , the only remaining one of all that had filled and animated both houses , of all that had given Uppercross its cheerful character . A few days had made a change indeed ! If Louisa recovered , it would all be well again . 
Anne Elliot	last	They must be taking off some trouble from the good people she was with ; they might at least relieve Mrs Harville from the care of her own children ; and in short , they were so happy in the decision , that Anne was delighted with what she had done , and felt that she could not spend her last morning at Uppercross better than in assisting their preparations , and sending them off at an early hour , though her being left to the solitary range of the house was the consequence . She was the last , excepting the little boys at the cottage , she was the very last , the only remaining one of all that had filled and animated both houses , of all that had given Uppercross its cheerful character . A few days had made a change indeed ! If Louisa recovered , it would all be well again . 
Anne Elliot	sensible	When they came to converse , she was soon sensible of some mental change . 
Anne Elliot	ashamed	Their concerns had been sunk under those of Uppercross ; and when Lady Russell reverted to their former hopes and fears , and spoke her satisfaction in the house in Camden Place , which had been taken , and her regret that Mrs Clay should still be with them , Anne would have been ashamed to have it known how much more she was thinking of Lyme and Louisa Musgrove , and all her acquaintance there ; how much more interesting to her was the home and the friendship of the Harvilles and Captain Benwick , than her own father 's house in Camden Place , or her own sister 's intimacy with Mrs Clay . She was actually forced to exert herself to meet Lady Russell with anything like the appearance of equal solicitude , on topics which had by nature the first claim on her . 
Anne Elliot	conscious	Anne was conscious of not doing it so well as Lady Russell . 
Anne Elliot	likely	"It will be some trial to us both . "" Anne did not shrink from it ; on the contrary , she truly felt as she said , in observing-- "" I think you are very likely to suffer the most of the two ; your feelings are less reconciled to the change than mine . "
Anne Elliot	distressed	"Anne , amused in spite of herself , was rather distressed for an answer , and the Admiral , fearing he might not have been civil enough , took up the subject again , to say-- "" The next time you write to your good father , Miss Elliot , pray give him my compliments and Mrs Croft 's , and say that we are settled here quite to our liking , and have no fault at all to find with the place . "
Anne Elliot	surprised	He spoke and looked so much in earnest , that Anne was not surprised to see Mrs Clay stealing a glance at Elizabeth and herself . 
Anne Elliot	better	"he was surprised at that ; "" and added , "" certainly you can not do better than to continue as you are ; you can not be better than well ; or I should recommend Gowland , the constant use of Gowland , during the spring months . "
Anne Elliot	ashamed	Anne was ashamed . 
Anne Elliot	ashamed	Had Lady Dalrymple and her daughter even been very agreeable , she would still have been ashamed of the agitation they created , but they were nothing . 
Anne Elliot	satisfied	"when Anne ventured to speak her opinion of them to Mr Elliot , he agreed to their being nothing in themselves , but still maintained that , as a family connexion , as good company , as those who would collect good company around them , they had their value . Anne smiled and said , "" My idea of good company , Mr Elliot , is the company of clever , well - informed people , who have a great deal of conversation ; that is what I call good company . "" "" You are mistaken , "" said he gently , "" that is not good company ; that is the best . Good company requires only birth , education , and manners , and with regard to education is not very nice . Birth and good manners are essential ; but a little learning is by no means a dangerous thing in good company ; on the contrary , it will do very well . My cousin Anne shakes her head . She is not satisfied . "
Anne Elliot	fastidious	She is fastidious . 
Anne Elliot	unjust	""" Pardon me , dear cousin , you are unjust in your own claims . "
Anne Elliot	proud	""" "" Well , "" said Anne , "" I certainly am proud , too proud to enjoy a welcome which depends so entirely upon place . "
Anne Elliot	pleased	""" He looked , as he spoke , to the seat which Mrs Clay had been lately occupying : a sufficient explanation of what he particularly meant ; and though Anne could not believe in their having the same sort of pride , she was pleased with him for not liking Mrs Clay ; and her conscience admitted that his wishing to promote her father 's getting great acquaintance was more than excusable in the view of defeating her . "
Anne Elliot	fond	She had been very fond of her husband : she had buried him . She had been used to affluence : it was gone . 
Anne Elliot	fortunate	She had seen too much of the world , to expect sudden or disinterested attachment anywhere , but her illness had proved to her that her landlady had a character to preserve , and would not use her ill ; and she had been particularly fortunate in her nurse , as a sister of her landlady , a nurse by profession , and who had always a home in that house when unemployed , chanced to be at liberty just in time to attend her . 
Anne Elliot	sorry	She was not sorry for the excuse . 
Anne Elliot	sure	"They were only asked , she was sure , because Lady Dalrymple being kept at home by a bad cold , was glad to make use of the relationship which had been so pressed on her ; and she declined on her own account with great alacrity--""She was engaged to spend the evening with an old schoolfellow . "" "
Anne Elliot	happy	I only mean that if Mr Elliot should some time hence pay his addresses to you , and if you should be disposed to accept him , I think there would be every possibility of your being happy together . 
Anne Elliot	self	"Lady Russell let this pass , and only said in rejoinder , "" I own that to be able to regard you as the future mistress of Kellynch , the future Lady Elliot , to look forward and see you occupying your dear mother 's place , succeeding to all her rights , and all her popularity , as well as to all her virtues , would be the highest possible gratification to me . You are your mother 's self in countenance and disposition ; and if I might be allowed to fancy you such as she was , in situation and name , and home , presiding and blessing in the same spot , and only superior to her in being more highly valued ! My dearest Anne , it would give me more delight than is often felt at my time of life ! "" "
Anne Elliot	satisfied	Though they had now been acquainted a month , she could not be satisfied that she really knew his character . 
Anne Elliot	ashamed	She had some feelings which she was ashamed to investigate . 
Anne Elliot	ashamed	"Anne had been ashamed to appear to comprehend so soon as she really did ; but now she could safely suggest the name of "" Louisa . "
Anne Elliot	sorry	I should be very sorry that such a friendship as has subsisted between him and Captain Benwick should be destroyed , or even wounded , by a circumstance of this sort . 
Anne Elliot	sincere	The rain was a mere trifle , and Anne was most sincere in preferring a walk with Mr Elliot . 
Anne Elliot	simpleton	Her start was perceptible only to herself ; but she instantly felt that she was the greatest simpleton in the world , the most unaccountable and absurd ! 
Anne Elliot	determined	"After a moment 's pause he said : "" Though I came only yesterday , I have equipped myself properly for Bath already , you see , "" ( pointing to a new umbrella ) ; "" I wish you would make use of it , if you are determined to walk ; though I think it would be more prudent to let me get you a chair . "" She was very much obliged to him , but declined it all , repeating her conviction , that the rain would come to nothing at present , and adding , "" I am only waiting for Mr Elliot . "
Anne Elliot	obliged	"After a moment 's pause he said : "" Though I came only yesterday , I have equipped myself properly for Bath already , you see , "" ( pointing to a new umbrella ) ; "" I wish you would make use of it , if you are determined to walk ; though I think it would be more prudent to let me get you a chair . "" She was very much obliged to him , but declined it all , repeating her conviction , that the rain would come to nothing at present , and adding , "" I am only waiting for Mr Elliot . "
Anne Elliot	sure	"He will be here in a moment , I am sure . "" "
Anne Elliot	delicate	Anne is too delicate for them . 
Anne Elliot	wise	alas ! she must confess to herself that she was not wise yet . Another circumstance very essential for her to know , was how long he meant to be in Bath ; he had not mentioned it , or she could not recollect it . He might be only passing through . But it was more probable that he should be come to stay . 
Anne Elliot	conscious	No , it was not to be supposed that Lady Russell would perceive him till they were nearly opposite . She looked at her however , from time to time , anxiously ; and when the moment approached which must point him out , though not daring to look again ( for her own countenance she knew was unfit to be seen ) , she was yet perfectly conscious of Lady Russell 's eyes being turned exactly in the direction for him-- of her being , in short , intently observing him . 
Anne Elliot	impatient	The theatre or the rooms , where he was most likely to be , were not fashionable enough for the Elliots , whose evening amusements were solely in the elegant stupidity of private parties , in which they were getting more and more engaged ; and Anne , wearied of such a state of stagnation , sick of knowing nothing , and fancying herself stronger because her strength was not tried , was quite impatient for the concert evening . 
Anne Elliot	nearest	Anne was the nearest to him , and making yet a little advance , she instantly spoke . 
Anne Elliot	concerned	I had been too deeply concerned in the mischief to be soon at peace . 
Anne Elliot	weak	She would not have been obstinate if I had not been weak . 
Anne Elliot	happy	Upon Lady Russell 's appearance soon afterwards , the whole party was collected , and all that remained was to marshal themselves , and proceed into the Concert Room ; and be of all the consequence in their power , draw as many eyes , excite as many whispers , and disturb as many people as they could . Very , very happy were both Elizabeth and Anne Elliot as they walked in . Elizabeth arm in arm with Miss Carteret , and looking on the broad back of the dowager Viscountess Dalrymple before her , had nothing to wish for which did not seem within her reach ; and Anne -- but it would be an insult to the nature of Anne 's felicity , to draw any comparison between it and her sister 's ; the origin of one all selfish vanity , of the other all generous attachment . Anne saw nothing , thought nothing of the brilliancy of the room . 
Anne Elliot	scholar	I am a very poor Italian scholar . 
Anne Elliot	sorry	""" I will not oppose such kind politeness ; but I should be sorry to be examined by a real proficient . "
Anne Elliot	curiosity	To have been described long ago to a recent acquaintance , by nameless people , is irresistible ; and Anne was all curiosity . 
Anne Elliot	sure	She was sure of a pleasant reception ; and her friend seemed this morning particularly obliged to her for coming , seemed hardly to have expected her , though it had been an appointment . 
Anne Elliot	party	You were a large party in yourselves , and you wanted nothing beyond . 
Anne Elliot	unable	"She was still in the astonishment and confusion excited by her friend 's penetration , unable to imagine how any report of Captain Wentworth could have reached her . After another short silence-- "" Pray , "" said Mrs Smith , "" is Mr Elliot aware of your acquaintance with me ? Does he know that I am in Bath ? "
Anne Elliot	aware	""" "" I was not at all aware of this . "
Anne Elliot	happy	""" I should be extremely happy ; I hope you can not doubt my willingness to be of even the slightest use to you , "" replied Anne ; "" but I suspect that you are considering me as having a higher claim on Mr Elliot , a greater right to influence him , than is really the case . "
Anne Elliot	sure	I am sure you have , somehow or other , imbibed such a notion . 
Anne Elliot	cruel	Till it does come , you know , we women never mean to have anybody . It is a thing of course among us , that every man is refused , till he offers . But why should you be cruel ? 
Anne Elliot	happy	Well , my dear Miss Elliot , I hope and trust you will be very happy . 
Anne Elliot	safe	You are safe in all worldly matters , and safe in his character . 
Anne Elliot	happy	""" But , "" continued Anne , presently , "" though there is no truth in my having this claim on Mr Elliot , I should be extremely happy to be of use to you in any way that I could . "
Anne Elliot	creature	"I used to boast of my own Anne Elliot , and vouch for your being a very different creature from-- "" She checked herself just in time . "
Anne Elliot	curious	"I am more curious to know why he should be so different now . "" "" But for my satisfaction , if you will have the goodness to ring for Mary ; stay : I am sure you will have the still greater goodness of going yourself into my bedroom , and bringing me the small inlaid box which you will find on the upper shelf of the closet . "" "
Anne Elliot	able	You will soon be able to judge of the general credit due , by listening to some particulars which you can yourself immediately contradict or confirm . 
Anne Elliot	inducement	Nobody supposes that you were his first inducement . 
Anne Elliot	particular	Mr Elliot came back accordingly ; and on application was forgiven , as you know , and re - admitted into the family ; and there it was his constant object , and his only object ( till your arrival added another motive ) , to watch Sir Walter and Mrs Clay . He omitted no opportunity of being with them , threw himself in their way , called at all hours ; but I need not be particular on this subject . 
Anne Elliot	glad	""" "" I am very glad to know all this , "" said Anne , after a little thoughtfulness . "
Anne Elliot	concerned	She was concerned for the disappointment and pain Lady Russell would be feeling ; for the mortifications which must be hanging over her father and sister , and had all the distress of foreseeing many evils , without knowing how to avert any one of them . She was most thankful for her own knowledge of him . 
Anne Elliot	thankful	She was concerned for the disappointment and pain Lady Russell would be feeling ; for the mortifications which must be hanging over her father and sister , and had all the distress of foreseeing many evils , without knowing how to avert any one of them . She was most thankful for her own knowledge of him . 
Anne Elliot	guarded	His attentive deference to her father , contrasted with his former language , was odious ; and when she thought of his cruel conduct towards Mrs Smith , she could hardly bear the sight of his present smiles and mildness , or the sound of his artificial good sentiments . She meant to avoid any such alteration of manners as might provoke a remonstrance on his side . It was a great object to her to escape all enquiry or eclat ; but it was her intention to be as decidedly cool to him as might be compatible with their relationship ; and to retrace , as quietly as she could , the few steps of unnecessary intimacy she had been gradually led along . She was accordingly more guarded , and more cool , than she had been the night before . 
Anne Elliot	safe	On Friday morning she meant to go very early to Lady Russell , and accomplish the necessary communication ; and she would have gone directly after breakfast , but that Mrs Clay was also going out on some obliging purpose of saving her sister trouble , which determined her to wait till she might be safe from such a companion . She saw Mrs Clay fairly off , therefore , before she began to talk of spending the morning in Rivers Street . 
Anne Elliot	glad	"After the usual period of suspense , the usual sounds of approach were heard , and "" Mr and Mrs Charles Musgrove "" were ushered into the room . Surprise was the strongest emotion raised by their appearance ; but Anne was really glad to see them ; and the others were not so sorry but that they could put on a decent air of welcome ; and as soon as it became clear that these , their nearest relations , were not arrived with an views of accommodation in that house , Sir Walter and Elizabeth were able to rise in cordiality , and do the honours of it very well . "
Anne Elliot	glad	""" I am extremely glad , indeed , "" cried Anne , "" particularly glad that this should happen ; and that of two sisters , who both deserve equally well , and who have always been such good friends , the pleasant prospect of one should not be dimming those of the other-- that they should be so equal in their prosperity and comfort . I hope your father and mother are quite happy with regard to both . "
Anne Elliot	sure	"I can not make her attend to the value of the property . It is a very fair match , as times go ; and I have liked Charles Hayter all my life , and I shall not leave off now . "" "" Such excellent parents as Mr and Mrs Musgrove , "" exclaimed Anne , "" should be happy in their children 's marriages . They do everything to confer happiness , I am sure . "
Anne Elliot	late	You will be too late if you do not make haste . 
Anne Elliot	sure	She was earnestly begged to return and dine , and give them all the rest of the day , but her spirits had been so long exerted that at present she felt unequal to more , and fit only for home , where she might be sure of being as silent as she chose . 
Anne Elliot	full	He was full of ` to - morrow , ' and it is very evident that I have been full of it too , ever since I entered the house , and learnt the extension of your plan and all that had happened , or my seeing him could never have 
Anne Elliot	able	She could not keep her appointment punctually , however ; the weather was unfavourable , and she had grieved over the rain on her friends ' account , and felt it very much on her own , before she was able to attempt the walk . When she reached the White Hart , and made her way to the proper apartment , she found herself neither arriving quite in time , nor the first to arrive . 
Anne Elliot	deep	"She was deep in the happiness of such misery , or the misery of such happiness , instantly . Two minutes after her entering the room , Captain Wentworth said-- "" We will write the letter we were talking of , Harville , now , if you will give me materials . "" Materials were at hand , on a separate table ; he went to it , and nearly turning his back to them all , was engrossed by writing . Mrs Musgrove was giving Mrs Croft the history of her eldest daughter 's engagement , and just in that inconvenient tone of voice which was perfectly audible while it pretended to be a whisper . "
Anne Elliot	afraid	"The chair was earnestly protested against , and Mrs Musgrove , who thought only of one sort of illness , having assured herself with some anxiety , that there had been no fall in the case ; that Anne had not at any time lately slipped down , and got a blow on her head ; that she was perfectly convinced of having had no fall ; could part with her cheerfully , and depend on finding her better at night . Anxious to omit no possible precaution , Anne struggled , and said-- "" I am afraid , ma'am , that it is not perfectly understood . Pray be so good as to mention to the other gentlemen that we hope to see your whole party this evening . "
Anne Elliot	afraid	I am afraid there had been some mistake ; and I wish you particularly to assure Captain Harville and Captain Wentworth , that we hope to see them both . 
Anne Elliot	afraid	""" "" Do you think so ? But I am afraid ; and I should be so very sorry . "
Anne Elliot	sorry	""" "" Do you think so ? But I am afraid ; and I should be so very sorry . "
Anne Elliot	wrong	If I was wrong in yielding to persuasion once , remember that it was to persuasion exerted on the side of safety , not of risk . When I yielded , I thought it was to duty , but no duty could be called in aid here . 
Anne Elliot	right	"It was in one of these short meetings , each apparently occupied in admiring a fine display of greenhouse plants , that she said-- "" I have been thinking over the past , and trying impartially to judge of the right and wrong , I mean with regard to myself ; and I must believe that I was right , much as I suffered from it , that I was perfectly right in being guided by the friend whom you will love better than you do now . "
Anne Elliot	right	"It was in one of these short meetings , each apparently occupied in admiring a fine display of greenhouse plants , that she said-- "" I have been thinking over the past , and trying impartially to judge of the right and wrong , I mean with regard to myself ; and I must believe that I was right , much as I suffered from it , that I was perfectly right in being guided by the friend whom you will love better than you do now . "
Anne Elliot	right	Lady Russell , in spite of all her former transgressions , he could now value from his heart . While he was not obliged to say that he believed her to have been right in originally dividing them , he was ready to say almost everything else in her favour , and as for Mrs Smith , she had claims of various kinds to recommend her quickly and permanently . 
Anne Elliot	visitor	She was their earliest visitor in their settled life ; and Captain Wentworth , by putting her in the way of recovering her husband 's property in the West Indies , by writing for her , acting for her , and seeing her through all the petty difficulties of the case with the activity and exertion of a fearless man and a determined friend , fully requited the services which she had rendered , or ever meant to render , to his wife . 
Anne Elliot	tenderness	She might have been absolutely rich and perfectly healthy , and yet be happy . Her spring of felicity was in the glow of her spirits , as her friend Anne 's was in the warmth of her heart . Anne was tenderness itself , and she had the full worth of it in Captain Wentworth 's affection . 
Captain Wentworth	lucky	He had been lucky in his profession ; but spending freely , what had come freely , had realized nothing . But he was confident that he should soon be rich : full of life and ardour , he knew that he should soon have a ship , and soon be on a station that would lead to everything he wanted . 
Captain Wentworth	confident	He had been lucky in his profession ; but spending freely , what had come freely , had realized nothing . But he was confident that he should soon be rich : full of life and ardour , he knew that he should soon have a ship , and soon be on a station that would lead to everything he wanted . 
Captain Wentworth	rich	He had been lucky in his profession ; but spending freely , what had come freely , had realized nothing . But he was confident that he should soon be rich : full of life and ardour , he knew that he should soon have a ship , and soon be on a station that would lead to everything he wanted . 
Captain Wentworth	lucky	He had always been lucky ; he knew he should be so still . 
