Character	Quote
Anne Elliot	""" Oh ! Frederick ! But I can not believe it of you . --All idle refinement ! --Women may be as comfortable on board , as in the best house in England . I believe I have lived as much on board as most women , and I know nothing superior to the accommodations of a man - of - war . I declare I have not a comfort or an indulgence about me , even at Kellynch Hall , """
Anne Elliot	""" beyond what I always had in most of the ships I have lived in ; and they have been five altogether . """
Anne Elliot	""" But you , yourself , brought Mrs Harville , her sister , her cousin , and three children , round from Portsmouth to Plymouth . Where was this superfine , extraordinary sort of gallantry of yours then ? """
Anne Elliot	""" Depend upon it , they were all perfectly comfortable . """
Anne Elliot	""" My dear Frederick , you are talking quite idly . Pray , what would become of us poor sailors ' wives , who often want to be conveyed to one port or another , after our husbands , if everybody had your feelings ? """
Anne Elliot	""" But I hate to hear you talking so like a fine gentleman , and as if women were all fine ladies , instead of rational creatures . We none of us expect to be in smooth water all our days . """
Anne Elliot	""" Ay , that we shall . """
Anne Elliot	""" I beg your pardon , madam , this is your seat ; """
Anne Elliot	""" They are up stairs with my sister : they will be down in a few moments , I dare say , """
Anne Elliot	""" How do you do ? Will you not sit down ? The others will be here presently . """
Anne Elliot	""" Is not this one of the ways to Winthrop ? """
Anne Elliot	""" And yet , """
Anne Elliot	""" he has not , perhaps , a more sorrowing heart than I have . I can not believe his prospects so blighted for ever . He is younger than I am ; younger in feeling , if not in fact ; younger as a man . He will rally again , and be happy with another . """
Anne Elliot	""" These would have been all my friends , """
Anne Elliot	""" No , """
Anne Elliot	""" that I can easily believe to be impossible ; but in time , perhaps -- we know what time does in every case of affliction , and you must remember , Captain Harville , that your friend may yet be called a young mourner -- only last summer , I understand . """
Anne Elliot	""" only June . """
Anne Elliot	""" Not till the first week of August , when he came home from the Cape , just made into the Grappler . I was at Plymouth dreading to hear of him ; he sent in letters , but the Grappler was under orders for Portsmouth . There the news must follow him , but who was to tell it ? not I. I would as soon have been run up to the yard - arm . Nobody could do it , but that good fellow """
Anne Elliot	""" The Laconia had come into Plymouth the week before ; no danger of her being sent to sea again . He stood his chance for the rest ; wrote up for leave of absence , but without waiting the return , travelled night and day till he got to Portsmouth , rowed off to the Grappler that instant , and never left the poor fellow for a week . That 's what he did , and nobody else could have saved poor James . You may think , Miss Elliot , whether he is dear to us ! """
Anne Elliot	""" Go to him , go to him , """
Anne Elliot	""" for heaven 's sake go to him . I can support her myself . Leave me , and go to him . Rub her hands , rub her temples ; here are salts ; take them , take them . """
Anne Elliot	""" A surgeon ! """
Anne Elliot	""" True , true , a surgeon this instant , """
Anne Elliot	""" Captain Benwick , would not it be better for Captain Benwick ? He knows where a surgeon is to be found . """
Anne Elliot	""" It was what she had been thinking of , and wishing to be allowed to do . A bed on the floor in Louisa 's room would be sufficient for her , if Mrs Harville would but think so . """
Anne Elliot	""" What should they do without her ? They were wretched comforters for one another . """
Anne Elliot	""" I must call on Mrs Croft ; I really must call upon her soon . Anne , have you courage to go with me , and pay a visit in that house ? It will be some trial to us both . """
Anne Elliot	""" I think you are very likely to suffer the most of the two ; your feelings are less reconciled to the change than mine . By remaining in the neighbourhood , I am become inured to it . """
Anne Elliot	""" These rooms ought to belong only to us . Oh , how fallen in their destination ! How unworthily occupied ! An ancient family to be so driven away ! Strangers filling their place ! """
Anne Elliot	""" There we differ , Mary , """
Anne Elliot	""" I think Lady Russell would like him . I think she would be so much pleased with his mind , that she would very soon see no deficiency in his manner . """
Anne Elliot	""" Oh ! when shall I leave you again ? """
Anne Elliot	""" Oh ! yes , perhaps , it had been Mr Elliot . They did not know . It might be him , perhaps . """
Anne Elliot	""" My idea of good company , Mr Elliot , is the company of clever , well - informed people , who have a great deal of conversation ; that is what I call good company . """
Anne Elliot	""" Yes , """
Anne Elliot	""" we shall , indeed , be known to be related to them ! """
Anne Elliot	""" I certainly do think there has been by far too much trouble taken to procure the acquaintance . I suppose """
Anne Elliot	""" I have more pride than any of you ; but I confess it does vex me , that we should be so solicitous to have the relationship acknowledged , which we may be very sure is a matter of perfect indifference to them . """
Anne Elliot	""" Pardon me , dear cousin , you are unjust in your own claims . In London , perhaps , in your present quiet style of living , it might be as you say : but in Bath ; Sir Walter Elliot and his family will always be worth knowing : always acceptable as acquaintance . """
Anne Elliot	""" Well , """
Anne Elliot	""" I certainly am proud , too proud to enjoy a welcome which depends so entirely upon place . """
Anne Elliot	""" I can easily believe it . Women of that class have great opportunities , and if they are intelligent may be well worth listening to . Such varieties of human nature as they are in the habit of witnessing ! And it is not merely in its follies , that they are well read ; for they see it occasionally under every circumstance that can be most interesting or affecting . What instances must pass before them of ardent , disinterested , self - denying attachment , of heroism , fortitude , patience , resignation : of all the conflicts and all the sacrifices that ennoble us most . A sick chamber may often furnish the worth of volumes . """
Anne Elliot	""" She sees nothing to blame in it , """
Anne Elliot	""" on the contrary , she approves it , and has generally taken me when I have called on Mrs Smith ."
Anne Elliot	""" Mr Elliot is an exceedingly agreeable man , and in many respects I think highly of him , """
Anne Elliot	""" but we should not suit . """
Anne Elliot	""" Louisa . """
Anne Elliot	""" Ay , ay , Miss Louisa Musgrove , that is the name . I wish young ladies had not such a number of fine Christian names . I should never be out if they were all Sophys , or something of that sort . Well , this Miss Louisa , we all thought , you know , was to marry Frederick . He was courting her week after week . The only wonder was , what they could be waiting for , till the business at Lyme came ; then , indeed , it was clear enough that they must wait till her brain was set to right . But even then there was something odd in their way of going on . Instead of staying at Lyme , he went off to Plymouth , and then he went off to see Edward . When we came back from Minehead he was gone down to Edward 's , and there he has been ever since . We have seen nothing of him since November . Even Sophy could not understand it . But now , the matter has take the strangest turn of all ; for this young lady , the same Miss Musgrove , instead of being to marry Frederick , is to marry James Benwick . You know James Benwick . """
Anne Elliot	""" A little . I am a little acquainted with Captain Benwick . """
Anne Elliot	""" Well , she is to marry him . Nay , most likely they are married already , for I do not know what they should wait for . """
Anne Elliot	""" I thought Captain Benwick a very pleasing young man , """
Anne Elliot	""" and I understand that he bears an excellent character . """
Anne Elliot	""" Oh ! yes , yes , there is not a word to be said against James Benwick . He is only a commander , it is true , made last summer , and these are bad times for getting on , but he has not another fault that I know of . An excellent , good - hearted fellow , I assure you ; a very active , zealous officer too , which is more than you would think for , perhaps , for that soft sort of manner does not do him justice . """
Anne Elliot	""" Indeed you are mistaken there , sir ; I should never augur want of spirit from Captain Benwick 's manners . I thought them particularly pleasing , and I will answer for it , they would generally please . """
Anne Elliot	""" Well , well , ladies are the best judges ; but James Benwick is rather too piano for me ; and though very likely it is all our partiality , Sophy and I can not help thinking Frederick 's manners better than his . There is something about Frederick more to our taste . """
Anne Elliot	""" I was not entering into any comparison of the two friends , """
Anne Elliot	""" I hope , Admiral , I hope there is nothing in the style of Captain Wentworth 's letter to make you and Mrs Croft particularly uneasy . It did seem , last autumn , as if there were an attachment between him and Louisa Musgrove ; but I hope it may be understood to have worn out on each side equally , and without violence . I hope his letter does not breathe the spirit of an ill - used man . """
Anne Elliot	""" Not at all , not at all ; there is not an oath or a murmur from beginning to end . """
Anne Elliot	""" No , no ; Frederick is not a man to whine and complain ; he has too much spirit for that . If the girl likes another man better , it is very fit she should have him . """
Anne Elliot	""" Certainly . But what I mean is , that I hope there is nothing in Captain Wentworth 's manner of writing to make you suppose he thinks himself ill - used by his friend , which might appear , you know , without its being absolutely said . I should be very sorry that such a friendship as has subsisted between him and Captain Benwick should be destroyed , or even wounded , by a circumstance of this sort . """
Anne Elliot	""" Yes , yes , I understand you . But there is nothing at all of that nature in the letter . He does not give the least fling at Benwick ; does not so much as say , ` I wonder at it , I have a reason of my own for wondering at it . ' No , you would not guess , from his way of writing , that he had ever thought of this Miss ( what 's her name ? ) for himself . He very handsomely hopes they will be happy together ; and there is nothing very unforgiving in that , I think . """
Anne Elliot	""" I am much obliged to you , """
Anne Elliot	""" but I am not going with them . The carriage would not accommodate so many . I walk : I prefer walking . """
Anne Elliot	""" Oh ! very little , Nothing that I regard . """
Anne Elliot	""" I am only waiting for Mr Elliot . He will be here in a moment , I am sure . """
Anne Elliot	""" Good morning to you ! """
Anne Elliot	""" Oh ! no , that is clear enough . One can guess what will happen there . He is always with them ; half lives in the family , I believe . What a very good - looking man ! """
Anne Elliot	""" She is pretty , I think ; Anne Elliot ; very pretty , when one comes to look at her . It is not the fashion to say so , but I confess I admire her more than her sister . """
Anne Elliot	""" And so do I. No comparison . But the men are all wild after Miss Elliot . Anne is too delicate for them . """
Anne Elliot	""" Now , how would she speak of him ? """
Anne Elliot	""" You will wonder , """
Anne Elliot	""" what has been fixing my eye so long ; but I was looking after some window - curtains , which Lady Alicia and Mrs Frankland were telling me of last night . They described the drawing - room window - curtains of one of the houses on this side of the way , and this part of the street , as being the handsomest and best hung of any in Bath , but could not recollect the exact number , and I have been trying to find out which it could be ; but I confess I can see no curtains hereabouts that answer their description . """
Anne Elliot	""" How do you do ? """
Anne Elliot	""" You were a good while at Lyme , I think ? """
Anne Elliot	""" About a fortnight . I could not leave it till Louisa 's doing well was quite ascertained . I had been too deeply concerned in the mischief to be soon at peace . It had been my doing , solely mine . She would not have been obstinate if I had not been weak . The country round Lyme is very fine . I walked and rode a great deal ; and the more I saw , the more I found to admire . """
Anne Elliot	""" I should very much like to see Lyme again , """
Anne Elliot	""" Indeed ! I should not have supposed that you could have found anything in Lyme to inspire such a feeling . The horror and distress you were involved in , the stretch of mind , the wear of spirits ! I should have thought your last impressions of Lyme must have been strong disgust . """
Anne Elliot	""" The last hours were certainly very painful , """
Anne Elliot	""" but when pain is over , the remembrance of it often becomes a pleasure . One does not love a place the less for having suffered in it , unless it has been all suffering , nothing but suffering , which was by no means the case at Lyme . We were only in anxiety and distress during the last two hours , and previously there had been a great deal of enjoyment . So much novelty and beauty ! I have travelled so little , that every fresh place would be interesting to me ; but there is real beauty at Lyme ; and in short """
Anne Elliot	""" altogether my impressions of the place are very agreeable . """
Anne Elliot	""" This , """
Anne Elliot	""" is nearly the sense , or rather the meaning of the words , for certainly the sense of an Italian love - song must not be talked of , but it is as nearly the meaning as I can give ; for I do not pretend to understand the language . I am a very poor Italian scholar . """
Anne Elliot	""" Yes , yes , I see you are . I see you know nothing of the matter . You have only knowledge enough of the language to translate at sight these inverted , transposed , curtailed Italian lines , into clear , comprehensible , elegant English . You need not say anything more of your ignorance . Here is complete proof . """
Anne Elliot	""" I will not oppose such kind politeness ; but I should be sorry to be examined by a real proficient . """
Anne Elliot	""" For shame ! for shame ! this is too much flattery . I forget what we are to have next , """
Anne Elliot	""" Is not this song worth staying for ? """
Anne Elliot	""" The little Durands were there , I conclude , """
Anne Elliot	""" with their mouths open to catch the music , like unfledged sparrows ready to be fed . They never miss a concert . """
Anne Elliot	""" Yes ; I did not see them myself , but I heard Mr Elliot say they were in the room . """
Anne Elliot	""" The Ibbotsons , were they there ? and the two new beauties , with the tall Irish officer , who is talked of for one of them . """
Anne Elliot	""" I do not know . I do not think they were . """
Anne Elliot	""" Old Lady Mary Maclean ? I need not ask after her . She never misses , I know ; and you must have seen her . She must have been in your own circle ; for as you went with Lady Dalrymple , you were in the seats of grandeur , round the orchestra , of course . """
Anne Elliot	""" No , that was what I dreaded . It would have been very unpleasant to me in every respect . But happily Lady Dalrymple always chooses to be farther off ; and we were exceedingly well placed , that is , for hearing ; I must not say for seeing , because I appear to have seen very little . """
Anne Elliot	""" Oh ! you saw enough for your own amusement . I can understand . There is a sort of domestic enjoyment to be known even in a crowd , and this you had . You were a large party in yourselves , and you wanted nothing beyond . """
Anne Elliot	""" But I ought to have looked about me more , """
Anne Elliot	""" No , no ; you were better employed . You need not tell me that you had a pleasant evening . I see it in your eye . I perfectly see how the hours passed : that you had always something agreeable to listen to . In the intervals of the concert it was conversation . """
Anne Elliot	""" Do you see that in my eye ? """
Anne Elliot	""" Mr Elliot ! """
Anne Elliot	""" Are you acquainted with Mr Elliot ? """
Anne Elliot	""" I was not at all aware of this . You never mentioned it before . Had I known it , I would have had the pleasure of talking to him about you . """
Anne Elliot	""" I should be extremely happy ; I hope you can not doubt my willingness to be of even the slightest use to you , """
Anne Elliot	""" but I suspect that you are considering me as having a higher claim on Mr Elliot , a greater right to influence him , than is really the case . I am sure you have , somehow or other , imbibed such a notion . You must consider me only as Mr Elliot 's relation . If in that light there is anything which you suppose his cousin might fairly ask of him , I beg you would not hesitate to employ me . """
Anne Elliot	""" No , """
Anne Elliot	""" nor next week , nor next , nor next . I assure you that nothing of the sort you are thinking of will be settled any week . I am not going to marry Mr Elliot . I should like to know why you imagine I am ? """
Anne Elliot	""" No , """
Anne Elliot	""" I can readily believe all that of my cousin . He seems to have a calm decided temper , not at all open to dangerous impressions . I consider him with great respect . I have no reason , from any thing that has fallen within my observation , to do otherwise . But I have not known him long ; and he is not a man , I think , to be known intimately soon . Will not this manner of speaking of him , Mrs Smith , convince you that he is nothing to me ? Surely this must be calm enough . And , upon my word , he is nothing to me . Should he ever propose to me ( which I have very little reason to imagine he has any thought of doing ) , I shall not accept him . I assure you I shall not . I assure you , Mr Elliot had not the share which you have been supposing , in whatever pleasure the concert of last night might afford : not Mr Elliot ; it is not Mr Elliot that-- """
Anne Elliot	""" The whole history , """
Anne Elliot	""" She could not make a very long history , I think , of one such little article of unfounded news . """
Anne Elliot	""" But , """
Anne Elliot	""" though there is no truth in my having this claim on Mr Elliot , I should be extremely happy to be of use to you in any way that I could . Shall I mention to him your being in Bath ? Shall I take any message ? """
Anne Elliot	""" I think you spoke of having known Mr Elliot many years ? """
Anne Elliot	""" Not before he was married , I suppose ? """
Anne Elliot	""" And -- were you much acquainted ? """
Anne Elliot	""" Indeed ! Then do tell me what he was at that time of life . I have a great curiosity to know what Mr Elliot was as a very young man . Was he at all such as he appears now ? """
Anne Elliot	""" My expressions startle you . You must allow for an injured , angry woman . But I will try to command myself . I will not abuse him . I will only tell you what I have found him . Facts shall speak . He was the intimate friend of my dear husband , who trusted and loved him , and thought him as good as himself . The intimacy had been formed before our marriage . I found them most intimate friends ; and I , too , became excessively pleased with Mr Elliot , and entertained the highest opinion of him . At nineteen , you know , one does not think very seriously ; but Mr Elliot appeared to me quite as good as others , and much more agreeable than most others , and we were almost always together . We were principally in town , living in very good style . He was then the inferior in circumstances ; he was then the poor one ; he had chambers in the Temple , and it was as much as he could do to support the appearance of a gentleman . He had always a home with us whenever he chose it ; he was always welcome ; he was like a brother . My poor Charles , who had the finest , most generous spirit in the world , would have divided his last farthing with him ; and I know that his purse was open to him ; I know that he often assisted him . """
Anne Elliot	""" This must have been about that very period of Mr Elliot 's life , """
Anne Elliot	""" which has always excited my particular curiosity . It must have been about the same time that he became known to my father and sister . I never knew him myself ; I only heard of him ; but there was a something in his conduct then , with regard to my father and sister , and afterwards in the circumstances of his marriage , which I never could quite reconcile with present times . It seemed to announce a different sort of man . """
Anne Elliot	""" Nay , """
Anne Elliot	""" I have no particular enquiry to make about her . I have always understood they were not a happy couple . But I should like to know why , at that time of his life , he should slight my father 's acquaintance as he did . My father was certainly disposed to take very kind and proper notice of him . Why did Mr Elliot draw back ? """
Anne Elliot	""" Perhaps , """
Anne Elliot	""" you sometimes spoke of me to Mr Elliot ? """
Anne Elliot	""" This accounts for something which Mr Elliot said last night , """
Anne Elliot	""" This explains it . I found he had been used to hear of me . I could not comprehend how . What wild imaginations one forms where dear self is concerned ! How sure to be mistaken ! But I beg your pardon ; I have interrupted you . Mr Elliot married then completely for money ? The circumstances , probably , which first opened your eyes to his character . """
Anne Elliot	""" Indeed , my dear Mrs Smith , I want none , """
Anne Elliot	""" You have asserted nothing contradictory to what Mr Elliot appeared to be some years ago . This is all in confirmation , rather , of what we used to hear and believe . I am more curious to know why he should be so different now . """
Anne Elliot	""" Thank you . This is full proof undoubtedly ; proof of every thing you were saying . But why be acquainted with us now ? """
Anne Elliot	""" Can you really ? """
Anne Elliot	""" Yes . I have shewn you Mr Elliot as he was a dozen years ago , and I will shew him as he is now . I can not produce written proof again , but I can give as authentic oral testimony as you can desire , of what he is now wanting , and what he is now doing . He is no hypocrite now . He truly wants to marry you . His present attentions to your family are very sincere : quite from the heart . I will give you my authority : his friend Colonel Wallis . """
Anne Elliot	""" Colonel Wallis ! you are acquainted with him ? """
Anne Elliot	""" No . It does not come to me in quite so direct a line as that ; it takes a bend or two , but nothing of consequence . The stream is as good as at first ; the little rubbish it collects in the turnings is easily moved away . Mr Elliot talks unreservedly to Colonel Wallis of his views on you , which said Colonel Wallis , I imagine to be , in himself , a sensible , careful , discerning sort of character ; but Colonel Wallis has a very pretty silly wife , to whom he tells things which he had better not , and he repeats it all to her . She in the overflowing spirits of her recovery , repeats it all to her nurse ; and the nurse knowing my acquaintance with you , very naturally brings it all to me . On Monday evening , my good friend Mrs Rooke let me thus much into the secrets of Marlborough Buildings . When I talked of a whole history , therefore , you see I was not romancing so much as you supposed . """
Anne Elliot	""" My dear Mrs Smith , your authority is deficient . This will not do . Mr Elliot 's having any views on me will not in the least account for the efforts he made towards a reconciliation with my father . That was all prior to my coming to Bath . I found them on the most friendly terms when I arrived . """
Anne Elliot	""" I know you did ; I know it all perfectly , but-- """
Anne Elliot	""" Indeed , Mrs Smith , we must not expect to get real information in such a line . Facts or opinions which are to pass through the hands of so many , to be misconceived by folly in one , and ignorance in another , can hardly have much truth left . """
Anne Elliot	""" Only give me a hearing . You will soon be able to judge of the general credit due , by listening to some particulars which you can yourself immediately contradict or confirm . Nobody supposes that you were his first inducement . He had seen you indeed , before he came to Bath , and admired you , but without knowing it to be you . So says my historian , at least . Is this true ? Did he see you last summer or autumn , ` somewhere down in the west , ' to use her own words , without knowing it to be you ? """
Anne Elliot	""" He certainly did . So far it is very true . At Lyme . I happened to be at Lyme . """
Anne Elliot	""" This was the light in which it appeared to those who knew the family , long before you returned to it ; and Colonel Wallis had his eye upon your father enough to be sensible of it , though he did not then visit in Camden Place ; but his regard for Mr Elliot gave him an interest in watching all that was going on there , and when Mr Elliot came to Bath for a day or two , as he happened to do a little before Christmas , Colonel Wallis made him acquainted with the appearance of things , and the reports beginning to prevail . Now you are to understand , that time had worked a very material change in Mr Elliot 's opinions as to the value of a baronetcy . Upon all points of blood and connexion he is a completely altered man . Having long had as much money as he could spend , nothing to wish for on the side of avarice or indulgence , he has been gradually learning to pin his happiness upon the consequence he is heir to . I thought it coming on before our acquaintance ceased , but it is now a confirmed feeling . He can not bear the idea of not being Sir William . You may guess , therefore , that the news he heard from his friend could not be very agreeable , and you may guess what it produced ; the resolution of coming back to Bath as soon as possible , and of fixing himself here for a time , with the view of renewing his former acquaintance , and recovering such a footing in the family as might give him the means of ascertaining the degree of his danger , and of circumventing the lady if he found it material . This was agreed upon between the two friends as the only thing to be done ; and Colonel Wallis was to assist in every way that he could . He was to be introduced , and Mrs Wallis was to be introduced , and everybody was to be introduced . Mr Elliot came back accordingly ; and on application was forgiven , as you know , and re - admitted into the family ; and there it was his constant object , and his only object ( till your arrival added another motive ) , to watch Sir Walter and Mrs Clay . He omitted no opportunity of being with them , threw himself in their way , called at all hours ; but I need not be particular on this subject . You can imagine what an artful man would do ; and with this guide , perhaps , may recollect what you have seen him do . """
Anne Elliot	""" Yes , """
Anne Elliot	""" you tell me nothing which does not accord with what I have known , or could imagine . There is always something offensive in the details of cunning . The manoeuvres of selfishness and duplicity must ever be revolting , but I have heard nothing which really surprises me . I know those who would be shocked by such a representation of Mr Elliot , who would have difficulty in believing it ; but I have never been satisfied . I have always wanted some other motive for his conduct than appeared . I should like to know his present opinion , as to the probability of the event he has been in dread of ; whether he considers the danger to be lessening or not . """
Anne Elliot	""" I am very glad to know all this , """
Anne Elliot	""" It will be more painful to me in some respects to be in company with him , but I shall know better what to do . My line of conduct will be more direct . Mr Elliot is evidently a disingenuous , artificial , worldly man , who has never had any better principle to guide him than selfishness . """
Anne Elliot	""" Mr and Mrs Charles Musgrove """
Anne Elliot	""" I am extremely glad , indeed , """
Anne Elliot	""" particularly glad that this should happen ; and that of two sisters , who both deserve equally well , and who have always been such good friends , the pleasant prospect of one should not be dimming those of the other-- that they should be so equal in their prosperity and comfort . I hope your father and mother are quite happy with regard to both . """
Anne Elliot	""" Such excellent parents as Mr and Mrs Musgrove , """
Anne Elliot	""" should be happy in their children 's marriages . They do everything to confer happiness , I am sure . What a blessing to young people to be in such hands ! Your father and mother seem so totally free from all those ambitious feelings which have led to so much misconduct and misery , both in young and old . I hope you think Louisa perfectly recovered now ? """
Anne Elliot	""" That can not be much to your taste , I know , """
Anne Elliot	""" but I do believe him to be an excellent young man . """
Anne Elliot	""" Surely , if there be constant attachment on each side , our hearts must understand each other ere long . We are not boy and girl , to be captiously irritable , misled by every moment 's inadvertence , and wantonly playing with our own happiness . """
Anne Elliot	""" No , """
Anne Elliot	""" it can not be Mr Elliot , I assure you . He was to leave Bath at nine this morning , and does not come back till to - morrow . """
Anne Elliot	""" Yes , it is Mr Elliot , certainly . He has changed his hour of going , I suppose , that is all , or I may be mistaken , I might not attend ; """
Anne Elliot	""" If it depended only on my inclination , ma'am , the party at home ( excepting on Mary 's account ) would not be the smallest impediment . I have no pleasure in the sort of meeting , and should be too happy to change it for a play , and with you . But , it had better not be attempted , perhaps . """
Anne Elliot	""" I am not yet so much changed , """
Anne Elliot	""" Oh ! dear ! very true . Only think , Miss Elliot , to my great surprise I met with Mr Elliot in Bath Street . I was never more astonished . He turned back and walked with me to the Pump Yard . He had been prevented setting off for Thornberry , but I really forget by what ; for I was in a hurry , and could not much attend , and I can only answer for his being determined not to be delayed in his return . He wanted to know how early he might be admitted to - morrow . He was full of ` to - morrow , ' and it is very evident that I have been full of it too , ever since I entered the house , and learnt the extension of your plan and all that had happened , or my seeing him could never have gone so entirely out of my head . """
Anne Elliot	""" No , """
Anne Elliot	""" That I can easily believe . """
