Character	Quote
Elinor Dashwood	""" I would not ask such a question for the world . Supposing it possible that they are not engaged , what distress would not such an enquiry inflict ! At any rate it would be most ungenerous . I should never deserve her confidence again , after forcing from her a confession of what is meant at present to be unacknowledged to any one . I know Marianne 's heart : I know that she dearly loves me , and that I shall not be the last to whom the affair is made known , when circumstances make the revealment of it eligible . I would not attempt to force the confidence of any one ; of a child much less ; because a sense of duty would prevent the denial which her wishes might direct . """
Elinor Dashwood	""" Indeed , Marianne , I think you are mistaken . It is not Willoughby . The person is not tall enough for him , and has not his air . """
Elinor Dashwood	""" Have you been lately in Sussex ? """
Elinor Dashwood	""" Dear , dear Norland , """
Elinor Dashwood	""" probably looks much as it always does at this time of the year . The woods and walks thickly covered with dead leaves . """
Elinor Dashwood	""" It is not every one , """
Elinor Dashwood	""" who has your passion for dead leaves . """
Elinor Dashwood	""" Grandeur has but little , """
Elinor Dashwood	""" but wealth has much to do with it . """
Elinor Dashwood	""" Perhaps , """
Elinor Dashwood	""" we may come to the same point . YOUR competence and MY wealth are very much alike , I dare say ; and without them , as the world goes now , we shall both agree that every kind of external comfort must be wanting . Your ideas are only more noble than mine . Come , what is your competence ? """
Elinor Dashwood	""" About eighteen hundred or two thousand a year ; not more than THAT . """
Elinor Dashwood	""" TWO thousand a year ! ONE is my wealth ! I guessed how it would end . """
Elinor Dashwood	""" Hunters ! """
Elinor Dashwood	""" We are all unanimous in that wish , I suppose , """
Elinor Dashwood	""" in spite of the insufficiency of wealth . """
Elinor Dashwood	""" You must begin your improvements on this house , """
Elinor Dashwood	""" and your difficulties will soon vanish . """
Elinor Dashwood	""" Marianne is as steadfast as ever , you see , """
Elinor Dashwood	""" she is not at all altered . """
Elinor Dashwood	""" Nor do I think it a part of Marianne 's , """
Elinor Dashwood	""" I should hardly call her a lively girl -- she is very earnest , very eager in all she does -- sometimes talks a great deal and always with animation -- but she is not often really merry . """
Elinor Dashwood	""" I have frequently detected myself in such kind of mistakes , """
Elinor Dashwood	""" in a total misapprehension of character in some point or other : fancying people so much more gay or grave , or ingenious or stupid than they really are , and I can hardly tell why or in what the deception originated . Sometimes one is guided by what they say of themselves , and very frequently by what other people say of them , without giving oneself time to deliberate and judge . """
Elinor Dashwood	""" No , Marianne , never . My doctrine has never aimed at the subjection of the understanding . All I have ever attempted to influence has been the behaviour . You must not confound my meaning . I am guilty , I confess , of having often wished you to treat our acquaintance in general with greater attention ; but when have I advised you to adopt their sentiments or to conform to their judgment in serious matters ? """
Elinor Dashwood	""" Quite the contrary , """
Elinor Dashwood	""" Marianne has not shyness to excuse any inattention of hers , """
Elinor Dashwood	""" Do not you know my sister well enough to understand what she means ? Do not you know she calls every one reserved who does not talk as fast , and admire what she admires as rapturously as herself ? """
Elinor Dashwood	""" I suspect , """
Elinor Dashwood	""" that to avoid one kind of affectation , Edward here falls into another . Because he believes many people pretend to more admiration of the beauties of nature than they really feel , and is disgusted with such pretensions , he affects greater indifference and less discrimination in viewing them himself than he possesses . He is fastidious and will have an affectation of his own . """
Elinor Dashwood	""" They mean no less to be civil and kind to us now , """
Elinor Dashwood	""" by these frequent invitations , than by those which we received from them a few weeks ago . The alteration is not in them , if their parties are grown tedious and dull . We must look for the change elsewhere . """
Elinor Dashwood	""" Certainly , """
Elinor Dashwood	""" he seems very agreeable . """
Elinor Dashwood	""" Well -- I am so glad you do . I thought you would , he is so pleasant ; and Mr. Palmer is excessively pleased with you and your sisters I can tell you , and you ca n't think how disappointed he will be if you do n't come to Cleveland.--I ca n't imagine why you should object to it . """
Elinor Dashwood	"Palmer;--""Not that I ever spoke to him , indeed ; but I have seen him for ever in town . Somehow or other I never happened to be staying at Barton while he was at Allenham . Mama saw him here once before;-- but I was with my uncle at Weymouth . However , I dare say we should have seen a great deal of him in Somersetshire , if it had not happened very unluckily that we should never have been in the country together . He is very little at Combe , I believe ; but if he were ever so much there , I do not think Mr. Palmer would visit him , for he is in the opposition , you know , and besides it is such a way off . I know why you inquire about him , very well ; your sister is to marry him . I am monstrous glad of it , for then I shall have her for a neighbour you know . """
Elinor Dashwood	""" Upon my word , """
Elinor Dashwood	""" you know much more of the matter than I do , if you have any reason to expect such a match . """
Elinor Dashwood	""" Do n't pretend to deny it , because you know it is what every body talks of . I assure you I heard of it in my way through town . """
Elinor Dashwood	""" My dear Mrs. Palmer ! """
Elinor Dashwood	""" Upon my honour I did.--I met Colonel Brandon Monday morning in Bond - street , just before we left town , and he told me of it directly . """
Elinor Dashwood	""" You surprise me very much . Colonel Brandon tell you of it ! Surely you must be mistaken . To give such intelligence to a person who could not be interested in it , even if it were true , is not what I should expect Colonel Brandon to do . """
Elinor Dashwood	""" But I do assure you it was so , for all that , and I will tell you how it happened . When we met him , he turned back and walked with us ; and so we began talking of my brother and sister , and one thing and another , and I said to him , ' So , Colonel , there is a new family come to Barton cottage , I hear , and mama sends me word they are very pretty , and that one of them is going to be married to Mr. Willoughby of Combe Magna . Is it true , pray ? for of course you must know , as you have been in Devonshire so lately . ' """
Elinor Dashwood	""" And what did the Colonel say ? """
Elinor Dashwood	""" Oh -- he did not say much ; but he looked as if he knew it to be true , so from that moment I set it down as certain . It will be quite delightful , I declare ! When is it to take place ? """
Elinor Dashwood	""" Mr. Brandon was very well I hope ? """
Elinor Dashwood	""" Oh ! yes , quite well ; and so full of your praises , he did nothing but say fine things of you . """
Elinor Dashwood	""" I am flattered by his commendation . He seems an excellent man ; and I think him uncommonly pleasing . """
Elinor Dashwood	""" So do I.--He is such a charming man , that it is quite a pity he should be so grave and so dull . Mamma says HE was in love with your sister too.-- I assure you it was a great compliment if he was , for he hardly ever falls in love with any body . """
Elinor Dashwood	""" Is Mr. Willoughby much known in your part of Somersetshire ? """
Elinor Dashwood	""" Oh ! yes , extremely well ; that is , I do not believe many people are acquainted with him , because Combe Magna is so far off ; but they all think him extremely agreeable I assure you . Nobody is more liked than Mr. Willoughby wherever he goes , and so you may tell your sister . She is a monstrous lucky girl to get him , upon my honour ; not but that he is much more lucky in getting her , because she is so very handsome and agreeable , that nothing can be good enough for her . However , I do n't think her hardly at all handsomer than you , I assure you ; for I think you both excessively pretty , and so does Mr. Palmer too I am sure , though we could not get him to own it last night . """
Elinor Dashwood	""" I am so glad we are got acquainted at last , """
Elinor Dashwood	"Charlotte.--""And now I hope we shall always be great friends . You ca n't think how much I longed to see you ! It is so delightful that you should live at the cottage ! Nothing can be like it , to be sure ! And I am so glad your sister is going to be well married ! I hope you will be a great deal at Combe Magna . It is a sweet place , by all accounts . """
Elinor Dashwood	""" You have been long acquainted with Colonel Brandon , have not you ? """
Elinor Dashwood	""" I should guess so , """
Elinor Dashwood	""" from what I have witnessed this morning . """
Elinor Dashwood	""" I confess , """
Elinor Dashwood	""" that while I am at Barton Park , I never think of tame and quiet children with any abhorrence . """
Elinor Dashwood	""" I think every one MUST admire it , """
Elinor Dashwood	""" who ever saw the place ; though it is not to be supposed that any one can estimate its beauties as we do . """
Elinor Dashwood	""" Upon my word , """
Elinor Dashwood	""" I can not tell you , for I do not perfectly comprehend the meaning of the word . But this I can say , that if he ever was a beau before he married , he is one still for there is not the smallest alteration in him . """
Elinor Dashwood	""" ' Twill be a fine thing to have her married so young to be sure , """
Elinor Dashwood	""" and I hear he is quite a beau , and prodigious handsome . And I hope you may have as good luck yourself soon,--but perhaps you may have a friend in the corner already . """
Elinor Dashwood	""" And who was this uncle ? Where did he live ? How came they acquainted ? """
Elinor Dashwood	"cottage--""but pray , are you personally acquainted with your sister - in - law 's mother , Mrs. Ferrars ? """
Elinor Dashwood	""" No , """
Elinor Dashwood	""" I am sorry I do NOT , """
Elinor Dashwood	""" if it could be of any use to YOU to know my opinion of her . But really I never understood that you were at all connected with that family , and therefore I am a little surprised , I confess , at so serious an inquiry into her character . """
Elinor Dashwood	""" Good heavens ! """
Elinor Dashwood	""" what do you mean ? Are you acquainted with Mr. Robert Ferrars ? Can you be ? """
Elinor Dashwood	""" May I ask if your engagement is of long standing ? """
Elinor Dashwood	""" We have been engaged these four years . """
Elinor Dashwood	""" Four years ! """
Elinor Dashwood	""" Yes . """
Elinor Dashwood	""" I did not know , """
Elinor Dashwood	""" that you were even acquainted till the other day . """
Elinor Dashwood	""" Our acquaintance , however , is of many years date . He was under my uncle 's care , you know , a considerable while . """
Elinor Dashwood	""" Your uncle ! """
Elinor Dashwood	""" Yes ; Mr. Pratt . Did you never hear him talk of Mr. Pratt ? """
Elinor Dashwood	""" I think I have , """
Elinor Dashwood	""" He was four years with my uncle , who lives at Longstaple , near Plymouth . It was there our acquaintance begun , for my sister and me was often staying with my uncle , and it was there our engagement was formed , though not till a year after he had quitted as a pupil ; but he was almost always with us afterwards . I was very unwilling to enter into it , as you may imagine , without the knowledge and approbation of his mother ; but I was too young , and loved him too well , to be so prudent as I ought to have been.-- Though you do not know him so well as me , Miss Dashwood , you must have seen enough of him to be sensible he is very capable of making a woman sincerely attached to him . """
Elinor Dashwood	""" Certainly , """
Elinor Dashwood	"falsehood--""Engaged to Mr. Edward Ferrars!--I confess myself so totally surprised at what you tell me , that really -- I beg your pardon ; but surely there must be some mistake of person or name . We can not mean the same Mr. Ferrars . """
Elinor Dashwood	""" It is strange , """
Elinor Dashwood	""" that I should never have heard him even mention your name . """
Elinor Dashwood	""" You are quite in the right , """
Elinor Dashwood	""" I certainly did not seek your confidence , """
Elinor Dashwood	""" but you do me no more than justice in imagining that I may be depended on . Your secret is safe with me ; but pardon me if I express some surprise at so unnecessary a communication . You must at least have felt that my being acquainted with it could not add to its safety . """
Elinor Dashwood	""" I was afraid you would think I was taking a great liberty with you , """
Elinor Dashwood	""" in telling you all this . I have not known you long to be sure , personally at least , but I have known you and all your family by description a great while ; and as soon as I saw you , I felt almost as if you was an old acquaintance . Besides in the present case , I really thought some explanation was due to you after my making such particular inquiries about Edward 's mother ; and I am so unfortunate , that I have not a creature whose advice I can ask . Anne is the only person that knows of it , and she has no judgment at all ; indeed , she does me a great deal more harm than good , for I am in constant fear of her betraying me . She does not know how to hold her tongue , as you must perceive , and I am sure I was in the greatest fright in the world t'other day , when Edward 's name was mentioned by Sir John , lest she should out with it all . You ca n't think how much I go through in my mind from it altogether . I only wonder that I am alive after what I have suffered for Edward 's sake these last four years . Every thing in such suspense and uncertainty ; and seeing him so seldom -- we can hardly meet above twice a - year . I am sure I wonder my heart is not quite broke . """
Elinor Dashwood	""" Pardon me , """
Elinor Dashwood	""" but I can give you no advice under such circumstances . Your own judgment must direct you . """
Elinor Dashwood	""" Did he come from your uncle 's , then , when he visited us ? """
Elinor Dashwood	""" No , """
Elinor Dashwood	""" I remember he told us , that he had been staying a fortnight with some friends near Plymouth . """
Elinor Dashwood	""" We did , indeed , particularly so when he first arrived . """
Elinor Dashwood	""" I did , """
Elinor Dashwood	""" Marianne can never keep long from that instrument you know , ma'am , """
Elinor Dashwood	""" and I do not much wonder at it ; for it is the very best toned piano - forte I ever heard . """
Elinor Dashwood	""" Perhaps , """
Elinor Dashwood	""" if I should happen to cut out , I may be of some use to Miss Lucy Steele , in rolling her papers for her ; and there is so much still to be done to the basket , that it must be impossible I think for her labour singly , to finish it this evening . I should like the work exceedingly , if she would allow me a share in it . """
Elinor Dashwood	""" I should be undeserving of the confidence you have honoured me with , if I felt no desire for its continuance , or no farther curiosity on its subject . I will not apologize therefore for bringing it forward again . """
Elinor Dashwood	""" Offended me ! How could you suppose so ? Believe me , """
Elinor Dashwood	""" nothing could be farther from my intention than to give you such an idea . Could you have a motive for the trust , that was not honourable and flattering to me ? """
Elinor Dashwood	""" All this , """
Elinor Dashwood	""" But what , """
Elinor Dashwood	""" are your views ? or have you none but that of waiting for Mrs. Ferrars 's death , which is a melancholy and shocking extremity?--Is her son determined to submit to this , and to all the tediousness of the many years of suspense in which it may involve you , rather than run the risk of her displeasure for a while by owning the truth ? """
Elinor Dashwood	""" And for your own sake too , or you are carrying your disinterestedness beyond reason . """
Elinor Dashwood	""" Do you know Mr. Robert Ferrars ? """
Elinor Dashwood	""" Not at all -- I never saw him ; but I fancy he is very unlike his brother -- silly and a great coxcomb . """
Elinor Dashwood	""" Oh , they are talking of their favourite beaux , I dare say . """
Elinor Dashwood	""" I should always be happy , """
Elinor Dashwood	""" to show any mark of my esteem and friendship for Mr. Ferrars ; but do you not perceive that my interest on such an occasion would be perfectly unnecessary ? He is brother to Mrs. John Dashwood -- THAT must be recommendation enough to her husband . """
Elinor Dashwood	""" Then I rather suspect that my interest would do very little . """
Elinor Dashwood	""" No , """
Elinor Dashwood	""" on such a subject I certainly will not . You know very well that my opinion would have no weight with you , unless it were on the side of your wishes . """
Elinor Dashwood	""" This compliment would effectually frighten me from giving any opinion on the subject had I formed one . It raises my influence much too high ; the power of dividing two people so tenderly attached is too much for an indifferent person . """
Elinor Dashwood	""" Though with your usual anxiety for our happiness , """
Elinor Dashwood	""" you have been obviating every impediment to the present scheme which occurred to you , there is still one objection which , in my opinion , can not be so easily removed . """
Elinor Dashwood	""" I like Edward Ferrars very much , and shall always be glad to see him ; but as to the rest of the family , it is a matter of perfect indifference to me , whether I am ever known to them or not . """
Elinor Dashwood	""" I am writing home , Marianne , """
Elinor Dashwood	""" had not you better defer your letter for a day or two ? """
Elinor Dashwood	""" Has no letter been left here for me since we went out ? """
Elinor Dashwood	""" Are you quite sure of it ? """
Elinor Dashwood	""" Are you certain that no servant , no porter has left any letter or note ? """
Elinor Dashwood	""" How very odd ! """
Elinor Dashwood	""" How odd , indeed ! """
Elinor Dashwood	""" If she had not known him to be in town she would not have written to him , as she did ; she would have written to Combe Magna ; and if he is in town , how odd that he should neither come nor write ! Oh ! my dear mother , you must be wrong in permitting an engagement between a daughter so young , a man so little known , to be carried on in so doubtful , so mysterious a manner ! I long to inquire ; and how will MY interference be borne . """
Elinor Dashwood	""" At any rate , """
Elinor Dashwood	""" Ay , my dear , I 'll warrant you we do . Mary always has her own way . """
Elinor Dashwood	""" And now , """
Elinor Dashwood	""" she will write to Combe by this day 's post . """
Elinor Dashwood	""" Depend upon it , he will call again tomorrow . """
Elinor Dashwood	""" You are expecting a letter , then ? """
Elinor Dashwood	""" Me ! """
Elinor Dashwood	""" indeed , Marianne , I have nothing to tell . """
Elinor Dashwood	""" Did you ? """
Elinor Dashwood	""" It can not be generally known , """
Elinor Dashwood	""" for her own family do not know it . """
Elinor Dashwood	""" Pray , pray be composed , """
Elinor Dashwood	""" and do not betray what you feel to every body present . Perhaps he has not observed you yet . """
Elinor Dashwood	""" Marianne , may I ask- ? """
Elinor Dashwood	""" No , Elinor , """
Elinor Dashwood	""" ask nothing ; you will soon know all . """
Elinor Dashwood	""" Upon my word , I never saw a young woman so desperately in love in my life ! MY girls were nothing to her , and yet they used to be foolish enough ; but as for Miss Marianne , she is quite an altered creature . I hope , from the bottom of my heart , he wo n't keep her waiting much longer , for it is quite grievous to see her look so ill and forlorn . Pray , when are they to be married ? """
Elinor Dashwood	""" And have you really , Ma'am , talked yourself into a persuasion of my sister 's being engaged to Mr. Willoughby ? I thought it had been only a joke , but so serious a question seems to imply more ; and I must beg , therefore , that you will not deceive yourself any longer . I do assure you that nothing would surprise me more than to hear of their being going to be married . """
Elinor Dashwood	""" Indeed , Ma'am , """
Elinor Dashwood	""" you are mistaken . Indeed , you are doing a very unkind thing in spreading the report , and you will find that you have though you will not believe me now . """
Elinor Dashwood	""" Poor Elinor ! how unhappy I make you ! """
Elinor Dashwood	""" Exert yourself , dear Marianne , """
Elinor Dashwood	""" if you would not kill yourself and all who love you . Think of your mother ; think of her misery while YOU suffer : for her sake you must exert yourself . """
Elinor Dashwood	""" Do you call ME happy , Marianne ? Ah ! if you knew!--And can you believe me to be so , while I see you so wretched ! """
Elinor Dashwood	""" Many , many circumstances , """
Elinor Dashwood	""" I can believe it , """
Elinor Dashwood	""" but unfortunately he did not feel the same . """
Elinor Dashwood	""" It is too much ! Oh , Willoughby , Willoughby , could this be yours ! Cruel , cruel -- nothing can acquit you . Elinor , nothing can . Whatever he might have heard against me-- ought he not to have suspended his belief ? ought he not to have told me of it , to have given me the power of clearing myself ? ' The lock of hair , ( repeating it from the letter , ) which you so obligingly bestowed on me'--That is unpardonable . Willoughby , where was your heart when you wrote those words ? Oh , barbarously insolent!--Elinor , can he be justified ? """
Elinor Dashwood	""" No , Marianne , in no possible way . """
Elinor Dashwood	""" And yet this woman -- who knows what her art may have been?--how long it may have been premeditated , and how deeply contrived by her!--Who is she?--Who can she be?--Whom did I ever hear him talk of as young and attractive among his female acquaintance?--Oh ! no one , no one -- he talked to me only of myself . """
Elinor Dashwood	""" Elinor , I must go home . I must go and comfort mama . Can not we be gone to - morrow ? """
Elinor Dashwood	""" To - morrow , Marianne ! """
Elinor Dashwood	""" Yes , why should I stay here ? I came only for Willoughby 's sake -- and now who cares for me ? Who regards me ? """
Elinor Dashwood	""" It would be impossible to go to - morrow . We owe Mrs. Jennings much more than civility ; and civility of the commonest kind must prevent such a hasty removal as that . """
Elinor Dashwood	""" Well then , another day or two , perhaps ; but I can not stay here long , I can not stay to endure the questions and remarks of all these people . The Middletons and Palmers -- how am I to bear their pity ? The pity of such a woman as Lady Middleton ! Oh , what would HE say to that ! """
Elinor Dashwood	""" no , she would go down ; she could bear it very well , and the bustle about her would be less . """
Elinor Dashwood	""" Ay , if we can do THAT , Ma'am , """
Elinor Dashwood	""" we shall do very well with or without Colonel Brandon . """
Elinor Dashwood	""" I will leave you , """
Elinor Dashwood	""" if you will go to bed . """
Elinor Dashwood	""" Dear Ma'am , """
Elinor Dashwood	""" how good you are ! But I have just left Marianne in bed , and , I hope , almost asleep ; and as I think nothing will be of so much service to her as rest , if you will give me leave , I will drink the wine myself . """
Elinor Dashwood	""" You mean , """
Elinor Dashwood	""" Mr. Willoughby 's marriage with Miss Grey . Yes , we DO know it all . This seems to have been a day of general elucidation , for this very morning first unfolded it to us . Mr. Willoughby is unfathomable ! Where did you hear it ? """
Elinor Dashwood	""" It is . But have you likewise heard that Miss Grey has fifty thousand pounds ? In that , if in any thing , we may find an explanation . """
Elinor Dashwood	""" Her sufferings have been very severe . I have only to hope that they may be proportionately short . It has been , it is a most cruel affliction . Till yesterday , I believe , she never doubted his regard ; and even now , perhaps -- but I am almost convinced that he never was really attached to her . He has been very deceitful ! and , in some points , there seems a hardness of heart about him . """
Elinor Dashwood	""" Who can this be ? """
Elinor Dashwood	""" So early too ! I thought we HAD been safe . """
Elinor Dashwood	""" He will not come in , as Mrs. Jennings is from home . """
Elinor Dashwood	""" I understand you , """
Elinor Dashwood	""" You have something to tell me of Mr. Willoughby , that will open his character farther . Your telling it will be the greatest act of friendship that can be shewn Marianne . MY gratitude will be insured immediately by any information tending to that end , and HERS must be gained by it in time . Pray , pray let me hear it . """
Elinor Dashwood	""" You have probably entirely forgotten a conversation-- ( it is not to be supposed that it could make any impression on you)--a conversation between us one evening at Barton Park -- it was the evening of a dance -- in which I alluded to a lady I had once known , as resembling , in some measure , your sister Marianne . """
