Character	Quote
Fanny Price	“ that Mr. Crawford should come back again so soon , after being here so long before , full seven weeks ; for I had understood he was so very fond of change and moving about , that I thought something would certainly occur , when he was once gone , to take him elsewhere . He is used to much gayer places than Mansfield . ”
Fanny Price	“ What a favourite he is with my cousins ! ”
Fanny Price	“ If Miss Bertram were not engaged , ”
Fanny Price	“ I could sometimes almost think that he admired her more than Julia . ”
Fanny Price	entered—“Such a horribly vile billiard - table as ours is not to be met with , I believe , above ground . I can stand it no longer , and I think , I may say , that nothing shall ever tempt me to it again ; but one good thing I have just ascertained : it is the very room for a theatre , precisely the shape and length for it ; and the doors at the farther end , communicating with each other , as they may be made to do in five minutes , by merely moving the bookcase in my father ’s room , is the very thing we could have desired , if we had sat down to wish for it ; and my father ’s room will be an excellent greenroom . It seems to join the billiard - room on purpose . ”
Fanny Price	“ I think it would be very wrong . In a _ general _ light , private theatricals are open to some objections , but as _ we _ are circumstanced , I must think it would be highly injudicious , and more than injudicious to attempt anything of the kind . It would shew great want of feeling on my father ’s account , absent as he is , and in some degree of constant danger ; and it would be imprudent , I think , with regard to Maria , whose situation is a very delicate one , considering everything , extremely delicate . ”
Fanny Price	“ Perhaps they may not be able to find any play to suit them . Your brother ’s taste and your sisters ’ seem very different . ”
Fanny Price	“ I have no hope there , Fanny . If they persist in the scheme , they will find something . I shall speak to my sisters and try to dissuade _ them _ , and that is all I can do . ”
Fanny Price	“ I should think my aunt Norris would be on your side . ”
Fanny Price	“ I dare say she would , but she has no influence with either Tom or my sisters that could be of any use ; and if I can not convince them myself , I shall let things take their course , without attempting it through her . Family squabbling is the greatest evil of all , and we had better do anything than be altogether by the ears . ”
Fanny Price	“ Oh no , _ that _ will never do ! Let us have no ranting tragedies . Too many characters . Not a tolerable woman ’s part in the play . Anything but _ that _ , my dear Tom . It would be impossible to fill it up . One could not expect anybody to take such a part . Nothing but buffoonery from beginning to end . _ That _ might do , perhaps , but for the low parts . If I _ must _ give my opinion , I have always thought it the most insipid play in the English language . _ I _ do not wish to make objections ; I shall be happy to be of any use , but I think we could not chuse worse . ”
Fanny Price	“ Me ! ”
Fanny Price	“ Indeed you must excuse me . I could not act anything if you were to give me the world . No , indeed , I can not act . ”
Fanny Price	“ It is not that I am afraid of learning by heart , ”
Fanny Price	“ but I really can not act . ”
Fanny Price	“ No , indeed , Mr. Bertram , you must excuse me . You can not have an idea . It would be absolutely impossible for me . If I were to undertake it , I should only disappoint you . ”
Fanny Price	“ You must excuse me , indeed you must excuse me , ”
Fanny Price	“ I do not like my situation : this _ place _ is too hot for me , ”
Fanny Price	“ Come in ”
Fanny Price	“ Yes , certainly . ”
Fanny Price	“ I want to consult . I want your opinion . ”
Fanny Price	“ My opinion ! ”
Fanny Price	“ Yes , your advice and opinion . I do not know what to do . This acting scheme gets worse and worse , you see . They have chosen almost as bad a play as they could , and now , to complete the business , are going to ask the help of a young man very slightly known to any of us . This is the end of all the privacy and propriety which was talked about at first . I know no harm of Charles Maddox ; but the excessive intimacy which must spring from his being admitted among us in this manner is highly objectionable , the _ more _ than intimacy — the familiarity . I can not think of it with any patience ; and it does appear to me an evil of such magnitude as must , _ if _ _ possible _ , be prevented . Do not you see it in the same light ? ”
Fanny Price	“ Yes ; but what can be done ? Your brother is so determined . ”
Fanny Price	“ There is but _ one _ thing to be done , Fanny . I must take Anhalt myself . I am well aware that nothing else will quiet Tom . ”
Fanny Price	“ No , ”
Fanny Price	“ not immediately , but — ”
Fanny Price	“ I am sorry for Miss Crawford ; but I am more sorry to see you drawn in to do what you had resolved against , and what you are known to think will be disagreeable to my uncle . It will be such a triumph to the others ! ”
Fanny Price	“ Yes , it will be a great point . ”
Fanny Price	“ No , I can not think of anything else . ”
Fanny Price	“ Oh , cousin ! ”
Fanny Price	“ No doubt she will be very glad . It must be a great relief to her , ”
Fanny Price	“ I believe , ”
Fanny Price	“ there will be three acts rehearsed to - morrow evening , and that will give you an opportunity of seeing all the actors at once . ”
Fanny Price	“ Thank you ; I am quite warm , very warm . Allow me to stay here a little while , and do have the goodness to hear me my third act . I have brought my book , and if you would but rehearse it with me , I should be _ so _ obliged ! I came here to - day intending to rehearse it with Edmund — by ourselves — against the evening , but he is not in the way ; and if he _ were _ , I do not think I could go through it with _ him _ , till I have hardened myself a little ; for really there is a speech or two . You will be so good , wo n’t you ? ”
Fanny Price	“ Have I ? I will do my best with the greatest readiness ; but I must _ read _ the part , for I can say very little of it . ”
Fanny Price	“ If Miss Price would be so good as to _ read _ the part . ”
Fanny Price	“ On your judgment , Edmund , I depended ; what have you been about ? ”
Fanny Price	“ Oh , not to _ him _ ! Look so to all the others , but not to _ him _ ! ”
Fanny Price	“ Do you think so ? ”
Fanny Price	“ in my opinion , my uncle would not like _ any _ addition . I think he values the very quietness you speak of , and that the repose of his own family circle is all he wants . And it does not appear to me that we are more serious than we used to be — I mean before my uncle went abroad . As well as I can recollect , it was always much the same . There was never much laughing in his presence ; or , if there is any difference , it is not more , I think , than such an absence has a tendency to produce at first . There must be a sort of shyness ; but I can not recollect that our evenings formerly were ever merry , except when my uncle was in town . No young people ’s are , I suppose , when those they look up to are at home ”
Fanny Price	“ I suppose I am graver than other people , ”
Fanny Price	“ The evenings do not appear long to me . I love to hear my uncle talk of the West Indies . I could listen to him for an hour together . It entertains _ me _ more than many other things have done ; but then I am unlike other people , I dare say . ”
Fanny Price	“ Your uncle thinks you very pretty , dear Fanny — and that is the long and the short of the matter . Anybody but myself would have made something more of it , and anybody but you would resent that you had not been thought very pretty before ; but the truth is , that your uncle never did admire you till now — and now he does . Your complexion is so improved!—and you have gained so much countenance!—and your figure — nay , Fanny , do not turn away about it — it is but an uncle . If you can not bear an uncle ’s admiration , what is to become of you ? You must really begin to harden yourself to the idea of being worth looking at . You must try not to mind growing up into a pretty woman . ”
Fanny Price	“ Oh ! do n’t talk so , do n’t talk so , ”
Fanny Price	“ But I do talk to him more than I used . I am sure I do . Did not you hear me ask him about the slave - trade last night ? ”
Fanny Price	“ And I longed to do it — but there was such a dead silence ! And while my cousins were sitting by without speaking a word , or seeming at all interested in the subject , I did not like — I thought it would appear as if I wanted to set myself off at their expense , by shewing a curiosity and pleasure in his information which he must wish his own daughters to feel . ”
Fanny Price	“ She must know herself too secure of the regard of all the rest of you , ”
Fanny Price	“ to have any such apprehension . And Sir Thomas ’s wishing just at first to be only with his family , is so very natural , that she can argue nothing from that . After a little while , I dare say , we shall be meeting again in the same sort of way , allowing for the difference of the time of year . ”
Fanny Price	“ This is the first October that she has passed in the country since her infancy . I do not call Tunbridge or Cheltenham the country ; and November is a still more serious month , and I can see that Mrs. Grant is very anxious for her not finding Mansfield dull as winter comes on . ”
Fanny Price	“ Where is Fanny ? ”
Fanny Price	“ What will you have ? ”
Fanny Price	“ But they are passed over , ”
Fanny Price	“ I have been watching them . This weather is all from the south . ”
Fanny Price	“ This is pretty , very pretty , ”
Fanny Price	“ every time I come into this shrubbery I am more struck with its growth and beauty . Three years ago , this was nothing but a rough hedgerow along the upper side of the field , never thought of as anything , or capable of becoming anything ; and now it is converted into a walk , and it would be difficult to say whether most valuable as a convenience or an ornament ; and perhaps , in another three years , we may be forgetting — almost forgetting what it was before . How wonderful , how very wonderful the operations of time , and the changes of the human mind ! ”
Fanny Price	“ If any one faculty of our nature may be called _ more _ wonderful than the rest , I do think it is memory . There seems something more speakingly incomprehensible in the powers , the failures , the inequalities of memory , than in any other of our intelligences . The memory is sometimes so retentive , so serviceable , so obedient ; at others , so bewildered and so weak ; and at others again , so tyrannic , so beyond control ! We are , to be sure , a miracle every way ; but our powers of recollecting and of forgetting do seem peculiarly past finding out . ”
Fanny Price	“ It may seem impertinent in _ me _ to praise , but I must admire the taste Mrs. Grant has shewn in all this . There is such a quiet simplicity in the plan of the walk ! Not too much attempted ! ”
Fanny Price	“ I am so glad to see the evergreens thrive ! ”
Fanny Price	“ My uncle ’s gardener always says the soil here is better than his own , and so it appears from the growth of the laurels and evergreens in general . The evergreen ! How beautiful , how welcome , how wonderful the evergreen ! When one thinks of it , how astonishing a variety of nature ! In some countries we know the tree that sheds its leaf is the variety , but that does not make it less amazing that the same soil and the same sun should nurture plants differing in the first rule and law of their existence . You will think me rhapsodising ; but when I am out of doors , especially when I am sitting out of doors , I am very apt to get into this sort of wondering strain . One can not fix one ’s eyes on the commonest natural production without finding food for a rambling fancy . ”
Fanny Price	“ _ Too _ quiet for you , I believe . ”
Fanny Price	“ Envy Mrs. Rushworth ! ”
Fanny Price	“ Come , come , it would be very un - handsome in us to be severe on Mrs. Rushworth , for I look forward to our owing her a great many gay , brilliant , happy hours . I expect we shall be all very much at Sotherton another year . Such a match as Miss Bertram has made is a public blessing ; for the first pleasures of Mr. Rushworth ’s wife must be to fill her house , and give the best balls in the country . ”
Fanny Price	“ How differently we feel ! ”
Fanny Price	“ To me , the sound of _ Mr. _ Bertram is so cold and nothing - meaning , so entirely without warmth or character ! It just stands for a gentleman , and that ’s all . But there is nobleness in the name of Edmund . It is a name of heroism and renown ; of kings , princes , and knights ; and seems to breathe the spirit of chivalry and warm affections . ”
Fanny Price	“ I grant you the name is good in itself , and _ Lord _ Edmund or _ Sir _ Edmund sound delightfully ; but sink it under the chill , the annihilation of a Mr. , and Mr. Edmund is no more than Mr. John or Mr. Thomas . Well , shall we join and disappoint them of half their lecture upon sitting down out of doors at this time of year , by being up before they can begin ? ”
Fanny Price	“ but she did not suppose it would be in her power , ”
Fanny Price	“ If you can not do without me , ma’am — ”
Fanny Price	“ Thank you , I am _ so _ glad , ”
Fanny Price	“ And yet why should I be glad ? for am I not certain of seeing or hearing something there to pain me ? ”
Fanny Price	“ Oh ! depend upon it , your aunt can do very well without you , or you would not be allowed to go . _ I _ shall be here , so you may be quite easy about your aunt . And I hope you will have a very _ agreeable _ day , and find it all mighty _ delightful _ . But I must observe that five is the very awkwardest of all possible numbers to sit down to table ; and I can not but be surprised that such an _ elegant _ lady as Mrs. Grant should not contrive better ! And round their enormous great wide table , too , which fills up the room so dreadfully ! Had the doctor been contented to take my dining - table when I came away , as anybody in their senses would have done , instead of having that absurd new one of his own , which is wider , literally wider than the dinner - table here , how infinitely better it would have been ! and how much more he would have been respected ! for people are never respected when they step out of their proper sphere . Remember that , Fanny . Five — only five to be sitting round that table . However , you will have dinner enough on it for ten , I dare say . ”
Fanny Price	“ Yes , sir , ”
Fanny Price	“ Never happier!—never happier than when doing what you must know was not justifiable!—never happier than when behaving so dishonourably and unfeelingly ! Oh ! what a corrupted mind ! ”
Fanny Price	“ As far as _ I _ am concerned , sir , I would not have delayed his return for a day . My uncle disapproved it all so entirely when he did arrive , that in my opinion everything had gone quite far enough . ”
Fanny Price	“ The most interesting in the world , ”
Fanny Price	brother—“how to make money ; how to turn a good income into a better . Dr. Grant is giving Bertram instructions about the living he is to step into so soon . I find he takes orders in a few weeks . They were at it in the dining - parlour . I am glad to hear Bertram will be so well off . He will have a very pretty income to make ducks and drakes with , and earned without much trouble . I apprehend he will not have less than seven hundred a year . Seven hundred a year is a fine thing for a younger brother ; and as of course he will still live at home , it will be all for his _ menus _ _ plaisirs _ ; and a sermon at Christmas and Easter , I suppose , will be the sum total of sacrifice . ”
Fanny Price	“ Will he not feel this ? ”
Fanny Price	“ No , he can feel nothing as he ought . ”
Fanny Price	“ Oh ! cousin , stop a moment , pray stop ! ”
Fanny Price	“ I can not attempt to thank you , ”
Fanny Price	“ thanks are out of the question . I feel much more than I can possibly express . Your goodness in thinking of me in such a way is beyond — ”
Fanny Price	“ If that is all you have to say , Fanny ”
Fanny Price	“ No , no , it is not . I want to consult you . ”
Fanny Price	“ Oh , this is beautiful indeed ! This is the very thing , precisely what I wished for ! This is the only ornament I have ever had a desire to possess . It will exactly suit my cross . They must and shall be worn together . It comes , too , in such an acceptable moment . Oh , cousin , you do not know how acceptable it is . ”
Fanny Price	“ My dear Fanny , you feel these things a great deal too much . I am most happy that you like the chain , and that it should be here in time for to - morrow ; but your thanks are far beyond the occasion . Believe me , I have no pleasure in the world superior to that of contributing to yours . No , I can safely say , I have no pleasure so complete , so unalloyed . It is without a drawback . ”
Fanny Price	“ If it had been given to me in the first instance , ”
Fanny Price	“ I should not have thought of returning it ; but being her brother ’s present , is not it fair to suppose that she would rather not part with it , when it is not wanted ? ”
Fanny Price	“ No , it is not handsomer , not at all handsomer in its way , and , for my purpose , not half so fit . The chain will agree with William ’s cross beyond all comparison better than the necklace . ”
Fanny Price	“ My very dear Fanny , you must do me the favour to accept ”
Fanny Price	“ Suppose I were to find him there again to - day ! ”
Fanny Price	“ I am very sorry that anything has occurred to distress you . This ought to be a day of pleasure . My uncle meant it so . ”
Fanny Price	“ Oh yes , yes ! and it will be a day of pleasure . It will all end right . I am only vexed for a moment . In fact , it is not that I consider the ball as ill - timed ; what does it signify ? But , Fanny , ”
Fanny Price	“ you know what all this means . You see how it is ; and could tell me , perhaps better than I could tell you , how and why I am vexed . Let me talk to you a little . You are a kind , kind listener . I have been pained by her manner this morning , and can not get the better of it . I know her disposition to be as sweet and faultless as your own , but the influence of her former companions makes her seem — gives to her conversation , to her professed opinions , sometimes a tinge of wrong . She does not _ think _ evil , but she speaks it , speaks it in playfulness ; and though I know it to be playfulness , it grieves me to the soul . ”
Fanny Price	“ The effect of education , ”
Fanny Price	“ If you only want me as a listener , cousin , I will be as useful as I can ; but I am not qualified for an adviser . Do not ask advice of _ me _ . I am not competent . ”
Fanny Price	“ You are right , Fanny , to protest against such an office , but you need not be afraid . It is a subject on which I should never ask advice ; it is the sort of subject on which it had better never be asked ; and few , I imagine , do ask it , but when they want to be influenced against their conscience . I only want to talk to you . ”
Fanny Price	“ One thing more . Excuse the liberty ; but take care _ how _ you talk to me . Do not tell me anything now , which hereafter you may be sorry for . The time may come — ”
Fanny Price	“ Yes , cousin , I am convinced that _ you _ would be incapable of anything else , though perhaps some might not . I can not be afraid of hearing anything you wish to say . Do not check yourself . Tell me whatever you like . ”
Fanny Price	“ Chapman helped her to dress . I sent Chapman to her . ”
Fanny Price	“ Perhaps _ you _ can tell me why my brother goes to town to - morrow ? He says he has business there , but will not tell me what . The first time he ever denied me his confidence ! But this is what we all come to . All are supplanted sooner or later . Now , I must apply to you for information . Pray , what is Henry going for ? ”
Fanny Price	“ Oh ! yes , sir , ”
Fanny Price	“ I must get up and breakfast with him . It will be the last time , you know ; the last morning . ”
Fanny Price	“ You had better not . He is to have breakfasted and be gone by half - past nine . Mr. Crawford , I think you call for him at half - past nine ? ”
Fanny Price	“ Well , well ! ”
Fanny Price	game—“And _ that _ makes thirty - one ; four in hand and eight in crib . You are to deal , ma’am ; shall I deal for you ? ”
Fanny Price	“ I do not know , ”
Fanny Price	“ Yes ; I had not particularly expected it . ”
Fanny Price	“ He did not , the only time he went to see Mr. Owen before . ”
Fanny Price	“ I only heard a part of the letter ; it was to my uncle ; but I believe it was very short ; indeed I am sure it was but a few lines . All that I heard was that his friend had pressed him to stay longer , and that he had agreed to do so . A _ few _ days longer , or _ some _ days longer ; I am not quite sure which . ”
Fanny Price	“ Three grown up . ”
Fanny Price	“ I do not at all know . I never heard . ”
Fanny Price	“ I know nothing of the Miss Owens , ”
Fanny Price	“ You can not doubt your being missed by many , ”
Fanny Price	“ You will be very much missed . ”
Fanny Price	“ No , ”
Fanny Price	“ I do not expect it at all . ”
Fanny Price	“ No , I do not , ”
Fanny Price	“ The more I think of it , ”
Fanny Price	“ the more am I convinced that you are doing quite right ; and though I should never have selected Fanny Price as the girl most likely to attach you , I am now persuaded she is the very one to make you happy . Your wicked project upon her peace turns out a clever thought indeed . You will both find your good in it . ”
Fanny Price	“ Has this been all _ your _ doing , then ? ”
