Character	Quote
William Collins	to resent the behaviour of your daughter . Resignation to inevitable evils is the duty of us all : the peculiar duty of a young man who has been so fortunate as I have been , in early preferment ; and , I trust , I am resigned . Perhaps not the less so from feeling a doubt of my positive happiness had my fair cousin honoured me with her hand ; for I have often observed , that resignation is never so perfect as when the blessing denied begins to lose somewhat of its value in our estimation . You will not , I hope , consider me as showing any disrespect to your family , my dear madam , by thus withdrawing my pretensions to your daughter ’s favour , without having paid yourself and Mr. Bennet the compliment of requesting you to interpose your authority in my behalf . My conduct may , I fear , be objectionable in having accepted my dismission from your daughter ’s lips instead of your own ; but we are all liable to error . I have certainly meant well through the whole affair . My object has been to secure an amiable companion for myself , with due consideration for the advantage of all your family ; and if my _ manner _ has been at all reprehensible , I here beg leave to apologize . ”
William Collins	found , ” said
William Collins	the time drew near , that I had better not meet Mr. Darcy;--that to be in the same room , the same party with him for so many hours together , might be more than I could bear , and that scenes might arise unpleasant to more than myself . ” She
William Collins	it not clear enough ? Does it not expressly declare that Caroline neither expects nor wishes me to be her sister ; that she is perfectly convinced of her brother ’s indifference ; and that if she suspects the nature of my feelings for him she means ( most kindly ! ) to put me on my guard . Can there be any other opinion on the subject ? ” “
William Collins	, there can ; for mine is totally different . Will you hear it ? ” “
William Collins	willingly . ” “
William Collins	shall have it in a few words . Miss Bingley sees that her brother is in love with you and wants him to marry Miss Darcy . She follows him to town in the hope of keeping him there , and tries to persuade you that he does not care about you . ” Jane
William Collins	, near Westerham , Kent , _ 15th October _ . * / “ Dear Sir , “ The disagreement subsisting between yourself and my late honoured father always gave me much uneasiness ; and , since I have had the misfortune to lose him , I have frequently wished to heal the breach : but , for some time , I was kept back by my own doubts , fearing lest it might seem disrespectful to his memory for me to be on good terms with anyone with whom it had always pleased him to be at variance . ”--‘There , Mrs. Bennet . ’--“My mind , however , is now made up on the subject ; for , having received ordination at Easter , I have been so fortunate as to be distinguished by the patronage of the Right Honourable Lady Catherine de Bourgh , widow of Sir Lewis de Bourgh , whose bounty and beneficence has preferred me to the valuable rectory of this parish , where it shall be my earnest endeavour to demean myself with grateful respect towards her Ladyship , and be ever ready to perform those rites and ceremonies which are instituted by the Church of England . As a clergyman , moreover , I feel it my duty to promote and establish the blessing of peace in all families within the reach of my influence ; and on these grounds I flatter myself that my present overtures of good - will are highly commendable , and that the circumstance of my being next in the entail of Longbourn estate will be kindly overlooked on your side , and not lead you to reject the offered olive branch . I can not be otherwise than concerned at being the means of injuring your amiable daughters , and beg leave to apologize for it , as well as to assure you of my readiness to make them every possible amends ; but of this hereafter . If you should have no objection to receive me into your house , I propose myself the satisfaction of waiting on you and your family , Monday , November 18th , by four o’clock , and shall probably trespass on your hospitality till the Saturday se’nnight following , which I can do without any inconvenience , as Lady Catherine is far from objecting to my occasional absence on a Sunday , provided that some other clergyman is engaged to do the duty of the day . I remain , dear sir , with respectful compliments to your lady and daughters , your well - wisher and friend , “ WILLIAM COLLINS . ” “
William Collins	seems to be a most conscientious and polite young man , upon my word ; and , I doubt not , will prove a valuable acquaintance , especially if Lady Catherine should be so indulgent as to let him come to us again . ” “
William Collins	it is difficult , ” said
William Collins	guess in what way he can mean to make us the atonement he thinks our due , the wish is certainly to his credit . ” Elizabeth
William Collins	must be an oddity , I think , ” said
William Collins	point of composition , ” said
William Collins	letter does not seem defective . The idea of the olive branch perhaps is not wholly new , yet I think it is well expressed . ” To
William Collins	, sir , I do indeed . It is a grievous affair to my poor girls , you must confess . Not that I mean to find fault with _ you _ , for such things , I know , are all chance in this world . There is no knowing how estates will go when once they come to be entailed . ” “
Elizabeth Bennet	And is this all ? ”
Elizabeth Bennet	La ! my dear , ”
Elizabeth Bennet	I like her appearance , ”
Elizabeth Bennet	mother would have no objection , but my father hates London . ” “
Elizabeth Bennet	governess ! How was that possible ? Five daughters brought up at home without a governess ! I never heard of such a thing . Your mother must have been quite a slave to your education . ” Elizabeth
Elizabeth Bennet	who taught you ? who attended to you ? Without a governess , you must have been neglected . ” “
Elizabeth Bennet	with some families , I believe we were ; but such of us as wished to learn never wanted the means . We were always encouraged to read , and had all the masters that were necessary . Those who chose to be idle certainly might . ” “
Elizabeth Bennet	, no doubt : but that is what a governess will prevent ; and if I had known your mother , I should have advised her most strenuously to engage one . I always say that nothing is to be done in education without steady and regular instruction , and nobody but a governess can give it . It is wonderful how many families I have been the means of supplying in that way . I am always glad to get a young person well placed out . Four nieces of Mrs. Jenkinson are most delightfully situated through my means ; and it was but the other day that I recommended another young person , who was merely accidentally mentioned to me , and the family are quite delighted with her . Mrs. Collins , did I tell you of Lady Metcalfe ’s calling yesterday to thank me ? She finds Miss Pope a treasure . ‘ Lady Catherine , ’ said she , ‘ you have given me a treasure . ’ Are any of your younger sisters out , Miss Bennet ? ” “
Elizabeth Bennet	, ma’am , all . ” “
Elizabeth Bennet	, my youngest is not sixteen . Perhaps _ she _ is full young to be much in company . But really , ma’am , I think it would be very hard upon younger sisters that they should not have their share of society and amusement , because the elder may not have the means or inclination to marry early . The last born has as good a right to the pleasures of youth as the first . And to be kept back on _ such _ a motive ! I think it would not be very likely to promote sisterly affection or delicacy of mind . ” “
Elizabeth Bennet	my word , ” said
Elizabeth Bennet	give your opinion very decidedly for so young a person . Pray , what is your age ? ” “
Elizabeth Bennet	three younger sisters grown up , ” replied
Elizabeth Bennet	Ladyship can hardly expect me to own it . ” Lady
Elizabeth Bennet	Since writing the above , dearest Lizzy , something has occurred of a most unexpected and serious nature ; but I am afraid of alarming you -- be assured that we are all well . What I have to say relates to poor Lydia . An express came at twelve last night , just as we were all gone to bed , from Colonel Forster , to inform us that she was gone off to Scotland with one of his officers ; to own the truth , with Wickham ! Imagine our surprise . To Kitty , however , it does not seem so wholly unexpected . I am very , very sorry . So imprudent a match on both sides ! But I am willing to hope the best , and that his character has been misunderstood . Thoughtless and indiscreet I can easily believe him , but this step ( and let us rejoice over it ) marks nothing bad at heart . His choice is disinterested at least , for he must know my father can give her nothing . Our poor mother is sadly grieved . My father bears it better . How thankful am I , that we never let them know what has been said against him ; we must forget it ourselves . They were off Saturday night about twelve , as is conjectured , but were not missed till yesterday morning at eight . The express was sent off directly . My dear Lizzy , they must have passed within ten miles of us . Colonel Forster gives us reason to expect him here soon . Lydia left a few lines for his wife , informing her of their intention . I must conclude , for I can not be long from my poor mother . I am afraid you will not be able to make it out , but I hardly know what I have written . ”
Elizabeth Bennet	By this time , my dearest sister , you have received my hurried letter ; I wish this may be more intelligible , but though not confined for time , my head is so bewildered that I can not answer for being coherent . Dearest Lizzy , I hardly know what I would write , but I have bad news for you , and it can not be delayed . Imprudent as a marriage between Mr. Wickham and our poor Lydia would be , we are now anxious to be assured it has taken place , for there is but too much reason to fear they are not gone to Scotland . Colonel Forster came yesterday , having left Brighton the day before , not many hours after the express . Though Lydia ’s short letter to Mrs. F. gave them to understand that they were going to Gretna Green , something was dropped by Denny expressing his belief that W. never intended to go there , or to marry Lydia at all , which was repeated to Colonel F. , who , instantly taking the alarm , set off from B. , intending to trace their route . He did trace them easily to Clapham , but no farther ; for on entering that place , they removed into a hackney - coach , and dismissed the chaise that brought them from Epsom . All that is known after this is , that they were seen to continue the London road . I know not what to think . After making every possible inquiry on that side of London , Colonel F. came on into Hertfordshire , anxiously renewing them at all the turnpikes , and at the inns in Barnet and Hatfield , but without any success,--no such people had been seen to pass through . With the kindest concern he came on to Longbourn , and broke his apprehensions to us in a manner most creditable to his heart . I am sincerely grieved for him and Mrs. F. ; but no one can throw any blame on them . Our distress , my dear Lizzy , is very great . My father and mother believe the worst , but I can not think so ill of him . Many circumstances might make it more eligible for them to be married privately in town than to pursue their first plan ; and even if _ he _ could form such a design against a young woman of Lydia ’s connections , which is not likely , can I suppose her so lost to everything ? Impossible ! I grieve to find , however , that Colonel F. is not disposed to depend upon their marriage : he shook his head when I expressed my hopes , and said he feared W. was not a man to be trusted . My poor mother is really ill , and keeps her room . Could she exert herself , it would be better , but this is not to be expected ; and as to my father , I never in my life saw him so affected . Poor Kitty has anger for having concealed their attachment ; but as it was a matter of confidence , one can not wonder . I am truly glad , dearest Lizzy , that you have been spared something of these distressing scenes ; but now , as the first shock is over , shall I own that I long for your return ? I am not so selfish , however , as to press for it , if inconvenient . Adieu ! I take up my pen again to do , what I have just told you I would not ; but circumstances are such , that I can not help earnestly begging you all to come here as soon as possible . I know my dear uncle and aunt so well , that I am not afraid of requesting it , though I have still something more to ask of the former . My father is going to London with Colonel Forster instantly , to try to discover her . What he means to do , I am sure I know not ; but his excessive distress will not allow him to pursue any measure in the best and safest way , and Colonel Forster is obliged to be at Brighton again to - morrow evening . In such an exigence my uncle ’s advice and assistance would be everything in the world ; he will immediately comprehend what I must feel , and I rely upon his goodness . ”
Elizabeth Bennet	Oh ! where , where is my uncle ? ”
Elizabeth Bennet	I beg your pardon , but I must leave you . I must find Mr. Gardiner this moment on business that can not be delayed ; I have not an instant to lose . ”
Elizabeth Bennet	Good God ! what is the matter ? ”
Elizabeth Bennet	No , I thank you , ”
Elizabeth Bennet	There is nothing the matter with me . I am quite well , I am only distressed by some dreadful news which I have just received from Longbourn . ”
Elizabeth Bennet	I have just had a letter from Jane , with such dreadful news . It can not be concealed from anyone . My youngest sister has left all her friends -- has eloped ; has thrown herself into the power of -- of Mr. Wickham . They are gone off together from Brighton . _ You _ know him too well to doubt the rest . She has no money , no connections , nothing that can tempt him to -- she is lost for ever . ”
Elizabeth Bennet	When I consider , ”
Elizabeth Bennet	that _ I _ might have prevented it ! _ I _ who knew what he was . Had I but explained some part of it only -- some part of what I learnt , to my own family ! Had his character been known , this could not have happened . But it is all , all too late now . ”
Elizabeth Bennet	My father has gone to London , and Jane has written to beg my uncle ’s immediate assistance , and we shall be off , I hope , in half an hour . But nothing can be done ; I know very well that nothing can be done . How is such a man to be worked on ? How are they even to be discovered ? I have not the smallest hope . It is every way horrible ! ”
Elizabeth Bennet	Oh , yes ! Be so kind as to apologize for us to Miss Darcy . Say that urgent business calls us home immediately . Conceal the unhappy truth as long as it is possible . I know it can not be long . ”
Elizabeth Bennet	John told us Mr. Darcy was here when you sent for us;--was it so ? ”
Elizabeth Bennet	Yes ; and I told him we should not be able to keep our engagement . _ That _ is all settled . ”
Elizabeth Bennet	What is all settled ? ”
Elizabeth Bennet	And are they upon such terms as for her to disclose the real truth ? Oh , that I knew how it was ! ”
Elizabeth Bennet	you really think so ? ” cried
Elizabeth Bennet	perhaps of neglecting his own interest . But of every other neglect I can believe him capable . If , indeed , it should be so ! But I dare not hope it . Why should they not go on to Scotland , if that had been the case ? ” “
Elizabeth Bennet	the first place , ” replied
Elizabeth Bennet	is no absolute proof that they are not gone to Scotland . ” “
Elizabeth Bennet	, but their removing from the chaise into a hackney coach is such a presumption ! And , besides , no traces of them were to be found on the Barnet road . ” “
Elizabeth Bennet	, then,--supposing them to be in London -- they may be there , though for the purpose of concealment , for no more exceptionable purpose . It is not likely that money should be very abundant on either side ; and it might strike them that they could be more economically , though less expeditiously , married in London , than in Scotland . ” “
Elizabeth Bennet	why all this secrecy ? Why any fear of detection ? Why must their marriage be private ? Oh , no , no -- this is not likely . His most particular friend , you see by Jane ’s account , was persuaded of his never intending to marry her . Wickham will never marry a woman without some money . He can not afford it . And what claims has Lydia , what attractions has she beyond youth , health , and good humour , that could make him for her sake forego every chance of benefiting himself by marrying well ? As to what restraint the apprehensions of disgrace in the corps might throw on a dishonourable elopement with her , I am not able to judge ; for I know nothing of the effects that such a step might produce . But as to your other objection , I am afraid it will hardly hold good . Lydia has no brothers to step forward ; and he might imagine , from my father ’s behaviour , from his indolence and the little attention he has ever seemed to give to what was going forward in his family , that _ he _ would do as little and think as little about it , as any father could do , in such a matter . ” “
Elizabeth Bennet	can you think that Lydia is so lost to everything but love of him , as to consent to live with him on any other terms than marriage ? ” “
Elizabeth Bennet	does seem , and it is most shocking , indeed , ” replied
Elizabeth Bennet	a sister ’s sense of decency and virtue in such a point should admit of doubt . But , really , I know not what to say . Perhaps I am not doing her justice . But she is very young : she has never been taught to think on serious subjects ; and for the last half year , nay , for a twelvemonth , she has been given up to nothing but amusement and vanity . She has been allowed to dispose of her time in the most idle and frivolous manner , and to adopt any opinions that came in her way . Since the ----shire were first quartered in Meryton , nothing but love , flirtation , and officers , have been in her head . She has been doing everything in her power , by thinking and talking on the subject , to give greater -- what shall I call it?--susceptibility to her feelings ; which are naturally lively enough . And we all know that Wickham has every charm of person and address that can captivate a woman . ” “
Elizabeth Bennet	you see that Jane , ” said
Elizabeth Bennet	not think so ill of Wickham , as to believe him capable of the attempt . ” “
Elizabeth Bennet	whom does Jane ever think ill ? And who is there , whatever might be their former conduct , that she would believe capable of such an attempt , till it were proved against them ? But Jane knows , as well as I do , what Wickham really is . We both know that he has been profligate in every sense of the word ; that he has neither integrity nor honour ; that he is as false and deceitful as he is insinuating . ” “
Elizabeth Bennet	do , indeed , ” replied
Elizabeth Bennet	told you the other day of his infamous behaviour to Mr. Darcy ; and you , yourself , when last at Longbourn , heard in what manner he spoke of the man who had behaved with such forbearance and liberality towards him . And there are other circumstances which I am not at liberty -- which it is not worth while to relate ; but his lies about the whole Pemberley family are endless . From what he said of Miss Darcy , I was thoroughly prepared to see a proud , reserved , disagreeable girl . Yet he knew to the contrary himself . He must know that she was as amiable and unpretending as we have found her . ” “
Elizabeth Bennet	does Lydia know nothing of this ? can she be ignorant of what you and Jane seem so well to understand ? ” “
Elizabeth Bennet	, yes!--that , that is the worst of all . Till I was in Kent , and saw so much both of Mr. Darcy and his relation Colonel Fitzwilliam , I was ignorant of the truth myself . And when I returned home the ----shire was to leave Meryton in a week or fortnight ’s time . As that was the case , neither Jane , to whom I related the whole , nor I , thought it necessary to make our knowledge public ; for of what use could it apparently be to anyone , that the good opinion , which all the neighbourhood had of him , should then be overthrown ? And even when it was settled that Lydia should go with Mrs. Forster , the necessity of opening her eyes to his character never occurred to me . That _ she _ could be in any danger from the deception never entered my head . That such a consequence as _ this _ should ensue , you may easily believe was far enough from my thoughts . ” “
Elizabeth Bennet	they all removed to Brighton , therefore , you had no reason , I suppose , to believe them fond of each other ? ” “
Elizabeth Bennet	the slightest . I can remember no symptom of affection on either side ; and had anything of the kind been perceptible , you must be aware that ours is not a family on which it could be thrown away . When first he entered the corps , she was ready enough to admire him ; but so we all were . Every girl in or near Meryton was out of her senses about him for the first two months : but he never distinguished _ her _ by any particular attention ; and , consequently , after a moderate period of extravagant and wild admiration , her fancy for him gave way , and others of the regiment , who treated her with more distinction , again became her favourites . ” It
Elizabeth Bennet	yet , ” replied
Elizabeth Bennet	now that my dear uncle is come , I hope everything will be well . ” “
Elizabeth Bennet	my father in town ? ” “
Elizabeth Bennet	, he went on Tuesday , as I wrote you word . ” “
Elizabeth Bennet	have heard only once . He wrote me a few lines on Wednesday , to say that he had arrived in safety , and to give me his directions , which I particularly begged him to do . He merely added , that he should not write again , till he had something of importance to mention . ” “
Elizabeth Bennet	I had been able , ” said
Elizabeth Bennet	carry my point in going to Brighton with all my family , _ this _ would not have happened : but poor dear Lydia had nobody to take care of her . Why did the Forsters ever let her go out of their sight ? I am sure there was some great neglect or other on their side , for she is not the kind of girl to do such a thing , if she had been well looked after . I always thought they were very unfit to have the charge of her ; but I was over - ruled , as I always am . Poor , dear child ! And now here ’s Mr. Bennet gone away , and I know he will fight Wickham , wherever he meets him , and then he will be killed , and what is to become of us all ? The Collinses will turn us out , before he is cold in his grave ; and if you are not kind to us , brother , I do not know what we shall do . ” They
Elizabeth Bennet	as the event must be for Lydia , we may draw from it this useful lesson:--that loss of virtue in a female is irretrievable , that one false step involves her in endless ruin , that her reputation is no less brittle than it is beautiful , and that she can not be too much guarded in her behaviour towards the undeserving of the other sex . ” Elizabeth
Elizabeth Bennet	Forster did own that he had often suspected some partiality , especially on Lydia ’s side , but nothing to give him any alarm . I am so grieved for him . His behaviour was attentive and kind to the utmost . He _ was _ coming to us , in order to assure us of his concern , before he had any idea of their not being gone to Scotland : when that apprehension first got abroad , it hastened his journey . ” “
Elizabeth Bennet	was Denny convinced that Wickham would not marry ? Did he know of their intending to go off ? Had Colonel Forster seen Denny himself ? ” “
Elizabeth Bennet	; but when questioned by _ him _ , Denny denied knowing anything of their plan , and would not give his real opinion about it . He did not repeat his persuasion of their not marrying , and from _ that _ I am inclined to hope he might have been misunderstood before . ” “
Elizabeth Bennet	till Colonel Forster came himself , not one of you entertained a doubt , I suppose , of their being really married ? ” “
Elizabeth Bennet	was it possible that such an idea should enter our brains ? I felt a little uneasy -- a little fearful of my sister ’s happiness with him in marriage , because I knew that his conduct had not been always quite right . My father and mother knew nothing of that ; they only felt how imprudent a match it must be . Kitty then owned , with a very natural triumph on knowing more than the rest of us , that in Lydia ’s last letter she had prepared her for such a step . She had known , it seems , of their being in love with each other many weeks . ” “
Elizabeth Bennet	not before they went to Brighton ? ” “
Elizabeth Bennet	, I believe not . ” “
Elizabeth Bennet	did Colonel Forster appear to think ill of Wickham himself ? Does he know his real character ? ” “
Elizabeth Bennet	must confess that he did not speak so well of Wickham as he formerly did . He believed him to be imprudent and extravagant ; and since this sad affair has taken place , it is said that he left Meryton greatly in debt : but I hope this may be false . ” “
Elizabeth Bennet	, Jane , had we been less secret , had we told what we knew of him , this could not have happened ! ” “
Elizabeth Bennet	Colonel Forster repeat the particulars of Lydia ’s note to his wife ? ” “
Elizabeth Bennet	dear Harriet , * / “ You will laugh when you know where I am gone , and I can not help laughing myself at your surprise to - morrow morning , as soon as I am missed . I am going to Gretna Green , and if you can not guess with who , I shall think you a simpleton , for there is but one man in the world I love , and he is an angel . I should never be happy without him , so think it no harm to be off . You need not send them word at Longbourn of my going , if you do not like it , for it will make the surprise the greater when I write to them , and sign my name Lydia Wickham . What a good joke it will be ! I can hardly write for laughing . Pray make my excuses to Pratt for not keeping my engagement , and dancing with him to - night . Tell him I hope he will excuse me when he knows all , and tell him I will dance with him at the next ball we meet with great pleasure . I shall send for my clothes when I get to Longbourn ; but I wish you would tell Sally to mend a great slit in my worked muslin gown before they are packed up . Good - bye . Give my love to Colonel Forster . I hope you will drink to our good journey . “ Your affectionate friend , “ LYDIA BENNET . ” “
Elizabeth Bennet	, thoughtless , thoughtless Lydia ! ” cried
Elizabeth Bennet	a letter is this , to be written at such a moment ! But at least it shows that _ she _ was serious in the object of her journey . Whatever he might afterwards persuade her to , it was not on her side a _ scheme _ of infamy . My poor father ! how he must have felt it ! ” “
Elizabeth Bennet	never saw anyone so shocked . He could not speak a word for full ten minutes . My mother was taken ill immediately , and the whole house in such confusion ! ” “
Elizabeth Bennet	, Jane , ” cried
Elizabeth Bennet	attendance upon her has been too much for you . You do not look well . Oh that I had been with you ! you have had every care and anxiety upon yourself alone . ” “
Elizabeth Bennet	and Kitty have been very kind , and would have shared in every fatigue , I am sure , but I did not think it right for either of them . Kitty is slight and delicate , and Mary studies so much that her hours of repose should not be broken in on . My aunt Philips came to Longbourn on Tuesday , after my father went away ; and was so good as to stay till Thursday with me . She was of great use and comfort to us all , and Lady Lucas has been very kind : she walked here on Wednesday morning to condole with us , and offered her services , or any of her daughters , if they could be of use to us . ” “
Elizabeth Bennet	had better have stayed at home , ” cried
Elizabeth Bennet	she _ meant _ well , but , under such a misfortune as this , one can not see too little of one ’s neighbours . Assistance is impossible ; condolence , insufferable . Let them triumph over us at a distance , and be satisfied . ” She
Elizabeth Bennet	You may , in fact , carry a very favourable report of us into Hertfordshire , my dear cousin . I flatter myself , at least , that you will be able to do so . Lady Catherine ’s great attentions to Mrs. Collins you have been a daily witness of ; and altogether I trust it does not appear that your friend has drawn an unfortunate -- but on this point it will be as well to be silent . Only let me assure you , my dear Miss Elizabeth , that I can from my heart most cordially wish you equal felicity in marriage . My dear Charlotte and I have but one mind and one way of thinking . There is in everything a most remarkable resemblance of character and ideas between us . We seem to have been designed for each other . ”
Elizabeth Bennet	And how much I shall have to conceal ! ”
Elizabeth Bennet	we mean to treat you all , ” added
Elizabeth Bennet	you must lend us the money , for we have just spent ours at the shop out there . ” Then
Elizabeth Bennet	, ” thought
Elizabeth Bennet	that _ would be a delightful scheme , indeed , and completely do for us at once . Good Heaven ! Brighton and a whole campful of soldiers , to us , who have been overset already by one poor regiment of militia , and the monthly balls of Meryton ! ” “
Elizabeth Bennet	I have got some news for you , ” said
Elizabeth Bennet	do you think ? It is excellent news , capital news , and about a certain person that we all like . ” Jane
Elizabeth Bennet	, that is just like your formality and discretion . You thought the waiter must not hear , as if he cared ! I dare say he often hears worse things said than I am going to say . But he is an ugly fellow ! I am glad he is gone . I never saw such a long chin in my life . Well , but now for my news : it is about dear Wickham ; too good for the waiter , is not it ? There is no danger of Wickham ’s marrying Mary King -- there ’s for you ! She is gone down to her uncle at Liverpool ; gone to stay . Wickham is safe . ” “
Elizabeth Bennet	Mary King is safe ! ” added
Elizabeth Bennet	from a connection imprudent as to fortune . ” “
Elizabeth Bennet	is a great fool for going away , if she liked him . ” “
Elizabeth Bennet	I hope there is no strong attachment on either side , ” said
Elizabeth Bennet	am sure there is not on _ his _ . I will answer for it , he never cared three straws about her . Who _ could _ about such a nasty little freckled thing ? ” Elizabeth
