Character	Quote
Anne Elliot	"Oh ! dear ! very true . Only think , Miss Elliot , to my great surprise I met with Mr Elliot in Bath Street . I was never more astonished . He turned back and walked with me to the Pump Yard . He had been prevented setting off for Thornberry , but I really forget by what ; for I was in a hurry , and could not much attend , and I can only answer for his being determined not to be delayed in his return . He wanted to know how early he might be admitted to - morrow . He was full of ` to - morrow , ' and it is very evident that I have been full of it too , ever since I entered the house , and learnt the extension of your plan and all that had happened , or my seeing him could never have gone so entirely out of my head . """
Anne Elliot	"Oh ! when shall I leave you again ? """
Anne Elliot	"If I thought it would not tempt her to go out in sharp winds , and grow coarse , I would send her a new hat and pelisse . """
Anne Elliot	"The Crofts have arrived in Bath ? The Crofts who rent Kellynch ? What have they brought you ? """
Anne Elliot	"A letter from Uppercross Cottage , Sir . """
Anne Elliot	"Oh ! those letters are convenient passports . They secure an introduction . I should have visited Admiral Croft , however , at any rate . I know what is due to my tenant . """
Anne Elliot	"February 1st . """
Anne Elliot	"Mary M--- . """
Anne Elliot	"So ended the first part , which had been afterwards put into an envelope , containing nearly as much more . """
Anne Elliot	"Mary need not have feared her sister 's being in any degree prepared for the news . She had never in her life been more astonished . Captain Benwick and Louisa Musgrove ! It was almost too wonderful for belief , and it was with the greatest effort that she could remain in the room , preserve an air of calmness , and answer the common questions of the moment . Happily for her , they were not many . Sir Walter wanted to know whether the Crofts travelled with four horses , and whether they were likely to be situated in such a part of Bath as it might suit Miss Elliot and himself to visit in ; but had little curiosity beyond . """
Anne Elliot	""""
Anne Elliot	"This was Sir Walter and Elizabeth 's share of interest in the letter ; when Mrs Clay had paid her tribute of more decent attention , in an enquiry after Mrs Charles Musgrove , and her fine little boys , Anne was at liberty . In her own room , she tried to comprehend it . Well might Charles wonder how Captain Wentworth would feel ! Perhaps he had quitted the field , had given Louisa up , had ceased to love , had found he did not love her . She could not endure the idea of treachery or levity , or anything akin to ill usage between him and his friend . She could not endure that such a friendship as theirs should be severed unfairly . Captain Benwick and Louisa Musgrove ! The high - spirited , joyous - talking Louisa Musgrove , and the dejected , thinking , feeling , reading , Captain Benwick , seemed each of them everything that would not suit the other . Their minds most dissimilar ! Where could have been the attraction ? The answer soon presented itself . It had been in situation . They had been thrown together several weeks ; they had been living in the same small family party : since Henrietta 's coming away , they must have been depending almost entirely on each other , and Louisa , just recovering from illness , had been in an interesting state , and Captain Benwick was not inconsolable . That was a point which Anne had not been able to avoid suspecting before ; and instead of drawing the same conclusion as Mary , from the present course of events , they served only to confirm the idea of his having felt some dawning of tenderness toward herself . She did not mean , however , to derive much more from it to gratify her vanity , than Mary might have allowed . She was persuaded that any tolerably pleasing young woman who had listened and seemed to feel for him would have received the same compliment . He had an affectionate heart . He must love somebody . She saw no reason against their being happy . Louisa had fine naval fervour to begin with , and they would soon grow more alike . He would gain cheerfulness , and she would learn to be an enthusiast for Scott and Lord Byron ; nay , that was probably learnt already ; of course they had fallen in love over poetry . The idea of Louisa Musgrove turned into a person of literary taste , and sentimental reflection was amusing , but she had no doubt of its being so . The day at Lyme , the fall from the Cobb , might influence her health , her nerves , her courage , her character to the end of her life , as thoroughly as it appeared to have influenced her fate . The conclusion of the whole was , that if the woman who had been sensible of Captain Wentworth 's merits could be allowed to prefer another man , there was nothing in the engagement to excite lasting wonder ; and if Captain Wentworth lost no friend by it , certainly nothing to be regretted . No , it was not regret which made Anne 's heart beat in spite of herself , and brought the colour into her cheeks when she thought of Captain Wentworth unshackled and free . She had some feelings which she was ashamed to investigate . They were too much like joy , senseless joy ! She longed to see the Crofts ; but when the meeting took place , it was evident that no rumour of the news had yet reached them . The visit of ceremony was paid and returned ; and Louisa Musgrove was mentioned , and Captain Benwick , too , without even half a smile . The Crofts had placed themselves in lodgings in Gay Street , perfectly to Sir Walter 's satisfaction . He was not at all ashamed of the acquaintance , and did , in fact , think and talk a great deal more about the Admiral , than the Admiral ever thought or talked about him . The Crofts knew quite as many people in Bath as they wished for , and considered their intercourse with the Elliots as a mere matter of form , and not in the least likely to afford them any pleasure . They brought with them their country habit of being almost always together . He was ordered to walk to keep off the gout , and Mrs Croft seemed to go shares with him in everything , and to walk for her life to do him good . Anne saw them wherever she went . Lady Russell took her out in her carriage almost every morning , and she never failed to think of them , and never failed to see them . Knowing their feelings as she did , it was a most attractive picture of happiness to her . She always watched them as long as she could , delighted to fancy she understood what they might be talking of , as they walked along in happy independence , or equally delighted to see the Admiral 's hearty shake of the hand when he encountered an old friend , and observe their eagerness of conversation when occasionally forming into a little knot of the navy , Mrs Croft looking as intelligent and keen as any of the officers around her . Anne was too much engaged with Lady Russell to be often walking herself ; but it so happened that one morning , about a week or ten days after the Croft 's arrival , it suited her best to leave her friend , or her friend 's carriage , in the lower part of the town , and return alone to Camden Place , and in walking up Milsom Street she had the good fortune to meet with the Admiral . He was standing by himself at a printshop window , with his hands behind him , in earnest contemplation of some print , and she not only might have passed him unseen , but was obliged to touch as well as address him before she could catch his notice . When he did perceive and acknowledge her , however , it was done with all his usual frankness and good humour . """
Anne Elliot	""""
Anne Elliot	"taking a last look at the picture , as they began to be in motion . """
Anne Elliot	"When they were got a little farther , Anne ventured to press again for what he had to communicate . She hoped when clear of Milsom Street to have her curiosity gratified ; but she was still obliged to wait , for the Admiral had made up his mind not to begin till they had gained the greater space and quiet of Belmont ; and as she was not really Mrs Croft , she must let him have his own way . As soon as they were fairly ascending Belmont , he began-- """
Anne Elliot	"Anne had been ashamed to appear to comprehend so soon as she really did ; but now she could safely suggest the name of """
Anne Elliot	""""
Anne Elliot	""""
Anne Elliot	""""
Anne Elliot	"Anne did not receive the perfect conviction which the Admiral meant to convey , but it would have been useless to press the enquiry farther . She therefore satisfied herself with common - place remarks or quiet attention , and the Admiral had it all his own way . """
Anne Elliot	
Anne Elliot	"The navy , I think , who have done so much for us , have at least an equal claim with any other set of men , for all the comforts and all the privileges which any home can give . Sailors work hard enough for their comforts , we must all allow . """
Anne Elliot	"Yes , Sir , a Mr Elliot , a gentleman of large fortune , came in last night from Sidmouth . Dare say you heard the carriage , sir , while you were at dinner ; and going on now for Crewkherne , in his way to Bath and London . """
Anne Elliot	"Elliot ! """
Anne Elliot	"No , """
Anne Elliot	"that I can easily believe to be impossible ; but in time , perhaps -- we know what time does in every case of affliction , and you must remember , Captain Harville , that your friend may yet be called a young mourner -- only last summer , I understand . """
Anne Elliot	"Ay , true enough , """
Anne Elliot	"only June . """
Anne Elliot	"And not known to him , perhaps , so soon . """
Anne Elliot	"Not till the first week of August , when he came home from the Cape , just made into the Grappler . I was at Plymouth dreading to hear of him ; he sent in letters , but the Grappler was under orders for Portsmouth . There the news must follow him , but who was to tell it ? not I. I would as soon have been run up to the yard - arm . Nobody could do it , but that good fellow """
Anne Elliot	"dark blue seas """
Anne Elliot	"She is dead ! she is dead ! """
Anne Elliot	"Go to him , go to him , """
Anne Elliot	"for heaven 's sake go to him . I can support her myself . Leave me , and go to him . Rub her hands , rub her temples ; here are salts ; take them , take them . """
Anne Elliot	"A surgeon ! """
Anne Elliot	"Had not she better be carried to the inn ? Yes , I am sure : carry her gently to the inn . """
Anne Elliot	"I will carry her myself . Musgrove , take care of the others . """
Anne Elliot	"It was what she had been thinking of , and wishing to be allowed to do . A bed on the floor in Louisa 's room would be sufficient for her , if Mrs Harville would but think so . """
Anne Elliot	"Do n't talk of it , do n't talk of it , """
Anne Elliot	"Oh God ! that I had not given way to her at the fatal moment ! Had I done as I ought ! But so eager and so resolute ! Dear , sweet Louisa ! """
Anne Elliot	"I could manage them very well , if it were not for Mary 's interference , """
Anne Elliot	"Charles spoils the children so that I can not get them into any order , """
Anne Elliot	"Very true . """
Anne Elliot	"or that one can only keep in tolerable order by more cake than is good for them . """
Anne Elliot	"Mrs Musgrove thinks all her servants so steady , that it would be high treason to call it in question ; but I am sure , without exaggeration , that her upper house - maid and laundry - maid , instead of being in their business , are gadding about the village , all day long . I meet them wherever I go ; and I declare , I never go twice into my nursery without seeing something of them . If Jemima were not the trustiest , steadiest creature in the world , it would be enough to spoil her ; for she tells me , they are always tempting her to take a walk with them . """
Anne Elliot	"Dear me , is not this the day the Crofts were to come to Kellynch ? I am glad I did not think of it before . How low it makes me ! """
Anne Elliot	"said he , """
Anne Elliot	"Mr Elliot is an exceedingly agreeable man , and in many respects I think highly of him , """
Anne Elliot	"but we should not suit . """
Anne Elliot	"I own that to be able to regard you as the future mistress of Kellynch , the future Lady Elliot , to look forward and see you occupying your dear mother 's place , succeeding to all her rights , and all her popularity , as well as to all her virtues , would be the highest possible gratification to me . You are your mother 's self in countenance and disposition ; and if I might be allowed to fancy you such as she was , in situation and name , and home , presiding and blessing in the same spot , and only superior to her in being more highly valued ! My dearest Anne , it would give me more delight than is often felt at my time of life ! """
Anne Elliot	"I should very much like to see Lyme again , """
Anne Elliot	"Indeed ! I should not have supposed that you could have found anything in Lyme to inspire such a feeling . The horror and distress you were involved in , the stretch of mind , the wear of spirits ! I should have thought your last impressions of Lyme must have been strong disgust . """
Anne Elliot	"The last hours were certainly very painful , """
Anne Elliot	"but when pain is over , the remembrance of it often becomes a pleasure . One does not love a place the less for having suffered in it , unless it has been all suffering , nothing but suffering , which was by no means the case at Lyme . We were only in anxiety and distress during the last two hours , and previously there had been a great deal of enjoyment . So much novelty and beauty ! I have travelled so little , that every fresh place would be interesting to me ; but there is real beauty at Lyme ; and in short """
Anne Elliot	"they should meet again . He would look for her , he would find her out before the evening were over , and at present , perhaps , it was as well to be asunder . She was in need of a little interval for recollection . """
Anne Elliot	"This , """
Anne Elliot	"is nearly the sense , or rather the meaning of the words , for certainly the sense of an Italian love - song must not be talked of , but it is as nearly the meaning as I can give ; for I do not pretend to understand the language . I am a very poor Italian scholar . """
Anne Elliot	"Yes , yes , I see you are . I see you know nothing of the matter . You have only knowledge enough of the language to translate at sight these inverted , transposed , curtailed Italian lines , into clear , comprehensible , elegant English . You need not say anything more of your ignorance . Here is complete proof . """
Anne Elliot	"I will not oppose such kind politeness ; but I should be sorry to be examined by a real proficient . """
Anne Elliot	"I knew you by report long before you came to Bath . I had heard you described by those who knew you intimately . I have been acquainted with you by character many years . Your person , your disposition , accomplishments , manner ; they were all present to me . """
Anne Elliot	"No , no , some time or other , perhaps , but not now . He would mention no names now ; but such , he could assure her , had been the fact . He had many years ago received such a description of Miss Anne Elliot as had inspired him with the highest idea of her merit , and excited the warmest curiosity to know her . """
Anne Elliot	"The name of Anne Elliot , """
Anne Elliot	"has long had an interesting sound to me . Very long has it possessed a charm over my fancy ; and , if I dared , I would breathe my wishes that the name might never change . """
Anne Elliot	"A very fine young man indeed ! """
Anne Elliot	"No , I just know his name . A bowing acquaintance . Wentworth ; Captain Wentworth of the navy . His sister married my tenant in Somersetshire , the Croft , who rents Kellynch . """
Anne Elliot	"He must wish her good night ; he was going ; he should get home as fast as he could . """
Anne Elliot	"Is not this song worth staying for ? """
Anne Elliot	"Yes , and you may guess who it is for . But , """
Anne Elliot	"it was not done for her . Miss Elliot , do you remember our walking together at Lyme , and grieving for him ? I little thought then-- but no matter . This was drawn at the Cape . He met with a clever young German artist at the Cape , and in compliance with a promise to my poor sister , sat to him , and was bringing it home for her ; and I have now the charge of getting it properly set for another ! It was a commission to me ! But who else was there to employ ? I hope I can allow for him . I am not sorry , indeed , to make it over to another . He undertakes it ; """
Anne Elliot	"No , """
Anne Elliot	"That I can easily believe . """
Anne Elliot	"It was not in her nature . She doted on him . """
Anne Elliot	"It would not be the nature of any woman who truly loved . """
Anne Elliot	"Do you claim that for your sex ? """
Anne Elliot	"Yes . We certainly do not forget you as soon as you forget us . It is , perhaps , our fate rather than our merit . We can not help ourselves . We live at home , quiet , confined , and our feelings prey upon us . You are forced on exertion . You have always a profession , pursuits , business of some sort or other , to take you back into the world immediately , and continual occupation and change soon weaken impressions . """
Anne Elliot	"Granting your assertion that the world does all this so soon for men ( which , however , I do not think I shall grant ) , it does not apply to Benwick . He has not been forced upon any exertion . The peace turned him on shore at the very moment , and he has been living with us , in our little family circle , ever since . """
Anne Elliot	"True , """
Anne Elliot	"very true ; I did not recollect ; but what shall we say now , Captain Harville ? If the change be not from outward circumstances , it must be from within ; it must be nature , man 's nature , which has done the business for Captain Benwick . """
Anne Elliot	"No , no , it is not man 's nature . I will not allow it to be more man 's nature than woman 's to be inconstant and forget those they do love , or have loved . I believe the reverse . I believe in a true analogy between our bodily frames and our mental ; and that as our bodies are the strongest , so are our feelings ; capable of bearing most rough usage , and riding out the heaviest weather . """
Anne Elliot	"Your feelings may be the strongest , """
Anne Elliot	"but the same spirit of analogy will authorise me to assert that ours are the most tender . Man is more robust than woman , but he is not longer lived ; which exactly explains my view of the nature of their attachments . Nay , it would be too hard upon you , if it were otherwise . You have difficulties , and privations , and dangers enough to struggle with . You are always labouring and toiling , exposed to every risk and hardship . Your home , country , friends , all quitted . Neither time , nor health , nor life , to be called your own . It would be hard , indeed """
Anne Elliot	"Not quite , a few lines more . I shall have done in five minutes . """
Anne Elliot	"There is no hurry on my side . I am only ready whenever you are . I am in very good anchorage here , """
Anne Elliot	"well supplied , and want for nothing . No hurry for a signal at all . Well , Miss Elliot , """
Anne Elliot	"Perhaps I shall . Yes , yes , if you please , no reference to examples in books . Men have had every advantage of us in telling their own story . Education has been theirs in so much higher a degree ; the pen has been in their hands . I will not allow books to prove anything . """
Anne Elliot	"But how shall we prove anything ? """
Anne Elliot	"We never shall . We never can expect to prove any thing upon such a point . It is a difference of opinion which does not admit of proof . We each begin , probably , with a little bias towards our own sex ; and upon that bias build every circumstance in favour of it which has occurred within our own circle ; many of which circumstances ( perhaps those very cases which strike us the most ) may be precisely such as can not be brought forward without betraying a confidence , or in some respect saying what should not be said . """
Anne Elliot	"Oh ! """
Anne Elliot	"I hope I do justice to all that is felt by you , and by those who resemble you . God forbid that I should undervalue the warm and faithful feelings of any of my fellow - creatures ! I should deserve utter contempt if I dared to suppose that true attachment and constancy were known only by woman . No , I believe you capable of everything great and good in your married lives . I believe you equal to every important exertion , and to every domestic forbearance , so long as -- if I may be allowed the expression -- so long as you have an object . I mean while the woman you love lives , and lives for you . All the privilege I claim for my own sex ( it is not a very enviable one ; you need not covet it ) , is that of loving longest , when existence or when hope is gone . """
Anne Elliot	"There is no quarrelling with you . And when I think of Benwick , my tongue is tied . """
Anne Elliot	"I am going home , and you have an engagement with your friend . To - night we may have the pleasure of all meeting again at your party , """
Anne Elliot	"We had your sister 's card yesterday , and I understood Frederick had a card too , though I did not see it ; and you are disengaged , Frederick , are you not , as well as ourselves ? """
Anne Elliot	"Miss A. E.-- , """
Anne Elliot	"I can listen no longer in silence . I must speak to you by such means as are within my reach . You pierce my soul . I am half agony , half hope . Tell me not that I am too late , that such precious feelings are gone for ever . I offer myself to you again with a heart even more your own than when you almost broke it , eight years and a half ago . Dare not say that man forgets sooner than woman , that his love has an earlier death . I have loved none but you . Unjust I may have been , weak and resentful I have been , but never inconstant . You alone have brought me to Bath . For you alone , I think and plan . Have you not seen this ? Can you fail to have understood my wishes ? I had not waited even these ten days , could I have read your feelings , as I think you must have penetrated mine . I can hardly write . I am every instant hearing something which overpowers me . You sink your voice , but I can distinguish the tones of that voice when they would be lost on others . Too good , too excellent creature ! You do us justice , indeed . You do believe that there is true attachment and constancy among men . Believe it to be most fervent , most undeviating , in F. W. """
Anne Elliot	"cried Mrs Musgrove , """
Anne Elliot	"But the chair would never do . Worse than all ! To lose the possibility of speaking two words to Captain Wentworth in the course of her quiet , solitary progress up the town ( and she felt almost certain of meeting him ) could not be borne . The chair was earnestly protested against , and Mrs Musgrove , who thought only of one sort of illness , having assured herself with some anxiety , that there had been no fall in the case ; that Anne had not at any time lately slipped down , and got a blow on her head ; that she was perfectly convinced of having had no fall ; could part with her cheerfully , and depend on finding her better at night . Anxious to omit no possible precaution , Anne struggled , and said-- """
Anne Elliot	""""
Anne Elliot	""""
Anne Elliot	""""
Anne Elliot	"Anne could do no more ; but her heart prophesied some mischance to damp the perfection of her felicity . It could not be very lasting , however . Even if he did not come to Camden Place himself , it would be in her power to send an intelligible sentence by Captain Harville . Another momentary vexation occurred . Charles , in his real concern and good nature , would go home with her ; there was no preventing him . This was almost cruel . But she could not be long ungrateful ; he was sacrificing an engagement at a gunsmith 's , to be of use to her ; and she set off with him , with no feeling but gratitude apparent . They were on Union Street , when a quicker step behind , a something of familiar sound , gave her two moments ' preparation for the sight of Captain Wentworth . He joined them ; but , as if irresolute whether to join or to pass on , said nothing , only looked . Anne could command herself enough to receive that look , and not repulsively . The cheeks which had been pale now glowed , and the movements which had hesitated were decided . He walked by her side . Presently , struck by a sudden thought , Charles said-- """
Anne Elliot	""""
Anne Elliot	"replied Captain Wentworth , surprised . """
Anne Elliot	"cried he , """
Anne Elliot	"said Anne , """
Anne Elliot	"Oh ! Captain Benwick is very well , I believe , but he is a very odd young man . I do not know what he would be at . We asked him to come home with us for a day or two : Charles undertook to give him some shooting , and he seemed quite delighted , and , for my part , I thought it was all settled ; when behold ! on Tuesday night , he made a very awkward sort of excuse ; ` he never shot ' and he had ` been quite misunderstood , ' and he had promised this and he had promised that , and the end of it was , I found , that he did not mean to come . I suppose he was afraid of finding it dull ; but upon my word I should have thought we were lively enough at the Cottage for such a heart - broken man as Captain Benwick . """
Anne Elliot	"Now Mary , you know very well how it really was . It was all your doing , """
Anne Elliot	"He fancied that if he went with us , he should find you close by : he fancied everybody to be living in Uppercross ; and when he discovered that Lady Russell lived three miles off , his heart failed him , and he had not courage to come . That is the fact , upon my honour , Mary knows it is . """
Anne Elliot	"And I am sure , """
Anne Elliot	"it was a very little to his credit , if he did . Miss Harville only died last June . Such a heart is very little worth having ; is it , Lady Russell ? I am sure you will agree with me . """
Anne Elliot	"I must see Captain Benwick before I decide , """
Anne Elliot	"And that you are very likely to do very soon , I can tell you , ma'am , """
Anne Elliot	"Though he had not nerves for coming away with us , and setting off again afterwards to pay a formal visit here , he will make his way over to Kellynch one day by himself , you may depend on it . I told him the distance and the road , and I told him of the church 's being so very well worth seeing ; for as he has a taste for those sort of things , I thought that would be a good excuse , and he listened with all his understanding and soul ; and I am sure from his manner that you will have him calling here soon . So , I give you notice , Lady Russell . """
Anne Elliot	"Any acquaintance of Anne 's will always be welcome to me , """
Anne Elliot	"Oh ! as to being Anne 's acquaintance , """
Anne Elliot	"I think he is rather my acquaintance , for I have been seeing him every day this last fortnight . """
Anne Elliot	"Well , as your joint acquaintance , then , I shall be very happy to see Captain Benwick . """
Anne Elliot	"You will not find anything very agreeable in him , I assure you , ma'am . He is one of the dullest young men that ever lived . He has walked with me , sometimes , from one end of the sands to the other , without saying a word . He is not at all a well - bred young man . I am sure you will not like him . """
Anne Elliot	"There we differ , Mary , """
Anne Elliot	"I think Lady Russell would like him . I think she would be so much pleased with his mind , that she would very soon see no deficiency in his manner . """
Anne Elliot	"I am sure Lady Russell would like him . He is just Lady Russell 's sort . Give him a book , and he will read all day long . """
Anne Elliot	"Yes , that he will ! """
Anne Elliot	"He will sit poring over his book , and not know when a person speaks to him , or when one drop 's one 's scissors , or anything that happens . Do you think Lady Russell would like that ? """
Anne Elliot	"Upon my word , """
Anne Elliot	"I should not have supposed that my opinion of any one could have admitted of such difference of conjecture , steady and matter of fact as I may call myself . I have really a curiosity to see the person who can give occasion to such directly opposite notions . I wish he may be induced to call here . And when he does , Mary , you may depend upon hearing my opinion ; but I am determined not to judge him beforehand . """
Anne Elliot	"You will not like him , I will answer for it . """
Anne Elliot	"He is a man , """
Anne Elliot	"whom I have no wish to see . His declining to be on cordial terms with the head of his family , has left a very strong impression in his disfavour with me . """
Anne Elliot	"I hope I shall remember , in future , """
Anne Elliot	"not to call at Uppercross in the Christmas holidays . """
Anne Elliot	"a man whom she had no wish to see . """
Anne Elliot	"There is hardly any personal defect , """
Anne Elliot	"which an agreeable manner might not gradually reconcile one to . """
Anne Elliot	"a fine girl . """
Anne Elliot	"So , you are come at last ! I began to think I should never see you . I am so ill I can hardly speak . I have not seen a creature the whole morning ! """
Anne Elliot	"I am sorry to find you unwell , """
Anne Elliot	"You sent me such a good account of yourself on Thursday ! """
Anne Elliot	"Yes , I made the best of it ; I always do : but I was very far from well at the time ; and I do not think I ever was so ill in my life as I have been all this morning : very unfit to be left alone , I am sure . Suppose I were to be seized of a sudden in some dreadful way , and not able to ring the bell ! So , Lady Russell would not get out . I do not think she has been in this house three times this summer . """
Anne Elliot	"Oh ! Charles is out shooting . I have not seen him since seven o'clock . He would go , though I told him how ill I was . He said he should not stay out long ; but he has never come back , and now it is almost one . I assure you , I have not seen a soul this whole long morning . """
Anne Elliot	"You have had your little boys with you ? """
Anne Elliot	"Yes , as long as I could bear their noise ; but they are so unmanageable that they do me more harm than good . Little Charles does not mind a word I say , and Walter is growing quite as bad . """
Anne Elliot	"Well , you will soon be better now , """
Anne Elliot	"You know I always cure you when I come . How are your neighbours at the Great House ? """
Anne Elliot	"I can give you no account of them . I have not seen one of them to - day , except Mr Musgrove , who just stopped and spoke through the window , but without getting off his horse ; and though I told him how ill I was , not one of them have been near me . It did not happen to suit the Miss Musgroves , I suppose , and they never put themselves out of their way . """
Anne Elliot	"You will see them yet , perhaps , before the morning is gone . It is early . """
