Character	Quote
Catherine Morland	we must first suppose Isabella to have had a heart to lose — consequently to have been a very different creature ; and , in that case , she would have met with very different treatment . ” “
Catherine Morland	is very right that you should stand by your brother . ” “
Catherine Morland	it was a strange business , and that he must be a very strange man , ”
Catherine Morland	I can allow for his wishing Catherine away , when he recollected this engagement , ”
Catherine Morland	but why not do it civilly ? ”
Catherine Morland	No friend can be better worth keeping than Eleanor . ”
Catherine Morland	If so , my dear , I dare say you will meet again some time or other ; do not be uneasy . It is ten to one but you are thrown together again in the course of a few years ; and then what a pleasure it will be ! ”
Catherine Morland	We are sorry for him , ”
Catherine Morland	She travelled all the way post by herself , and knew nothing of coming till Saturday night ; for General Tilney , from some odd fancy or other , all of a sudden grew tired of having her there , and almost turned her out of the house . Very unfriendly , certainly ; and he must be a very odd man ; but we are so glad to have her amongst us again ! and it is a great comfort to find that she is not a poor helpless creature , but can shift very well for herself . ”
Catherine Morland	Yes , but _ that _ did not last long , ”
Catherine Morland	Very true : we soon met with Mrs. Thorpe , and then we wanted for nothing . My dear , do not you think these silk gloves wear very well ? I put them on new the first time of our going to the Lower Rooms , you know , and I have worn them a great deal since . Do you remember that evening ? ”
Catherine Morland	Do I ! oh ! perfectly . ”
Catherine Morland	It was very agreeable , was not it ? Mr. Tilney drank tea with us , and I always thought him a great addition , he is so very agreeable . I have a notion you danced with him , but am not quite sure . I remember I had my favourite gown on . ”
Catherine Morland	her head did not run upon Bath — much . ”
Catherine Morland	Then you are fretting about General Tilney , and that is very simple of you ; for ten to one whether you ever see him again . You should never fret about trifles . ”
Catherine Morland	I am sure I do not care about the bread . It is all the same to me what I eat . ”
Catherine Morland	There is a very clever essay in one of the books upstairs upon much such a subject , about young girls that have been spoilt for home by great acquaintance — The Mirror , I think . I will look it out for you some day or other , because I am sure it will do you good . ”
Catherine Morland	But it was not so bad as that , Isabella ; there was no superciliousness ; she was very civil . ”
Catherine Morland	Oh , do n’t defend her ! and then the brother , he , who had appeared so attached to you ! good heavens ! well , some people ’s feelings are incomprehensible . And so he hardly looked once at you the whole day ? ”
Catherine Morland	I do not say so ; but he did not seem in good spirits . ”
Catherine Morland	How contemptible ! of all things in the world inconstancy is my aversion . Let me entreat you never to think of him again , my dear Catherine ; indeed he is unworthy of you . ”
Catherine Morland	Unworthy ! i do not suppose he ever thinks of me . ”
Catherine Morland	That is exactly what I say ; he never thinks of you . Such fickleness ! Oh ! how different to your brother and to mine ! i really believe John has the most constant heart . ”
Catherine Morland	But as for General Tilney , I assure you it would be impossible for anybody to behave to me with greater civility and attention ; it seemed to be his only care to entertain and make me happy . ”
Catherine Morland	Oh ! i know no harm of him ; I do not suspect him of pride . I believe he is a very gentleman - like man . John thinks very well of him , and John ’s judgment — ”
Catherine Morland	Well , I shall see how they behave to me this evening ; we shall meet them at the rooms . ”
Catherine Morland	And must I go ? ”
Catherine Morland	Do not you intend it ? I thought it was all settled . ”
Catherine Morland	Nay , since you make such a point of it , I can refuse you nothing . But do not insist upon my being very agreeable , for my heart , you know , will be some forty miles off . And as for dancing , do not mention it , I beg ; _ that _ is quite out of the question . Charles Hodges will plague me to death , I dare say ; but I shall cut him very short . Ten to one but he guesses the reason , and that is exactly what I want to avoid , so I shall insist on his keeping his conjecture to himself . ”
Catherine Morland	How very little trouble it can give you to understand the motive of other people ’s actions . ”
Catherine Morland	Why ? What do you mean ? ”
Catherine Morland	With you , it is not , How is such a one likely to be influenced , What is the inducement most likely to act upon such a person ’s feelings , age , situation , and probable habits of life considered — but , How should _ I _ be influenced , What would be _ my _ inducement in acting so and so ? ”
Catherine Morland	I do not understand you . ”
Catherine Morland	Then we are on very unequal terms , for I understand you perfectly well . ”
Catherine Morland	Me ? Yes ; I can not speak well enough to be unintelligible . ”
Catherine Morland	Bravo ! an excellent satire on modern language . ”
Catherine Morland	But pray tell me what you mean . ”
Catherine Morland	Shall I indeed ? Do you really desire it ? But you are not aware of the consequences ; it will involve you in a very cruel embarrassment , and certainly bring on a disagreement between us . ”
Catherine Morland	No , no ; it shall not do either ; I am not afraid . ”
Catherine Morland	Well , then , I only meant that your attributing my brother ’s wish of dancing with Miss Thorpe to good nature alone convinced me of your being superior in good nature yourself to all the rest of the world . ”
Catherine Morland	I can not think how it could happen ! isabella was so determined not to dance . ”
Catherine Morland	And did Isabella never change her mind before ? ”
Catherine Morland	Oh ! but , because — And your brother ! after what you told him from me , how could he think of going to ask her ? ”
Catherine Morland	I can not take surprise to myself on that head . You bid me be surprised on your friend ’s account , and therefore I am ; but as for my brother , his conduct in the business , I must own , has been no more than I believed him perfectly equal to . The fairness of your friend was an open attraction ; her firmness , you know , could only be understood by yourself . ”
Catherine Morland	You are laughing ; but , I assure you , Isabella is very firm in general . ”
Catherine Morland	It is as much as should be said of anyone . To be always firm must be to be often obstinate . When properly to relax is the trial of judgment ; and , without reference to my brother , I really think Miss Thorpe has by no means chosen ill in fixing on the present hour . ”
Catherine Morland	Oh ! my dear ! it would have looked so particular ; and you know how I abhor doing that . I refused him as long as I possibly could , but he would take no denial . You have no idea how he pressed me . I begged him to excuse me , and get some other partner — but no , not he ; after aspiring to my hand , there was nobody else in the room he could bear to think of ; and it was not that he wanted merely to dance , he wanted to be with me . Oh ! such nonsense ! i told him he had taken a very unlikely way to prevail upon me ; for , of all things in the world , I hated fine speeches and compliments ; and so — and so then I found there would be no peace if I did not stand up . Besides , I thought Mrs. Hughes , who introduced him , might take it ill if I did not : and your dear brother , I am sure he would have been miserable if I had sat down the whole evening . I am so glad it is over ! my spirits are quite jaded with listening to his nonsense : and then , being such a smart young fellow , I saw every eye was upon us . ”
Catherine Morland	He is very handsome indeed . ”
Catherine Morland	Handsome ! yes , I suppose he may . I dare say people would admire him in general ; but he is not at all in my style of beauty . I hate a florid complexion and dark eyes in a man . However , he is very well . Amazingly conceited , I am sure . I took him down several times , you know , in my way . ”
Catherine Morland	It is not on my own account I wish for more ; but I can not bear to be the means of injuring my dear Morland , making him sit down upon an income hardly enough to find one in the common necessaries of life . For myself , it is nothing ; I never think of myself . ”
Catherine Morland	I know you never do , my dear ; and you will always find your reward in the affection it makes everybody feel for you . There never was a young woman so beloved as you are by everybody that knows you ; and I dare say when Mr. Morland sees you , my dear child — but do not let us distress our dear Catherine by talking of such things . Mr. Morland has behaved so very handsome , you know . I always heard he was a most excellent man ; and you know , my dear , we are not to suppose but what , if you had had a suitable fortune , he would have come down with something more , for I am sure he must be a most liberal - minded man . ”
Catherine Morland	Nobody can think better of Mr. Morland than I do , I am sure . But everybody has their failing , you know , and everybody has a right to do what they like with their own money . ”
Catherine Morland	I am very sure , ”
Catherine Morland	that my father has promised to do as much as he can afford . ”
Catherine Morland	As to that , my sweet Catherine , there can not be a doubt , and you know me well enough to be sure that a much smaller income would satisfy me . It is not the want of more money that makes me just at present a little out of spirits ; I hate money ; and if our union could take place now upon only fifty pounds a year , I should not have a wish unsatisfied . Ah ! my Catherine , you have found me out . There ’s the sting . The long , long , endless two years and a half that are to pass before your brother can hold the living . ”
Catherine Morland	, my father can seldom be prevailed on to give the waters what I think a fair trial . He has been disappointed of some friends ’ arrival whom he expected to meet here , and as he is now pretty well , is in a hurry to get home . ” “
Catherine Morland	, Eleanor , may I congratulate you on being successful in your application to your fair friend ? ” “
Catherine Morland	was just beginning to make the request , sir , as you came in . ” “
Catherine Morland	, proceed by all means . I know how much your heart is in it . My daughter , Miss Morland , ” he
Catherine Morland	will write home directly , ” said
Catherine Morland	if they do not object , as I dare say they will not — ” General
Catherine Morland	they can consent to part with you , ” said
Catherine Morland	may expect philosophy from all the world . ” Miss
Catherine Morland	Oh , heavens ! my beloved Catherine , have I got you at last ? ”
Catherine Morland	No , ”
Catherine Morland	he is not here ; I can not see him anywhere . ”
Catherine Morland	Oh , horrid ! am I never to be acquainted with him ? How do you like my gown ? I think it does not look amiss ; the sleeves were entirely my own thought . Do you know , I get so immoderately sick of Bath ; your brother and I were agreeing this morning that , though it is vastly well to be here for a few weeks , we would not live here for millions . We soon found out that our tastes were exactly alike in preferring the country to every other place ; really , our opinions were so exactly the same , it was quite ridiculous ! there was not a single point in which we differed ; I would not have had you by for the world ; you are such a sly thing , I am sure you would have made some droll remark or other about it . ”
Catherine Morland	No , indeed I should not . ”
Catherine Morland	Oh , yes you would indeed ; I know you better than you know yourself . You would have told us that we seemed born for each other , or some nonsense of that kind , which would have distressed me beyond conception ; my cheeks would have been as red as your roses ; I would not have had you by for the world . ”
Catherine Morland	Indeed you do me injustice ; I would not have made so improper a remark upon any account ; and besides , I am sure it would never have entered my head . ”
Catherine Morland	How well your brother dances ! ”
Catherine Morland	Henry ! ”
Catherine Morland	Yes , he does dance very well . ”
Catherine Morland	He must have thought it very odd to hear me say I was engaged the other evening , when he saw me sitting down . But I really had been engaged the whole day to Mr. Thorpe . ”
Catherine Morland	You can not think , ”
Catherine Morland	how surprised I was to see him again . I felt so sure of his being quite gone away . ”
Catherine Morland	When Henry had the pleasure of seeing you before , he was in Bath but for a couple of days . He came only to engage lodgings for us . ”
Catherine Morland	_ That _ never occurred to me ; and of course , not seeing him anywhere , I thought he must be gone . Was not the young lady he danced with on Monday a Miss Smith ? ”
Catherine Morland	Yes , an acquaintance of Mrs. Hughes . ”
Catherine Morland	I dare say she was very glad to dance . Do you think her pretty ? ”
Catherine Morland	Not very . ”
Catherine Morland	He never comes to the pump - room , I suppose ? ”
Catherine Morland	I hope I shall have the pleasure of seeing you again soon , ”
Catherine Morland	Perhaps we — Yes , I think we certainly shall . ”
Catherine Morland	What is the meaning of this ? I thought you and I were to dance together . ”
Catherine Morland	I wonder you should think so , for you never asked me . ”
Catherine Morland	That is a good one , by Jove ! i asked you as soon as I came into the room , and I was just going to ask you again , but when I turned round , you were gone ! this is a cursed shabby trick ! i only came for the sake of dancing with _ you _ , and I firmly believe you were engaged to me ever since Monday . Yes ; I remember , I asked you while you were waiting in the lobby for your cloak . And here have I been telling all my acquaintance that I was going to dance with the prettiest girl in the room ; and when they see you standing up with somebody else , they will quiz me famously . ”
Catherine Morland	Oh , no ; they will never think of _ me _ , after such a description as that . ”
Catherine Morland	By heavens , if they do not , I will kick them out of the room for blockheads . What chap have you there ? ”
Catherine Morland	Tilney , ”
Catherine Morland	Hum — I do not know him . A good figure of a man ; well put together . Does he want a horse ? Here is a friend of mine , Sam Fletcher , has got one to sell that would suit anybody . A famous clever animal for the road — only forty guineas . I had fifty minds to buy it myself , for it is one of my maxims always to buy a good horse when I meet with one ; but it would not answer my purpose , it would not do for the field . I would give any money for a real good hunter . I have three now , the best that ever were backed . I would not take eight hundred guineas for them . Fletcher and I mean to get a house in Leicestershire , against the next season . It is so d — — uncomfortable , living at an inn . ”
Catherine Morland	But they are such very different things ! ”
Catherine Morland	— That you think they can not be compared together . ”
Catherine Morland	To be sure not . People that marry can never part , but must go and keep house together . People that dance only stand opposite each other in a long room for half an hour . ”
Catherine Morland	And such is your definition of matrimony and dancing . Taken in that light certainly , their resemblance is not striking ; but I think I could place them in such a view . You will allow , that in both , man has the advantage of choice , woman only the power of refusal ; that in both , it is an engagement between man and woman , formed for the advantage of each ; and that when once entered into , they belong exclusively to each other till the moment of its dissolution ; that it is their duty , each to endeavour to give the other no cause for wishing that he or she had bestowed themselves elsewhere , and their best interest to keep their own imaginations from wandering towards the perfections of their neighbours , or fancying that they should have been better off with anyone else . You will allow all this ? ”
Catherine Morland	Yes , to be sure , as you state it , all this sounds very well ; but still they are so very different . I can not look upon them at all in the same light , nor think the same duties belong to them . ”
Catherine Morland	In one respect , there certainly is a difference . In marriage , the man is supposed to provide for the support of the woman , the woman to make the home agreeable to the man ; he is to purvey , and she is to smile . But in dancing , their duties are exactly changed ; the agreeableness , the compliance are expected from him , while she furnishes the fan and the lavender water . _ That _ , I suppose , was the difference of duties which struck you , as rendering the conditions incapable of comparison . ”
Catherine Morland	No , indeed , I never thought of that . ”
Catherine Morland	Then I am quite at a loss . One thing , however , I must observe . This disposition on your side is rather alarming . You totally disallow any similarity in the obligations ; and may I not thence infer that your notions of the duties of the dancing state are not so strict as your partner might wish ? Have I not reason to fear that if the gentleman who spoke to you just now were to return , or if any other gentleman were to address you , there would be nothing to restrain you from conversing with him as long as you chose ? ”
Catherine Morland	Mr. Thorpe is such a very particular friend of my brother ’s , that if he talks to me , I must talk to him again ; but there are hardly three young men in the room besides him that I have any acquaintance with . ”
Catherine Morland	And is that to be my only security ? Alas , alas ! ”
Catherine Morland	Nay , I am sure you can not have a better ; for if I do not know anybody , it is impossible for me to talk to them ; and , besides , I do not _ want _ to talk to anybody . ”
Catherine Morland	Now you have given me a security worth having ; and I shall proceed with courage . Do you find Bath as agreeable as when I had the honour of making the inquiry before ? ”
Catherine Morland	Yes , quite — more so , indeed . ”
Catherine Morland	More so ! take care , or you will forget to be tired of it at the proper time . You ought to be tired at the end of six weeks . ”
Catherine Morland	I do not think I should be tired , if I were to stay here six months . ”
Catherine Morland	Bath , compared with London , has little variety , and so everybody finds out every year . ‘ For six weeks , I allow Bath is pleasant enough ; but beyond _ that _ , it is the most tiresome place in the world . ’ You would be told so by people of all descriptions , who come regularly every winter , lengthen their six weeks into ten or twelve , and go away at last because they can afford to stay no longer . ”
Catherine Morland	Well , other people must judge for themselves , and those who go to London may think nothing of Bath . But I , who live in a small retired village in the country , can never find greater sameness in such a place as this than in my own home ; for here are a variety of amusements , a variety of things to be seen and done all day long , which I can know nothing of there . ”
Catherine Morland	You are not fond of the country . ”
Catherine Morland	Yes , I am . I have always lived there , and always been very happy . But certainly there is much more sameness in a country life than in a Bath life . One day in the country is exactly like another . ”
Catherine Morland	But then you spend your time so much more rationally in the country . ”
Catherine Morland	Do I ? ”
Catherine Morland	Do you not ? ”
Catherine Morland	I do not believe there is much difference . ”
Catherine Morland	Here you are in pursuit only of amusement all day long . ”
Catherine Morland	And so I am at home — only I do not find so much of it . I walk about here , and so I do there ; but here I see a variety of people in every street , and there I can only go and call on Mrs. Allen . ”
Catherine Morland	Only go and call on Mrs. Allen ! ”
Catherine Morland	What a picture of intellectual poverty ! however , when you sink into this abyss again , you will have more to say . You will be able to talk of Bath , and of all that you did here . ”
Catherine Morland	Oh ! yes . I shall never be in want of something to talk of again to Mrs. Allen , or anybody else . I really believe I shall always be talking of Bath , when I am at home again — I _ do _ like it so very much . If I could but have Papa and Mamma , and the rest of them here , I suppose I should be too happy ! james ’s coming ( my eldest brother ) is quite delightful — and especially as it turns out that the very family we are just got so intimate with are his intimate friends already . Oh ! who can ever be tired of Bath ? ”
Catherine Morland	Not those who bring such fresh feelings of every sort to it as you do . But papas and mammas , and brothers , and intimate friends are a good deal gone by , to most of the frequenters of Bath — and the honest relish of balls and plays , and everyday sights , is past with them . ”
Catherine Morland	I shall like it , ”
Catherine Morland	beyond anything in the world ; and do not let us put it off — let us go to - morrow . ”
Catherine Morland	had no doubt in the world of its being a very fine day , if the clouds would only go off , and the sun keep out . ” At
Catherine Morland	! dear , I do believe it will be wet , ” broke
Catherine Morland	thought how it would be , ” said
Catherine Morland	walk for me to - day , ” sighed
Catherine Morland	perhaps it may come to nothing , or it may hold up before twelve . ” “
Catherine Morland	it may , but then , my dear , it will be so dirty . ” “
Catherine Morland	! that will not signify ; I never mind dirt . ” “
Catherine Morland	it does indeed . If it keeps raining , the streets will be very wet . ” “
Catherine Morland	are four umbrellas up already . How I hate the sight of an umbrella ! ” “
Catherine Morland	are disagreeable things to carry . I would much rather take a chair at any time . ” “
Catherine Morland	was such a nice - looking morning ! i felt so convinced it would be dry ! ” “
Catherine Morland	would have thought so indeed . There will be very few people in the pump - room , if it rains all the morning . I hope Mr. Allen will put on his greatcoat when he goes , but I dare say he will not , for he had rather do anything in the world than walk out in a greatcoat ; I wonder he should dislike it , it must be so comfortable . ” The
Catherine Morland	will not be able to go , my dear . ” “
Catherine Morland	do not quite despair yet . I shall not give it up till a quarter after twelve . This is just the time of day for it to clear up , and I do think it looks a little lighter . There , it is twenty minutes after twelve , and now I _ shall _ give it up entirely . Oh ! that we had such weather here as they had at Udolpho , or at least in Tuscany and the south of France!—the night that poor St. Aubin died!—such beautiful weather ! ” At
Catherine Morland	thought it would clear up . ” But
Catherine Morland	haste ! make haste ! ” as
Catherine Morland	on your hat this moment — there is no time to be lost — we are going to Bristol . How d’ye do , Mrs. Allen ? ” “
Catherine Morland	Bristol ! is not that a great way off ? But , however , I can not go with you to - day , because I am engaged ; I expect some friends every moment . ” This
Catherine Morland	doubt our being able to do so much , ” said
Catherine Morland	shall be able to do ten times more . Kingsweston ! aye , and Blaize Castle too , and anything else we can hear of ; but here is your sister says she will not go . ” “
Catherine Morland	Castle ! ” cried
Catherine Morland	is that ? ” “
Catherine Morland	finest place in England — worth going fifty miles at any time to see . ” “
Catherine Morland	, is it really a castle , an old castle ? ” “
Catherine Morland	oldest in the kingdom . ” “
Catherine Morland	is it like what one reads of ? ” “
Catherine Morland	— the very same . ” “
Catherine Morland	now really — are there towers and long galleries ? ” “
Catherine Morland	dozens . ” “
Catherine Morland	I should like to see it ; but I cannot — I can not go . ” “
Catherine Morland	go ! my beloved creature , what do you mean ? ” “
Catherine Morland	can not go , because”—looking down as she spoke , fearful of Isabella ’s smile—“I expect Miss Tilney and her brother to call on me to take a country walk . They promised to come at twelve , only it rained ; but now , as it is so fine , I dare say they will be here soon . ” “
Catherine Morland	they indeed , ” cried
Catherine Morland	, as we turned into Broad Street , I saw them — does he not drive a phaeton with bright chestnuts ? ” “
Catherine Morland	do not know indeed . ” “
Catherine Morland	, I know he does ; I saw him . You are talking of the man you danced with last night , are not you ? ” “
Catherine Morland	, I saw him at that moment turn up the Lansdown Road , driving a smart - looking girl . ” “
Catherine Morland	is very odd ! but I suppose they thought it would be too dirty for a walk . ” “
Catherine Morland	well they might , for I never saw so much dirt in my life . Walk ! You could no more walk than you could fly ! it has not been so dirty the whole winter ; it is ankle - deep everywhere . ” Isabella
Catherine Morland	should like to see the castle ; but may we go all over it ? May we go up every staircase , and into every suite of rooms ? ” “
Catherine Morland	, yes , every hole and corner . ” “
Catherine Morland	then , if they should only be gone out for an hour till it is dryer , and call by and by ? ” “
Catherine Morland	yourself easy , there is no danger of that , for I heard Tilney hallooing to a man who was just passing by on horseback , that they were going as far as Wick Rocks . ” “
Catherine Morland	I will . Shall I go , Mrs. Allen ? ” “
Catherine Morland	as you please , my dear . ” “
Catherine Morland	, my dear , ” said
Catherine Morland	is that girl who looked at you so hard as she went by ? ” “
Catherine Morland	? Where ? ” “
Catherine Morland	the right - hand pavement — she must be almost out of sight now . ” Catherine
Catherine Morland	, stop , Mr. Thorpe , ” she
Catherine Morland	is Miss Tilney ; it is indeed . How could you tell me they were gone ? Stop , stop , I will get out this moment and go to them . ” But
Catherine Morland	, pray stop , Mr. Thorpe . I can not go on . I will not go on . I must go back to Miss Tilney . ” But
Catherine Morland	could you deceive me so , Mr. Thorpe ? How could you say that you saw them driving up the Lansdown Road ? I would not have had it happen so for the world . They must think it so strange , so rude of me ! to go by them , too , without saying a word ! you do not know how vexed I am ; I shall have no pleasure at Clifton , nor in anything else . I had rather , ten thousand times rather , get out now , and walk back to them . How could you say you saw them driving out in a phaeton ? ” Thorpe
Catherine Morland	your brother had not got such a d — — beast to drive , ” said
Catherine Morland	might have done it very well . My horse would have trotted to Clifton within the hour , if left to himself , and I have almost broke my arm with pulling him in to that cursed broken - winded jade ’s pace . Morland is a fool for not keeping a horse and gig of his own . ” “
Catherine Morland	, he is not , ” said
Catherine Morland	I pity the poor creatures that are going there ! how glad I am that I am not amongst them ! i wonder whether it will be a full ball or not ! they have not begun dancing yet . I would not be there for all the world . It is so delightful to have an evening now and then to oneself . I dare say it will not be a very good ball . I know the Mitchells will not be there . I am sure I pity everybody that is . But I dare say , Mr. Morland , you long to be at it , do not you ? I am sure you do . Well , pray do not let anybody here be a restraint on you . I dare say we could do very well without you ; but you men think yourselves of such consequence . ” Catherine
Catherine Morland	not be so dull , my dearest creature , ” she
Catherine Morland	will quite break my heart . It was amazingly shocking , to be sure ; but the Tilneys were entirely to blame . Why were not they more punctual ? It was dirty , indeed , but what did that signify ? I am sure John and I should not have minded it . I never mind going through anything , where a friend is concerned ; that is my disposition , and John is just the same ; he has amazing strong feelings . Good heavens ! what a delightful hand you have got ! kings , I vow ! i never was so happy in my life ! i would fifty times rather you should have them than myself . ” And
Catherine Morland	But it was not so bad as that , Isabella ; there was no superciliousness ; she was very civil . ”
Catherine Morland	Oh , do n’t defend her ! and then the brother , he , who had appeared so attached to you ! good heavens ! well , some people ’s feelings are incomprehensible . And so he hardly looked once at you the whole day ? ”
Catherine Morland	I do not say so ; but he did not seem in good spirits . ”
Catherine Morland	How contemptible ! of all things in the world inconstancy is my aversion . Let me entreat you never to think of him again , my dear Catherine ; indeed he is unworthy of you . ”
Catherine Morland	Unworthy ! i do not suppose he ever thinks of me . ”
Catherine Morland	That is exactly what I say ; he never thinks of you . Such fickleness ! Oh ! how different to your brother and to mine ! i really believe John has the most constant heart . ”
Catherine Morland	But as for General Tilney , I assure you it would be impossible for anybody to behave to me with greater civility and attention ; it seemed to be his only care to entertain and make me happy . ”
Catherine Morland	Oh ! i know no harm of him ; I do not suspect him of pride . I believe he is a very gentleman - like man . John thinks very well of him , and John ’s judgment — ”
Catherine Morland	Well , I shall see how they behave to me this evening ; we shall meet them at the rooms . ”
Catherine Morland	And must I go ? ”
Catherine Morland	Do not you intend it ? I thought it was all settled . ”
