Character	Quote
Mrs. Jennings	"seems a most valuable woman indeed -- Her house , her style of living , all bespeak an exceeding good income ; and it is an acquaintance that has not only been of great use to you hitherto , but in the end may prove materially advantageous.--Her inviting you to town is certainly a vast thing in your favour ; and indeed , it speaks altogether so great a regard for you , that in all probability when she dies you will not be forgotten.-- She must have a great deal to leave . "" """
Mrs. Jennings	"at all , I should rather suppose ; for she has only her jointure , which will descend to her children . "" """
Mrs. Jennings	", ma'am . What is it ? "" """
Mrs. Jennings	"so strange ! But you shall hear it all.-- When I got to Mr. Palmer 's , I found Charlotte quite in a fuss about the child . She was sure it was very ill -- it cried , and fretted , and was all over pimples . So I looked at it directly , and , ' Lord ! my dear , ' says I , ' it is nothing in the world , but the red gum-- ' and nurse said just the same . But Charlotte , she would not be satisfied , so Mr. Donavan was sent for ; and luckily he happened to just come in from Harley Street , so he stepped over directly , and as soon as ever he saw the child , be said just as we did , that it was nothing in the world but the red gum , and then Charlotte was easy . And so , just as he was going away again , it came into my head , I am sure I do not know how I happened to think of it , but it came into my head to ask him if there was any news . So upon that , he smirked , and simpered , and looked grave , and seemed to know something or other , and at last he said in a whisper , ' For fear any unpleasant report should reach the young ladies under your care as to their sister 's indisposition , I think it advisable to say , that I believe there is no great reason for alarm ; I hope Mrs. Dashwood will do very well . ' "" """
Mrs. Jennings	"! is Fanny ill ? "" """
Mrs. Jennings	"long has this been known to you , Elinor ? has he written to you ? "" """
Mrs. Jennings	"have known it these four months . When Lucy first came to Barton Park last November , she told me in confidence of her engagement . "" At"
Mrs. Jennings	it might .
Mrs. Jennings	"to be silent , "" he has acted like an honest man ! I beg your pardon , Mr. Dashwood , but if he had done otherwise , I should have thought him a rascal . I have some little concern in the business , as well as yourself , for Lucy Steele is my cousin , and I believe there is not a better kind of girl in the world , nor one who more deserves"
Mrs. Jennings	"about the room . "" Can anything be more galling to the spirit"
Mrs. Jennings	"You and I , Sir John , """
Mrs. Jennings	"should not stand upon such ceremony . """
Mrs. Jennings	"It is a matter of great joy to me ; and I feel the goodness of Colonel Brandon most sensibly . There are not many men who would act as he has done . Few people who have so compassionate a heart ! I never was more astonished in my life . """
Mrs. Jennings	"Lord ! my dear , you are very modest . I an't the least astonished at it in the world , for I have often thought of late , there was nothing more likely to happen . """
Mrs. Jennings	"You judged from your knowledge of the Colonel 's general benevolence ; but at least you could not foresee that the opportunity would so very soon occur . """
Mrs. Jennings	"Opportunity ! """
Mrs. Jennings	""""
Mrs. Jennings	""""
Mrs. Jennings	"They were interrupted by the servant 's coming in to announce the carriage being at the door ; and Mrs. Jennings immediately preparing to go , said,-- """
Mrs. Jennings	""""
Mrs. Jennings	"said Mrs. Jennings rather disappointed . """
Mrs. Jennings	""""
Mrs. Jennings	"This speech at first puzzled Mrs. Jennings exceedingly . Why Mr. Ferrars was to have been written to about it in such a hurry , she could not immediately comprehend . A few moments ' reflection , however , produced a very happy idea , and she exclaimed;-- """
Mrs. Jennings	"Elinor did not quite understand the beginning of Mrs. Jennings 's speech , neither did she think it worth inquiring into ; and therefore only replied to its conclusion . """
Mrs. Jennings	""""
Mrs. Jennings	"replied Elinor , not hearing much of what she said , and more anxious to be alone , than to be mistress of the subject . How she should begin -- how she should express herself in her note to Edward , was now all her concern . The particular circumstances between them made a difficulty of that which to any other person would have been the easiest thing in the world ; but she equally feared to say too much or too little , and sat deliberating over her paper , with the pen in her band , till broken in on by the entrance of Edward himself . He had met Mrs. Jennings at the door in her way to the carriage , as he came to leave his farewell card ; and she , after apologising for not returning herself , had obliged him to enter , by saying that Miss Dashwood was above , and wanted to speak with him on very particular business . Elinor had just been congratulating herself , in the midst of her perplexity , that however difficult it might be to express herself properly by letter , it was at least preferable to giving the information by word of mouth , when her visitor entered , to force her upon this greatest exertion of all . Her astonishment and confusion were very great on his so sudden appearance . She had not seen him before since his engagement became public , and therefore not since his knowing her to be acquainted with it ; which , with the consciousness of what she had been thinking of , and what she had to tell him , made her feel particularly uncomfortable for some minutes . He too was much distressed ; and they sat down together in a most promising state of embarrassment.--Whether he had asked her pardon for his intrusion on first coming into the room , he could not recollect ; but determining to be on the safe side , he made his apology in form as soon as he could say any thing , after taking a chair . """
Mrs. Jennings	"said Elinor , recovering herself , and determined to get over what she so much dreaded as soon as possible , """
Mrs. Jennings	""""
Mrs. Jennings	"Truth obliged her to acknowledge some small share in the action , but she was at the same time so unwilling to appear as the benefactress of Edward , that she acknowledged it with hesitation ; which probably contributed to fix that suspicion in his mind which had recently entered it . For a short time he sat deep in thought , after Elinor had ceased to speak;--at last , and as if it were rather an effort , he said , """
Mrs. Jennings	"Elinor did not offer to detain him ; and they parted , with a very earnest assurance on HER side of her unceasing good wishes for his happiness in every change of situation that might befall him ; on HIS , with rather an attempt to return the same good will , than the power of expressing it . """
Mrs. Jennings	""""
Mrs. Jennings	""""
Mrs. Jennings	"cried Mrs. Jennings ; """
Mrs. Jennings	""""
Mrs. Jennings	"said Elinor , """
Mrs. Jennings	"said she , after the first ebullition of surprise and satisfaction was over , """
Mrs. Jennings	"Elinor was quite of her opinion , as to the probability of their not waiting for any thing more . 41 Edward , having carried his thanks to Colonel Brandon , proceeded with his happiness to Lucy ; and such was the excess of it by the time he reached Bartlett 's Buildings , that she was able to assure Mrs. Jennings , who called on her again the next day with her congratulations , that she had never seen him in such spirits before in her life . Her own happiness , and her own spirits , were at least very certain ; and she joined Mrs. Jennings most heartily in her expectation of their being all comfortably together in Delaford Parsonage before Michaelmas . So far was she , at the same time , from any backwardness to give Elinor that credit which Edward WOULD give her , that she spoke of her friendship for them both with the most grateful warmth , was ready to own all their obligation to her , and openly declared that no exertion for their good on Miss Dashwood 's part , either present or future , would ever surprise her , for she believed her capable of doing any thing in the world for those she really valued . As for Colonel Brandon , she was not only ready to worship him as a saint , but was moreover truly anxious that he should be treated as one in all worldly concerns ; anxious that his tithes should be raised to the utmost ; and scarcely resolved to avail herself , at Delaford , as far as she possibly could , of his servants , his carriage , his cows , and his poultry . It was now above a week since John Dashwood had called in Berkeley Street , and as since that time no notice had been taken by them of his wife 's indisposition , beyond one verbal enquiry , Elinor began to feel it necessary to pay her a visit.--This was an obligation , however , which not only opposed her own inclination , but which had not the assistance of any encouragement from her companions . Marianne , not contented with absolutely refusing to go herself , was very urgent to prevent her sister 's going at all ; and Mrs. Jennings , though her carriage was always at Elinor 's service , so very much disliked Mrs. John Dashwood , that not even her curiosity to see how she looked after the late discovery , nor her strong desire to affront her by taking Edward 's part , could overcome her unwillingness to be in her company again . The consequence was , that Elinor set out by herself to pay a visit , for which no one could really have less inclination , and to run the risk of a tete - a - tete with a woman , whom neither of the others had so much reason to dislike . Mrs. Dashwood was denied ; but before the carriage could turn from the house , her husband accidentally came out . He expressed great pleasure in meeting Elinor , told her that he had been just going to call in Berkeley Street , and , assuring her that Fanny would be very glad to see her , invited her to come in . They walked up stairs in to the drawing - room.--Nobody was there . "" Fanny"
Mrs. Jennings	""""
Mrs. Jennings	"I can answer for it that Miss Dashwood 's is not , """
Mrs. Jennings	"for he is one of the modestest , prettiest behaved young men I ever saw ; but as for Lucy , she is such a sly little creature , there is no finding out who SHE likes . """
Mrs. Jennings	", Lord ! I am sure your mother can spare you very well , and I DO beg you will favour me with your company , for I 've quite set my heart upon it . Do n't fancy that you will be any inconvenience to me , for I sha n't put myself at all out of my way for you . It will only be sending Betty by the coach , and I hope I can afford THAT . We three shall be able to go very well in my chaise ; and when we are in town , if you do not like to go wherever I do , well and good , you may always go with one of my daughters . I am sure your mother will not object to it ; for I have had such good luck in getting my own children off my hands that she will think me a very fit person to have the charge of you ; and if I do n't get one of you at least well married before I have done with you , it shall not be my fault . I shall speak a good word for you to all the young men , you may depend upon it . "" """
Mrs. Jennings	"have a notion , "" said"
Mrs. Jennings	"Miss Marianne would not object to such a scheme , if her elder sister would come into it . It is very hard indeed that she should not have a little pleasure , because Miss Dashwood does not wish it . So I would advise you two , to set off for town , when you are tired of Barton , without saying a word to Miss Dashwood about it . "" """
Mrs. Jennings	", "" cried"
Mrs. Jennings	"am sure I shall be monstrous glad of Miss Marianne 's company , whether Miss Dashwood will go or not , only the more the merrier say I , and I thought it would be more comfortable for them to be together ; because , if they got tired of me , they might talk to one another , and laugh at my old ways behind my back . But one or the other , if not both of them , I must have . Lord bless me ! how do you think I can live poking by myself , I who have been always used till this winter to have Charlotte with me . Come , Miss Marianne , let us strike hands upon the bargain , and if Miss Dashwood will change her mind by and bye , why so much the better . "" """
Mrs. Jennings	"thank you , ma'am , sincerely thank you , "" said"
Mrs. Jennings	"invitation has insured my gratitude for ever , and it would give me such happiness , yes , almost the greatest happiness I am capable of , to be able to accept it . But my mother , my dearest , kindest mother,--I feel the justice of what Elinor has urged , and if she were to be made less happy , less comfortable by our absence -- Oh ! no , nothing should tempt me to leave her . It should not , must not be a struggle . "" Mrs."
Sir John Middleton	"! "" cried"
Sir John Middleton	", is HE in the country ? That is good news however ; I will ride over tomorrow , and ask him to dinner on Thursday . "" """
Sir John Middleton	"know him then , "" said"
Sir John Middleton	"him ! to be sure I do . Why , he is down here every year . "" """
Sir John Middleton	"what sort of a young man is he ? "" """
Sir John Middleton	"good a kind of fellow as ever lived , I assure you . A very decent shot , and there is not a bolder rider in England . "" """
Sir John Middleton	"my soul , "" said"
Sir John Middleton	"do not know much about him as to all THAT . But he is a pleasant , good humoured fellow , and has got the nicest little black bitch of a pointer I ever saw . Was she out with him today ? "" But"
Sir John Middleton	", yes , he is very well worth catching I can tell you , Miss Dashwood ; he has a pretty little estate of his own in Somersetshire besides ; and if I were you , I would not give him up to my younger sister , in spite of all this tumbling down hills . Miss Marianne must not expect to have all the men to herself . Brandon will be jealous , if she does not take care . "" """
Sir John Middleton	"do not believe , "" said"
Sir John Middleton	"is as good a sort of fellow , I believe , as ever lived , "" repeated"
Sir John Middleton	"remember last Christmas at a little hop at the park , he danced from eight o'clock till four , without once sitting down . "" """
Sir John Middleton	"he indeed ? "" cried"
Sir John Middleton	"with elegance , with spirit ? "" """
Sir John Middleton	"; and he was up again at eight to ride to covert . "" """
Sir John Middleton	"is what I like ; that is what a young man ought to be . Whatever be his pursuits , his eagerness in them should know no moderation , and leave him no sense of fatigue . "" """
Sir John Middleton	", aye , I see how it will be , "" said"
Sir John Middleton	"see how it will be . You will be setting your cap at him now , and never think of poor Brandon . "" """
Sir John Middleton	", you will make conquests enough , I dare say , one way or other . Poor Brandon ! he is quite smitten already , and he is very well worth setting your cap at , I can tell you , in spite of all this tumbling about and spraining of ankles . """
Sir John Middleton	"You MUST drink tea with us to night , """
Sir John Middleton	"for we shall be quite alone -- and tomorrow you must absolutely dine with us , for we shall be a large party . """
Sir John Middleton	"I wish with all my soul , """
Sir John Middleton	"that Willoughby were among us again . """
Sir John Middleton	", "" said"
Sir John Middleton	"have brought you some strangers . How do you like them ? "" """
Sir John Middleton	"mind if they do . It is only the Palmers . Charlotte is very pretty , I can tell you . You may see her if you look this way . "" As"
Sir John Middleton	"Palmer made her no answer , and did not even raise his eyes from the newspaper . "" Mr."
Sir John Middleton	"was quite a new idea to Mrs. Dashwood ; she had never been used to find wit in the inattention of any one , and could not help looking with surprise at them both . Mrs. Jennings , in the meantime , talked on as loud as she could , and continued her account of their surprise , the evening before , on seeing their friends , without ceasing till every thing was told . Mrs. Palmer laughed heartily at the recollection of their astonishment , and every body agreed , two or three times over , that it had been quite an agreeable surprise . "" You"
Sir John Middleton	"Mrs. Jennings . Lady Middleton could no longer endure such a conversation , and therefore exerted herself to ask Mr. Palmer if there was any news in the paper . "" No"
Sir John Middleton	"replied , and read on . "" Here"
Sir John Middleton	"A man of whom he had always had such reason to think well ! Such a good - natured fellow ! He did not believe there was a bolder rider in England ! It was an unaccountable business . He wished him at the devil with all his heart . He would not speak another word to him , meet him where he might , for all the world ! No , not if it were to be by the side of Barton covert , and they were kept watching for two hours together . Such a scoundrel of a fellow ! such a deceitful dog ! It was only the last time they met that he had offered him one of Folly 's puppies ! and this was the end of it ! """
Sir John Middleton	than
Sir John Middleton	"The rest of the company soon dropt in . """
Sir John Middleton	"Marianne looked very grave and said nothing . """
Sir John Middleton	"Mr. Palmer is so droll ! """
Sir John Middleton	"do n't you long to have the Miss Dashwoods come to Cleveland ? """
Sir John Middleton	""""
Sir John Middleton	""""
Sir John Middleton	""""
Sir John Middleton	""""
Sir John Middleton	"she , on his taking Miss Steeles 's pocket handkerchief , and throwing it out of window--""He is full of monkey tricks . "" And"
Sir John Middleton	"here is my sweet little Annamaria , "" she"
Sir John Middleton	"she is always so gentle and quiet -- Never was there such a quiet little thing ! "" But"
Sir John Middleton	"might have been a very sad accident . "" """
Sir John Middleton	"I hardly know how , "" cried"
Sir John Middleton	"it had been under totally different circumstances . But this is the usual way of heightening alarm , where there is nothing to be alarmed at in reality . "" """
Sir John Middleton	"Sir John too , "" cried"
Sir John Middleton	"a charming man he is ! "" Here"
Sir John Middleton	"what a charming little family they have ! I never saw such fine children in my life.--I declare I quite doat upon them already , and indeed I am always distractedly fond of children . "" """
Sir John Middleton	"should guess so , "" said"
Sir John Middleton	"what I have witnessed this morning . "" """
Sir John Middleton	"confess , "" replied"
Sir John Middleton	"while I am at Barton Park , I never think of tame and quiet children with any abhorrence . "" A"
Sir John Middleton	"! dear ! one never thinks of married men 's being beaux -- they have something else to do . "" """
Sir John Middleton	"! Anne , "" cried"
Sir John Middleton	"Twill be a fine thing to have her married so young to be sure , "" said"
Sir John Middleton	"I hear he is quite a beau , and prodigious handsome . And I hope you may have as good luck yourself soon,--but perhaps you may have a friend in the corner already . "" Elinor"
Marianne Dashwood	"A woman of seven and twenty , """
Marianne Dashwood	"can never hope to feel or inspire affection again , and if her home be uncomfortable , or her fortune small , I can suppose that she might bring herself to submit to the offices of a nurse , for the sake of the provision and security of a wife . In his marrying such a woman therefore there would be nothing unsuitable . It would be a compact of convenience , and the world would be satisfied . In my eyes it would be no marriage at all , but that would be nothing . To me it would seem only a commercial exchange , in which each wished to be benefited at the expense of the other . """
Marianne Dashwood	"But he talked of flannel waistcoats , """
Marianne Dashwood	"and with me a flannel waistcoat is invariably connected with aches , cramps , rheumatisms , and every species of ailment that can afflict the old and the feeble . """
Marianne Dashwood	"Had you any idea of his coming so soon ? """
Marianne Dashwood	"there a felicity in the world , "" said"
Marianne Dashwood	"to this?--Margaret , we will walk here at least two hours . "" Margaret"
Marianne Dashwood	"But have you not received my notes ? """
Marianne Dashwood	"Yes , I had the pleasure of receiving the information of your arrival in town , which you were so good as to send me , """
Marianne Dashwood	"only wish , "" replied"
Marianne Dashwood	"were any thing I COULD do , which might be of comfort to you . "" This"
Marianne Dashwood	"! Elinor , I am miserable , indeed , "" before"
Marianne Dashwood	"you would not kill yourself and all who love you . Think of your mother ; think of her misery while YOU suffer : for her sake you must exert yourself . "" """
Marianne Dashwood	"Elinor said no more , and turning again to the three letters which now raised a much stronger curiosity than before , directly ran over the contents of all . The first , which was what her sister had sent him on their arrival in town , was to this effect . Berkeley Street , January . """
Marianne Dashwood	"No , no , """
Marianne Dashwood	"misery such as mine has no pride . I care not who knows that I am wretched . The triumph of seeing me so may be open to all the world . Elinor , Elinor , they who suffer little may be proud and independent as they like -- may resist insult , or return mortification -- but I can not . I must feel -- I must be wretched -- and they are welcome to enjoy the consciousness of it that can . """
Marianne Dashwood	"But for my mother 's sake and mine-- """
Marianne Dashwood	"When the weather is settled , and I have recovered my strength , """
Marianne Dashwood	"we will take long walks together every day . We will walk to the farm at the edge of the down , and see how the children go on ; we will walk to Sir John 's new plantations at Barton Cross , and the Abbeyland ; and we will often go the old ruins of the Priory , and try to trace its foundations as far as we are told they once reached . I know we shall be happy . I know the summer will pass happily away . I mean never to be later in rising than six , and from that time till dinner I shall divide every moment between music and reading . I have formed my plan , and am determined to enter on a course of serious study . Our own library is too well known to me , to be resorted to for any thing beyond mere amusement . But there are many works well worth reading at the Park ; and there are others of more modern production which I know I can borrow of Colonel Brandon . By reading only six hours a - day , I shall gain in the course of a twelve - month a great deal of instruction which I now feel myself to want . """
Marianne Dashwood	""" As for regret ,"
Marianne Dashwood	""" I have done with that , as far as HE is concerned . I do not mean to talk to you of what my feelings have been for him , but what they are NOW.--At present , if I could be satisfied on one point , if I could be allowed to think that he was not ALWAYS acting a part , not ALWAYS deceiving me;--but above all , if I could be assured that he never was so VERY wicked as my fears have sometimes fancied him , since the story of that unfortunate girl""-- She stopt . Elinor joyfully treasured her words as she answered ,"
Marianne Dashwood	""""
Marianne Dashwood	""" I would suppose him,--Oh , how gladly would I suppose him , only fickle , very , very fickle ."
Marianne Dashwood	""" I am not wishing him too much good ,"
Marianne Dashwood	""" when I wish his secret reflections may be no more unpleasant than my own . He will suffer enough in them ."
Marianne Dashwood	""" Do you compare your conduct with his ?"
Marianne Dashwood	""" No . I compare it with what it ought to have been ; I compare it with yours ."
Marianne Dashwood	""" Our situations have borne little resemblance ."
Marianne Dashwood	""" They have borne more than our conduct.--Do not , my dearest Elinor , let your kindness defend what I know your judgment must censure . My illness has made me think-- It has given me leisure and calmness for serious recollection . Long before I was enough recovered to talk , I was perfectly able to reflect . I considered the past : I saw in my own behaviour , since the beginning of our acquaintance with him last autumn , nothing but a series of imprudence towards myself , and want of kindness to others . I saw that my own feelings had prepared my sufferings , and that my want of fortitude under them had almost led me to the grave . My illness , I well knew , had been entirely brought on by myself by such negligence of my own health , as I had felt even at the time to be wrong . Had I died,--it would have been self - destruction . I did not know my danger till the danger was removed ; but with such feelings as these reflections gave me , I wonder at my recovery,--wonder that the very eagerness of my desire to live , to have time for atonement to my God , and to you all , did not kill me at once . Had I died,-- in what peculiar misery should I have left you , my nurse , my friend , my sister!--You , who had seen all the fretful selfishness of my latter days ; who had known all the murmurings of my heart!--How should I have lived in YOUR remembrance!--My mother too ! How could you have consoled her!--I can not express my own abhorrence of myself . Whenever I looked towards the past , I saw some duty neglected , or some failing indulged . Every body seemed injured by me . The kindness , the unceasing kindness of Mrs. Jennings , I had repaid with ungrateful contempt . To the Middletons , to the Palmers , the Steeles , to every common acquaintance even , I had been insolent and unjust ; with a heart hardened against their merits , and a temper irritated by their very attention.--To John , to Fanny,--yes , even to them , little as they deserve , I had given less than their due . But you,--you above all , above my mother , had been wronged by me . I , and only I , knew your heart and its sorrows ; yet to what did it influence me?--not to any compassion that could benefit you or myself.--Your example was before me ; but to what avail?--Was I more considerate of you and your comfort ? Did I imitate your forbearance , or lessen your restraints , by taking any part in those offices of general complaisance or particular gratitude which you had hitherto been left to discharge alone?--No;-- not less when I knew you to be unhappy , than when I had believed you at ease , did I turn away from every exertion of duty or friendship ; scarcely allowing sorrow to exist but with me , regretting only THAT heart which had deserted and wronged me , and leaving you , for or I professed an unbounded affection , to be miserable for my sake ."
Marianne Dashwood	""" You are very good.--The future must be my proof . I have laid down my plan , and if I am capable of adhering to it -- my feelings shall be governed and my temper improved . They shall no longer worry others , nor torture myself . I shall now live solely for my family . You , my mother , and Margaret , must henceforth be all the world to me ; you will share my affections entirely between you . > From you , from my home , I shall never again have the smallest incitement to move ; and if I do mix in other society , it will be only to shew that my spirit is humbled , my heart amended , and that I can practise the civilities , the lesser duties of life , with gentleness and forbearance . As for Willoughby -- to say that I shall soon or that I shall ever forget him , would be idle . His remembrance can be overcome by no change of circumstances or opinions . But it shall be regulated , it shall be checked by religion , by reason , by constant employment ."
Marianne Dashwood	""" If I could but know HIS heart , everything would become easy ."
Marianne Dashwood	"I wish to assure you both , """
Marianne Dashwood	"that I see every thing -- as you can desire me to do . """
Marianne Dashwood	"It is a great relief to me -- what Elinor told me this morning -- I have now heard exactly what I wished to hear . ""--For some moments her voice was lost ; but recovering herself , she added , and with greater calmness than before--""I am now perfectly satisfied , I wish for no change . I never could have been happy with him , after knowing , as sooner or later I must have known , all this.--I should have had no confidence , no esteem . Nothing could have done it away to my feelings . """
Marianne Dashwood	"Happy with a man of libertine practices!--With one who so injured the peace of the dearest of our friends , and the best of men!--No -- my Marianne has not a heart to be made happy with such a man!--Her conscience , her sensitive conscience , would have felt all that the conscience of her husband ought to have felt . """
Marianne Dashwood	"Selfish ? """
Marianne Dashwood	""""
Marianne Dashwood	"said Marianne ; """
Marianne Dashwood	""""
Marianne Dashwood	""""
Marianne Dashwood	"You must not enquire too far , Marianne -- remember I have no knowledge in the picturesque , and I shall offend you by my ignorance and want of taste if we come to particulars . I shall call hills steep , which ought to be bold ; surfaces strange and uncouth , which ought to be irregular and rugged ; and distant objects out of sight , which ought only to be indistinct through the soft medium of a hazy atmosphere . You must be satisfied with such admiration as I can honestly give . I call it a very fine country -- the hills are steep , the woods seem full of fine timber , and the valley looks comfortable and snug -- with rich meadows and several neat farm houses scattered here and there . It exactly answers my idea of a fine country , because it unites beauty with utility -- and I dare say it is a picturesque one too , because you admire it ; I can easily believe it to be full of rocks and promontories , grey moss and brush wood , but these are all lost on me . I know nothing of the picturesque . """
Marianne Dashwood	"I am afraid it is but too true , """
Marianne Dashwood	"but why should you boast of it ? """
Marianne Dashwood	"It is very true , """
Marianne Dashwood	"that admiration of landscape scenery is become a mere jargon . Every body pretends to feel and tries to describe with the taste and elegance of him who first defined what picturesque beauty was . I detest jargon of every kind , and sometimes I have kept my feelings to myself , because I could find no language to describe them in but what was worn and hackneyed out of all sense and meaning . """
Marianne Dashwood	"Is that Fanny 's hair ? I remember her promising to give you some . But I should have thought her hair had been darker . """
Marianne Dashwood	"A dance ! """
Marianne Dashwood	"Oh , Edward ! How can you?--But the time will come I hope ... I am sure you will like him . """
Marianne Dashwood	"think , Edward , "" said"
Marianne Dashwood	"would be a happier man if you had any profession to engage your time and give an interest to your plans and actions . Some inconvenience to your friends , indeed , might result from it -- you would not be able to give them so much of your time . But ( with a smile ) you would be materially benefited in one particular at least -- you would know where to go when you left them . "" """
Marianne Dashwood	"do assure you , "" he"
Marianne Dashwood	"Mrs. Jennings , leaning forward towards Elinor , and speaking in a low voice as if she meant to be heard by no one else , though they were seated on different sides of the room ; "" but"
Marianne Dashwood	"Sir John . "" Now"
