Character	Quote
Emma Woodhouse	"So obliging of you ! No , we should not have heard , if it had not been for this particular circumstance , of her being to come here so soon . My mother is so delighted!--for she is to be three months with us at least . Three months , she says so , positively , as I am going to have the pleasure of reading to you . The case is , you see , that the Campbells are going to Ireland . Mrs. Dixon has persuaded her father and mother to come over and see her directly . They had not intended to go over till the summer , but she is so impatient to see them again -- for till she married , last October , she was never away from them so much as a week , which must make it very strange to be in different kingdoms , I was going to say , but however different countries , and so she wrote a very urgent letter to her mother -- or her father , I declare I do not know which it was , but we shall see presently in Jane 's letter -- wrote in Mr. Dixon 's name as well as her own , to press their coming over directly , and they would give them the meeting in Dublin , and take them back to their country seat , Baly - craig , a beautiful place , I fancy . Jane has heard a great deal of its beauty ; from Mr. Dixon , I mean-- I do not know that she ever heard about it from any body else ; but it was very natural , you know , that he should like to speak of his own place while he was paying his addresses -- and as Jane used to be very often walking out with them -- for Colonel and Mrs. Campbell were very particular about their daughter 's not walking out often with only Mr. Dixon , for which I do not at all blame them ; of course she heard every thing he might be telling Miss Campbell about his own home in Ireland ; and I think she wrote us word that he had shewn them some drawings of the place , views that he had taken himself . He is a most amiable , charming young man , I believe . Jane was quite longing to go to Ireland , from his account of things . """
Emma Woodhouse	Very true , very true , indeed . The very thing that we have always been rather afraid of ; for we should not have liked to have her at such a distance from us , for months together -- not able to come if any thing was to happen . But you see , every thing turns out for the best . They want her ( Mr. and Mrs. Dixon ) excessively to come over with Colonel and Mrs. Campbell ; quite depend upon it ; nothing can be more kind or pressing than their _ joint _ invitation , Jane says , as you will hear presently ; Mr. Dixon does not seem in the least backward in any attention . He is a most charming young man . Ever since the service he rendered Jane at Weymouth , when they were out in that party on the water , and she , by the sudden whirling round of something or other among the sails , would have been dashed into the sea at once , and actually was all but gone , if he had not , with the greatest presence of mind , caught hold of her habit-- ( I can never think of it without trembling!) --But ever since we had the history of that day , I have been so fond of Mr. Dixon !
Emma Woodhouse	""" But , in spite of all her friends ' urgency , and her own wish of seeing Ireland , Miss Fairfax prefers devoting the time to you and Mrs. Bates ?"
Emma Woodhouse	""" Yes -- entirely her own doing , entirely her own choice ; and Colonel and Mrs. Campbell think she does quite right , just what they should recommend ; and indeed they particularly _ wish _ her to try her native air , as she has not been quite so well as usual lately ."
Emma Woodhouse	""" I am concerned to hear of it . I think they judge wisely . But Mrs. Dixon must be very much disappointed . Mrs. Dixon , I understand , has no remarkable degree of personal beauty ; is not , by any means , to be compared with Miss Fairfax ."
Emma Woodhouse	""" Oh ! no . You are very obliging to say such things -- but certainly not . There is no comparison between them . Miss Campbell always was absolutely plain -- but extremely elegant and amiable ."
Emma Woodhouse	""" Yes , that of course ."
Emma Woodhouse	""" Jane caught a bad cold , poor thing ! so long ago as the 7th of November , ( as I am going to read to you , ) and has never been well since . A long time , is not it , for a cold to hang upon her ? She never mentioned it before , because she would not alarm us . Just like her ! so considerate!--But however , she is so far from well , that her kind friends the Campbells think she had better come home , and try an air that always agrees with her ; and they have no doubt that three or four months at Highbury will entirely cure her-- and it is certainly a great deal better that she should come here , than go to Ireland , if she is unwell . Nobody could nurse her , as we should do ."
Emma Woodhouse	""" It appears to me the most desirable arrangement in the world ."
Emma Woodhouse	""" And so she is to come to us next Friday or Saturday , and the Campbells leave town in their way to Holyhead the Monday following-- as you will find from Jane 's letter . So sudden!--You may guess , dear Miss Woodhouse , what a flurry it has thrown me in ! If it was not for the drawback of her illness -- but I am afraid we must expect to see her grown thin , and looking very poorly . I must tell you what an unlucky thing happened to me , as to that . I always make a point of reading Jane 's letters through to myself first , before I read them aloud to my mother , you know , for fear of there being any thing in them to distress her . Jane desired me to do it , so I always do : and so I began to - day with my usual caution ; but no sooner did I come to the mention of her being unwell , than I burst out , quite frightened , with ` Bless me ! poor Jane is ill!' -- which my mother , being on the watch , heard distinctly , and was sadly alarmed at . However , when I read on , I found it was not near so bad as I had fancied at first ; and I make so light of it now to her , that she does not think much about it . But I can not imagine how I could be so off my guard . If Jane does not get well soon , we will call in Mr. Perry . The expense shall not be thought of ; and though he is so liberal , and so fond of Jane that I dare say he would not mean to charge any thing for attendance , we could not suffer it to be so , you know . He has a wife and family to maintain , and is not to be giving away his time . Well , now I have just given you a hint of what Jane writes about , we will turn to her letter , and I am sure she tells her own story a great deal better than I can tell it for her"
Emma Woodhouse	". "" And not all that could be urged to detain her succeeded . She regained the street -- happy in this , that though much had been forced on her against her will , though she had in fact heard the whole substance of Jane Fairfax 's letter , she had been able to escape the letter itself"
Emma Woodhouse	"Mr. Woodhouse saw the letter , and he says he never saw such a handsome letter in his life . "" It was , indeed , a highly prized letter . Mrs. Weston had , of course , formed a very favourable idea of the young man ; and such a pleasing attention was an irresistible proof of his great good sense , and a most welcome"
Emma Woodhouse	to every source and every expression of congratulation which her marriage had already secured . She felt herself a most fortunate woman ; and she had lived long enough to know how fortunate
Emma Woodhouse	might well be thought , where the only regret was for a partial separation from friends whose friendship for her had never cooled , and who could ill bear to part with her . She knew that at
Emma Woodhouse	she must be missed ; and could not think , without pain , of Emma 's losing a single pleasure , or suffering an hour 's
Emma Woodhouse	, from the want of her companionableness : but dear Emma was of no feeble character ; she was more equal to
Emma Woodhouse	situation than most girls would have been , and had sense , and energy , and spirits that might be hoped would bear her well and happily through its little difficulties and privations
Emma Woodhouse	And then there was such comfort in the very easy distance of Randalls from Hartfield , so convenient for even solitary female walking , and in Mr. Weston 's disposition and circumstances , which would make the approaching season no hindrance to their spending half the evenings in the week together . Her situation was altogether the subject of hours of gratitude to Mrs. Weston , and of moments only of regret ; and her satisfaction -- her more than satisfaction -- her cheerful enjoyment , was so just and so apparent , that Emma , well as she knew her father ,
Emma Woodhouse	"sometimes taken by surprize at his being still able to pity ` poor Miss Taylor , ' when they left her at Randalls in the centre of every domestic comfort , or saw her go away in the evening attended by her pleasant husband to a carriage of her own . But never did she go without Mr. Woodhouse 's giving a gentle sigh , and saying , "" Ah , poor Miss Taylor ! She would be very glad to stay . "" There was no recovering Miss Taylor -- nor much likelihood of ceasing to pity her ; but a few weeks brought some alleviation to Mr. Woodhouse . The compliments of his neighbours were over ; he was no longer teased by being wished joy of so sorrowful an event ; and the wedding - cake , which had been a great distress to him , was all eat up . His own stomach could bear nothing rich , and he could never believe other people to be different from himself ."
Emma Woodhouse	large dinner - parties , made him unfit for any acquaintance but such as would visit
Emma Woodhouse	on his own terms . Fortunately for him , Highbury , including Randalls in the same parish , and Donwell Abbey in the parish adjoining , the seat of Mr. Knightley , comprehended many such . Not unfrequently , through Emma 's
Emma Woodhouse	Real , long - standing regard brought the Westons and Mr. Knightley ;
Emma Woodhouse	by Mr. Elton , a young man living alone without liking it , the privilege of exchanging any vacant evening of his own blank solitude for the elegancies and society of Mr. Woodhouse 's drawing - room , and the smiles of his lovely daughter , was in no danger of being thrown away . After these came a second
Emma Woodhouse	no hardship for either James or the horses . Had it taken place
Emma Woodhouse	Highbury , was a very old lady , almost past every thing but tea and quadrille . She lived with her single daughter in a very small way , and was considered with all the regard and respect which a harmless old lady , under such untoward circumstances , can excite . Her daughter enjoyed a most uncommon degree of popularity for a woman neither young , handsome , rich
Emma Woodhouse	happy
Emma Woodhouse	""" replied Mrs. Weston , smiling ,"
Emma Woodhouse	""" Then turning to Isabella , who had not been attending before--""You must know , my dear Mrs. Knightley , that we are by no means so sure of seeing Mr. Frank Churchill , in my opinion , as his father thinks . It depends entirely upon his aunt 's spirits and pleasure ; in short , upon her temper . To you -- to my two daughters -- I may venture on the truth . Mrs. Churchill rules at Enscombe , and is a very odd - tempered woman ; and his coming now , depends upon her being willing to spare him ."
Emma Woodhouse	""" He ought to come ,"
Emma Woodhouse	""" I shall not be satisfied , unless he comes ."
Emma Woodhouse	"This is too bad , """
Emma Woodhouse	"Well , well , I am ready;""--and turning again to Emma , """
Emma Woodhouse	""" I have heard her speak of the acquaintance ,"
Emma Woodhouse	""" If you were never particularly struck by her manners before ,"
Emma Woodhouse	""" I think you will to - day . You will see her to advantage ; see her and hear her -- no , I am afraid you will not hear her at all , for she has an aunt who never holds her tongue ."
Emma Woodhouse	"We had better move on , Mr. Weston , """
Emma Woodhouse	"we are detaining the girls . """
Emma Woodhouse	""" Oh !"
Emma Woodhouse	""" it all meant nothing ; a mere joke among ourselves ."
Emma Woodhouse	""" Between Mr. Frank Churchill and Miss Fairfax ? Oh ! yes , perfectly.-- Why do you make a doubt of it ?"
Emma Woodhouse	""" Have you never at any time had reason to think that he admired her , or that she admired him ?"
Emma Woodhouse	""" Never , never !"
Emma Woodhouse	""""
Emma Woodhouse	""""
Emma Woodhouse	"_ two _ parlours , two very good parlours , indeed ; one of them quite as large as Mrs. Goddard 's drawing - room ; and of her having an upper maid who had lived five - and - twenty years with her ; and of their having eight cows , two of them Alderneys , and one a little Welch cow , a very pretty little Welch cow indeed ; and of Mrs. Martin 's saying as she was so fond of it , it should be called _ her _ cow ; and of their having a very handsome summer - house in their garden , where some day next year they were all to drink tea:--a very handsome summer - house , large enough to hold a dozen people . """
Emma Woodhouse	"Well done , Mrs. Martin ! """
Emma Woodhouse	"You know what you are about . """
Emma Woodhouse	"And when she had come away , Mrs. Martin was so very kind as to send Mrs. Goddard a beautiful goose -- the finest goose Mrs. Goddard had ever seen . Mrs. Goddard had dressed it on a Sunday , and asked all the three teachers , Miss Nash , and Miss Prince , and Miss Richardson , to sup with her . """
Emma Woodhouse	"Mr. Martin , I suppose , is not a man of information beyond the line of his own business ? He does not read ? """
Emma Woodhouse	"Oh yes!--that is , no -- I do not know -- but I believe he has read a good deal -- but not what you would think any thing of . He reads the Agricultural Reports , and some other books that lay in one of the window seats -- but he reads all _ them _ to himself . But sometimes of an evening , before we went to cards , he would read something aloud out of the Elegant Extracts , very entertaining . And I know he has read the Vicar of Wakefield . He never read the Romance of the Forest , nor The Children of the Abbey . He had never heard of such books before I mentioned them , but he is determined to get them now as soon as ever he can . """
Emma Woodhouse	"What sort of looking man is Mr. Martin ? """
Emma Woodhouse	"Oh ! not handsome -- not at all handsome . I thought him very plain at first , but I do not think him so plain now . One does not , you know , after a time . But did you never see him ? He is in Highbury every now and then , and he is sure to ride through every week in his way to Kingston . He has passed you very often . """
Emma Woodhouse	"That may be , and I may have seen him fifty times , but without having any idea of his name . A young farmer , whether on horseback or on foot , is the very last sort of person to raise my curiosity . The yeomanry are precisely the order of people with whom I feel I can have nothing to do . A degree or two lower , and a creditable appearance might interest me ; I might hope to be useful to their families in some way or other . But a farmer can need none of my help , and is , therefore , in one sense , as much above my notice as in every other he is below it . """
Emma Woodhouse	"To be sure . Oh yes ! It is not likely you should ever have observed him ; but he knows you very well indeed -- I mean by sight . """
Emma Woodhouse	"I have no doubt of his being a very respectable young man . I know , indeed , that he is so , and , as such , wish him well . What do you imagine his age to be ? """
Emma Woodhouse	"He was four - and - twenty the 8th of last June , and my birthday is the 23rd just a fortnight and a day 's difference -- which is very odd . """
Emma Woodhouse	"Only four - and - twenty . That is too young to settle . His mother is perfectly right not to be in a hurry . They seem very comfortable as they are , and if she were to take any pains to marry him , she would probably repent it . Six years hence , if he could meet with a good sort of young woman in the same rank as his own , with a little money , it might be very desirable . """
Emma Woodhouse	"Six years hence ! Dear Miss Woodhouse , he would be thirty years old ! """
Emma Woodhouse	"Well , and that is as early as most men can afford to marry , who are not born to an independence . Mr. Martin , I imagine , has his fortune entirely to make -- cannot be at all beforehand with the world . Whatever money he might come into when his father died , whatever his share of the family property , it is , I dare say , all afloat , all employed in his stock , and so forth ; and though , with diligence and good luck , he may be rich in time , it is next to impossible that he should have realised any thing yet . """
Emma Woodhouse	"To be sure , so it is . But they live very comfortably . They have no indoors man , else they do not want for any thing ; and Mrs. Martin talks of taking a boy another year . """
Emma Woodhouse	"I wish you may not get into a scrape , Harriet , whenever he does marry;--I mean , as to being acquainted with his wife -- for though his sisters , from a superior education , are not to be altogether objected to , it does not follow that he might marry any body at all fit for you to notice . The misfortune of your birth ought to make you particularly careful as to your associates . There can be no doubt of your being a gentleman 's daughter , and you must support your claim to that station by every thing within your own power , or there will be plenty of people who would take pleasure in degrading you . """
Emma Woodhouse	"This is coming as you should do , """
Emma Woodhouse	"like a gentleman.-- I am quite glad to see you . """
Emma Woodhouse	"How lucky that we should arrive at the same moment ! for , if we had met first in the drawing - room , I doubt whether you would have discerned me to be more of a gentleman than usual.-- You might not have distinguished how I came , by my look or manner . """
Emma Woodhouse	"Yes I should , I am sure I should . There is always a look of consciousness or bustle when people come in a way which they know to be beneath them . You think you carry it off very well , I dare say , but with you it is a sort of bravado , an air of affected unconcern ; I always observe it whenever I meet you under those circumstances . _ Now _ you have nothing to try for . You are not afraid of being supposed ashamed . You are not striving to look taller than any body else . _ Now _ I shall really be very happy to walk into the same room with you . """
Emma Woodhouse	"I declare , I do not know when I have heard any thing that has given me more satisfaction!--It always has quite hurt me that Jane Fairfax , who plays so delightfully , should not have an instrument . It seemed quite a shame , especially considering how many houses there are where fine instruments are absolutely thrown away . This is like giving ourselves a slap , to be sure ! and it was but yesterday I was telling Mr. Cole , I really was ashamed to look at our new grand pianoforte in the drawing - room , while I do not know one note from another , and our little girls , who are but just beginning , perhaps may never make any thing of it ; and there is poor Jane Fairfax , who is mistress of music , has not any thing of the nature of an instrument , not even the pitifullest old spinet in the world , to amuse herself with.--I was saying this to Mr. Cole but yesterday , and he quite agreed with me ; only he is so particularly fond of music that he could not help indulging himself in the purchase , hoping that some of our good neighbours might be so obliging occasionally to put it to a better use than we can ; and that really is the reason why the instrument was bought-- or else I am sure we ought to be ashamed of it.--We are in great hopes that Miss Woodhouse may be prevailed with to try it this evening . """
Emma Woodhouse	"Nay , why do you ? """
Emma Woodhouse	"Me!--I suppose I smile for pleasure at Colonel Campbell 's being so rich and so liberal.--It is a handsome present . """
Emma Woodhouse	"Very . """
Emma Woodhouse	"I rather wonder that it was never made before . """
Emma Woodhouse	"Perhaps Miss Fairfax has never been staying here so long before . """
Emma Woodhouse	"Or that he did not give her the use of their own instrument-- which must now be shut up in London , untouched by any body . """
Emma Woodhouse	"That is a grand pianoforte , and he might think it too large for Mrs. Bates 's house . """
Emma Woodhouse	"You may _ say _ what you chuse -- but your countenance testifies that your _ thoughts _ on this subject are very much like mine . """
Emma Woodhouse	"I do not know . I rather believe you are giving me more credit for acuteness than I deserve . I smile because you smile , and shall probably suspect whatever I find you suspect ; but at present I do not see what there is to question . If Colonel Campbell is not the person , who can be ? """
Emma Woodhouse	"What do you say to Mrs. Dixon ? """
Emma Woodhouse	"Mrs. Dixon ! very true indeed . I had not thought of Mrs. Dixon . She must know as well as her father , how acceptable an instrument would be ; and perhaps the mode of it , the mystery , the surprize , is more like a young woman 's scheme than an elderly man 's . It is Mrs. Dixon , I dare say . I told you that your suspicions would guide mine . """
Emma Woodhouse	"If so , you must extend your suspicions and comprehend _ Mr _ . Dixon in them . """
Emma Woodhouse	"Mr. Dixon.--Very well . Yes , I immediately perceive that it must be the joint present of Mr. and Mrs. Dixon . We were speaking the other day , you know , of his being so warm an admirer of her performance . """
Emma Woodhouse	"Yes , and what you told me on that head , confirmed an idea which I had entertained before.--I do not mean to reflect upon the good intentions of either Mr. Dixon or Miss Fairfax , but I can not help suspecting either that , after making his proposals to her friend , he had the misfortune to fall in love with _ her _ , or that he became conscious of a little attachment on her side . One might guess twenty things without guessing exactly the right ; but I am sure there must be a particular cause for her chusing to come to Highbury instead of going with the Campbells to Ireland . Here , she must be leading a life of privation and penance ; there it would have been all enjoyment . As to the pretence of trying her native air , I look upon that as a mere excuse.--In the summer it might have passed ; but what can any body 's native air do for them in the months of January , February , and March ? Good fires and carriages would be much more to the purpose in most cases of delicate health , and I dare say in her 's . I do not require you to adopt all my suspicions , though you make so noble a profession of doing it , but I honestly tell you what they are . """
Emma Woodhouse	"And , upon my word , they have an air of great probability . Mr. Dixon 's preference of her music to her friend 's , I can answer for being very decided . """
Emma Woodhouse	"And then , he saved her life . Did you ever hear of that?-- A water party ; and by some accident she was falling overboard . He caught her . """
Emma Woodhouse	"He did . I was there -- one of the party . """
Emma Woodhouse	"Were you really?--Well!--But you observed nothing of course , for it seems to be a new idea to you.--If I had been there , I think I should have made some discoveries . """
Emma Woodhouse	"I dare say you would ; but I , simple I , saw nothing but the fact , that Miss Fairfax was nearly dashed from the vessel and that Mr. Dixon caught her.--It was the work of a moment . And though the consequent shock and alarm was very great and much more durable -- indeed I believe it was half an hour before any of us were comfortable again-- yet that was too general a sensation for any thing of peculiar anxiety to be observable . I do not mean to say , however , that you might not have made discoveries . """
Emma Woodhouse	"And if the Dixons should absolutely deny all knowledge of it we must conclude it to come from the Campbells . """
Emma Woodhouse	"No , I am sure it is not from the Campbells . Miss Fairfax knows it is not from the Campbells , or they would have been guessed at first . She would not have been puzzled , had she dared fix on them . I may not have convinced you perhaps , but I am perfectly convinced myself that Mr. Dixon is a principal in the business . """
Emma Woodhouse	"Indeed you injure me if you suppose me unconvinced . Your reasonings carry my judgment along with them entirely . At first , while I supposed you satisfied that Colonel Campbell was the giver , I saw it only as paternal kindness , and thought it the most natural thing in the world . But when you mentioned Mrs. Dixon , I felt how much more probable that it should be the tribute of warm female friendship . And now I can see it in no other light than as an offering of love . """
Emma Woodhouse	"He had never seen so lovely a face , and was delighted with her naivete . """
Emma Woodhouse	"Only to be sure it was paying him too great a compliment , but she did think there were some looks a little like Mr. Elton . """
Emma Woodhouse	"Perhaps you may now begin to regret that you spent one whole day , out of so few , in having your hair cut . """
Emma Woodhouse	"What is the matter ? """
Emma Woodhouse	"Thank you for rousing me , """
Emma Woodhouse	"I believe I have been very rude ; but really Miss Fairfax has done her hair in so odd a way -- so very odd a way -- that I can not keep my eyes from her . I never saw any thing so outree!--Those curls!--This must be a fancy of her own . I see nobody else looking like her!-- I must go and ask her whether it is an Irish fashion . Shall I?-- Yes , I will -- I declare I will -- and you shall see how she takes it;-- whether she colours . """
Emma Woodhouse	""""
Emma Woodhouse	""""
Emma Woodhouse	""""
Emma Woodhouse	""""
Emma Woodhouse	""" said Emma--""nothing more likely . I know no man more likely than Mr. Knightley to do the sort of thing -- to do any thing really good - natured , useful , considerate , or benevolent . He is not a gallant man , but he is a very humane one ; and this , considering Jane Fairfax 's ill - health , would appear a case of humanity to him;--and for an act of unostentatious kindness , there is nobody whom I would fix on more than on Mr. Knightley . I know he had horses to - day -- for we arrived together ; and I laughed at him about it , but he said not a word that could betray ."
Emma Woodhouse	""" Mr. Knightley and Jane Fairfax !"
Emma Woodhouse	""" Then it can be no argument to prove that he is in love . But I do not think it is at all a likely thing for him to do . Mr. Knightley does nothing mysteriously ."
Emma Woodhouse	""" I have heard him lamenting her having no instrument repeatedly ; oftener than I should suppose such a circumstance would , in the common course of things , occur to him ."
Emma Woodhouse	""" Very well ; and if he had intended to give her one , he would have told her so ."
Emma Woodhouse	""" There might be scruples of delicacy , my dear Emma . I have a very strong notion that it comes from him . I am sure he was particularly silent when Mrs. Cole told us of it at dinner ."
Emma Woodhouse	""" You take up an idea , Mrs. Weston , and run away with it ; as you have many a time reproached me with doing . I see no sign of attachment-- I believe nothing of the pianoforte -- and proof only shall convince me that Mr. Knightley has any thought of marrying Jane Fairfax ."
Emma Woodhouse	""" I often feel concern ,"
Emma Woodhouse	""" that I dare not make our carriage more useful on such occasions . It is not that I am without the wish ; but you know how impossible my father would deem it that James should put - to for such a purpose ."
Emma Woodhouse	""" This present from the Campbells ,"
Emma Woodhouse	""" From that moment , Emma could have taken her oath that Mr. Knightley had had no concern in giving the instrument . But whether he were entirely free from peculiar attachment -- whether there were no actual preference -- remained a little longer doubtful . Towards the end of Jane 's second song , her voice grew thick ."
Emma Woodhouse	""" said he , when it was finished , thinking aloud--"
Emma Woodhouse	""" Another song , however , was soon begged for ."
Emma Woodhouse	""" I must have asked Miss Fairfax , and her languid dancing would not have agreed with me , after your 's . """
Emma Woodhouse	"Why do you smile ? """
Emma Woodhouse	"How could you be so unfeeling to your father?-- I must , I will tell you truths while I can . """
Emma Woodhouse	"The ladies were all at home . """
Emma Woodhouse	"Well , my dear , I shall _ say _ you are laid down upon the bed , and I am sure you are ill enough . """
Emma Woodhouse	"I am afraid Jane is not very well , """
Emma Woodhouse	"but I do not know ; they _ tell _ me she is well . I dare say my daughter will be here presently , Miss Woodhouse . I hope you find a chair . I wish Hetty had not gone . I am very little able -- Have you a chair , ma'am ? Do you sit where you like ? I am sure she will be here presently . """
Emma Woodhouse	"Ah ! Miss Woodhouse , how kind you are!--I suppose you have heard-- and are come to give us joy . This does not seem much like joy , indeed , in me--(twinkling away a tear or two)--but it will be very trying for us to part with her , after having had her so long , and she has a dreadful headache just now , writing all the morning:-- such long letters , you know , to be written to Colonel Campbell , and Mrs. Dixon . ` My dear , ' said I , ` you will blind yourself'-- for tears were in her eyes perpetually . One can not wonder , one can not wonder . It is a great change ; and though she is amazingly fortunate -- such a situation , I suppose , as no young woman before ever met with on first going out -- do not think us ungrateful , Miss Woodhouse , for such surprising good fortune--(again dispersing her tears)--but , poor dear soul ! if you were to see what a headache she has . When one is in great pain , you know one can not feel any blessing quite as it may deserve . She is as low as possible . To look at her , nobody would think how delighted and happy she is to have secured such a situation . You will excuse her not coming to you -- she is not able -- she is gone into her own room-- I want her to lie down upon the bed . ` My dear , ' said I , ` I shall say you are laid down upon the bed : ' but , however , she is not ; she is walking about the room . But , now that she has written her letters , she says she shall soon be well . She will be extremely sorry to miss seeing you , Miss Woodhouse , but your kindness will excuse her . You were kept waiting at the door -- I was quite ashamed-- but somehow there was a little bustle -- for it so happened that we had not heard the knock , and till you were on the stairs , we did not know any body was coming . ` It is only Mrs. Cole , ' said I , ` depend upon it . Nobody else would come so early . ' ` Well , ' said she , ` it must be borne some time or other , and it may as well be now . ' But then Patty came in , and said it was you . ` Oh ! ' said I , ` it is Miss Woodhouse : I am sure you will like to see her . '-- ` I can see nobody , ' said she ; and up she got , and would go away ; and that was what made us keep you waiting -- and extremely sorry and ashamed we were . ` If you must go , my dear , ' said I , ` you must , and I will say you are laid down upon the bed . ' """
Emma Woodhouse	"It must be a severe trial to them all . She had understood it was to be delayed till Colonel Campbell 's return . """
Emma Woodhouse	"So very kind ! """
Emma Woodhouse	"But you are always kind . """
Emma Woodhouse	"always ; """
Emma Woodhouse	"Where -- may I ask?--is Miss Fairfax going ? """
Emma Woodhouse	"To a Mrs. Smallridge -- charming woman -- most superior -- to have the charge of her three little girls -- delightful children . Impossible that any situation could be more replete with comfort ; if we except , perhaps , Mrs. Suckling 's own family , and Mrs. Bragge 's ; but Mrs. Smallridge is intimate with both , and in the very same neighbourhood:--lives only four miles from Maple Grove . Jane will be only four miles from Maple Grove . """
Emma Woodhouse	"Mrs. Elton , I suppose , has been the person to whom Miss Fairfax owes-- """
Emma Woodhouse	"Yes , our good Mrs. Elton . The most indefatigable , true friend . She would not take a denial . She would not let Jane say , ` No ; ' for when Jane first heard of it , ( it was the day before yesterday , the very morning we were at Donwell , ) when Jane first heard of it , she was quite decided against accepting the offer , and for the reasons you mention ; exactly as you say , she had made up her mind to close with nothing till Colonel Campbell 's return , and nothing should induce her to enter into any engagement at present -- and so she told Mrs. Elton over and over again -- and I am sure I had no more idea that she would change her mind!--but that good Mrs. Elton , whose judgment never fails her , saw farther than I did . It is not every body that would have stood out in such a kind way as she did , and refuse to take Jane 's answer ; but she positively declared she would _ not _ write any such denial yesterday , as Jane wished her ; she would wait -- and , sure enough , yesterday evening it was all settled that Jane should go . Quite a surprize to me ! I had not the least idea!--Jane took Mrs. Elton aside , and told her at once , that upon thinking over the advantages of Mrs. Smallridge 's situation , she had come to the resolution of accepting it.--I did not know a word of it till it was all settled . """
Emma Woodhouse	"You spent the evening with Mrs. Elton ? """
Emma Woodhouse	"Yes , all of us ; Mrs. Elton would have us come . It was settled so , upon the hill , while we were walking about with Mr. Knightley . ` You _ must _ _ all _ spend your evening with us , ' said she--`I positively must have you _ all _ come . ' """
Emma Woodhouse	"Mr. Knightley was there too , was he ? """
Emma Woodhouse	"No , not Mr. Knightley ; he declined it from the first ; and though I thought he would come , because Mrs. Elton declared she would not let him off , he did not;--but my mother , and Jane , and I , were all there , and a very agreeable evening we had . Such kind friends , you know , Miss Woodhouse , one must always find agreeable , though every body seemed rather fagged after the morning 's party . Even pleasure , you know , is fatiguing -- and I can not say that any of them seemed very much to have enjoyed it . However , _ I _ shall always think it a very pleasant party , and feel extremely obliged to the kind friends who included me in it . """
Emma Woodhouse	"Miss Fairfax , I suppose , though you were not aware of it , had been making up her mind the whole day ? """
Emma Woodhouse	"I dare say she had . """
