Character	Quote
Fanny Price	am very much obliged to you , my dear Miss Crawford , for your kind congratulations , as far as they relate to my dearest William . The rest of your note I know means nothing ; but I am so unequal to anything of the sort , that I hope you will excuse my begging you to take no farther notice . I have seen too much of Mr. Crawford not to understand his manners ; if he understood me as well , he would , I dare say , behave differently . I do not know what I write , but it would be a great favour of you never to mention the subject again . With thanks for the honour of your note , I remain , dear Miss Crawford , & c. , & c. ” The
Fanny Price	can not think I mean to hurry you , ” said
Fanny Price	can not think I have any such object . Do not hurry yourself , I entreat . ” “
Fanny Price	! I thank you ; I have quite done , just done ; it will be ready in a moment ; I am very much obliged to you ; if you will be so good as to give _ that _ to Miss Crawford . ” The
Fanny Price	My Dear Fanny,—Excuse me that I have not written before . Crawford told me that you were wishing to hear from me , but I found it impossible to write from London , and persuaded myself that you would understand my silence . Could I have sent a few happy lines , they should not have been wanting , but nothing of that nature was ever in my power . I am returned to Mansfield in a less assured state than when I left it . My hopes are much weaker . You are probably aware of this already . So very fond of you as Miss Crawford is , it is most natural that she should tell you enough of her own feelings to furnish a tolerable guess at mine . I will not be prevented , however , from making my own communication . Our confidences in you need not clash . I ask no questions . There is something soothing in the idea that we have the same friend , and that whatever unhappy differences of opinion may exist between us , we are united in our love of you . It will be a comfort to me to tell you how things now are , and what are my present plans , if plans I can be said to have . I have been returned since Saturday . I was three weeks in London , and saw her ( for London ) very often . I had every attention from the Frasers that could be reasonably expected . I dare say I was not reasonable in carrying with me hopes of an intercourse at all like that of Mansfield . It was her manner , however , rather than any unfrequency of meeting . Had she been different when I did see her , I should have made no complaint , but from the very first she was altered : my first reception was so unlike what I had hoped , that I had almost resolved on leaving London again directly . I need not particularise . You know the weak side of her character , and may imagine the sentiments and expressions which were torturing me . She was in high spirits , and surrounded by those who were giving all the support of their own bad sense to her too lively mind . I do not like Mrs. Fraser . She is a cold - hearted , vain woman , who has married entirely from convenience , and though evidently unhappy in her marriage , places her disappointment not to faults of judgment , or temper , or disproportion of age , but to her being , after all , less affluent than many of her acquaintance , especially than her sister , Lady Stornaway , and is the determined supporter of everything mercenary and ambitious , provided it be only mercenary and ambitious enough . I look upon her intimacy with those two sisters as the greatest misfortune of her life and mine . They have been leading her astray for years . Could she be detached from them!—and sometimes I do not despair of it , for the affection appears to me principally on their side . They are very fond of her ; but I am sure she does not love them as she loves you . When I think of her great attachment to you , indeed , and the whole of her judicious , upright conduct as a sister , she appears a very different creature , capable of everything noble , and I am ready to blame myself for a too harsh construction of a playful manner . I can not give her up , Fanny . She is the only woman in the world whom I could ever think of as a wife . If I did not believe that she had some regard for me , of course I should not say this , but I do believe it . I am convinced that she is not without a decided preference . I have no jealousy of any individual . It is the influence of the fashionable world altogether that I am jealous of . It is the habits of wealth that I fear . Her ideas are not higher than her own fortune may warrant , but they are beyond what our incomes united could authorise . There is comfort , however , even here . I could better bear to lose her because not rich enough , than because of my profession . That would only prove her affection not equal to sacrifices , which , in fact , I am scarcely justified in asking ; and , if I am refused , that , I think , will be the honest motive . Her prejudices , I trust , are not so strong as they were . You have my thoughts exactly as they arise , my dear Fanny ; perhaps they are sometimes contradictory , but it will not be a less faithful picture of my mind . Having once begun , it is a pleasure to me to tell you all I feel . I can not give her up . Connected as we already are , and , I hope , are to be , to give up Mary Crawford would be to give up the society of some of those most dear to me ; to banish myself from the very houses and friends whom , under any other distress , I should turn to for consolation . The loss of Mary I must consider as comprehending the loss of Crawford and of Fanny . Were it a decided thing , an actual refusal , I hope I should know how to bear it , and how to endeavour to weaken her hold on my heart , and in the course of a few years — but I am writing nonsense . Were I refused , I must bear it ; and till I am , I can never cease to try for her . This is the truth . The only question is _ how _ ? What may be the likeliest means ? I have sometimes thought of going to London again after Easter , and sometimes resolved on doing nothing till she returns to Mansfield . Even now , she speaks with pleasure of being in Mansfield in June ; but June is at a great distance , and I believe I shall write to her . I have nearly determined on explaining myself by letter . To be at an early certainty is a material object . My present state is miserably irksome . Considering everything , I think a letter will be decidedly the best method of explanation . I shall be able to write much that I could not say , and shall be giving her time for reflection before she resolves on her answer , and I am less afraid of the result of reflection than of an immediate hasty impulse ; I think I am . My greatest danger would lie in her consulting Mrs. Fraser , and I at a distance unable to help my own cause . A letter exposes to all the evil of consultation , and where the mind is anything short of perfect decision , an adviser may , in an unlucky moment , lead it to do what it may afterwards regret . I must think this matter over a little . This long letter , full of my own concerns alone , will be enough to tire even the friendship of a Fanny . The last time I saw Crawford was at Mrs. Fraser ’s party . I am more and more satisfied with all that I see and hear of him . There is not a shadow of wavering . He thoroughly knows his own mind , and acts up to his resolutions : an inestimable quality . I could not see him and my eldest sister in the same room without recollecting what you once told me , and I acknowledge that they did not meet as friends . There was marked coolness on her side . They scarcely spoke . I saw him draw back surprised , and I was sorry that Mrs. Rushworth should resent any former supposed slight to Miss Bertram . You will wish to hear my opinion of Maria ’s degree of comfort as a wife . There is no appearance of unhappiness . I hope they get on pretty well together . I dined twice in Wimpole Street , and might have been there oftener , but it is mortifying to be with Rushworth as a brother . Julia seems to enjoy London exceedingly . I had little enjoyment there , but have less here . We are not a lively party . You are very much wanted . I miss you more than I can express . My mother desires her best love , and hopes to hear from you soon . She talks of you almost every hour , and I am sorry to find how many weeks more she is likely to be without you . My father means to fetch you himself , but it will not be till after Easter , when he has business in town . You are happy at Portsmouth , I hope , but this must not be a yearly visit . I want you at home , that I may have your opinion about Thornton Lacey . I have little heart for extensive improvements till I know that it will ever have a mistress . I think I shall certainly write . It is quite settled that the Grants go to Bath ; they leave Mansfield on Monday . I am glad of it . I am not comfortable enough to be fit for anybody ; but your aunt seems to feel out of luck that such an article of Mansfield news should fall to my pen instead of hers.—Yours ever , my dearest Fanny . ”
Fanny Price	I never will , no , I certainly never will wish for a letter again , ”
Fanny Price	What do they bring but disappointment and sorrow ? Not till after Easter ! How shall I bear it ? And my poor aunt talking of me every hour ! ”
Fanny Price	There is no good in this delay , ”
Fanny Price	Why is not it settled ? He is blinded , and nothing will open his eyes ; nothing can , after having had truths before him so long in vain . He will marry her , and be poor and miserable . God grant that her influence do not make him cease to be respectable ! ”
Fanny Price	‘ So very fond of me ! ’ ’ tis nonsense all . She loves nobody but herself and her brother . Her friends leading her astray for years ! She is quite as likely to have led _ them _ astray . They have all , perhaps , been corrupting one another ; but if they are so much fonder of her than she is of them , she is the less likely to have been hurt , except by their flattery . ‘ The only woman in the world whom he could ever think of as a wife . ’ I firmly believe it . It is an attachment to govern his whole life . Accepted or refused , his heart is wedded to her for ever . ‘ The loss of Mary I must consider as comprehending the loss of Crawford and Fanny . ’ Edmund , you do not know me . The families would never be connected if you did not connect them ! Oh ! write , write . Finish it at once . Let there be an end of this suspense . Fix , commit , condemn yourself . ”
Fanny Price	This distressing intelligence , as you may suppose , ”
Fanny Price	has agitated us exceedingly , and we can not prevent ourselves from being greatly alarmed and apprehensive for the poor invalid , whose state Sir Thomas fears may be very critical ; and Edmund kindly proposes attending his brother immediately , but I am happy to add that Sir Thomas will not leave me on this distressing occasion , as it would be too trying for me . We shall greatly miss Edmund in our small circle , but I trust and hope he will find the poor invalid in a less alarming state than might be apprehended , and that he will be able to bring him to Mansfield shortly , which Sir Thomas proposes should be done , and thinks best on every account , and I flatter myself the poor sufferer will soon be able to bear the removal without material inconvenience or injury . As I have little doubt of your feeling for us , my dear Fanny , under these distressing circumstances , I will write again very soon . ”
Fanny Price	the subject of my last , I had actually begun a letter when called away by Tom ’s illness , but I have now changed my mind , and fear to trust the influence of friends . When Tom is better , I shall go . ” Such
Fanny Price	what intense desire she wants her home , ” was
Fanny Price	I go back into Northamptonshire , or when I return to Mansfield , I shall do so and so . ” For
Fanny Price	had actually begun folding my letter when Henry walked in , but he brings no intelligence to prevent my sending it . Mrs. R. knows a decline is apprehended ; he saw her this morning : she returns to Wimpole Street to - day ; the old lady is come . Now do not make yourself uneasy with any queer fancies because he has been spending a few days at Richmond . He does it every spring . Be assured he cares for nobody but you . At this very moment he is wild to see you , and occupied only in contriving the means for doing so , and for making his pleasure conduce to yours . In proof , he repeats , and more eagerly , what he said at Portsmouth about our conveying you home , and I join him in it with all my soul . Dear Fanny , write directly , and tell us to come . It will do us all good . He and I can go to the Parsonage , you know , and be no trouble to our friends at Mansfield Park . It would really be gratifying to see them all again , and a little addition of society might be of infinite use to them ; and as to yourself , you must feel yourself to be so wanted there , that you can not in conscience — conscientious as you are — keep away , when you have the means of returning . I have not time or patience to give half Henry ’s messages ; be satisfied that the spirit of each and every one is unalterable affection . ” Fanny
Fanny Price	I am rather surprised , ”
Fanny Price	that Mr. Crawford should come back again so soon , after being here so long before , full seven weeks ; for I had understood he was so very fond of change and moving about , that I thought something would certainly occur , when he was once gone , to take him elsewhere . He is used to much gayer places than Mansfield . ”
Fanny Price	If Miss Bertram were not engaged , ”
Fanny Price	I could sometimes almost think that he admired her more than Julia . ”
Fanny Price	My dear Tom , ”
Fanny Price	as you are not dancing , I dare say you will have no objection to join us in a rubber ; shall you ? ”
Fanny Price	We want to make a table for Mrs. Rushworth , you know . Your mother is quite anxious about it , but can not very well spare time to sit down herself , because of her fringe . Now , you and I and Dr. Grant will just do ; and though _ we _ play but half - crowns , you know , you may bet half - guineas with _ him _ . ”
Fanny Price	do not be dawdling any longer , or the dance will be over . ”
Fanny Price	A pretty modest request upon my word , ”
Fanny Price	To want to nail me to a card - table for the next two hours with herself and Dr. Grant , who are always quarrelling , and that poking old woman , who knows no more of whist than of algebra . I wish my good aunt would be a little less busy ! And to ask me in such a way too ! without ceremony , before them all , so as to leave me no possibility of refusing . _ That _ is what I dislike most particularly . It raises my spleen more than anything , to have the pretence of being asked , of being given a choice , and at the same time addressed in such a way as to oblige one to do the very thing , whatever it be ! If I had not luckily thought of standing up with you I could not have got out of it . It is a great deal too bad . But when my aunt has got a fancy in her head , nothing can stop her . ”
Fanny Price	trifling part , ” said
Fanny Price	not at all to my taste , and such a one as I certainly would not accept again ; but I was determined to make no difficulties . Lord Ravenshaw and the duke had appropriated the only two characters worth playing before I reached Ecclesford ; and though Lord Ravenshaw offered to resign his to me , it was impossible to take it , you know . I was sorry for _ him _ that he should have so mistaken his powers , for he was no more equal to the Baron — a little man with a weak voice , always hoarse after the first ten minutes . It must have injured the piece materially ; but _ I _ was resolved to make no difficulties . Sir Henry thought the duke not equal to Frederick , but that was because Sir Henry wanted the part himself ; whereas it was certainly in the best hands of the two . I was surprised to see Sir Henry such a stick . Luckily the strength of the piece did not depend upon him . Our Agatha was inimitable , and the duke was thought very great by many . And upon the whole , it would certainly have gone off wonderfully . ” “
Fanny Price	they may not be able to find any play to suit them . Your brother ’s taste and your sisters ’ seem very different . ” “
Fanny Price	have no hope there , Fanny . If they persist in the scheme , they will find something . I shall speak to my sisters and try to dissuade _ them _ , and that is all I can do . ” “
Fanny Price	I must speak to you for a few minutes somewhere ”
Fanny Price	Sad , sad girl ! I do not know when I shall have done scolding you , ”
Fanny Price	Ha ! ”
Fanny Price	am I here again ? The East room ! Once only was I in this room before ”
Fanny Price	Once only before . Do you remember it ? I came to rehearse . Your cousin came too ; and we had a rehearsal . You were our audience and prompter . A delightful rehearsal . I shall never forget it . Here we were , just in this part of the room : here was your cousin , here was I , here were the chairs . Oh ! why will such things ever pass away ? ”
Fanny Price	The scene we were rehearsing was so very remarkable ! The subject of it so very — very — what shall I say ? He was to be describing and recommending matrimony to me . I think I see him now , trying to be as demure and composed as Anhalt ought , through the two long speeches . ‘ When two sympathetic hearts meet in the marriage state , matrimony may be called a happy life . ’ I suppose no time can ever wear out the impression I have of his looks and voice as he said those words . It was curious , very curious , that we should have such a scene to play ! If I had the power of recalling any one week of my existence , it should be that week — that acting week . Say what you would , Fanny , it should be _ that _ ; for I never knew such exquisite happiness in any other . His sturdy spirit to bend as it did ! Oh ! it was sweet beyond expression . But alas , that very evening destroyed it all . That very evening brought your most unwelcome uncle . Poor Sir Thomas , who was glad to see you ? Yet , Fanny , do not imagine I would now speak disrespectfully of Sir Thomas , though I certainly did hate him for many a week . No , I do him justice now . He is just what the head of such a family should be . Nay , in sober sadness , I believe I now love you all . ”
Fanny Price	I have had a little fit since I came into this room , as you may perceive , ”
Fanny Price	but it is over now ; so let us sit down and be comfortable ; for as to scolding you , Fanny , which I came fully intending to do , I have not the heart for it when it comes to the point . ”
Fanny Price	Good , gentle Fanny ! when I think of this being the last time of seeing you for I do not know how long , I feel it quite impossible to do anything but love you . ”
Fanny Price	last . ”
Fanny Price	I hate to leave you . I shall see no one half so amiable where I am going . Who says we shall not be sisters ? I know we shall . I feel that we are born to be connected ; and those tears convince me that you feel it too , dear Fanny . ”
Fanny Price	But you are only going from one set of friends to another . You are going to a very particular friend . ”
Fanny Price	Yes , very true . Mrs. Fraser has been my intimate friend for years . But I have not the least inclination to go near her . I can think only of the friends I am leaving : my excellent sister , yourself , and the Bertrams in general . You have all so much more _ heart _ among you than one finds in the world at large . You all give me a feeling of being able to trust and confide in you , which in common intercourse one knows nothing of . I wish I had settled with Mrs. Fraser not to go to her till after Easter , a much better time for the visit , but now I can not put her off . And when I have done with her I must go to her sister , Lady Stornaway , because _ she _ was rather my most particular friend of the two , but I have not cared much for _ her _ these three years . ”
Fanny Price	How perfectly I remember my resolving to look for you upstairs , and setting off to find my way to the East room , without having an idea whereabouts it was ! How well I remember what I was thinking of as I came along , and my looking in and seeing you here sitting at this table at work ; and then your cousin ’s astonishment , when he opened the door , at seeing me here ! To be sure , your uncle ’s returning that very evening ! There never was anything quite like it . ”
Fanny Price	Why , Fanny , you are absolutely in a reverie . Thinking , I hope , of one who is always thinking of you . Oh ! that I could transport you for a short time into our circle in town , that you might understand how your power over Henry is thought of there ! Oh ! the envyings and heartburnings of dozens and dozens ; the wonder , the incredulity that will be felt at hearing what you have done ! For as to secrecy , Henry is quite the hero of an old romance , and glories in his chains . You should come to London to know how to estimate your conquest . If you were to see how he is courted , and how I am courted for his sake ! Now , I am well aware that I shall not be half so welcome to Mrs. Fraser in consequence of his situation with you . When she comes to know the truth she will , very likely , wish me in Northamptonshire again ; for there is a daughter of Mr. Fraser , by a first wife , whom she is wild to get married , and wants Henry to take . Oh ! she has been trying for him to such a degree . Innocent and quiet as you sit here , you can not have an idea of the _ sensation _ that you will be occasioning , of the curiosity there will be to see you , of the endless questions I shall have to answer ! Poor Margaret Fraser will be at me for ever about your eyes and your teeth , and how you do your hair , and who makes your shoes . I wish Margaret were married , for my poor friend ’s sake , for I look upon the Frasers to be about as unhappy as most other married people . And yet it was a most desirable match for Janet at the time . We were all delighted . She could not do otherwise than accept him , for he was rich , and she had nothing ; but he turns out ill - tempered and _ exigeant _ , and wants a young woman , a beautiful young woman of five - and - twenty , to be as steady as himself . And my friend does not manage him well ; she does not seem to know how to make the best of it . There is a spirit of irritation which , to say nothing worse , is certainly very ill - bred . In their house I shall call to mind the conjugal manners of Mansfield Parsonage with respect . Even Dr. Grant does shew a thorough confidence in my sister , and a certain consideration for her judgment , which makes one feel there _ is _ attachment ; but of that I shall see nothing with the Frasers . I shall be at Mansfield for ever , Fanny . My own sister as a wife , Sir Thomas Bertram as a husband , are my standards of perfection . Poor Janet has been sadly taken in , and yet there was nothing improper on her side : she did not run into the match inconsiderately ; there was no want of foresight . She took three days to consider of his proposals , and during those three days asked the advice of everybody connected with her whose opinion was worth having , and especially applied to my late dear aunt , whose knowledge of the world made her judgment very generally and deservedly looked up to by all the young people of her acquaintance , and she was decidedly in favour of Mr. Fraser . This seems as if nothing were a security for matrimonial comfort . I have not so much to say for my friend Flora , who jilted a very nice young man in the Blues for the sake of that horrid Lord Stornaway , who has about as much sense , Fanny , as Mr. Rushworth , but much worse - looking , and with a blackguard character . I _ had _ my doubts at the time about her being right , for he has not even the air of a gentleman , and now I am sure she was wrong . By the bye , Flora Ross was dying for Henry the first winter she came out . But were I to attempt to tell you of all the women whom I have known to be in love with him , I should never have done . It is you , only you , insensible Fanny , who can think of him with anything like indifference . But are you so insensible as you profess yourself ? No , no , I see you are not . ”
Fanny Price	Excellent creature ! I will not tease you . Everything shall take its course . But , dear Fanny , you must allow that you were not so absolutely unprepared to have the question asked as your cousin fancies . It is not possible but that you must have had some thoughts on the subject , some surmises as to what might be . You must have seen that he was trying to please you by every attention in his power . Was not he devoted to you at the ball ? And then before the ball , the necklace ! Oh ! you received it just as it was meant . You were as conscious as heart could desire . I remember it perfectly . ”
Fanny Price	Do you mean , then , that your brother knew of the necklace beforehand ? Oh ! Miss Crawford , _ that _ was not fair . ”
Fanny Price	Knew of it ! It was his own doing entirely , his own thought . I am ashamed to say that it had never entered my head , but I was delighted to act on his proposal for both your sakes . ”
Fanny Price	I will not say , ”
Fanny Price	that I was not half afraid at the time of its being so , for there was something in your look that frightened me , but not at first ; I was as unsuspicious of it at first — indeed , indeed I was . It is as true as that I sit here . And had I had an idea of it , nothing should have induced me to accept the necklace . As to your brother ’s behaviour , certainly I was sensible of a particularity : I had been sensible of it some little time , perhaps two or three weeks ; but then I considered it as meaning nothing : I put it down as simply being his way , and was as far from supposing as from wishing him to have any serious thoughts of me . I had not , Miss Crawford , been an inattentive observer of what was passing between him and some part of this family in the summer and autumn . I was quiet , but I was not blind . I could not but see that Mr. Crawford amused himself in gallantries which did mean nothing . ”
Fanny Price	Ah ! I can not deny it . He has now and then been a sad flirt , and cared very little for the havoc he might be making in young ladies ’ affections . I have often scolded him for it , but it is his only fault ; and there is this to be said , that very few young ladies have any affections worth caring for . And then , Fanny , the glory of fixing one who has been shot at by so many ; of having it in one ’s power to pay off the debts of one ’s sex ! Oh ! I am sure it is not in woman ’s nature to refuse such a triumph . ”
Fanny Price	I can not think well of a man who sports with any woman ’s feelings ; and there may often be a great deal more suffered than a stander - by can judge of . ”
Fanny Price	I do not defend him . I leave him entirely to your mercy , and when he has got you at Everingham , I do not care how much you lecture him . But this I will say , that his fault , the liking to make girls a little in love with him , is not half so dangerous to a wife ’s happiness as a tendency to fall in love himself , which he has never been addicted to . And I do seriously and truly believe that he is attached to you in a way that he never was to any woman before ; that he loves you with all his heart , and will love you as nearly for ever as possible . If any man ever loved a woman for ever , I think Henry will do as much for you . ”
Fanny Price	I know he must have exerted himself very much , for I know the parties he had to move . The Admiral hates trouble , and scorns asking favours ; and there are so many young men ’s claims to be attended to in the same way , that a friendship and energy , not very determined , is easily put by . What a happy creature William must be ! I wish we could see him . ”
Fanny Price	I should like to sit talking with you here all day , but we must not forget the ladies below , and so good - bye , my dear , my amiable , my excellent Fanny , for though we shall nominally part in the breakfast - parlour , I must take leave of you here . And I do take leave , longing for a happy reunion , and trusting that when we meet again , it will be under circumstances which may open our hearts to each other without any remnant or shadow of reserve . ”
Fanny Price	I shall see your cousin in town soon : he talks of being there tolerably soon ; and Sir Thomas , I dare say , in the course of the spring ; and your eldest cousin , and the Rushworths , and Julia , I am sure of meeting again and again , and all but you . I have two favours to ask , Fanny : one is your correspondence . You must write to me . And the other , that you will often call on Mrs. Grant , and make her amends for my being gone . ”
Fanny Price	may be , sister , ” was
Fanny Price	dare say you are very right ; but I am sure I shall miss her very much . ” The
Fanny Price	_ I _ shall write to you , Fanny , when I have anything worth writing about , anything to say that I think you will like to hear , and that you will not hear so soon from any other quarter . ” Had
Fanny Price	they , ” he
Fanny Price	a claim . They seem to belong to us ; they seem to be part of ourselves . I could wish my father were more sensible of their very great attention to my mother and sisters while he was away . I am afraid they may feel themselves neglected . But the truth is , that my father hardly knows them . They had not been here a twelvemonth when he left England . If he knew them better , he would value their society as it deserves ; for they are in fact exactly the sort of people he would like . We are sometimes a little in want of animation among ourselves : my sisters seem out of spirits , and Tom is certainly not at his ease . Dr. and Mrs. Grant would enliven us , and make our evenings pass away with more enjoyment even to my father . ” “
Fanny Price	It would be delightful to _ me _ to see the progress of it all , ”
Fanny Price	When they are at a distance from all their family , ”
Fanny Price	they can write long letters . ”
Fanny Price	At sea , has she ? In the king ’s service , of course ? ”
Fanny Price	You are fond of the sort of thing ? ”
Fanny Price	Those who see quickly , will resolve quickly , and act quickly , ”
Fanny Price	, Fanny , and how do you like Miss Crawford _ now _ ? ” said
Fanny Price	did you like her yesterday ? ” “
Fanny Price	well — very much . I like to hear her talk . She entertains me ; and she is so extremely pretty , that I have great pleasure in looking at her . ” “
Fanny Price	is her countenance that is so attractive . She has a wonderful play of feature ! But was there nothing in her conversation that struck you , Fanny , as not quite right ? ” “
Fanny Price	yes ! she ought not to have spoken of her uncle as she did . I was quite astonished . An uncle with whom she has been living so many years , and who , whatever his faults may be , is so very fond of her brother , treating him , they say , quite like a son . I could not have believed it ! ” “
Fanny Price	thought you would be struck . It was very wrong ; very indecorous . ” “
Fanny Price	very ungrateful , I think . ” “
Fanny Price	is a strong word . I do not know that her uncle has any claim to her _ gratitude _ ; his wife certainly had ; and it is the warmth of her respect for her aunt ’s memory which misleads her here . She is awkwardly circumstanced . With such warm feelings and lively spirits it must be difficult to do justice to her affection for Mrs. Crawford , without throwing a shade on the Admiral . I do not pretend to know which was most to blame in their disagreements , though the Admiral ’s present conduct might incline one to the side of his wife ; but it is natural and amiable that Miss Crawford should acquit her aunt entirely . I do not censure her _ opinions _ ; but there certainly _ is _ impropriety in making them public . ” “
Fanny Price	not you think , ” said
Fanny Price	this impropriety is a reflection itself upon Mrs. Crawford , as her niece has been entirely brought up by her ? She can not have given her right notions of what was due to the Admiral . ” “
Fanny Price	is a fair remark . Yes , we must suppose the faults of the niece to have been those of the aunt ; and it makes one more sensible of the disadvantages she has been under . But I think her present home must do her good . Mrs. Grant ’s manners are just what they ought to be . She speaks of her brother with a very pleasing affection . ” “
Fanny Price	, except as to his writing her such short letters . She made me almost laugh ; but I can not rate so very highly the love or good - nature of a brother who will not give himself the trouble of writing anything worth reading to his sisters , when they are separated . I am sure William would never have used _ me _ so , under any circumstances . And what right had she to suppose that _ you _ would not write long letters when you were absent ? ” “
Fanny Price	was sure she would ride well , ” said
Fanny Price	has the make for it . Her figure is as neat as her brother ’s . ” “
Fanny Price	, ” added
Fanny Price	her spirits are as good , and she has the same energy of character . I can not but think that good horsemanship has a great deal to do with the mind . ” When
Fanny Price	shall not ride to - morrow , certainly , ” said
Fanny Price	have been out very often lately , and would rather stay at home . You know I am strong enough now to walk very well . ” Edmund
Fanny Price	must say , ma’am , that Fanny is as little upon the sofa as anybody in the house . ” “
Fanny Price	, ” said
Fanny Price	am sure you have the headache . ” She
Fanny Price	know your looks too well . How long have you had it ? ” “
Fanny Price	has been cutting roses , has she ? ” “
Fanny Price	, and I am afraid they will be the last this year . Poor thing ! _ She _ found it hot enough ; but they were so full - blown that one could not wait . ” “
Fanny Price	was no help for it , certainly , ” rejoined
Fanny Price	I question whether her headache might not be caught _ then _ , sister . There is nothing so likely to give it as standing and stooping in a hot sun ; but I dare say it will be well to - morrow . Suppose you let her have your aromatic vinegar ; I always forget to have mine filled . ” “
Fanny Price	has got it , ” said
Fanny Price	has had it ever since she came back from your house the second time . ” “
Fanny Price	! ” cried
Fanny Price	she been walking as well as cutting roses ; walking across the hot park to your house , and doing it twice , ma’am ? No wonder her head aches . ” Mrs.
Fanny Price	were there roses enough to oblige her to go twice ? ” “
Fanny Price	; but they were to be put into the spare room to dry ; and , unluckily , Fanny forgot to lock the door of the room and bring away the key , so she was obliged to go again . ” Edmund
Fanny Price	could nobody be employed on such an errand but Fanny ? Upon my word , ma’am , it has been a very ill - managed business . ” “
Fanny Price	am sure I do not know how it was to have been done better , ” cried
Fanny Price	I had gone myself , indeed ; but I can not be in two places at once ; and I was talking to Mr. Green at that very time about your mother ’s dairymaid , by _ her _ desire , and had promised John Groom to write to Mrs. Jefferies about his son , and the poor fellow was waiting for me half an hour . I think nobody can justly accuse me of sparing myself upon any occasion , but really I can not do everything at once . And as for Fanny ’s just stepping down to my house for me — it is not much above a quarter of a mile — I can not think I was unreasonable to ask it . How often do I pace it three times a day , early and late , ay , and in all weathers too , and say nothing about it ? ” “
Fanny Price	wish Fanny had half your strength , ma’am . ” “
Fanny Price	Fanny would be more regular in her exercise , she would not be knocked up so soon . She has not been out on horseback now this long while , and I am persuaded that , when she does not ride , she ought to walk . If she had been riding before , I should not have asked it of her . But I thought it would rather do her good after being stooping among the roses ; for there is nothing so refreshing as a walk after a fatigue of that kind ; and though the sun was strong , it was not so very hot . Between ourselves , Edmund , ” nodding
Fanny Price	am disappointed , ” said
Fanny Price	, ” said
Fanny Price	, ” cried
Fanny Price	have quite convinced Miss Price already . ” “
Fanny Price	wonder that I should be tired with only walking in this sweet wood ; but the next time we come to a seat , if it is not disagreeable to you , I should be glad to sit down for a little while . ” “
Fanny Price	dear Fanny , ” cried
Fanny Price	thoughtless I have been ! I hope you are not very tired . Perhaps , ” turning
Fanny Price	am afraid you are very tired , Fanny , ” said
Fanny Price	shall soon be rested , ” said
Fanny Price	sit in the shade on a fine day , and look upon verdure , is the most perfect refreshment . ” After
Fanny Price	, Miss Crawford , if you will look up the walk , you will convince yourself that it can not be half a mile long , or half half a mile . ” “
