P	Mary	Mary Musgrove
P	William Elliot	William Elliot
P	William	William Elliot
P	Mr Elliot	William Elliot
P	Charles Musgrove	Charles Musgrove
P	Charles	Charles Musgrove
P	Admiral Croft	Admiral Croft
P	the Admiral	Admiral Croft
P	Admiral	Admiral Croft
P	Captain Benwick	Captain Benwick
P	Captain	Captain Benwick
P	Captain Harville	Captain Harville
P	Captain	Captain Harville
P	Charles Hayter	Charles Hayter
P	Charles	Charles Hayter
P	Charles Musgrove	Charles Musgrove
P	Charles	Charles Musgrove
P	Elizabeth Elliot	Elizabeth Elliot
P	Elizabeth	Elizabeth Elliot
P	Henrietta Musgrove	Henrietta Musgrove
P	Henrietta	Henrietta Musgrove
P	Lady Russell	Lady Russell
P	Louisa Musgrove	Louisa Musgrove
P	Louisa	Louisa Musgrove
P	Mary Musgrove	Mary Musgrove
P	Mary	Mary Musgrove
P	Mr. Musgrove	Mr. Musgrove
P	Mr Musgrove	Mr. Musgrove
P	Mr. Shepherd	Mr. Shepherd
P	Mr Shepherd	Mr. Shepherd
P	Mrs. Clay	Mrs. Clay
P	Mrs Clay	Mrs. Clay
P	Penelope Clay	Mrs. Clay
P	Penelope	Mrs. Clay
P	Mrs. Croft	Mrs. Croft
P	Mrs Croft	Mrs. Croft
P	Sophy	Mrs. Croft
P	Mrs. Harville	Mrs. Harville
P	Mrs Harville	Mrs. Harville
P	Mrs. Musgrove	Mrs. Musgrove
P	Mrs Musgrove	Mrs. Musgrove
P	Mrs. Smith	Mrs. Smith
P	Mrs Smith	Mrs. Smith
P	Sir Walter Elliot	Sir Walter Elliot
P	Sir Walter	Sir Walter Elliot
P	The Baronet	Sir Walter Elliot
P	The baronet	Sir Walter Elliot
P	William Elliot	William Elliot
P	William	William Elliot
P&P	Mrs. Jenkins	Mrs. Jenkins
P&P	George Wickham	George Wickham
P&P	George	George Wickham
P&P	Wickham	George Wickham
P&P	Mr. Wickham	George Wickham
P&P	Fitzwilliam Darcy	Fitzwilliam Darcy
P&P	Mr. Darcy	Fitzwilliam Darcy
P&P	Fitzwilliam	Fitzwilliam Darcy
P&P	Darcy	Fitzwilliam Darcy
P&P	Elizabeth Bennet	Elizabeth Bennet
P&P	Elizabeth	Elizabeth Bennet
P&P	Eliza	Elizabeth Bennet
P&P	Lizzy	Elizabeth Bennet
P&P	dear Lizzy	Elizabeth Bennet
P&P	Mr. Bennet	Mr. Bennet
P&P	Mrs. Bennet	Mrs. Bennet
P&P	Caroline Bingley	Caroline Bingley
P&P	Miss Bingley	Caroline Bingley
P&P	Caroline	Caroline Bingley
P&P	Jane Bennet	Jane Bennet
P&P	Jane	Jane Bennet
P&P	Poor Jane	Jane Bennet
P&P	Kitty Bennet	Kitty Bennet
P&P	Kitty	Kitty Bennet
P&P	Lydia Bennet	Lydia Bennet
P&P	Lydia	Lydia Bennet
P&P	Mrs. Wickham	Lydia Bennet
P&P	My youngest sister	Lydia Bennet
P&P	Mary Bennet	Mary Bennet
P&P	Mary	Mary Bennet
P&P	William Collins	William Collins
P&P	Mr. Collins	William Collins
P&P	William	William Collins
P&P	Charles Bingley	Charles Bingley
P&P	Bingley	Charles Bingley
P&P	their brother	Charles Bingley
P&P	Charles	Charles Bingley
P&P	Mr. Bingley	Charles Bingley
P&P	Charlotte Lucas	Charlotte Lucas
P&P	Mrs. Collins	Charlotte Lucas
P&P	Miss Lucas	Charlotte Lucas
P&P	Charlotte	Charlotte Lucas
P&P	Colonel Fitzwilliam	Colonel Fitzwilliam
P&P	Colonel	Colonel Fitzwilliam
P&P	Georgiana Darcy	Georgiana Darcy
P&P	Georgiana	Georgiana Darcy
P&P	Miss Darcy	Georgiana Darcy
P&P	Lady Catherine de Bourgh	Lady Catherine de Bourgh
P&P	Lady Catherine	Lady Catherine de Bourgh
P&P	her Ladyship	Lady Catherine de Bourgh
P&P	Her Ladyship	Lady Catherine de Bourgh
P&P	Anne de Bourgh	Anne de Bourgh
P&P	Anne	Anne de Bourgh
P&P	Miss de Bourgh	Anne de Bourgh
P&P	Miss De Bourgh	Anne de Bourgh
P&P	Lady Lucas	Lady Lucas
P&P	Mr. Gardiner	Mr. Gardiner
P&P	her uncle	Mr. Gardiner
P&P	your uncle	Mr. Gardiner
P&P	my uncle	Mr. Gardiner
P&P	Mrs. Gardiner	Mrs. Gardiner
P&P	Mrs. Hurst	Mrs. Hurst
P&P	Louisa	Mrs. Hurst
P&P	Mr. Hurst	Mr. Hurst
P&P	Mrs. Phillips	Mrs. Phillips
P&P	Mrs. Philips	Mrs. Phillips
P&P	Mr. Phillips	Mr. Phillips
P&P	Phillips	Mr. Phillips
P&P	Mr. Philips	Mr. Phillips
P&P	Sir William Lucas	Sir William Lucas
P&P	Sir William	Sir William Lucas
P&P	William Collins	William Collins
S&S	John Willoughby	John Willoughby
S&S	her former favourite	John Willoughby
S&S	Willoughby	John Willoughby
S&S	Mr. Willoughby	John Willoughby
S&S	John	John Willoughby
S&S	Colonel Brandon	Colonel Brandon
S&S	the Colonel	Colonel Brandon
S&S	Brandon	Colonel Brandon
S&S	Edward Ferrars	Edward Ferrars
S&S	Mr. Ferrars	Edward Ferrars
S&S	Edward	Edward Ferrars
S&S	Elinor Dashwood	Elinor Dashwood
S&S	Elinor	Elinor Dashwood
S&S	Miss Dashwood	Elinor Dashwood
S&S	Marianne Dashwood	Marianne Dashwood
S&S	Marianne	Marianne Dashwood
S&S	Mrs. Dashwood	Mrs. Dashwood
S&S	Anne Steele	Anne Steele
S&S	Nancy	Anne Steele
S&S	Nan	Anne Steele
S&S	Lucy Steele	Lucy Steele
S&S	Lucy	Lucy Steele
S&S	John Dashwood	John Dashwood
S&S	John	John Dashwood
S&S	Margaret Dashwood	Margaret Dashwood
S&S	Margaret	Margaret Dashwood
S&S	Charlotte Palmer	Charlotte Palmer
S&S	Mrs. Palmer	Charlotte Palmer
S&S	Charlotte	Charlotte Palmer
S&S	Colonel Brandon	Colonel Brandon
S&S	Colonel	Colonel Brandon
S&S	the Colonel	Colonel Brandon
S&S	Brandon	Colonel Brandon
S&S	Fanny Dashwood	Fanny Dashwood
S&S	Fanny	Fanny Dashwood
S&S	Mrs. John Dashwood	Fanny Dashwood
S&S	John Dashwood	John Dashwood
S&S	Mr. John Dashwood	John Dashwood
S&S	Mr. Dashwood	John Dashwood
S&S	John	John Dashwood
S&S	Lady Middleton	Lady Middleton
S&S	Lady Mary Middleton	Lady Middleton
S&S	her ladyship	Lady Middleton
S&S	Mrs. Dashwood	Mrs. Dashwood
S&S	Mrs. Jennings	Mrs. Jennings
S&S	Robert Ferrars	Robert Ferrars
S&S	Mr. Robert Ferrars	Robert Ferrars
S&S	Robert	Robert Ferrars
S&S	Mrs. Ferrars	Mrs. Ferrars
S&S	Sir John Middleton	Sir John Middleton
S&S	Sir John	Sir John Middleton
S&S	Thomas Palmer	Thomas Palmer
S&S	Mr. Palmer	Thomas Palmer
S&S	Thomas	Thomas Palmer
