dataset,Sim_diffs,comparison,category,exclude,novel,character,simIn,simOut
gpt4,0.8947368421052632,F,0,P&P,Georgiana Darcy,17,2
gpt4,0.8888888888888888,F,0,P&P,Jane Bennet,16,2
gpt4,0.8666666666666667,F,0,P&P,Kitty Bennet,13,2
gpt4,0.75,F,0,P&P,Lady Catherine de Bourgh,9,3
gpt4,0.8181818181818182,F,0,P&P,Lady Lucas,18,4
gpt4,0.8235294117647058,F,0,P&P,Lydia Bennet,14,3
gpt4,0.75,F,0,P&P,Mary Bennet,15,5
gpt4,1.0,F,0,P&P,Mrs. Bennet,15,0
gpt4,0.9130434782608695,F,0,P&P,Mrs. Gardiner,21,2
gpt4,0.7,F,0,P&P,Mrs. Hurst,7,3
gpt4,0.6818181818181818,F,0,P&P,Mrs. Phillips,15,7
gpt4,0.7083333333333334,F,0,S&S,Anne Steele,17,7
gpt4,0.782608695652174,F,0,S&S,Charlotte Palmer,18,5
gpt4,0.8095238095238095,F,0,S&S,Elinor Dashwood,17,4
gpt4,0.9333333333333333,F,0,S&S,Fanny Dashwood,14,1
gpt4,0.7,F,0,S&S,Lady Middleton,7,3
gpt4,0.6,F,0,S&S,Lucy Steele,12,8
gpt4,0.7,F,0,S&S,Margaret Dashwood,7,3
gpt4,0.7,F,0,S&S,Marianne Dashwood,14,6
gpt4,0.7647058823529411,F,0,S&S,Mrs. Dashwood,13,4
gpt4,0.7894736842105263,F,0,S&S,Mrs. Jennings,15,4
gpt4,0.5416666666666666,M,0,E,Frank Churchill,13,11
gpt4,0.7777777777777778,M,0,E,George Knightley,14,4
gpt4,0.5,M,0,E,John Knightley,10,10
gpt4,0.6111111111111112,M,0,E,Mr. Weston,11,7
gpt4,0.5294117647058824,M,0,E,Mr. Woodhouse,9,8
gpt4,0.3,M,0,E,Mr. Perry,3,7
gpt4,0.5,M,0,E,Philip Elton,7,7
gpt4,0.52,M,0,E,Robert Martin,13,12
gpt4,0.35,M,0,MP,Dr. Grant,7,13
gpt4,0.35,M,0,MP,Edmund Bertram,7,13
gpt4,0.6,M,0,MP,Henry Crawford,9,6
gpt4,0.48148148148148145,M,0,MP,Lieutenant Price,13,14
gpt4,0.3,M,0,MP,Mr. Rushworth,3,7
gpt4,0.35,M,0,MP,Mr. Yates,7,13
gpt4,0.375,M,0,MP,Sir Thomas Bertram,6,10
gpt4,0.45,M,0,MP,Tom Bertram,9,11
gpt4,0.4,M,0,MP,William Price,8,12
gpt4,0.7647058823529411,M,0,N,Frederick Tilney,13,4
gpt4,0.3,M,0,N,General Tilney,3,7
gpt4,0.3,M,0,N,Henry Tilney,3,7
gpt4,0.4583333333333333,M,0,N,James Morland,11,13
gpt4,0.5,M,0,N,John Thorpe,10,10
gpt4,0.3,M,0,N,Mr. Allen,3,7
gpt4,0.30434782608695654,M,0,P,Admiral Croft,7,16
gpt4,0.35,M,0,P,Captain Benwick,7,13
gpt4,0.631578947368421,M,0,P,Captain Harville,12,7
gpt4,0.7619047619047619,M,0,P,Charles Hayter,16,5
gpt4,0.3333333333333333,M,0,P,Charles Musgrove,7,14
gpt4,0.25925925925925924,M,0,P,Mr. Shepherd,7,20
gpt4,0.09090909090909091,M,0,P,Mr. Musgrove,1,10
gpt4,0.18518518518518517,M,0,P,Sir Walter Elliot,5,22
gpt4,0.3,M,0,P,William Elliot,3,7
gpt4,0.875,M,0,P,Captain Wentworth,14,2
gpt4,0.6521739130434783,M,0,P&P,Charles Bingley,15,8
gpt4,0.6818181818181818,M,0,P&P,Colonel Fitzwilliam,15,7
gpt4,0.5882352941176471,M,0,P&P,Mr. Gardiner,10,7
gpt4,0.6,M,0,P&P,Fitzwilliam Darcy,12,8
gpt4,0.55,M,0,P&P,George Wickham,11,9
gpt4,0.3,M,0,P&P,Mr. Bennet,3,7
gpt4,0.3333333333333333,M,0,P&P,Mr. Hurst,5,10
gpt4,0.2916666666666667,M,0,P&P,Sir William Lucas,7,17
gpt4,0.4666666666666667,M,0,P&P,William Collins,7,8
gpt4,0.6538461538461539,M,0,S&S,Colonel Brandon,17,9
gpt4,0.3,M,0,S&S,Edward Ferrars,3,7
gpt4,0.3157894736842105,M,0,S&S,John Dashwood,6,13
gpt4,0.5217391304347826,M,0,S&S,John Willoughby,12,11
gpt4,0.47619047619047616,M,0,S&S,Robert Ferrars,10,11
gpt4,0.3,M,0,S&S,Sir John Middleton,3,7
gpt4,0.5,M,0,S&S,Thomas Palmer,6,6
gpt4,0.1111111111111111,17,0,E,Harriet Smith,2,16
gpt4,0.2,17,0,N,Catherine Morland,3,12
gpt4,0.3333333333333333,17,0,P&P,Kitty Bennet,5,10
gpt4,0.1,17,0,S&S,Marianne Dashwood,2,18
gpt4,0.08333333333333333,17,0,MP,Susan Price,2,22
gpt4,0.21052631578947367,17,0,P&P,Georgiana Darcy,4,15
gpt4,0.0,17,0,P&P,Lydia Bennet,0,17
gpt4,0.1,17,0,S&S,Margaret Dashwood,1,9
gpt4,0.0625,20,0,E,Emma Woodhouse,1,15
gpt4,0.2777777777777778,20,0,E,Jane Fairfax,5,13
gpt4,0.06666666666666667,20,0,MP,Julia Bertram,1,14
gpt4,0.16666666666666666,20,0,N,James Morland,4,20
gpt4,0.15,20,0,N,John Thorpe,3,17
gpt4,0.22727272727272727,20,0,P,Henrietta Musgrove,5,17
gpt4,0.5,20,0,P&P,Elizabeth Bennet,7,7
gpt4,0.25,20,0,MP,Fanny Price,5,15
gpt4,0.25,20,0,MP,William Price,5,15
gpt4,0.125,20,0,N,Isabella Thorpe,3,21
gpt4,0.08333333333333333,20,0,P,Louisa Musgrove,1,11
gpt4,0.15,20,0,P&P,Mary Bennet,3,17
gpt4,0.19047619047619047,20,0,S&S,Elinor Dashwood,4,17
gpt4,0.19047619047619047,24,0,E,Isabella Knightley,4,17
gpt4,0.15789473684210525,24,0,N,Eleanor Tilney,3,16
gpt4,0.3,24,0,P,Mary Musgrove,6,14
gpt4,0.2,24,0,S&S,Edward Ferrars,2,8
gpt4,0.2,24,0,E,Robert Martin,5,20
gpt4,0.25,24,0,MP,Edmund Bertram,5,15
gpt4,0.2,24,0,MP,Maria Bertram,2,8
gpt4,0.21739130434782608,24,0,P&P,Charles Bingley,5,18
gpt4,0.2222222222222222,24,0,P&P,Jane Bennet,4,14
gpt4,0.25,24,0,S&S,Lucy Steele,5,15
gpt4,0.2857142857142857,24,0,S&S,Robert Ferrars,6,15
gpt4,0.17857142857142858,24,0,E,Augusta Elton,5,23
gpt4,0.2,24,0,MP,Henry Crawford,3,12
gpt4,0.18181818181818182,24,0,P&P,Caroline Bingley,2,9
gpt4,0.13043478260869565,24,0,S&S,Charlotte Palmer,3,20
gpt4,0.16666666666666666,24,0,MP,Mary Crawford,3,15
gpt4,0.16666666666666666,27,0,E,Frank Churchill,4,20
gpt4,0.15,27,0,MP,Tom Bertram,3,17
gpt4,0.1,27,0,N,Henry Tilney,1,9
gpt4,0.3333333333333333,27,0,P&P,William Collins,5,10
gpt4,0.2608695652173913,27,0,S&S,John Willoughby,6,17
gpt4,0.16666666666666666,27,0,S&S,Thomas Palmer,2,10
gpt4,0.14285714285714285,27,0,E,Philip Elton,2,12
gpt4,0.1,27,0,P,William Elliot,1,9
gpt4,0.35294117647058826,27,0,N,Frederick Tilney,6,11
gpt4,0.13333333333333333,27,0,P,Anne Elliot,2,13
gpt4,0.16666666666666666,27,0,P&P,Charlotte Lucas,4,20
gpt4,0.1,27,0,MP,Mr. Rushworth,1,9
gpt4,0.15,27,0,MP,Mr. Yates,3,17
gpt4,0.42857142857142855,27,0,P,Charles Hayter,9,12
gpt4,0.1,27,0,P&P,Mrs. Hurst,1,9
gpt4,0.2,27,0,S&S,Fanny Dashwood,3,12
gpt4,0.14285714285714285,27,0,P,Charles Musgrove,3,18
gpt4,0.13043478260869565,27,0,P,Mrs. Clay,3,20
gpt4,0.0,30,0,MP,Mrs. Grant,0,10
gpt4,0.047619047619047616,30,0,P,Elizabeth Elliot,1,20
gpt4,0.0,30,0,P,Mrs. Smith,0,10
gpt4,0.045454545454545456,30,0,P&P,Colonel Fitzwilliam,1,21
gpt4,0.05,30,0,P&P,Fitzwilliam Darcy,1,19
gpt4,0.05,30,0,P&P,George Wickham,1,19
gpt4,0.0,30,0,S&S,Anne Steele,0,24
gpt4,0.0,30,0,P,Mrs. Harville,0,10
gpt4,0.06666666666666667,30,0,P&P,Mr. Hurst,1,14
gpt4,0.0,30,0,S&S,John Dashwood,0,19
gpt4,0.0,30,0,S&S,Lady Middleton,0,10
gpt4,0.05,30,0,P,Captain Benwick,1,19
gpt4,0.16666666666666666,40,0,E,George Knightley,3,15
gpt4,0.2,40,0,E,John Knightley,4,16
gpt4,0.09090909090909091,40,0,P,Mrs. Croft,1,10
gpt4,0.0625,40,0,P,Captain Wentworth,1,15
gpt4,0.23076923076923078,40,0,S&S,Colonel Brandon,6,20
gpt4,0.17647058823529413,40,0,S&S,Mrs. Dashwood,3,14
gpt4,0.16666666666666666,40,0,E,Anna Weston,3,15
gpt4,0.1111111111111111,40,0,E,Miss Bates,2,16
gpt4,0.4,40,0,E,Mr. Perry,4,6
gpt4,0.23529411764705882,40,0,E,Mrs. Cole,4,13
gpt4,0.19230769230769232,40,0,N,Mrs. Allen,5,21
gpt4,0.4,40,0,S&S,Sir John Middleton,4,6
gpt4,0.2631578947368421,40,0,P,Captain Harville,5,14
gpt4,0.1,50,0,MP,Dr. Grant,2,18
gpt4,0.05555555555555555,50,0,E,Mr. Weston,1,17
gpt4,0.2777777777777778,50,0,MP,Mrs. Norris,5,13
gpt4,0.0,50,0,P,Mrs. Musgrove,0,10
gpt4,0.0,50,0,P&P,Mr. Gardiner,0,17
gpt4,0.0,50,0,N,Mr. Allen,0,10
gpt4,0.2857142857142857,50,0,N,Mrs. Morland,6,15
gpt4,0.15,50,0,N,Mrs. Thorpe,3,17
gpt4,0.08695652173913043,50,0,P,Admiral Croft,2,21
gpt4,0.13043478260869565,50,0,MP,Lady Bertram,3,20
gpt4,0.1111111111111111,50,0,MP,Lieutenant Price,3,24
gpt4,0.09523809523809523,50,0,MP,Mrs. Rushworth,2,19
gpt4,0.2222222222222222,50,0,P,Mr. Shepherd,6,21
gpt4,0.09090909090909091,50,0,P,Mr. Musgrove,1,10
gpt4,0.16666666666666666,50,0,P&P,Lady Catherine de Bourgh,2,10
gpt4,0.4,50,0,P&P,Mrs. Bennet,6,9
gpt4,0.09090909090909091,50,0,P&P,Mrs. Phillips,2,20
gpt4,0.25,50,0,MP,Mrs. Price,5,15
gpt4,0.21739130434782608,50,0,P&P,Mrs. Gardiner,5,18
gpt4,0.1111111111111111,60,0,P,Sir Walter Elliot,3,24
gpt4,0.0,60,0,E,Mr. Woodhouse,0,17
gpt4,0.3125,60,0,MP,Sir Thomas Bertram,5,11
gpt4,0.0,60,0,N,General Tilney,0,10
gpt4,0.0,60,0,S&S,Mrs. Jennings,0,19
gpt4,0.08695652173913043,60,0,P,Lady Russell,2,21
gpt4,0.13636363636363635,60,0,P&P,Lady Lucas,3,19
gpt4,0.0,60,0,P&P,Mr. Bennet,0,10
gpt4,0.125,60,0,P&P,Sir William Lucas,3,21
gpt4,0.16666666666666666,new gentle,0,E,Anna Weston,3,15
gpt4,0.03571428571428571,new gentle,0,E,Augusta Elton,1,27
gpt4,0.05555555555555555,new gentle,0,E,Mr. Weston,1,17
gpt4,0.11764705882352941,new gentle,0,E,Mrs. Cole,2,15
gpt4,0.0,new gentle,0,MP,Fanny Price,0,20
gpt4,0.3125,gentle,0,E,Emma Woodhouse,5,11
gpt4,0.375,gentle,0,E,Frank Churchill,9,15
gpt4,0.3888888888888889,gentle,0,E,George Knightley,7,11
gpt4,0.3333333333333333,gentle,0,E,Jane Fairfax,6,12
gpt4,0.3888888888888889,gentle,0,E,Miss Bates,7,11
gpt4,0.35294117647058826,gentle,0,E,Mr. Woodhouse,6,11
gpt4,0.5333333333333333,gentle,0,MP,Henry Crawford,8,7
gpt4,0.6111111111111112,gentle,0,MP,Mary Crawford,11,7
gpt4,0.5,gentle,0,MP,Mr. Rushworth,5,5
gpt4,0.42857142857142855,gentle,0,MP,Mrs. Rushworth,9,12
gpt4,0.5263157894736842,gentle,0,N,Eleanor Tilney,10,9
gpt4,0.5,gentle,0,N,General Tilney,5,5
gpt4,0.625,gentle,0,N,Isabella Thorpe,15,9
gpt4,0.6,gentle,0,N,John Thorpe,12,8
gpt4,0.5,gentle,0,N,Mr. Allen,5,5
gpt4,0.38461538461538464,gentle,0,N,Mrs. Allen,10,16
gpt4,0.6,gentle,0,N,Mrs. Thorpe,12,8
gpt4,0.47619047619047616,gentle,0,P,Charles Musgrove,10,11
gpt4,0.36363636363636365,gentle,0,P,Henrietta Musgrove,8,14
gpt4,0.16666666666666666,gentle,0,P,Louisa Musgrove,2,10
gpt4,0.5,gentle,0,P,Mrs. Musgrove,5,5
gpt4,0.45454545454545453,gentle,0,P,Mr. Musgrove,5,6
gpt4,0.5,gentle,0,P,Mrs. Smith,5,5
gpt4,0.5,gentle,0,P,William Elliot,5,5
gpt4,0.5454545454545454,gentle,0,P&P,Caroline Bingley,6,5
gpt4,0.34782608695652173,gentle,0,P&P,Charles Bingley,8,15
gpt4,0.25,gentle,0,P&P,Charlotte Lucas,6,18
gpt4,0.7142857142857143,gentle,0,P&P,Elizabeth Bennet,10,4
gpt4,0.35,gentle,0,P&P,Fitzwilliam Darcy,7,13
gpt4,0.5263157894736842,gentle,0,P&P,Georgiana Darcy,10,9
gpt4,0.4444444444444444,gentle,0,P&P,Jane Bennet,8,10
gpt4,0.8,gentle,0,P&P,Kitty Bennet,12,3
gpt4,0.5294117647058824,gentle,0,P&P,Lydia Bennet,9,8
gpt4,0.6,gentle,0,P&P,Mary Bennet,12,8
gpt4,0.5,gentle,0,P&P,Mr. Bennet,5,5
gpt4,0.3333333333333333,gentle,0,P&P,Mrs. Bennet,5,10
gpt4,0.5,gentle,0,P&P,Mrs. Hurst,5,5
gpt4,0.6,gentle,0,P&P,Mr. Hurst,9,6
gpt4,0.43478260869565216,gentle,0,S&S,Charlotte Palmer,10,13
gpt4,0.5238095238095238,gentle,0,S&S,Elinor Dashwood,11,10
gpt4,0.4,gentle,0,S&S,Fanny Dashwood,6,9
gpt4,0.42105263157894735,gentle,0,S&S,John Dashwood,8,11
gpt4,0.43478260869565216,gentle,0,S&S,John Willoughby,10,13
gpt4,0.5,gentle,0,S&S,Margaret Dashwood,5,5
gpt4,0.7,gentle,0,S&S,Marianne Dashwood,14,6
gpt4,0.6470588235294118,gentle,0,S&S,Mrs. Dashwood,11,6
gpt4,0.42857142857142855,gentle,0,S&S,Robert Ferrars,9,12
gpt4,0.5,gentle,0,S&S,Thomas Palmer,6,6
gpt4,0.16666666666666666,profession,0,E,Harriet Smith,3,15
gpt4,0.19047619047619047,profession,0,E,Isabella Knightley,4,17
gpt4,0.15,profession,0,E,John Knightley,3,17
gpt4,0.3,profession,0,E,Mr. Perry,3,7
gpt4,0.12,profession,0,E,Robert Martin,3,22
gpt4,0.3333333333333333,profession,0,P,Mr. Shepherd,9,18
gpt4,0.21739130434782608,profession,0,P,Mrs. Clay,5,18
gpt4,0.23529411764705882,profession,0,P&P,Mr. Gardiner,4,13
gpt4,0.08695652173913043,profession,0,P&P,Mrs. Gardiner,2,21
gpt4,0.2727272727272727,profession,0,P&P,Mrs. Phillips,6,16
gpt4,0.2916666666666667,profession,0,S&S,Anne Steele,7,17
gpt4,0.15,profession,0,S&S,Lucy Steele,3,17
gpt4,0.2631578947368421,profession,0,S&S,Mrs. Jennings,5,14
gpt4,0.14285714285714285,clergy,0,E,Philip Elton,2,12
gpt4,0.1,clergy,0,MP,Dr. Grant,2,18
gpt4,0.05,clergy,0,MP,Edmund Bertram,1,19
gpt4,0.0,clergy,0,MP,Mrs. Grant,0,10
gpt4,0.16666666666666666,clergy,0,MP,Mrs. Norris,3,15
gpt4,0.13333333333333333,clergy,0,N,Catherine Morland,2,13
gpt4,0.0,clergy,0,N,Henry Tilney,0,10
gpt4,0.125,clergy,0,N,James Morland,3,21
gpt4,0.0,clergy,0,N,Mrs. Morland,0,21
gpt4,0.14285714285714285,clergy,0,P,Charles Hayter,3,18
gpt4,0.13333333333333333,clergy,0,P&P,William Collins,2,13
gpt4,0.0,clergy,0,S&S,Edward Ferrars,0,10
gpt4,0.3333333333333333,gentry,0,MP,Julia Bertram,5,10
gpt4,0.34782608695652173,gentry,0,MP,Lady Bertram,8,15
gpt4,0.0,gentry,0,MP,Maria Bertram,0,10
gpt4,0.15,gentry,0,MP,Mr. Yates,3,17
gpt4,0.5625,gentry,0,MP,Sir Thomas Bertram,9,7
gpt4,0.2,gentry,0,MP,Tom Bertram,4,16
gpt4,0.06666666666666667,gentry,0,P,Anne Elliot,1,14
gpt4,0.2857142857142857,gentry,0,P,Elizabeth Elliot,6,15
gpt4,0.13043478260869565,gentry,0,P,Lady Russell,3,20
gpt4,0.05,gentry,0,P,Mary Musgrove,1,19
gpt4,0.2962962962962963,gentry,0,P,Sir Walter Elliot,8,19
gpt4,0.18181818181818182,gentry,0,P&P,Lady Lucas,4,18
gpt4,0.125,gentry,0,P&P,Sir William Lucas,3,21
gpt4,0.0,gentry,0,S&S,Lady Middleton,0,10
gpt4,0.0,gentry,0,S&S,Sir John Middleton,0,10
gpt4,0.18518518518518517,soldier,0,MP,Lieutenant Price,5,22
gpt4,0.0,soldier,0,MP,Mrs. Price,0,20
gpt4,0.125,soldier,0,MP,Susan Price,3,21
gpt4,0.15,soldier,0,MP,William Price,3,17
gpt4,0.23529411764705882,soldier,0,N,Frederick Tilney,4,13
gpt4,0.17391304347826086,soldier,0,P,Admiral Croft,4,19
gpt4,0.15,soldier,0,P,Captain Benwick,3,17
gpt4,0.15789473684210525,soldier,0,P,Captain Harville,3,16
gpt4,0.2727272727272727,soldier,0,P,Mrs. Croft,3,8
gpt4,0.0,soldier,0,P,Mrs. Harville,0,10
gpt4,0.25,soldier,0,P,Captain Wentworth,4,12
gpt4,0.05,soldier,0,P&P,George Wickham,1,19
gpt4,0.15384615384615385,soldier,0,S&S,Colonel Brandon,4,22
gpt4,0.0,peer,0,P&P,Colonel Fitzwilliam,0,22
gpt4,0.0,peer,0,P&P,Lady Catherine de Bourgh,0,12
gpt4,0.3333333333333333,M,0,E,Anna Weston,6,12
gpt4,0.32142857142857145,M,0,E,Augusta Elton,9,19
gpt4,0.38095238095238093,M,0,E,Isabella Knightley,8,13
gpt4,0.5,M,0,E,John Knightley,10,10
gpt4,0.3333333333333333,M,0,E,Mr. Weston,6,12
gpt4,0.4,M,0,E,Mr. Perry,4,6
gpt4,0.4117647058823529,M,0,E,Mrs. Cole,7,10
gpt4,0.5,M,0,MP,Dr. Grant,10,10
gpt4,0.43478260869565216,M,0,MP,Lady Bertram,10,13
gpt4,0.37037037037037035,M,0,MP,Lieutenant Price,10,17
gpt4,0.4,M,0,MP,Mrs. Grant,4,6
gpt4,0.5,M,0,MP,Mrs. Price,10,10
gpt4,0.4375,M,0,MP,Sir Thomas Bertram,7,9
gpt4,0.3,M,0,MP,William Price,6,14
gpt4,0.4,M,0,N,Mr. Allen,4,6
gpt4,0.5,M,0,N,Mrs. Allen,13,13
gpt4,0.6190476190476191,M,0,N,Mrs. Morland,13,8
gpt4,0.391304347826087,M,0,P,Admiral Croft,9,14
gpt4,0.42105263157894735,M,0,P,Captain Harville,8,11
gpt4,0.3333333333333333,M,0,P,Charles Musgrove,7,14
gpt4,0.45454545454545453,M,0,P,Mrs. Croft,5,6
gpt4,0.4,M,0,P,Mrs. Harville,4,6
gpt4,0.4,M,0,P,Mrs. Musgrove,4,6
gpt4,0.36363636363636365,M,0,P,Mr. Musgrove,4,7
gpt4,0.4444444444444444,M,0,P,Sir Walter Elliot,12,15
gpt4,0.2727272727272727,M,0,P&P,Colonel Fitzwilliam,6,16
gpt4,0.29411764705882354,M,0,P&P,Mr. Gardiner,5,12
gpt4,0.45454545454545453,M,0,P&P,Lady Lucas,10,12
gpt4,0.4,M,0,P&P,Mr. Bennet,4,6
gpt4,0.6666666666666666,M,0,P&P,Mrs. Bennet,10,5
gpt4,0.6086956521739131,M,0,P&P,Mrs. Gardiner,14,9
gpt4,0.4,M,0,P&P,Mrs. Hurst,4,6
gpt4,0.5333333333333333,M,0,P&P,Mr. Hurst,8,7
gpt4,0.5454545454545454,M,0,P&P,Mrs. Phillips,12,10
gpt4,0.5416666666666666,M,0,P&P,Sir William Lucas,13,11
gpt4,0.5652173913043478,M,0,S&S,Charlotte Palmer,13,10
gpt4,0.4,M,0,S&S,Fanny Dashwood,6,9
gpt4,0.47368421052631576,M,0,S&S,John Dashwood,9,10
gpt4,0.4,M,0,S&S,Lady Middleton,4,6
gpt4,0.4,M,0,S&S,Sir John Middleton,4,6
gpt4,0.4166666666666667,M,0,S&S,Thomas Palmer,5,7
gpt4,0.4375,S,0,E,Emma Woodhouse,7,9
gpt4,0.5833333333333334,S,0,E,Frank Churchill,14,10
gpt4,0.6666666666666666,S,0,E,George Knightley,12,6
gpt4,0.7222222222222222,S,0,E,Harriet Smith,13,5
gpt4,0.7222222222222222,S,0,E,Jane Fairfax,13,5
gpt4,0.05555555555555555,S,0,E,Miss Bates,1,17
gpt4,0.56,S,0,E,Robert Martin,14,11
gpt4,0.55,S,0,MP,Edmund Bertram,11,9
gpt4,0.75,S,0,MP,Fanny Price,15,5
gpt4,0.5333333333333333,S,0,MP,Henry Crawford,8,7
gpt4,0.4666666666666667,S,0,MP,Julia Bertram,7,8
gpt4,0.6111111111111112,S,0,MP,Mary Crawford,11,7
gpt4,0.55,S,0,MP,Mr. Yates,11,9
gpt4,0.5416666666666666,S,0,MP,Susan Price,13,11
gpt4,0.6,S,0,MP,Tom Bertram,12,8
gpt4,1.0,S,0,N,Catherine Morland,15,0
gpt4,0.7368421052631579,S,0,N,Eleanor Tilney,14,5
gpt4,0.7058823529411765,S,0,N,Frederick Tilney,12,5
gpt4,0.6,S,0,N,Henry Tilney,6,4
gpt4,0.5416666666666666,S,0,N,Isabella Thorpe,13,11
gpt4,0.5416666666666666,S,0,N,James Morland,13,11
gpt4,0.55,S,0,N,John Thorpe,11,9
gpt4,0.9333333333333333,S,0,P,Anne Elliot,14,1
gpt4,0.5,S,0,P,Captain Benwick,10,10
gpt4,0.7142857142857143,S,0,P,Charles Hayter,15,6
gpt4,0.42857142857142855,S,0,P,Elizabeth Elliot,9,12
gpt4,0.5454545454545454,S,0,P,Henrietta Musgrove,12,10
gpt4,0.5833333333333334,S,0,P,Louisa Musgrove,7,5
gpt4,0.6,S,0,P,Mary Musgrove,12,8
gpt4,0.6875,S,0,P,Captain Wentworth,11,5
gpt4,0.36363636363636365,S,0,P&P,Caroline Bingley,4,7
gpt4,0.6956521739130435,S,0,P&P,Charles Bingley,16,7
gpt4,0.8571428571428571,S,0,P&P,Elizabeth Bennet,12,2
gpt4,0.65,S,0,P&P,Fitzwilliam Darcy,13,7
gpt4,0.6,S,0,P&P,George Wickham,12,8
gpt4,0.8421052631578947,S,0,P&P,Georgiana Darcy,16,3
gpt4,0.8888888888888888,S,0,P&P,Jane Bennet,16,2
gpt4,0.8,S,0,P&P,Kitty Bennet,12,3
gpt4,0.7058823529411765,S,0,P&P,Lydia Bennet,12,5
gpt4,0.5,S,0,P&P,Mary Bennet,10,10
gpt4,0.4583333333333333,S,0,S&S,Anne Steele,11,13
gpt4,0.6153846153846154,S,0,S&S,Colonel Brandon,16,10
gpt4,0.6,S,0,S&S,Edward Ferrars,6,4
gpt4,0.7142857142857143,S,0,S&S,Elinor Dashwood,15,6
gpt4,0.55,S,0,S&S,Lucy Steele,11,9
gpt4,0.6,S,0,S&S,Margaret Dashwood,6,4
gpt4,0.95,S,0,S&S,Marianne Dashwood,19,1
gpt4,0.5238095238095238,S,0,S&S,Robert Ferrars,11,10
gpt4,0.0,W,0,E,Mr. Woodhouse,0,17
gpt4,0.2222222222222222,W,0,MP,Mrs. Norris,4,14
gpt4,0.14285714285714285,W,0,MP,Mrs. Rushworth,3,18
gpt4,0.0,W,0,N,General Tilney,0,10
gpt4,0.05,W,0,N,Mrs. Thorpe,1,19
gpt4,0.13043478260869565,W,0,P,Lady Russell,3,20
gpt4,0.2222222222222222,W,0,P,Mr. Shepherd,6,21
gpt4,0.21739130434782608,W,0,P,Mrs. Clay,5,18
gpt4,0.0,W,0,P,Mrs. Smith,0,10
gpt4,0.0,W,0,P,William Elliot,0,10
gpt4,0.3333333333333333,W,0,P&P,Lady Catherine de Bourgh,4,8
gpt4,0.058823529411764705,W,0,S&S,Mrs. Dashwood,1,16
gpt4,0.10526315789473684,W,0,S&S,Mrs. Jennings,2,17
gpt4,0.07142857142857142,C,0,E,Philip Elton,1,13
gpt4,0.0,C,0,MP,Maria Bertram,0,10
gpt4,0.0,C,0,MP,Mr. Rushworth,0,10
gpt4,0.125,C,0,P&P,Charlotte Lucas,3,21
gpt4,0.13333333333333333,C,0,P&P,William Collins,2,13
gpt4,0.13043478260869565,C,0,S&S,John Willoughby,3,20
gpt4,0.14285714285714285,50,0,P&P,Elizabeth Bennet,2,12
gpt4,0.16666666666666666,50,0,P&P,Jane Bennet,3,15
gpt4,0.4666666666666667,50,0,P&P,Kitty Bennet,7,8
gpt4,0.058823529411764705,50,0,P&P,Lydia Bennet,1,16
