Character	Assertion
Catherine Morland	Maria desired no greater pleasure than to speak of it ; and Catherine immediately learnt that it had been altogether the most delightful scheme in the world , that nobody could imagine how charming it had been , and that it had been more delightful than anybody could conceive . Such was the information of the first five minutes ; the second unfolded thus much in detail — that they had driven directly to the York Hotel , ate some soup , and bespoke an early dinner , walked down to the pump - room , tasted the water , and laid out some shillings in purses and spars ; thence adjourned to eat ice at a pastry - cook ’s , and hurrying back to the hotel , swallowed their dinner in haste , to prevent being in the dark ; and then had a delightful drive back , only the moon was not up , and it rained a little , and Mr. Morland ’s horse was so tired he could hardly get it along .
Catherine Morland	Catherine listened with heartfelt satisfaction .
Catherine Morland	Maria was without ceremony sent away , and Isabella , embracing Catherine , thus began : “ Yes , my dear Catherine , it is so indeed ; your penetration has not deceived you .
Catherine Morland	Catherine replied only by a look of wondering ignorance .
Catherine Morland	“ Nay , my beloved , sweetest friend , ” continued the other , “ compose yourself .
Catherine Morland	I am amazingly agitated , as you perceive .
Catherine Morland	Well , and so you guessed it the moment you had my note ?
Catherine Morland	Sly creature !
Catherine Morland	my dear Catherine , you alone , who know my heart , can judge of my present happiness .
Catherine Morland	Your brother is the most charming of men .
Catherine Morland	But what will your excellent father and mother say ?
Catherine Morland	Catherine ’s understanding began to awake : an idea of the truth suddenly darted into her mind ; and , with the natural blush of so new an emotion , she cried out , “ Good heaven !
Catherine Morland	my dear Isabella , what do you mean ?
Catherine Morland	This bold surmise , however , she soon learnt comprehended but half the fact .
Catherine Morland	The anxious affection , which she was accused of having continually watched in Isabella ’s every look and action , had , in the course of their yesterday ’s party , received the delightful confession of an equal love .
Catherine Morland	Her heart and faith were alike engaged to James .
Catherine Morland	Never had Catherine listened to anything so full of interest , wonder , and joy .
Catherine Morland	Her brother and her friend engaged !
Catherine Morland	new to such circumstances , the importance of it appeared unspeakably great , and she contemplated it as one of those grand events , of which the ordinary course of life can hardly afford a return .
Catherine Morland	The strength of her feelings she could not express ; the nature of them , however , contented her friend .
Catherine Morland	Delighting , however , as Catherine sincerely did , in the prospect of the connection , it must be acknowledged that Isabella far surpassed her in tender anticipations .
Catherine Morland	“ You will be so infinitely dearer to me , my Catherine , than either Anne or Maria : I feel that I shall be so much more attached to my dear Morland ’s family than to my own .
Catherine Morland	This was a pitch of friendship beyond Catherine .
Catherine Morland	“ You are so like your dear brother , ” continued Isabella , “ that I quite doted on you the first moment I saw you .
Catherine Morland	Here Catherine secretly acknowledged the power of love ; for , though exceedingly fond of her brother , and partial to all his endowments , she had never in her life thought him handsome .
Catherine Morland	“ I remember too , Miss Andrews drank tea with us that evening , and wore her puce - coloured sarsenet ; and she looked so heavenly that I thought your brother must certainly fall in love with her ; I could not sleep a wink all night for thinking of it .
Catherine Morland	catherine , the many sleepless nights I have had on your brother ’s account !
Catherine Morland	i would not have you suffer half what I have done !
Catherine Morland	i am grown wretchedly thin , I know ; but I will not pain you by describing my anxiety ; you have seen enough of it .
Catherine Morland	I feel that I have betrayed myself perpetually — so unguarded in speaking of my partiality for the church !
Catherine Morland	but my secret I was always sure would be safe with _ you _ . ”
Catherine Morland	Catherine felt that nothing could have been safer ; but ashamed of an ignorance little expected , she dared no longer contest the point , nor refuse to have been as full of arch penetration and affectionate sympathy as Isabella chose to consider her .
Catherine Morland	Her brother , she found , was preparing to set off with all speed to Fullerton , to make known his situation and ask consent ; and here was a source of some real agitation to the mind of Isabella .
Catherine Morland	Catherine endeavoured to persuade her , as she was herself persuaded , that her father and mother would never oppose their son ’s wishes .
Catherine Morland	“ It is impossible , ” said she , “ for parents to be more kind , or more desirous of their children ’s happiness ; I have no doubt of their consenting immediately . ”
Catherine Morland	Your brother , who might marry anybody ! ”
Catherine Morland	Here Catherine again discerned the force of love .
Catherine Morland	my sweet Catherine , in _ your _ generous heart I know it would signify nothing ; but we must not expect such disinterestedness in many .
Catherine Morland	Had I the command of millions , were I mistress of the whole world , your brother would be my only choice . ” This charming sentiment , recommended as much by sense as novelty , gave Catherine a most pleasing remembrance of all the heroines of her acquaintance ; and she thought her friend never looked more lovely than in uttering the grand idea .
Catherine Morland	I am sure they will consent , ” was her frequent declaration ; “ I am sure they will be delighted with you . ”
Catherine Morland	“ Richmond ! ” cried Catherine .
Catherine Morland	If I can but be near _ you _ , I shall be satisfied .
Catherine Morland	i will not allow myself to think of such things , till we have your father ’s answer .
Catherine Morland	Catherine wished to congratulate him , but knew not what to say , and her eloquence was only in her eyes .
Catherine Morland	To Catherine ’s simple feelings , this odd sort of reserve seemed neither kindly meant , nor consistently supported ; and its unkindness she would hardly have forborne pointing out , had its inconsistency been less their friend ; but Anne and Maria soon set her heart at ease by the sagacity of their “ I know what ” ; and the evening was spent in a sort of war of wit , a display of family ingenuity , on one side in the mystery of an affected secret , on the other of undefined discovery , all equally acute
Catherine Morland	Catherine was with her friend again the next day , endeavouring to support her spirits and while away the many tedious hours before the delivery of the letters ; a needful exertion , for as the time of reasonable expectation drew near , Isabella became more and more desponding , and before the letter arrived , had worked herself into a state of real distress .
Catherine Morland	Mrs. Thorpe , with tears of joy , embraced her daughter , her son , her visitor , and could have embraced half the inhabitants of Bath with satisfaction .
Catherine Morland	The needful was comprised in Mr. Morland ’s promise ; his honour was pledged to make everything easy ; and by what means their income was to be formed , whether landed property were to be resigned , or funded money made over , was a matter in which her disinterested spirit took no concern .
Catherine Morland	She knew enough to feel secure of an honourable and speedy establishment , and her imagination took a rapid flight over its attendant felicities .
Catherine Morland	She saw herself at the end of a few weeks , the gaze and admiration of every new acquaintance at Fullerton , the envy of every valued old friend in Putney , with a carriage at her command , a new name on her tickets , and a brilliant exhibition of hoop rings on her finger . When the contents of the letter were ascertained , John Thorpe , who had only waited its arrival to begin his journey to London , prepared to set off .
Catherine Morland	“ Well , Miss Morland , ” said he , on finding her alone in the parlour , “ I am come to bid you good - bye . ”
Catherine Morland	Catherine wished him a good journey .
Catherine Morland	Without appearing to hear her , he walked to the window , fidgeted about , hummed a tune , and seemed wholly self - occupied .
Catherine Morland	“ Shall not you be late at Devizes ? ” said Catherine .
Catherine Morland	What do you think of it , Miss Morland ?
Catherine Morland	“ I am sure I think it a very good one . ”
Catherine Morland	“ Do you ?
Catherine Morland	i am glad you are no enemy to matrimony , however .
Catherine Morland	I say , you will come to Belle ’s wedding , I hope . ”
Catherine Morland	“ Yes ; I have promised your sister to be with her , if possible . ” “ And then you know”—twisting himself about and forcing a foolish laugh—“I say , then you know , we may try the truth of this same old song . ” “ May we ?
Catherine Morland	But I never sing .
Catherine Morland	Well , I wish you a good journey .
Catherine Morland	I dine with Miss Tilney to - day , and must now be going home . ” “ Nay , but there is no such confounded hurry .
Catherine Morland	Not but that I shall be down again by the end of a fortnight , and a devilish long fortnight it will appear to me . ”
Catherine Morland	“ Then why do you stay away so long ? ” replied Catherine — finding that he waited for an answer .
Catherine Morland	“ That is kind of you , however — kind and good - natured .
Catherine Morland	But you have more good nature and all that , than anybody living , I believe .
Catherine Morland	A monstrous deal of good nature , and it is not only good nature , but you have so much , so much of everything ; and
Catherine Morland	then you have such — upon my soul , I do not know anybody like you . ”
Catherine Morland	dear , there are a great many people like me , I dare say , only a great deal better .
Catherine Morland	Good morning to you .
Catherine Morland	“ But I say , Miss Morland , I shall come and pay my respects at Fullerton before it is long , if not disagreeable . ” “ Pray do .
Catherine Morland	My father and mother will be very glad to see you . ”
Catherine Morland	“ And I hope — I hope , Miss Morland , _ you _ will not be sorry to see me . ”
Catherine Morland	There are very few people I am sorry to see .
Catherine Morland	“ Perhaps we may ; but it is more than I ever thought of .
Catherine Morland	And as to _ most matters _ , to say the truth , there are not many that I know my own mind about . ” “ By Jove , no more do I.
Catherine Morland	It is not my way to bother my brains with what does not concern me .
Catherine Morland	My notion of things is simple enough .
Catherine Morland	Let me only have the girl I like , say I , with a comfortable house over my head , and what care I for all the rest ?
Catherine Morland	I am sure of a good income of my own ; and if she had not a penny , why , so much the better .
Catherine Morland	I think like you there .
Catherine Morland	I hate the idea of one great fortune looking out for another .
Catherine Morland	And to marry for money I think the wickedest thing in existence .
Catherine Morland	We shall be very glad to see you at Fullerton , whenever it is convenient . ”
Catherine Morland	And away she went .
Catherine Morland	It was not in the power of all his gallantry to detain her longer .
Catherine Morland	With such news to communicate , and such a visit to prepare for , her departure was not to be delayed by anything in his nature to urge ; and she hurried away , leaving him to the undivided consciousness of his own happy address , and her explicit encouragement .
Catherine Morland	The agitation which she had herself experienced on first learning her brother ’s engagement made her expect to raise no inconsiderable emotion in Mr. and Mrs. Allen , by the communication of the wonderful event .
Catherine Morland	How great was her disappointment !
Catherine Morland	had been foreseen by them both ever since her brother ’s arrival ; and all that they felt on the occasion was comprehended in a wish for the young people ’s happiness , with a remark , on the gentleman ’s side , in favour of Isabella ’s beauty , and on the lady ’s , of her great good luck .
Catherine Morland	It was to Catherine the most surprising insensibility .
Catherine Morland	The two youngest Miss Thorpes were by themselves in the parlour ; and , on Anne ’s quitting it to call her sister , Catherine took the opportunity of asking the other for some particulars of their yesterday ’s party .
Catherine Morland	“ She will never forgive me , I am sure ; but , you know , how could I help it ?
Catherine Morland	“ Nay , my beloved , sweetest friend , ” continued the other , “ compose yourself .
Catherine Morland	I am amazingly agitated , as you perceive .
Catherine Morland	Well , and so you guessed it the moment you had my note ?
Catherine Morland	my dear Catherine , you alone , who know my heart , can judge of my present happiness .
Catherine Morland	I only wish I were more worthy of him .
Catherine Morland	when I think of them I am so agitated ! ”
Catherine Morland	“ You will be so infinitely dearer to me , my Catherine , than either Anne or Maria : I feel that I shall be so much more attached to my dear Morland ’s family than to my own .
Catherine Morland	“ You are so like your dear brother , ” continued Isabella , “ that I quite doted on you the first moment I saw you .
Catherine Morland	But so it always is with me ; the first moment settles everything .
Catherine Morland	The very first day that Morland came to us last Christmas — the very first moment I beheld him — my heart was irrecoverably gone .
Catherine Morland	I remember I wore my yellow gown , with my hair done up in braids ; and when I came into the drawing - room , and John introduced him , I thought I never saw anybody so handsome before .
Catherine Morland	“ I remember too , Miss Andrews drank tea with us that evening , and wore her puce - coloured sarsenet ; and she looked so heavenly that I thought your brother must certainly fall in love with her ; I could not sleep a wink all night for thinking of it .
Catherine Morland	catherine , the many sleepless nights I have had on your brother ’s account !
Catherine Morland	i would not have you suffer half what I have done !
Catherine Morland	i am grown wretchedly thin , I know ; but I will not pain you by describing my anxiety ; you have seen enough of it .
Catherine Morland	but my secret I was always sure would be safe with _ you _ . ”
Catherine Morland	As for myself , I am sure I only wish our situations were reversed .
Catherine Morland	Had I the command of millions , were I mistress of the whole world , your brother would be my only choice . ” This charming sentiment , recommended as much by sense as novelty , gave Catherine a most pleasing remembrance of all the heroines of her acquaintance ; and she thought her friend never looked more lovely than in uttering the grand idea .
Catherine Morland	I am sure they will consent , ” was her frequent declaration ; “ I am sure they will be delighted with you . ”
Catherine Morland	Twice was he called almost from the door by her eagerness to have him gone .
Catherine Morland	“ Indeed , Morland , I must drive you away .
Catherine Morland	Consider how far you have to ride .
Catherine Morland	I can not bear to see you linger so .
Catherine Morland	To Catherine ’s simple feelings , this odd sort of reserve seemed neither kindly meant , nor consistently supported ; and its unkindness she would hardly have forborne pointing out , had its inconsistency been less their friend ; but Anne and Maria soon set her heart at ease by the sagacity of their “ I know what ” ; and the evening was spent in a sort of war of wit , a display of family ingenuity , on one side in the mystery of an affected secret , on the other of undefined discovery , all equally acute
Catherine Morland	I say , you will come to Belle ’s wedding , I hope . ”
Catherine Morland	“ Yes ; I have promised your sister to be with her , if possible . ” “ And then you know”—twisting himself about and forcing a foolish laugh—“I say , then you know , we may try the truth of this same old song . ” “ May we ?
Catherine Morland	I shall not forget it in a hurry .
Catherine Morland	But you have more good nature and all that , than anybody living , I believe .
Catherine Morland	then you have such — upon my soul , I do not know anybody like you . ”
Catherine Morland	My father and mother will be very glad to see you . ”
Catherine Morland	“ And I hope — I hope , Miss Morland , _ you _ will not be sorry to see me . ”
Catherine Morland	dear , not at all .
Catherine Morland	“ That is just my way of thinking .
Catherine Morland	Give me but a little cheerful company , let me only have the company of the people I love , let me only be where I like and with whom I like , and the devil take the rest , say I.
Catherine Morland	And I am heartily glad to hear you say the same .
Catherine Morland	But I have a notion , Miss Morland , you and I think pretty much alike upon most matters .
Catherine Morland	And as to _ most matters _ , to say the truth , there are not many that I know my own mind about . ” “ By Jove , no more do I.
Catherine Morland	I think like you there .
Catherine Morland	20 Mr. and Mrs. Allen were sorry to lose their young friend , whose good humour and cheerfulness had made her a valuable companion , and in the promotion of whose enjoyment their own had been gently increased .
Catherine Morland	Her happiness in going with Miss Tilney , however , prevented their wishing it otherwise ; and , as they were to remain only one more week in Bath themselves , her quitting them now would not long be felt .
Catherine Morland	Mr. Allen attended her to Milsom Street , where she was to breakfast , and saw her seated with the kindest welcome among her new friends ; but so great was her agitation in finding herself as one of the family , and so fearful was she of not doing exactly what was right , and of not being able to preserve their good opinion ,
Catherine Morland	that , in the embarrassment of the first five minutes , she could almost have wished to return with him to Pulteney Street .
Catherine Morland	Miss Tilney ’s manners and Henry ’s smile soon did away some of her unpleasant feelings ; but still she was far from being at ease ; nor could the incessant attentions of the General himself entirely reassure her .
Catherine Morland	Nay , perverse as it seemed , she doubted whether she might not have felt less , had she been less attended to .
Catherine Morland	His anxiety for her comfort — his continual solicitations that she would eat , and his often - expressed fears of her seeing nothing to her taste — though never in her life before had she beheld half such variety on a breakfast - table — made it impossible for her to forget for a moment that she was a visitor .
Catherine Morland	She felt utterly unworthy of such respect , and knew not how to reply to it .
Catherine Morland	Her tranquillity was not improved by the General ’s impatience for the appearance of his eldest son , nor by the displeasure he expressed at his laziness when Captain Tilney at last came down .
Catherine Morland	She was quite pained by the severity of his father ’s reproof , which seemed disproportionate to the offence ; and much was her concern increased when she found herself the principal cause of the lecture , and that his tardiness was chiefly resented from being disrespectful to her .
Catherine Morland	This was placing her in a very uncomfortable situation , and she felt great compassion for Captain Tilney , without being able to hope for his goodwill .
Catherine Morland	He listened to his father in silence , and attempted not any defence , which confirmed her in fearing that the inquietude of his mind , on Isabella ’s account , might , by keeping him long sleepless , have been the real cause of his rising late .
Catherine Morland	It was the first time of her being decidedly in his company , and she had hoped to be now able to form her opinion of him ; but she scarcely heard his voice while his father remained in the room ; and even afterwards , so much were his spirits affected , she could distinguish nothing but these words , in a whisper to Eleanor , “ How glad I shall be when you are all off .
Catherine Morland	Catherine ’s spirits revived as they drove from the door ; for with Miss Tilney she felt
Catherine Morland	, with the interest of a road entirely new to her , of an abbey before , and a curricle behind , she caught the last view of Bath without any regret , and met with every milestone before she expected it .
Catherine Morland	The tediousness of a two hours ’ wait at Petty France , in which there was nothing to be done but to eat without being hungry , and loiter about without anything to see , next followed — and her admiration of the style in which they travelled , of the fashionable chaise and four — postilions handsomely liveried , rising so regularly in their stirrups , and numerous outriders properly mounted , sunk a little under this consequent inconvenience .
Catherine Morland	the observation of which , with his discontent at whatever the inn afforded , and his angry impatience at the waiters , made Catherine grow every moment more in awe of him , and appeared to lengthen the two hours into four .
Catherine Morland	At last , however , the order of release was given ; and much was Catherine then surprised by the General ’s proposal of her taking his place in his son ’s curricle for the rest of the journey
Catherine Morland	: “ the day was fine , and he was anxious for her seeing as much of the country as possible . ”
Catherine Morland	The remembrance of Mr. Allen ’s opinion , respecting young men ’s open carriages , made her blush at the mention of such a plan , and her first thought was to decline it ; but her second was of greater deference for General Tilney ’s judgment ; he could not propose anything improper for her ; and , in the course of a few minutes , she found herself with Henry in the curricle , as happy a being as ever existed . A very short trial convinced her that a curricle was the prettiest equipage in the world ; the chaise and four wheeled off with some grandeur , to be sure , but it was a heavy and troublesome business , and she could not easily forget its having stopped two hours at Petty France .
Catherine Morland	; Henry drove so well — so quietly — without making any disturbance , without parading to her , or swearing at them : so different from the only gentleman - coachman whom it was in her power to compare him with !
Catherine Morland	In addition to every other delight , she had now that of listening to her own praise ; of being thanked at least , on his sister ’s account , for her kindness in thus becoming her visitor ; of hearing it ranked as real friendship , and described as creating real gratitude .
Catherine Morland	His sister , he said , was uncomfortably circumstanced — she had no female companion — and , in the frequent absence of her father , was sometimes without any companion at all .
Catherine Morland	“ But how can that be ? ” said Catherine .
Catherine Morland	“ Are not you with her ? ”
Catherine Morland	“ How sorry you must be for that ! ”
Catherine Morland	He smiled , and said , “ You have formed a very favourable idea of the abbey . ” “ To be sure , I have .
Catherine Morland	“ And are you prepared to encounter all the horrors that a building such as ‘ what one reads about ’ may produce ?
Catherine Morland	Have you a stout heart ?
Catherine Morland	yes — I do not think I should be easily frightened , because there would be so many people in the house — and besides , it has never been uninhabited and left deserted for years , and then the family come back to it unawares , without giving any notice , as generally happens . ”
Catherine Morland	Can you stand such a ceremony as this ?
Catherine Morland	Will not your mind misgive you when you find yourself in this gloomy chamber — too lofty and extensive for you , with only the feeble rays of a single lamp to take in its size — its walls hung with tapestry exhibiting figures as large as life , and the bed , of dark green stuff or purple velvet , presenting even a funereal appearance ?
Catherine Morland	Will not your heart sink within you ? ”
Catherine Morland	but this will not happen to me , I am sure .
Catherine Morland	“ How fearfully will you examine the furniture of your apartment !
Catherine Morland	and what will you discern ?
Catherine Morland	Dorothy , meanwhile , no less struck by your appearance , gazes on you in great agitation , and drops a few unintelligible hints .
Catherine Morland	To raise your spirits , moreover , she gives you reason to suppose that the part of the abbey you inhabit is undoubtedly haunted , and informs you that you will not have a single domestic within call .
Catherine Morland	but it can not really happen to me .
Catherine Morland	I am sure your housekeeper is not really Dorothy .
Catherine Morland	After surmounting your _ unconquerable _ horror of the bed , you will retire to rest , and get a few hours ’ unquiet slumber .
Catherine Morland	But on the second , or at farthest the _ third _ night after your arrival , you will probably have a violent storm .
Catherine Morland	Unable of course to repress your curiosity in so favourable a moment for indulging it , you will instantly arise , and throwing your dressing - gown around you , proceed to examine this mystery .
Catherine Morland	“ No , indeed ; I should be too much frightened to do any such thing . ” “ What !
Catherine Morland	not when Dorothy has given you to understand that there is a secret subterraneous communication between your apartment and the chapel of St. Anthony , scarcely two miles off .
Catherine Morland	Could you shrink from so simple an adventure ?
Catherine Morland	No , no , you will proceed into this small vaulted room , and through this into several others , without perceiving anything very remarkable in either .
Catherine Morland	In one perhaps there may be a dagger , in another a few drops of blood , and in a third the remains of some instrument of torture ; but there being nothing in all this out of the common way , and your lamp being nearly exhausted , you will return towards your own apartment . In repassing through the small vaulted room , however , your eyes will be attracted towards a large , old - fashioned cabinet of ebony and gold , which , though narrowly examining the furniture before , you had passed unnoticed .
Catherine Morland	Impelled by an irresistible presentiment , you will eagerly advance to it , unlock its folding doors , and search into every drawer — but for some time without discovering anything of importance — perhaps nothing but a considerable hoard of diamonds .
Catherine Morland	At last , however , by touching a secret spring , an inner compartment will open — a roll of paper appears — you seize it — it contains many sheets of manuscript — you hasten with the precious treasure into your own chamber , but scarcely have you been able to decipher ‘ Oh thou , whomsoever thou mayst be , into whose hands these memoirs of the wretched Matilda may fall’—when your lamp suddenly expires in the socket , and leaves you in total darkness .
Catherine Morland	Well , go on . ” But Henry was too much amused by the interest he had raised to be able to carry it farther ; he could no longer command solemnity either of subject or voice , and was obliged to entreat her to use her own fancy in the perusal of Matilda ’s woes .
Catherine Morland	Catherine , recollecting herself , grew ashamed of her eagerness , and began earnestly to assure him that her attention had been fixed without the smallest apprehension of really meeting with what he related .
Catherine Morland	“ Miss Tilney , she was sure , would never put her into such a chamber as he had described !
Catherine Morland	she was not at all afraid .
Catherine Morland	As they drew near the end of their journey , her impatience for a sight of the abbey — for some time suspended by his conversation on subjects very different — returned in full force , and every bend in the road was expected with solemn awe to afford a glimpse of its massy walls of grey stone , rising amidst a grove of ancient oaks , with
Catherine Morland	But so low did the building stand , that she found herself passing through the great gates of the lodge into the very grounds of Northanger , without having discerned even an antique chimney .
Catherine Morland	She knew not that she had any right to be surprised , but there was a something in this mode of approach which she certainly had not expected .
Catherine Morland	To pass between lodges of a modern appearance , to find herself with such ease in the very precincts of the abbey , and driven so rapidly along a smooth , level road of fine gravel , without obstacle , alarm , or solemnity of any kind , struck her as odd and inconsistent .
Catherine Morland	She was not long at leisure , however , for such considerations .
Catherine Morland	A sudden scud of rain , driving full in her face , made it impossible for her to observe anything further , and fixed all her thoughts on the welfare of her new straw bonnet ; and she was actually under the abbey walls , was springing , with Henry ’s assistance , from the carriage , was beneath the shelter of the old porch , and had even passed on to the hall , where her friend and the General were waiting to welcome her , without feeling one awful foreboding of future misery to herself , or one moment ’s suspicion of any past scenes of horror being acted within the solemn edifice .
Catherine Morland	The breeze had not seemed to waft the sighs of the murdered to her ; it had wafted nothing worse than a thick mizzling rain ; and having given a good shake to her habit
Catherine Morland	, she was ready to be shown into the common drawing - room , and capable of considering where she was . An abbey !
Catherine Morland	but she doubted , as she looked round the room , whether anything within her observation would have given her the consciousness .
