Character	Assertion
Emma Woodhouse	"You appear to feel a great deal -- but I am not aware how you or any of Miss Fairfax 's acquaintance here , any of those who have known her longer than yourself , can shew her any other attention than""-- "" My dear Miss Woodhouse , a vast deal may be done by those who dare to act ."
Emma Woodhouse	You and I need not be afraid .
Emma Woodhouse	_ We _ have carriages to fetch and convey her home , and _ we _ live in a style which could not make the addition of Jane Fairfax , at any time , the least inconvenient.--I
Emma Woodhouse	should be extremely displeased if Wright were to send us up such a dinner , as could make me regret having asked _ more _ than Jane Fairfax to partake of it .
Emma Woodhouse	I have no idea of that sort of thing .
Emma Woodhouse	It is not likely that I _ should _ , considering what I have been used to .
Emma Woodhouse	My greatest danger , perhaps , in housekeeping , may be quite the other way , in doing too much , and being too careless of expense .
Emma Woodhouse	Maple Grove will probably be my model more than it ought to be-- for we do not at all affect to equal my brother , Mr. Suckling , in income.--However , my resolution is taken as to noticing Jane Fairfax.-- I shall certainly have her very often at my house , shall introduce her wherever I can , shall have musical parties to draw out her talents , and shall be constantly on the watch for an eligible situation .
Emma Woodhouse	My acquaintance is so very extensive , that I have little doubt of hearing of something to suit her shortly.--I shall introduce her , of course , very particularly to my brother and sister when they come to us . I am sure they will like her extremely ; and when she gets a little acquainted with them , her fears will completely wear off , for there really is nothing in the manners of either but what is highly conciliating.--I shall have her very often indeed while they are with me , and I dare say we shall sometimes find a seat for her in the barouche - landau in some of our exploring parties .
Emma Woodhouse	""" "" Poor Jane Fairfax!""--thought Emma.--""You have not deserved this ."
Emma Woodhouse	You may have done wrong with regard to Mr. Dixon , but this is a punishment beyond what you can have merited!--The kindness and protection of Mrs. Elton!--`Jane Fairfax and Jane Fairfax .
Emma Woodhouse	"Let me not suppose that she dares go about , Emma Woodhouse - ing me!-- But upon my honour , there seems no limits to the licentiousness of that woman 's tongue ! """
Emma Woodhouse	"Emma had not to listen to such paradings again -- to any so exclusively addressed to herself -- so disgustingly decorated with a "" dear Miss Woodhouse . """
Emma Woodhouse	The change on Mrs. Elton 's side soon afterwards appeared , and she was left in peace -- neither forced to be the very particular friend of Mrs. Elton , nor , under Mrs. Elton 's guidance , the very active patroness of Jane Fairfax , and only sharing with others in a general way , in knowing what was felt , what was meditated , what was done .
Emma Woodhouse	She looked on with some amusement.--Miss
Emma Woodhouse	Emma 's only surprize was that Jane Fairfax should accept those attentions and tolerate Mrs. Elton as she seemed to do .
Emma Woodhouse	She heard of her walking with the Eltons , sitting with the Eltons , spending a day with the Eltons !
Emma Woodhouse	This was astonishing!--She could not have believed it possible that the taste or the pride of Miss Fairfax could endure such society and friendship as the Vicarage had to offer .
Emma Woodhouse	""" She is a riddle , quite a riddle ! "" said she.--""To chuse to remain here month after month , under privations of every sort !"
Emma Woodhouse	""" She must have some motive , more powerful than appears , for refusing this invitation , "" was Emma 's conclusion . "" She must be under some sort of penance , inflicted either by the Campbells or herself ."
Emma Woodhouse	"But why must she consent to be with the Eltons?--Here is quite a separate puzzle . "" Upon her speaking her wonder aloud on that part of the subject , before the few who knew her opinion of Mrs. Elton , Mrs. Weston ventured this apology for Jane ."
Emma Woodhouse	""" We can not suppose that she has any great enjoyment at the Vicarage , my dear Emma -- but it is better than being always at home ."
Emma Woodhouse	"We must consider what Miss Fairfax quits , before we condemn her taste for what she goes to . "" "" You are right , Mrs. Weston , "" said Mr. Knightley warmly , "" Miss Fairfax is as capable as any of us of forming a just opinion of Mrs. Elton ."
Emma Woodhouse	"But ( with a reproachful smile at Emma ) she receives attentions from Mrs. Elton , which nobody else pays her . """
Emma Woodhouse	Emma felt that Mrs. Weston was giving her a momentary glance ; and she was herself struck by his warmth .
Emma Woodhouse	"With a faint blush , she presently replied , "" Such attentions as Mrs. Elton 's , I should have imagined , would rather disgust than gratify Miss Fairfax ."
Emma Woodhouse	"Mrs. Elton 's invitations I should have imagined any thing but inviting . "" "" I should not wonder , "" said Mrs. Weston , "" if Miss Fairfax were to have been drawn on beyond her own inclination , by her aunt 's eagerness in accepting Mrs. Elton 's civilities for her ."
Emma Woodhouse	"Both felt rather anxious to hear him speak again ; and after a few minutes silence , he said , "" Another thing must be taken into consideration too -- Mrs. Elton does not talk _ to _ Miss Fairfax as she speaks _ of _ her . We all know the difference between the pronouns he or she and thou , the plainest spoken amongst us ; we all feel the influence of a something beyond common civility in our personal intercourse with each other-- a something more early implanted . We can not give any body the disagreeable hints that we may have been very full of the hour before . We feel things differently . And besides the operation of this , as a general principle , you may be sure that Miss Fairfax awes Mrs. Elton by her superiority both of mind and manner ; and that , face to face , Mrs. Elton treats her with all the respect which she has a claim to . Such a woman as Jane Fairfax probably never fell in Mrs. Elton 's way before -- and no degree of vanity can prevent her acknowledging her own comparative littleness in action , if not in consciousness . "" "" I know how highly you think of Jane Fairfax , "" said Emma ."
Emma Woodhouse	Little Henry was in her thoughts , and a mixture of alarm and delicacy made her irresolute what else to say .
Emma Woodhouse	""" And yet , "" said Emma , beginning hastily and with an arch look , but soon stopping -- it was better , however , to know the worst at once-- she hurried on--""And yet , perhaps , you may hardly be aware yourself how highly it is ."
Emma Woodhouse	"The extent of your admiration may take you by surprize some day or other . "" Mr. Knightley was hard at work upon the lower buttons of his thick leather gaiters , and either the exertion of getting them together , or some other cause , brought the colour into his face , as he answered , "" Oh ! are you there?--But you are miserably behindhand ."
Emma Woodhouse	He stopped.--Emma felt her foot pressed by Mrs. Weston , and did not herself know what to think .
Emma Woodhouse	"In a moment he went on-- "" That will never be , however , I can assure you ."
Emma Woodhouse	"Emma returned her friend 's pressure with interest ; and was pleased enough to exclaim , "" You are not vain , Mr. Knightley ."
Emma Woodhouse	"I will say that for you . "" He seemed hardly to hear her ; he was thoughtful -- and in a manner which shewed him not pleased"
Emma Woodhouse	", soon afterwards said , "" So you have been settling that I should marry Jane Fairfax ? """
Emma Woodhouse	""" No indeed I have not ."
Emma Woodhouse	You have scolded me too much for match - making , for me to presume to take such a liberty with you .
Emma Woodhouse	What I said just now , meant nothing . One says those sort of things , of course , without any idea of a serious meaning .
Emma Woodhouse	no , upon my word I have not the smallest wish for your marrying Jane Fairfax or Jane any body .
Emma Woodhouse	"You would not come in and sit with us in this comfortable way , if you were married . "" Mr. Knightley was thoughtful again ."
Emma Woodhouse	"The result of his reverie was , "" No , Emma , I do not think the extent of my admiration for her will ever take me by surprize.--I never had a thought of her in that way , I assure you . """
Emma Woodhouse	""" Emma could not but rejoice to hear that she had a fault ."
Emma Woodhouse	""" Well , "" said she , "" and you soon silenced Mr. Cole , I suppose ? """
Emma Woodhouse	He gave me a quiet hint ; I told him he was mistaken ; he asked my pardon and said no more .
Emma Woodhouse	I wonder how she speaks of the Coles-- what she calls them !
Emma Woodhouse	She calls you , Knightley -- what can she do for Mr. Cole ? And so I am not to be surprized that Jane Fairfax accepts her civilities and consents to be with her . Mrs. Weston , your argument weighs most with me . I can much more readily enter into the temptation of getting away from Miss Bates , than I can believe in the triumph of Miss Fairfax 's mind over Mrs. Elton . I have no faith in Mrs. Elton 's acknowledging herself the inferior in thought , word , or deed ; or in her being under any restraint beyond her own scanty rule of good - breeding .
Emma Woodhouse	I can not imagine that she will not be continually insulting her visitor with praise , encouragement , and offers of service ; that she will not be continually detailing her magnificent intentions , from the procuring her a permanent situation to the including her in those delightful exploring parties which are to take place in the barouche - landau .
Emma Woodhouse	""" Well , Mrs. Weston , "" said Emma triumphantly when he left them , "" what do you say now to Mr. Knightley 's marrying Jane Fairfax ?"
Emma Woodhouse	""" Why , really , dear Emma , I say that he is so very much occupied by the idea of _ not _ being in love with her , that I should not wonder if it were to end in his being so at last ."
Emma Woodhouse	"Do not beat me . """
Emma Woodhouse	"He had the air of congratulating himself on having brought such a woman to Highbury , as not even Miss Woodhouse could equal ; and the greater part of her new acquaintance , disposed to commend , or not in the habit of judging , following the lead of Miss Bates 's good - will , or taking it for granted that the bride must be as clever and as agreeable as she professed herself , were very well satisfied ; so that Mrs. Elton 's praise passed from one mouth to another as it ought to do , unimpeded by Miss Woodhouse , who readily continued her first contribution and talked with a good grace of her being "" very pleasant and very elegantly dressed . """
Emma Woodhouse	was not to be doubted that poor Harriet 's attachment had been an offering to conjugal unreserve , and her own share in the story , under a colouring the least favourable to her and the most soothing to him , had in all likelihood been given also . She was , of course , the object of their joint dislike.-- When they had nothing else to say , it must be always easy to begin abusing Miss Woodhouse ; and the enmity which they dared not shew in open disrespect to her , found a broader vent in contemptuous treatment of Harriet .
Emma Woodhouse	"Not merely when a state of warfare with one young lady might be supposed to recommend the other , but from the very first ; and she was not satisfied with expressing a natural and reasonable admiration-- but without solicitation , or plea , or privilege , she must be wanting to assist and befriend her.--Before Emma had forfeited her confidence , and about the third time of their meeting , she heard all Mrs. Elton 's knight - errantry on the subject.-- "" Jane Fairfax is absolutely charming , Miss Woodhouse.--I quite rave about Jane Fairfax.--A sweet , interesting creature . So mild and ladylike -- and with such talents!--I assure you I think she has very extraordinary talents . I do not scruple to say that she plays extremely well ."
Emma Woodhouse	You will laugh at my warmth -- but , upon my word , I talk of nothing but Jane Fairfax.--
Emma Woodhouse	And her situation is so calculated to affect one!--Miss Woodhouse , we must exert ourselves and endeavour to do something for her .
Emma Woodhouse	Such talent as hers must not be suffered to remain unknown.--I dare say you have heard those charming lines of the poet , ` Full many a flower is born to blush unseen , ` And waste its fragrance on the desert air . '
Emma Woodhouse	"I assure you , Jane Fairfax is a very delightful character , and interests me more than I can express . "" """
Emma Woodhouse	"You appear to feel a great deal -- but I am not aware how you or any of Miss Fairfax 's acquaintance here , any of those who have known her longer than yourself , can shew her any other attention than""-- "" My dear Miss Woodhouse , a vast deal may be done by those who dare to act ."
Emma Woodhouse	You and I need not be afraid .
Emma Woodhouse	"Emma had not to listen to such paradings again -- to any so exclusively addressed to herself -- so disgustingly decorated with a "" dear Miss Woodhouse . """
Emma Woodhouse	""" We can not suppose that she has any great enjoyment at the Vicarage , my dear Emma -- but it is better than being always at home ."
Emma Woodhouse	"Both felt rather anxious to hear him speak again ; and after a few minutes silence , he said , "" Another thing must be taken into consideration too -- Mrs. Elton does not talk _ to _ Miss Fairfax as she speaks _ of _ her . We all know the difference between the pronouns he or she and thou , the plainest spoken amongst us ; we all feel the influence of a something beyond common civility in our personal intercourse with each other-- a something more early implanted . We can not give any body the disagreeable hints that we may have been very full of the hour before . We feel things differently . And besides the operation of this , as a general principle , you may be sure that Miss Fairfax awes Mrs. Elton by her superiority both of mind and manner ; and that , face to face , Mrs. Elton treats her with all the respect which she has a claim to . Such a woman as Jane Fairfax probably never fell in Mrs. Elton 's way before -- and no degree of vanity can prevent her acknowledging her own comparative littleness in action , if not in consciousness . "" "" I know how highly you think of Jane Fairfax , "" said Emma ."
Emma Woodhouse	VII Emma 's very good opinion of Frank Churchill was a little shaken the following day , by hearing that he was gone off to London , merely to have his hair cut . A sudden freak seemed to have seized him at breakfast , and he had sent for a chaise and set off , intending to return to dinner , but with no more important view that appeared than having his hair cut .
Emma Woodhouse	There was certainly no harm in his travelling sixteen miles twice over on such an errand ; but there was an air of foppery and nonsense in it which she could not approve .
Emma Woodhouse	It did not accord with the rationality of plan , the moderation in expense , or even the unselfish warmth of heart , which she had believed herself to discern in him yesterday . Vanity , extravagance , love of change , restlessness of temper , which must be doing something , good or bad ; heedlessness as to the pleasure of his father and Mrs. Weston , indifferent as to how his conduct might appear in general ; he became liable to all these charges .
Emma Woodhouse	With the exception of this little blot , Emma found that his visit hitherto had given her friend only good ideas of him .
Emma Woodhouse	"The circumstance was told him at Hartfield ; for the moment , he was silent ; but Emma heard him almost immediately afterwards say to himself , over a newspaper he held in his hand , "" Hum ! just the trifling , silly fellow I took him for . """
Emma Woodhouse	She had half a mind to resent ; but an instant 's observation convinced her that it was really said only to relieve his own feelings , and not meant to provoke ; and therefore she let it pass . Although in one instance the bearers of not good tidings , Mr. and Mrs. Weston 's visit this morning was in another respect particularly opportune .
Emma Woodhouse	Something occurred while they were at Hartfield , to make Emma want their advice ; and , which was still more lucky , she wanted exactly the advice they gave .
Emma Woodhouse	had already taken place . The regular and best families Emma could hardly suppose
Emma Woodhouse	Nothing should tempt _ her _ to go , if they did ; and she regretted that her father 's known habits would be giving her refusal less meaning than she could wish .
Emma Woodhouse	. This lesson , she very much feared , they would receive only from herself ; she had little hope of Mr. Knightley , none of Mr. Weston .
Emma Woodhouse	But she had made up her mind how to meet this presumption so many weeks before it appeared , that when the insult came at last , it found her very differently affected .
Emma Woodhouse	"Donwell and Randalls had received their invitation , and none had come for her father and herself ; and Mrs. Weston 's accounting for it with "" I suppose they will not take the liberty with you ; they know you do not dine out , "" was not quite sufficient ."
Emma Woodhouse	She felt that she should like to have had the power of refusal ; and afterwards , as the idea of the party to be assembled there , consisting precisely of those whose society was dearest to her , occurred again and again , she did not know that she might not have been tempted to accept .
Emma Woodhouse	The bare possibility of it acted as a farther irritation on her spirits ; and her being left in solitary grandeur , even supposing the omission to be intended as a compliment , was but poor comfort .
Emma Woodhouse	"It was the arrival of this very invitation while the Westons were at Hartfield , which made their presence so acceptable ; for though her first remark , on reading it , was that "" of course it must be declined , "" she so very soon proceeded to ask them what they advised her to do , that their advice for her going was most prompt and successful . She owned that , considering every thing , she was not absolutely without inclination for the party . The Coles expressed themselves so properly -- there was so much real attention in the manner of it-- so much consideration for her father . "" They would have solicited the honour earlier , but had been waiting the arrival of a folding - screen from London , which they hoped might keep Mr. Woodhouse from any draught of air , and therefore induce him the more readily to give them the honour of his company . """
Emma Woodhouse	Upon the whole , she was very persuadable ; and it being briefly settled among themselves how it might be done without neglecting his comfort -- how certainly Mrs. Goddard , if not Mrs. Bates , might be depended on for bearing him company-- Mr. Woodhouse was to be talked into an acquiescence of his daughter 's going out to dinner on a day now near at hand , and spending the whole evening away from him .
Emma Woodhouse	As for _ his _ going , Emma did not wish him to think it possible , the hours would be too late , and the party too numerous .
Emma Woodhouse	No more is Emma .
Emma Woodhouse	"However , as they are so very desirous to have dear Emma dine with them , and as you will both be there , and Mr. Knightley too , to take care of her , I can not wish to prevent it , provided the weather be what it ought , neither damp , nor cold , nor windy . """
Emma Woodhouse	"Miss Taylor , if you had not married , you would have staid at home with me . """
Emma Woodhouse	""" Well , sir , "" cried Mr. Weston , "" as I took Miss Taylor away , it is incumbent on me to supply her place , if I can ; and I will step to Mrs. Goddard in a moment , if you wish it . """
Emma Woodhouse	He had a great regard for Mrs. Goddard ; and Emma should write a line , and invite her .
Emma Woodhouse	""" You will make my excuses , my dear , as civilly as possible ."
Emma Woodhouse	You will say that I am quite an invalid , and go no where , and therefore must decline their obliging invitation ; beginning with my _ compliments _ , of course .
Emma Woodhouse	But you will do every thing right . I need not tell you what is to be done .
Emma Woodhouse	We must remember to let James know that the carriage will be wanted on Tuesday . I shall have no fears for you with him .
Emma Woodhouse	We have never been there above once since the new approach was made ; but still I have no doubt that James will take you very safely .
Emma Woodhouse	And when you get there , you must tell him at what time you would have him come for you again ; and you had better name an early hour .
Emma Woodhouse	"You will not like staying late . You will get very tired when tea is over . "" "" But you would not wish me to come away before I am tired , papa ? """
Emma Woodhouse	""" Oh ! no , my love ; but you will soon be tired ."
Emma Woodhouse	You will not like the noise .
Emma Woodhouse	""" But , my dear sir , "" cried Mr. Weston , "" if Emma comes away early , it will be breaking up the party ."
Emma Woodhouse	""" But you do not consider how it may appear to the Coles . Emma 's going away directly after tea might be giving offence . They are good - natured people , and think little of their own claims ; but still they must feel that any body 's hurrying away is no great compliment ; and Miss Woodhouse 's doing it would be more thought of than any other person 's in the room ."
Emma Woodhouse	You would not wish to disappoint and mortify the Coles , I am sure , sir ; friendly , good sort of people as ever lived , and who have been your neighbours these _ ten _ years .
Emma Woodhouse	""" No , upon no account in the world , Mr. Weston ; I am much obliged to you for reminding me ."
Emma Woodhouse	I should be extremely sorry to be giving them any pain .
Emma Woodhouse	I know what worthy people they are .
Emma Woodhouse	Perry tells me that Mr. Cole never touches malt liquor . You would not think it to look at him , but he is bilious -- Mr. Cole is very bilious .
Emma Woodhouse	No , I would not be the means of giving them any pain .
Emma Woodhouse	My dear Emma , we must consider this .
Emma Woodhouse	I am sure , rather than run the risk of hurting Mr. and Mrs. Cole , you would stay a little longer than you might wish .
Emma Woodhouse	You will not regard being tired .
Emma Woodhouse	"You will be perfectly safe , you know , among your friends . "" "" Oh yes , papa ."
Emma Woodhouse	I have no fears at all for myself ; and I should have no scruples of staying as late as Mrs. Weston , but on your account .
Emma Woodhouse	I am only afraid of your sitting up for me .
Emma Woodhouse	I am not afraid of your not being exceedingly comfortable with Mrs. Goddard .
Emma Woodhouse	She loves piquet , you know ; but when she is gone home , I am afraid you will be sitting up by yourself , instead of going to bed at your usual time -- and the idea of that would entirely destroy my comfort .
Emma Woodhouse	"You must promise me not to sit up . "" He did , on the condition of some promises on her side : such as that , if she came home cold , she would be sure to warm herself thoroughly ; if hungry , that she would take something to eat ; that her own maid should sit up for her ; and that Serle and the butler should see that every thing were safe in the house , as usual ."
Emma Woodhouse	XII Till now that she was threatened with its loss , Emma had never known how much of her happiness depended on being _ first _ with Mr. Knightley , first in interest and affection.--Satisfied that it was so , and feeling it her due , she had enjoyed it without reflection ; and only in the dread of being supplanted , found how inexpressibly important it had been.--Long , very long , she felt she had been first ; for , having no female connexions of his own , there had been only Isabella whose claims could be compared with hers , and she had always known exactly how far he loved and esteemed Isabella .
Emma Woodhouse	She had herself been first with him for many years past .
Emma Woodhouse	She had not deserved it ; she had often been negligent or perverse , slighting his advice , or even wilfully opposing him , insensible of half his merits , and quarrelling with him because he would not acknowledge her false and insolent estimate of her own -- but still , from family attachment and habit , and thorough excellence of mind , he had loved her , and watched over her from a girl , with an endeavour to improve her , and an anxiety for her doing right , which no other creature had at all shared . In spite of all her faults , she knew she was dear to him ; might she not say , very dear?-- When the suggestions of hope , however , which must follow here , presented themselves , she could not presume to indulge them .
Emma Woodhouse	Harriet Smith might think herself not unworthy of being peculiarly , exclusively , passionately loved by Mr. Knightley . _ She _ could not .
Emma Woodhouse	She could not flatter herself with any idea of blindness in his attachment to _ her _ .
Emma Woodhouse	She had received a very recent proof of its impartiality.-- How shocked had he been by her behaviour to Miss Bates ! How directly , how strongly had he expressed himself to her on the subject!--Not
Emma Woodhouse	too strongly for the offence -- but far , far too strongly to issue from any feeling softer than upright justice and clear - sighted goodwill.-- She had no hope , nothing to deserve the name of hope , that he could have that sort of affection for herself which was now in question ; but there was a hope ( at times a slight one , at times much stronger , ) that Harriet might have deceived herself , and be overrating his regard for _ her_.--Wish it she must , for his sake -- be the consequence nothing to herself , but his remaining single all his life . Could she be secure of that , indeed , of his never marrying at all , she believed she should be perfectly satisfied.--Let him but continue the same Mr. Knightley to her and her father , the same Mr. Knightley to all the world ; let Donwell and Hartfield lose none of their precious intercourse of friendship and confidence , and her peace would be fully secured.--Marriage , in fact , would not do for her .
Emma Woodhouse	It would be incompatible with what she owed to her father , and with what she felt for him .
Emma Woodhouse	Nothing should separate her from her father .
Emma Woodhouse	She would not marry , even if she were asked by Mr. Knightley .
Emma Woodhouse	It must be her ardent wish that Harriet might be disappointed ; and she hoped , that when able to see them together again , she might at least be able to ascertain what the chances for it were.--She should see them henceforward with the closest observance ; and wretchedly as she had hitherto misunderstood even those she was watching , she did not know how to admit that she could be blinded here.-- He was expected back every day . The power of observation would be soon given -- frightfully soon it appeared when her thoughts were in one course .
Emma Woodhouse	In the meanwhile , she resolved against seeing Harriet.-- It would do neither of them good , it would do the subject no good , to be talking of it farther.--She was resolved not to be convinced , as long as she could doubt , and yet had no authority for opposing Harriet 's confidence . To talk would be only to irritate.--She wrote to her , therefore , kindly , but decisively , to beg that she would not , at present , come to Hartfield ; acknowledging it to be her conviction , that all farther confidential discussion of _ one _ topic had better be avoided ; and hoping , that if a few days were allowed to pass before they met again , except in the company of others -- she objected only to a tete - a - tete -- they might be able to act as if they had forgotten the conversation of yesterday.--Harriet submitted , and approved , and was grateful . This point was just arranged , when a visitor arrived to tear Emma 's thoughts a little from the one subject which had engrossed them , sleeping or waking , the last twenty - four hours -- Mrs. Weston , who had been calling on her daughter - in - law elect , and took Hartfield in her way home , almost as much in duty to Emma as in pleasure to herself , to relate all the particulars of so interesting an interview . Mr. Weston had accompanied her to Mrs. Bates 's , and gone through his share of this essential attention most handsomely ; but she having then induced Miss Fairfax to join her in an airing , was now returned with much more to say , and much more to say with satisfaction , than a quarter of an hour spent in Mrs. Bates 's parlour , with all the encumbrance of awkward feelings , could have afforded .
Emma Woodhouse	A little curiosity Emma had ; and she made the most of it while her friend related .
Emma Woodhouse	"Mrs. Weston had set off to pay the visit in a good deal of agitation herself ; and in the first place had wished not to go at all at present , to be allowed merely to write to Miss Fairfax instead , and to defer this ceremonious call till a little time had passed , and Mr. Churchill could be reconciled to the engagement 's becoming known ; as , considering every thing , she thought such a visit could not be paid without leading to reports:-- but Mr. Weston had thought differently ; he was extremely anxious to shew his approbation to Miss Fairfax and her family , and did not conceive that any suspicion could be excited by it ; or if it were , that it would be of any consequence ; for "" such things , "" he observed , "" always got about . """
Emma Woodhouse	Emma smiled , and felt that Mr. Weston had very good reason for saying so .
Emma Woodhouse	Miss Fairfax 's recent illness had offered a fair plea for Mrs. Weston to invite her to an airing ; she had drawn back and declined at first , but , on being pressed had yielded ; and , in the course of their drive , Mrs. Weston had , by gentle encouragement , overcome so much of her embarrassment , as to bring her to converse on the important subject .
Emma Woodhouse	Mrs. Weston was convinced that such conversation must be the greatest relief to her companion , pent up within her own mind as every thing had so long been , and was very much pleased with all that she had said on the subject .
Emma Woodhouse	""" On the misery of what she had suffered , during the concealment of so many months , "" continued Mrs. Weston , "" she was energetic ."
Emma Woodhouse	` I will not say , that since I entered into the engagement I have not had some happy moments ; but I can say , that I have never known the blessing of one tranquil hour:'-- and the quivering lip , Emma , which uttered it , was an attestation that I felt at my heart .
Emma Woodhouse	"! "" said Emma ."
Emma Woodhouse	""" She thinks herself wrong , then , for having consented to a private engagement ? "" "" Wrong !"
Emma Woodhouse	No one , I believe , can blame her more than she is disposed to blame herself . ` The consequence , ' said she , ` has been a state of perpetual suffering to me ; and so it ought .
Emma Woodhouse	I never can be blameless .
Emma Woodhouse	I have been acting contrary to all my sense of right ; and the fortunate turn that every thing has taken , and the kindness I am now receiving , is what my conscience tells me ought not to be . '
Emma Woodhouse	` Do not imagine , madam , ' she continued , ` that I was taught wrong . Do not let any reflection fall on the principles or the care of the friends who brought me up .
Emma Woodhouse	The error has been all my own ; and I do assure you that , with all the excuse that present circumstances may appear to give , I shall yet dread making the story known to Colonel Campbell . '
Emma Woodhouse	""" "" Poor girl ! "" said Emma again ."
Emma Woodhouse	""" She loves him then excessively , I suppose ."
Emma Woodhouse	"It must have been from attachment only , that she could be led to form the engagement . Her affection must have overpowered her judgment . "" "" Yes , I have no doubt of her being extremely attached to him ."
Emma Woodhouse	""" "" I am afraid , "" returned Emma , sighing , "" that I must often have contributed to make her unhappy . """
Emma Woodhouse	""" On your side , my love , it was very innocently done ."
Emma Woodhouse	But she probably had something of that in her thoughts , when alluding to the misunderstandings which he had given us hints of before .
Emma Woodhouse	"One natural consequence of the evil she had involved herself in , "" she said , "" was that of making her _ unreasonable _ ."
Emma Woodhouse	The consciousness of having done amiss , had exposed her to a thousand inquietudes , and made her captious and irritable to a degree that must have been-- that had been -- hard for him to bear . ` I did not make the allowances , ' said she , ` which I ought to have done , for his temper and spirits-- his delightful spirits , and that gaiety , that playfulness of disposition , which , under any other circumstances , would , I am sure , have been as constantly bewitching to me , as they were at first . ' She then began to speak of you , and of the great kindness you had shewn her during her illness ; and with a blush which shewed me how it was all connected , desired me , whenever I had an opportunity , to thank you -- I could not thank you too much -- for every wish and every endeavour to do her good . She was sensible that you had never received any proper acknowledgment from herself .
Emma Woodhouse	""" "" If I did not know her to be happy now , "" said Emma , seriously , "" which , in spite of every little drawback from her scrupulous conscience , she must be , I could not bear these thanks;--for , oh !"
Emma Woodhouse	Mrs. Weston , if there were an account drawn up of the evil and the good I have done Miss Fairfax!--Well ( checking herself , and trying to be more lively ) , this is all to be forgotten .
Emma Woodhouse	You are very kind to bring me these interesting particulars .
Emma Woodhouse	"I am sure she is very good-- I hope she will be very happy . It is fit that the fortune should be on his side , for I think the merit will be all on hers . "" Such a conclusion could not pass unanswered by Mrs. Weston . She thought well of Frank in almost every respect ; and , what was more , she loved him very much , and her defence was , therefore , earnest . She talked with a great deal of reason , and at least equal affection-- but she had too much to urge for Emma 's attention ; it was soon gone to Brunswick Square or to Donwell ; she forgot to attempt to listen ; and when Mrs. Weston ended with , "" We have not yet had the letter we are so anxious for , you know , but I hope it will soon come , "" she was obliged to pause before she answered , and at last obliged to answer at random , before she could at all recollect what letter it was which they were so anxious for . "" Are you well , my Emma ? "" was Mrs. Weston 's parting question ."
Emma Woodhouse	I am always well , you know .
