Character	Assertion
Fanny Price	“ Well , Fanny , ” said she , as soon as they were alone together afterwards , and she really had known something like impatience to be alone with her , and her countenance , as she spoke , had extraordinary animation ; “ Well , Fanny , I have had a very agreeable surprise this morning .
Fanny Price	I must just speak of it _ once _ , I told Sir Thomas I must _ once _ , and then I shall have done .
Fanny Price	I give you joy , my dear niece . ”
Fanny Price	And looking at her complacently , she added , “ Humph , we certainly are a handsome family ! ”
Fanny Price	Fanny coloured , and doubted at first what to say ; when , hoping to assail her on her vulnerable side , she presently answered — “ My dear aunt , _ you _ can not wish me to do differently from what I have done , I am sure .
Fanny Price	_ You _ can not wish me to marry ; for you would miss me , should not you ?
Fanny Price	Yes , I am sure you would miss me too much for that . ”
Fanny Price	“ No , my dear , I should not think of missing you , when such an offer as this comes in your way .
Fanny Price	I could do very well without you , if you were married to a man of such good estate as Mr. Crawford .
Fanny Price	And you must be aware , Fanny , that it is every young woman ’s duty to accept such a very unexceptionable offer as this .
Fanny Price	This was almost the only rule of conduct , the only piece of advice , which Fanny had ever received from her aunt in the course of eight years and a half .
Fanny Price	It silenced her .
Fanny Price	She felt how unprofitable contention would be .
Fanny Price	If her aunt ’s feelings were against her , nothing could be hoped from attacking her understanding .
Fanny Price	Lady Bertram was quite talkative .
Fanny Price	“ I will tell you what , Fanny , ” said she , “ I am sure he fell in love with you at the ball ; I am sure the mischief was done that evening .
Fanny Price	You did look remarkably well .
Fanny Price	And you know you had Chapman to help you to dress .
Fanny Price	I am very glad I sent Chapman to you .
Fanny Price	I shall tell Sir Thomas that I am sure it was done that evening . ”
Fanny Price	And still pursuing the same cheerful thoughts , she soon afterwards added , “ And I will tell you what , Fanny , which is more than I did for Maria : the next time Pug has a litter you shall have a puppy . ”
Fanny Price	_ You _ are not to be judged by the same rule .
Fanny Price	You do not owe me the duty of a child .
Fanny Price	But , Fanny ,
Fanny Price	if your heart can acquit you of _ ingratitude _ — ” He ceased .
Fanny Price	Fanny was by this time crying so bitterly that , angry as he was , he would not press that article farther .
Fanny Price	Her heart was almost broke by such a picture of what she appeared to him ; by such accusations , so heavy , so multiplied , so rising in dreadful gradation !
Fanny Price	He thought her all this .
Fanny Price	She had deceived his expectations ; she had lost his good opinion .
Fanny Price	What was to become of her ?
Fanny Price	“ I am very sorry , ” said she inarticulately , through her tears , “ I am very sorry indeed . ”
Fanny Price	yes , I hope you are sorry ; and you will probably have reason to be long sorry for this day ’s transactions . ”
Fanny Price	“ If it were possible for me to do otherwise ” said she , with another strong effort ; “ but I am so perfectly convinced that I could never make him happy , and that I should be miserable myself . ” Another burst of tears ; but in spite of that burst , and in spite of that great black word _ miserable _ , which served to introduce it , Sir Thomas began to think a little relenting , a little change of inclination , might have something to do with it ; and to augur favourably from the personal entreaty of the young man himself .
Fanny Price	He knew her to be very timid , and exceedingly nervous ; and thought it not improbable that her mind might be in such a state as a little time , a little pressing , a little patience , and a little impatience , a judicious mixture of all on the lover ’s side , might work their usual effect on .
Fanny Price	If the gentleman would but persevere , if he had but love enough to persevere , Sir Thomas began to have hopes ; and these reflections having passed across his mind and cheered it , “ Well , ” said he , in a tone of becoming gravity , but of less anger , “ well , child , dry up your tears .
Fanny Price	You must now come downstairs with me .
Fanny Price	You must give him your own answer : we can not expect him to be satisfied with less ; and you only can explain to him
Fanny Price	the grounds of that misconception of your sentiments , which , unfortunately for himself , he certainly has imbibed
Fanny Price	But Fanny shewed such reluctance , such misery , at the idea of going down to him , that Sir Thomas , after a little consideration , judged it better to indulge her .
Fanny Price	His hopes from both gentleman and lady suffered a small depression in consequence ; but when he looked at his niece , and saw the state of feature and complexion which her crying had brought her into , he thought there might be as much lost as gained by an immediate interview .
Fanny Price	With a few words , therefore , of no particular meaning , he walked off by himself , leaving his poor niece to sit and cry over what had passed , with very wretched feelings .
Fanny Price	Her mind was all disorder .
Fanny Price	But her uncle ’s anger gave her the severest pain of all .
Fanny Price	She was miserable for ever .
Fanny Price	She had no one to take her part , to counsel , or speak for her .
Fanny Price	Her only friend was absent .
Fanny Price	He might have softened his father ; but all , perhaps all , would think her selfish and ungrateful .
Fanny Price	She might have to endure the reproach again and again ; she might hear it , or see it , or know it to exist for ever in every connexion about her .
Fanny Price	She could not but feel some resentment against Mr. Crawford ; yet ,
Fanny Price	if he really loved her , and were unhappy too !
Fanny Price	In about a quarter of an hour her uncle returned ; she was almost ready to faint at the sight of him .
Fanny Price	He spoke calmly , however , without austerity , without reproach , and she revived a little .
Fanny Price	I do not want to add to anything you may now be feeling , by an account of what he has felt .
Fanny Price	Upon my representation of what you were suffering , he immediately , and with the greatest delicacy , ceased to urge to see you for the present . ”
Fanny Price	Here Fanny , who had looked up , looked down again .
Fanny Price	“ Of course , ” continued her uncle , “ it can not be supposed but that he should request to speak with you alone , be it only for five minutes ; a request too natural , a claim too just to be denied .
Fanny Price	But there is no time fixed ; perhaps to - morrow , or whenever your spirits are composed enough .
Fanny Price	For the present you have only to tranquillise yourself .
Fanny Price	Check these tears ; they do but exhaust you .
Fanny Price	If , as I am willing to suppose , you wish to shew me any observance , you will not give way to these emotions , but endeavour to reason yourself into a stronger frame of mind .
Fanny Price	I advise you to go out : the air will do you good ; go out for an hour on the gravel ; you will have the shrubbery to yourself , and will be the better for air and exercise .
Fanny Price	And , Fanny ” ( turning back again for a moment ) , “ I shall make no mention below of what has passed ; I shall not even tell your aunt Bertram .
Fanny Price	There is no occasion for spreading the disappointment ; say nothing about it yourself .
Fanny Price	” This was an order to be most joyfully obeyed ; this was an act of kindness which Fanny felt at her heart .
Fanny Price	To be spared from her aunt Norris ’s interminable reproaches !
Fanny Price	he left her in a glow of gratitude .
Fanny Price	She walked out directly , as her uncle recommended , and followed his advice throughout , as far as she could ; did check her tears ; did earnestly try to compose her spirits and strengthen her mind .
Fanny Price	She wished to prove to him that she did desire his comfort , and sought to regain his favour ; and he had given her another strong motive for exertion , in keeping the whole affair from the knowledge of her aunts .
Fanny Price	Not to excite suspicion by her look or manner was now an object worth attaining ; and she felt equal to almost anything that might save her from her aunt Norris .
Fanny Price	She was struck , quite struck , when , on returning from her walk and going into the East room again , the first thing which caught her eye was a fire lighted and burning .
Fanny Price	it seemed too much ; just at that time to be giving her such an indulgence was exciting even painful gratitude .
Fanny Price	She wondered that Sir Thomas could have leisure to think of such a trifle again ; but she soon found , from the voluntary information of the housemaid , who came in to attend it , that so it was to be every day .
Fanny Price	“ I must be a brute , indeed , if I can be really ungrateful ! ” said she , in soliloquy .
Fanny Price	“ Heaven defend me from being ungrateful ! ”
Fanny Price	She saw nothing more of her uncle , nor of her aunt Norris , till they met at dinner .
Fanny Price	Her uncle ’s behaviour to her was then as nearly as possible what it had been before ; she was sure he did not mean there should be any change , and that it was only her own conscience that could fancy any ; but her aunt was soon quarrelling with her ; and
Fanny Price	when she found how much and how unpleasantly her having only walked out without her aunt ’s knowledge could be dwelt on , she felt all the reason she had to bless the kindness which saved her from the same spirit of reproach , exerted on a more momentous subject . “ If I had known you were going out , I should have got you just to go as far as my house with some orders for Nanny , ” said she , “ which I have since , to my very great inconvenience , been obliged to go and carry myself .
Fanny Price	I could very ill spare the time , and you might have saved me the trouble , if you would only have been so good as to let us know you were going out .
Fanny Price	It would have made no difference to you , I suppose , whether you had walked in the shrubbery or gone to my house .
Fanny Price	“ I recommended the shrubbery to Fanny as the driest place , ” said Sir Thomas .
Fanny Price	“ Oh ! ” said Mrs. Norris , with a moment ’s check , “ that was very kind of you , Sir Thomas ; but you do not know how dry the path is to my house .
Fanny Price	Fanny would have had quite as good a walk there , I assure you , with the advantage of being of some use , and obliging her aunt : it is all her fault .
Fanny Price	If she would but have let us know she was going out but there is
Fanny Price	a something about Fanny
Fanny Price	, I have often observed it before — she likes to go her own way to work ; she does not like to be dictated to ; she takes her own independent walk whenever she can ; she certainly has a little spirit of secrecy , and independence , and nonsense , about her , which I would advise her to get the better of . ”
Fanny Price	As a general reflection on Fanny , Sir Thomas thought nothing could be more unjust , though he had been so lately expressing the same sentiments himself , and he tried to turn the conversation : tried repeatedly before he could succeed ; for Mrs. Norris had not discernment enough to perceive , either now , or at any other time , to what degree he thought well of his niece , or how very far he was from wishing to have his own children ’s merits set off by the depreciation of hers .
Fanny Price	She was talking _ at _ Fanny , and resenting this private walk half through the dinner .
Fanny Price	It was over , however , at last ; and the evening set in with more composure to Fanny , and more cheerfulness of spirits than she could have hoped for after so stormy a morning ; but she trusted , in the first place , that she had done right : that her judgment had not misled her . For the purity of her intentions she could answer ; and she was willing to hope , secondly , that her uncle ’s displeasure was abating , and would abate farther as he considered the matter with more impartiality , and felt , as a good man must feel , how wretched , and how unpardonable , how hopeless , and how wicked it was to marry without affection . When the meeting with which she was threatened for the morrow was past , she could not but flatter herself that the subject would be finally concluded , and Mr. Crawford once gone from Mansfield , that everything would soon be as if no such subject had existed .
Fanny Price	She would not , could not believe , that Mr. Crawford ’s affection for her could distress him long ; his mind was not of that sort .
Fanny Price	In London he would soon learn to wonder at his infatuation , and be thankful for the right reason in her which had saved him from its evil consequences . While Fanny ’s mind was engaged in these sort of hopes , her uncle was , soon after tea , called out of the room ; an occurrence too common to strike her , and she thought nothing of it till the butler reappeared ten minutes afterwards , and advancing decidedly towards herself , said , “ Sir Thomas wishes to speak with you , ma’am , in his own room . ”
Fanny Price	Then it occurred to her what might be going on ; a suspicion rushed over her mind which drove the colour from her cheeks ; but instantly rising , she was preparing to obey , when Mrs. Norris called out , “ Stay , stay , Fanny !
Fanny Price	what are you about ?
Fanny Price	where are you going ?
Fanny Price	Depend upon it , it is not you who are wanted ; depend upon it , it is me ” ( looking at the butler ) ; “ but you are so very eager to put yourself forward .
Fanny Price	It is me , Baddeley , you mean ; I am coming this moment .
Fanny Price	You mean me , Baddeley , I am sure ; Sir Thomas wants me , not Miss Price . ”
Fanny Price	“ No , ma’am , it is Miss Price ; I am certain of its being Miss Price . ”
Fanny Price	And there was a half - smile with the words , which meant , “ I do not think you would answer the purpose at all . ”
Fanny Price	Mrs. Norris , much discontented , was obliged to compose herself to work again ; and Fanny , walking off in agitating consciousness , found herself , as she anticipated , in another minute alone with Mr. Crawford .
Fanny Price	XLI A week was gone since Edmund might be supposed in town , and Fanny had heard nothing of him .
Fanny Price	were three different conclusions to be drawn from his silence , between which her mind was in fluctuation ;
Fanny Price	One morning , about this time , Fanny having now been nearly four weeks from Mansfield , a point which she never failed to think over and calculate every day , as she and Susan were preparing to remove , as usual , upstairs , they were stopped by the knock of a visitor , whom they felt they could not avoid , from Rebecca ’s alertness in going to the door , a duty which always interested her beyond any other .
Fanny Price	It was a gentleman ’s voice ; it was a voice that Fanny was just turning pale about , when Mr. Crawford walked into the room .
Fanny Price	Good sense , like hers , will always act when really called upon ; and she found that she had been able to name him to her mother , and recall her remembrance of the name , as that of “ William ’s friend , ” though she could not previously have believed herself capable of uttering a syllable at such a moment .
Fanny Price	Having introduced him , however , and being all reseated , the terrors that occurred of what this visit might lead to were overpowering , and she fancied herself on the point of fainting away .
Fanny Price	While trying to keep herself alive , their visitor , who had at first approached her with as animated a countenance as ever , was wisely and kindly keeping his eyes away , and giving her time to recover , while he devoted himself entirely to her mother , addressing her , and attending to her with the utmost politeness and propriety , at the same time with a degree of friendliness , of interest at least , which was making his manner perfect . Mrs. Price ’s manners were also at their best .
Fanny Price	Warmed by the sight of such a friend to her son , and regulated by the wish of appearing to advantage before him , she was overflowing with gratitude — artless , maternal gratitude — which could not be unpleasing .
Fanny Price	Mr. Price was out , which she regretted very much .
Fanny Price	Fanny was just recovered enough to feel that _ she _ could not regret it ; for to her many other sources of uneasiness was added the severe one of shame for the home in which he found her .
Fanny Price	She might scold herself for the weakness , but there was no scolding it away .
Fanny Price	She was ashamed , and she would have been yet more ashamed of her father than of all the rest .
Fanny Price	They talked of William , a subject on which Mrs. Price could never tire ; and Mr. Crawford was as warm in his commendation as even her heart could wish .
Fanny Price	She felt that she had never seen so agreeable a man in her life ; and was only astonished to find that , so great and so agreeable as he was , he should be come down to Portsmouth neither on a visit to the port - admiral , nor the commissioner , nor yet with the intention of going over to the island , nor of seeing the dockyard .
Fanny Price	Nothing of all that she had been used to think of as the proof of importance , or the employment of wealth , had brought him to Portsmouth .
Fanny Price	By the time he had given all this information , it was not unreasonable to suppose that Fanny might be looked at and spoken to ; and she was tolerably able to bear his eye , and hear that he had spent half an hour with his sister the evening before his leaving London ; that she had sent her best and kindest love , but had had no time for writing ; that he thought himself lucky in seeing Mary for even half an hour , having spent scarcely twenty - four hours in London , after his return from Norfolk , before he set off again ; that her cousin Edmund was in town , had been in town , he understood , a few days ; that he had not seen him himself , but that he was well , had left them all well at Mansfield , and was to dine , as yesterday , with the Frasers .
Fanny Price	Fanny listened collectedly , even to the last - mentioned circumstance ; nay , it seemed a relief to her worn mind to be at any certainty ; and the words , “ then by this time it is all settled , ” passed internally , without more evidence of emotion than a faint blush .
Fanny Price	After talking a little more about Mansfield , a subject in which her interest was most apparent , Crawford began to hint at the expediency of an early walk .
Fanny Price	And the consequence was , that Fanny , strange as it was — strange , awkward , and distressing — found herself and Susan , within ten minutes , walking towards the High Street with Mr. Crawford .
Fanny Price	It was soon pain upon pain , confusion upon confusion ; for they were hardly in the High Street before they met her father , whose appearance was not the better from its being Saturday .
Fanny Price	He stopt ; and , ungentlemanlike as he looked , Fanny was obliged to introduce him to Mr. Crawford .
Fanny Price	She could not have a doubt of the manner in which Mr. Crawford must be struck .
Fanny Price	He must soon give her up , and cease to have the smallest inclination for the match ; and yet , though she had been so much wanting his affection to be cured , this was a sort of cure that would be almost as bad as the complaint ; and I believe there is scarcely a young lady in the United Kingdoms who would not rather put up with the misfortune of being sought by a clever , agreeable man , than have him driven away by the vulgarity of her nearest relations .
Fanny Price	Mr. Crawford probably could not regard his future father - in - law with any idea of taking him for a model in dress ; but ( as Fanny instantly , and to her great relief , discerned ) her father was a very different man , a very different Mr. Price in his behaviour to this most highly respected stranger , from what he was in his own family at home .
Fanny Price	Such was his instinctive compliment to the good manners of Mr. Crawford ; and , be the consequence what it might , Fanny ’s immediate feelings were infinitely soothed .
Fanny Price	The conclusion of the two gentlemen ’s civilities was an offer of Mr. Price ’s to take Mr. Crawford into the dockyard , which Mr. Crawford , desirous of accepting as a favour what was intended as such , though he had seen the dockyard again and again , and hoping to be so much the longer with Fanny , was very gratefully disposed to avail himself of , if the Miss Prices were not afraid of the fatigue ; and as it was somehow or other ascertained , or inferred , or at least acted upon , that they were not at all afraid , to the dockyard they were all to go ; and but for Mr. Crawford , Mr. Price would have turned thither directly , without the smallest consideration for his daughters ’ errands in the High Street .
Fanny Price	He took care , however , that they should be allowed to go to the shops they came out expressly to visit ; and it did not delay them long , for Fanny could so little bear to excite impatience , or be waited for , that before the gentlemen , as they stood at the door , could do more than begin upon the last naval regulations , or settle the number of three - deckers now in commission , their companions were ready to proceed
Fanny Price	Once fairly in the dockyard , he began to reckon upon some happy intercourse with Fanny , as they were very soon joined by a brother lounger of Mr. Price ’s , who was come to take his daily survey of how things went on , and who must prove a far more worthy companion than himself ; and after a time the two officers seemed very well satisfied going about together , and discussing matters of equal and never - failing interest , while the young people sat down upon some timbers in the yard , or found a seat on board a vessel in the stocks which they all went to look at .
Fanny Price	Fanny was most conveniently in want of rest .
Fanny Price	Crawford could not have wished her more fatigued or more ready to sit down ; but he could have wished her sister away .
Fanny Price	He must content himself with being only generally agreeable , and letting Susan have her share of entertainment , with the indulgence , now and then , of a look or hint for the better - informed and conscious Fanny .
Fanny Price	For Fanny , somewhat more was related than the accidental agreeableness of the parties he had been in .
Fanny Price	For her approbation , the particular reason of his going into Norfolk at all , at this unusual time of year , was given .
Fanny Price	This was aimed , and well aimed , at Fanny .
Fanny Price	Nothing could be more grateful to her ; and she was on the point of giving him an approving look , when it was all frightened off by his adding a something too pointed of his hoping soon to have an assistant , a friend , a guide in every plan of utility or charity for Everingham : a somebody that would make Everingham and all about it a dearer object than it had ever been yet .
Fanny Price	She turned away , and wished he would not say such things .
Fanny Price	She was willing to allow he might have more good qualities than she had been wo nt to suppose .
Fanny Price	She began to feel the possibility of his turning out well at last ; but he was and must ever be completely unsuited to her , and ought not to think of her .
Fanny Price	He could not have chosen better ; that was a topic to bring back her attention and her looks almost instantly .
Fanny Price	It was a real indulgence to her to hear or to speak of Mansfield .
Fanny Price	Now so long divided from everybody who knew the place , she felt it quite the voice of a friend when he mentioned it , and led the way to her fond exclamations in praise of its beauties and comforts , and by his honourable tribute to its inhabitants allowed her to gratify her own heart in the warmest eulogium , in speaking of her uncle as all that was clever and good , and her aunt as having the sweetest of all sweet tempers .
Fanny Price	Fanny was doubly silenced here ; though when the moment was passed , could regret that she had not forced herself into the acknowledged comprehension of one half of his meaning , and encouraged him to say something more of his sister and Edmund .
Fanny Price	It was a subject which she must learn to speak of , and the weakness that shrunk from it would soon be quite unpardonable .
Fanny Price	, Mr. Crawford contrived a minute ’s privacy for telling Fanny that his only business in Portsmouth was to see her ; that he was come down for a couple of days on her account , and hers only , and because he could not endure a longer total separation . She was sorry , really sorry ; and yet in spite of this and the two or three other things which she wished he had not said , she thought him altogether improved since she had seen him ; he was much more gentle , obliging , and attentive to other people ’s feelings than he had ever been at Mansfield ; she had never seen him so agreeable — so _ near _ being agreeable ; his behaviour to her father could not offend , and there was something particularly kind and proper in the notice he took of Susan . He was decidedly improved .
Fanny Price	She wished the next day over , she wished he had come only for one day ; but it was not so very bad as she would have expected : the pleasure of talking of Mansfield was so very great !
Fanny Price	Before they parted , she had to thank him for another pleasure , and one of no trivial kind .
Fanny Price	Her father asked him to do them the honour of taking his mutton with them , and Fanny had time for only one thrill of horror , before he declared himself prevented by a prior engagement .
Fanny Price	He was engaged to dinner already both for that day and the next ; he had met with some acquaintance at the Crown who would not be denied ; he should have the honour , however , of waiting on them again on the morrow , etc . , and so they parted — Fanny in a state of actual felicity from escaping so horrible an evil !
Fanny Price	Rebecca ’s cookery and Rebecca ’s waiting , and Betsey ’s eating at table without restraint , and pulling everything about as she chose , were what Fanny herself was not yet enough inured to for her often to make a tolerable meal .
Fanny Price	_ She _ was nice only from natural delicacy , but _ he _ had been brought up in a school of luxury and epicurism .
Fanny Price	III The first event of any importance in the family was the death of Mr. Norris , which happened when Fanny was about fifteen , and necessarily introduced alterations and novelties .
Fanny Price	, removed first to the Park , and afterwards to a small house of Sir Thomas ’s in the village , and consoled herself for the loss of her husband by considering that she could do very well without him ; and for her reduction of income by the evident necessity of stricter economy . The living was hereafter for Edmund ; and , had his uncle died a few years sooner , it would have been duly given to some friend to hold till he were old enough for orders .
Fanny Price	The time was now come when Sir Thomas expected his sister - in - law to claim her share in their niece , the change in Mrs. Norris ’s situation , and the improvement in Fanny ’s age , seeming not merely to do away any former objection to their living together , but even to give it the most decided eligibility ; and as his own circumstances were rendered less fair than heretofore , by some recent losses on his West India estate , in addition to his eldest son ’s extravagance , it became not undesirable to himself to be relieved from the expense of her support , and the obligation of her future provision .
Fanny Price	In the fullness of his belief that such a thing must be , he mentioned its probability to his wife ; and the first time of the subject ’s occurring to her again happening to be when Fanny was present , she calmly observed to her , “ So , Fanny , you are going to leave us , and live with my sister .
Fanny Price	How shall you like it ? ”
Fanny Price	Fanny was too much surprised to do more than repeat her aunt ’s words , “ Going to leave you ? ”
Fanny Price	“ Yes , my dear ; why should you be astonished ?
Fanny Price	You have been five years with us , and my sister always meant to take you when Mr. Norris died .
Fanny Price	But you must come up and tack on my patterns all the same . ” The news was as disagreeable to Fanny as it had been unexpected .
Fanny Price	She had never received kindness from her aunt Norris , and could not love her .
Fanny Price	“ I shall be very sorry to go away , ” said she , with a faltering voice .
Fanny Price	“ Yes , I dare say you will ; _ that ’s _ natural enough .
