Character	Assertion
Mrs. Jennings	They were now joined by Mrs. Jennings , who had not patience enough to wait till the door was opened before she told HER story .
Mrs. Jennings	"She came hallooing to the window , "" How do you do , my dear ?"
Mrs. Jennings	I have brought my other son and daughter to see you .
Mrs. Jennings	I thought I heard a carriage last night , while we were drinking our tea , but it never entered my head that it could be them .
Mrs. Jennings	"I thought of nothing but whether it might not be Colonel Brandon come back again ; so I said to Sir John , I do think I hear a carriage ; perhaps it is Colonel Brandon come back again""-- Elinor was obliged to turn from her , in the middle of her story , to receive the rest of the party ; Lady Middleton introduced the two strangers ; Mrs. Dashwood and Margaret came down stairs at the same time , and they all sat down to look at one another , while Mrs. Jennings continued her story as she walked through the passage into the parlour , attended by Sir John ."
Mrs. Jennings	Mrs. Jennings , in the meantime , talked on as loud as she could , and continued her account of their surprise , the evening before , on seeing their friends , without ceasing till every thing was told . Mrs. Palmer laughed heartily at the recollection of their astonishment , and every body agreed , two or three times over , that it had been quite an agreeable surprise .
Mrs. Jennings	""" You may believe how glad we all were to see them , "" added Mrs. Jennings , leaning forward towards Elinor , and speaking in a low voice as if she meant to be heard by no one else , though they were seated on different sides of the room ; "" but , however , I ca n't help wishing they had not travelled quite so fast , nor made such a long journey of it , for they came all round by London upon account of some business , for you know ( nodding significantly and pointing to her daughter ) it was wrong in her situation ."
Mrs. Jennings	"I wanted her to stay at home and rest this morning , but she would come with us ; she longed so much to see you all ! """
Mrs. Jennings	41 Edward , having carried his thanks to Colonel Brandon , proceeded with his happiness to Lucy ; and such was the excess of it by the time he reached Bartlett 's Buildings , that she was able to assure Mrs. Jennings , who called on her again the next day with her congratulations , that she had never seen him in such spirits before in her life .
Mrs. Jennings	Her own happiness , and her own spirits , were at least very certain ; and she joined Mrs. Jennings most heartily in her expectation of their being all comfortably together in Delaford Parsonage before Michaelmas .
Mrs. Jennings	So far was she , at the same time , from any backwardness to give Elinor that credit which Edward WOULD give her , that she spoke of her friendship for them both with the most grateful warmth , was ready to own all their obligation to her , and openly declared that no exertion for their good on Miss Dashwood 's part , either present or future , would ever surprise her , for she believed her capable of doing any thing in the world for those she really valued .
Mrs. Jennings	As for Colonel Brandon , she was not only ready to worship him as a saint , but was moreover truly anxious that he should be treated as one in all worldly concerns ; anxious that his tithes should be raised to the utmost ; and scarcely resolved to avail herself , at Delaford , as far as she possibly could , of his servants , his carriage , his cows , and his poultry .
Mrs. Jennings	It was now above a week since John Dashwood had called in Berkeley Street , and as since that time no notice had been taken by them of his wife 's indisposition , beyond one verbal enquiry , Elinor began to feel it necessary to pay her a visit.--This was an obligation , however , which not only opposed her own inclination , but which had not the assistance of any encouragement from her companions .
Mrs. Jennings	, was very urgent to prevent her sister 's going at all ; and Mrs. Jennings , though her carriage was always at Elinor 's service , so very much disliked Mrs. John Dashwood , that not even her curiosity to see how she looked after the late discovery , nor her strong desire to affront her by taking Edward 's part , could overcome her unwillingness to be in her company again . The consequence was , that Elinor set out by herself to pay a visit , for which no one could really have less inclination , and to run the risk of a tete - a - tete with a woman , whom neither of the others had so much reason to dislike .
Mrs. Jennings	""" Very well -- and for the next presentation to a living of that value -- supposing the late incumbent to have been old and sickly , and likely to vacate it soon -- he might have got I dare say -- fourteen hundred pounds . And how came he not to have settled that matter before this person 's death?--NOW indeed it would be too late to sell it , but a man of Colonel Brandon 's sense!--I wonder he should be so improvident in a point of such common , such natural , concern!--Well , I am convinced that there is a vast deal of inconsistency in almost every human character . I suppose , however -- on recollection -- that the case may probably be THIS ."
Mrs. Jennings	Edward is only to hold the living till the person to whom the Colonel has really sold the presentation , is old enough to take it.--Aye , aye , that is the fact , depend upon it .
Mrs. Jennings	""" It is truly astonishing!""--he cried , after hearing what she said--""what could be the Colonel 's motive ? """
Mrs. Jennings	will not mention the matter to Fanny , however , for though I have broke it to her , and she bears it vastly well,--she will not like to hear it much talked of .
Mrs. Jennings	"as to any thing else , they are both very agreeable young men : I do not know that one is superior to the other . "" Elinor said no more , and John was also for a short time silent.--His"
Mrs. Jennings	I have good reason to think -- indeed I have it from the best authority , or I should not repeat it , for otherwise it would be very wrong to say any thing about it -- but I have it from the very best authority -- not that I ever precisely heard Mrs. Ferrars say it herself -- but her daughter DID , and I have it from her -- That in short , whatever objections there might be against a certain -- a certain connection -- you understand me -- it would have been far preferable to her , it would not have given her half the vexation that THIS does .
Mrs. Jennings	I was exceedingly pleased to hear that Mrs. Ferrars considered it in that light-- a very gratifying circumstance you know to us all .
Mrs. Jennings	"When Mrs. Jennings came home , though she returned from seeing people whom she had never seen before , and of whom therefore she must have a great deal to say , her mind was so much more occupied by the important secret in her possession , than by anything else , that she reverted to it again as soon as Elinor appeared . "" Well , my dear , "" she cried , "" I sent you up to the young man ."
Mrs. Jennings	"Did not I do right?--And I suppose you had no great difficulty -- You did not find him very unwilling to accept your proposal ? """
Mrs. Jennings	""" No , ma'am ; THAT was not very likely . "" "" Well , and how soon will he be ready?--For it seems all to depend upon that . """
Mrs. Jennings	""" Two or three months ! "" cried Mrs. Jennings ; "" Lord !"
Mrs. Jennings	my dear , how calmly you talk of it ; and can the Colonel wait two or three months !
Mrs. Jennings	Lord bless me!--I
Mrs. Jennings	am sure it would put ME quite out of patience!--And though one would be very glad to do a kindness by poor Mr. Ferrars , I do think it is not worth while to wait two or three months for him . Sure somebody else might be found that would do as well ; somebody that is in orders already .
Mrs. Jennings	""" My dear ma'am , "" said Elinor , "" what can you be thinking of?-- Why , Colonel Brandon 's only object is to be of use to Mr. Ferrars . """
Mrs. Jennings	""" Lord bless you , my dear!--Sure you do not mean to persuade me that the Colonel only marries you for the sake of giving ten guineas to Mr. Ferrars ! """
Mrs. Jennings	The deception could not continue after this ; and an explanation immediately took place , by which both gained considerable amusement for the moment , without any material loss of happiness to either , for Mrs. Jennings only exchanged one form of delight for another , and still without forfeiting her expectation of the first .
Mrs. Jennings	""" Aye , aye , the parsonage is but a small one , "" said she , after the first ebullition of surprise and satisfaction was over , "" and very likely MAY be out of repair ; but to hear a man apologising , as I thought , for a house that to my knowledge has five sitting rooms on the ground - floor , and I think the housekeeper told me could make up fifteen beds!-- and to you too , that had been used to live in Barton cottage!--"
Mrs. Jennings	It seems quite ridiculous . But , my dear , we must touch up the Colonel to do some thing to the parsonage , and make it comfortable for them , before Lucy goes to it .
Mrs. Jennings	""" "" But Colonel Brandon does not seem to have any idea of the living 's being enough to allow them to marry . "" "" The Colonel is a ninny , my dear ; because he has two thousand a - year himself , he thinks that nobody else can marry on less . Take my word for it , that , if I am alive , I shall"
Mrs. Jennings	"I am sure I sha'nt go if Lucy an't there . "" Elinor was quite of her opinion , as to the probability of their not waiting for any thing more ."
Mrs. Jennings	After some opposition , Marianne yielded to her sister 's entreaties , and consented to go out with her and Mrs. Jennings one morning for half an hour .
Mrs. Jennings	When they stopped at the door , Mrs. Jennings recollected that there was a lady at the other end of the street on whom she ought to call ; and as she had no business at Gray 's , it was resolved , that while her young friends transacted their 's , she should pay her visit and return for them .
Mrs. Jennings	"It was a great satisfaction to us to hear it , I assure you . """
Mrs. Jennings	Elinor did feel a little ashamed of her brother ; and was not sorry to be spared the necessity of answering him , by the arrival of Mrs. Jennings 's servant , who came to tell her that his mistress waited for them at the door .
Mrs. Jennings	Mr. Dashwood attended them down stairs , was introduced to Mrs. Jennings at the door of her carriage , and repeating his hope of being able to call on them the next day , took leave .
Mrs. Jennings	Mrs. Jennings , however , assured him directly , that she should not stand upon ceremony , for they were all cousins , or something like it , and she should certainly wait on Mrs. John Dashwood very soon , and bring her sisters to see her . His manners to THEM , though calm , were perfectly kind ; to Mrs. Jennings , most attentively civil ; and on Colonel Brandon 's coming in soon after himself , he eyed him with a curiosity which seemed to say , that he only wanted to know him to be rich , to be equally civil to HIM . After staying with them half an hour , he asked Elinor to walk with him to Conduit Street , and introduce him to Sir John and Lady Middleton .
Mrs. Jennings	"It will be a very fine object from many parts of the park , and the flower - garden will slope down just before it , and be exceedingly pretty . We have cleared away all the old thorns that grew in patches over the brow . "" Elinor kept her concern and her censure to herself ; and was very thankful that Marianne was not present , to share the provocation . Having now said enough to make his poverty clear , and to do away the necessity of buying a pair of ear - rings for each of his sisters , in his next visit at Gray 's his thoughts took a cheerfuller turn , and he began to congratulate Elinor on having such a friend as Mrs. Jennings . """
Mrs. Jennings	She seems a most valuable woman indeed -- Her house , her style of living , all bespeak an exceeding good income ; and it is an acquaintance that has not only been of great use to you hitherto , but in the end may prove materially advantageous.--Her
Mrs. Jennings	inviting you to town is certainly a vast thing in your favour ; and indeed , it speaks altogether so great a regard for you , that in all probability when she dies you will not be forgotten.--
Mrs. Jennings	"She must have a great deal to leave . "" "" Nothing at all , I should rather suppose ; for she has only her jointure , which will descend to her children . """
Mrs. Jennings	""" But it is not to be imagined that she lives up to her income ."
Mrs. Jennings	"Few people of common prudence will do THAT ; and whatever she saves , she will be able to dispose of . """
Mrs. Jennings	""" And do you not think it more likely that she should leave it to her daughters , than to us ? "" "" Her daughters are both exceedingly well married , and therefore I can not perceive the necessity of her remembering them farther . Whereas , in my opinion , by her taking so much notice of you , and treating you in this kind of way , she has given you a sort of claim on her future consideration , which a conscientious woman would not disregard ."
Mrs. Jennings	""" And do you not think it more likely that she should leave it to her daughters , than to us ? "" "" Her daughters are both exceedingly well married , and therefore I can not perceive the necessity of her remembering them farther . Whereas , in my opinion , by her taking so much notice of you , and treating you in this kind of way , she has given you a sort of claim on her future consideration , which a conscientious woman would not disregard ."
Mrs. Jennings	"Nothing can be kinder than her behaviour ; and she can hardly do all this , without being aware of the expectation it raises . "" "" But she raises none in those most concerned ."
Mrs. Jennings	"I know very little of Dorsetshire ; but , my dear Elinor , I shall be exceedingly glad to know more of it ; and I think I can answer for your having Fanny and myself among the earliest and best pleased of your visitors . "" Elinor tried very seriously to convince him that there was no likelihood of her marrying Colonel Brandon ; but it was an expectation of too much pleasure to himself to be relinquished , and he was really resolved on seeking an intimacy with that gentleman , and promoting the marriage by every possible attention . He had just compunction enough for having done nothing for his sisters himself , to be exceedingly anxious that everybody else should do a great deal ; and an offer from Colonel Brandon , or a legacy from Mrs. Jennings , was the easiest means of atoning for his own neglect ."
Mrs. Jennings	And Mrs. Jennings too , an exceedingly well - behaved woman , though not so elegant as her daughter .
Mrs. Jennings	Your sister need not have any scruple even of visiting HER , which , to say the truth , has been a little the case , and very naturally ; for we only knew that Mrs. Jennings was the widow of a man who had got all his money in a low way ; and Fanny and Mrs. Ferrars were both strongly prepossessed , that neither she nor her daughters were such kind of women as Fanny would like to associate with .
Mrs. Jennings	"But now I can carry her a most satisfactory account of both . """
Mrs. Jennings	The chance proved a lucky one , for a message from Mrs. Palmer soon after she arrived , carried Mrs. Jennings away .
Mrs. Jennings	"For where she DOES dislike , I know it is most violent . "" Elinor was prevented from making any reply to this civil triumph , by the door 's being thrown open , the servant 's announcing Mr. Ferrars , and Edward 's immediately walking in . It was a very awkward moment ; and the countenance of each shewed that it was so . They all looked exceedingly foolish ; and Edward seemed to have as great an inclination to walk out of the room again , as to advance farther into it ."
Mrs. Jennings	But a day spent in sitting shivering over the fire with a book in her hand , which she was unable to read , or in lying , weary and languid , on a sofa , did not speak much in favour of her amendment ; and when , at last , she went early to bed , more and more indisposed , Colonel Brandon was only astonished at her sister 's composure , who , though attending and nursing her the whole day , against Marianne inclination , and forcing proper medicines on her at night , trusted , like Marianne , to the certainty and efficacy of sleep , and felt no real alarm . A very restless and feverish night , however , disappointed the expectation of both ; and when Marianne , after persisting in rising , confessed herself unable to sit up , and returned voluntarily to her bed , Elinor was very ready to adopt Mrs. Jennings 's advice , of sending for the Palmers ' apothecary .
Mrs. Jennings	"He came , examined his patient , and though encouraging Miss Dashwood to expect that a very few days would restore her sister to health , yet , by pronouncing her disorder to have a putrid tendency , and allowing the word "" infection "" to pass his lips , gave instant alarm to Mrs. Palmer , on her baby 's account . Mrs. Jennings , who had been inclined from the first to think Marianne 's complaint more serious than Elinor , now looked very grave on Mr. Harris 's report , and confirming Charlotte 's fears and caution , urged the necessity of her immediate removal with her infant ; and Mr. Palmer , though treating their apprehensions as idle , found the anxiety and importunity of his wife too great to be withstood ."
Mrs. Jennings	Her departure , therefore , was fixed on ; and within an hour after Mr. Harris 's arrival , she set off , with her little boy and his nurse , for the house of a near relation of Mr. Palmer 's , who lived a few miles on the other side of Bath ; whither her husband promised , at her earnest entreaty , to join her in a day or two ; and whither she was almost equally urgent with her mother to accompany her . Mrs. Jennings , however , with a kindness of heart which made Elinor really love her , declared her resolution of not stirring from Cleveland as long as Marianne remained ill , and of endeavouring , by her own attentive care , to supply to her the place of the mother she had taken her from ; and Elinor found her on every occasion a most willing and active helpmate , desirous to share in all her fatigues , and often by her better experience in nursing , of material use . Poor Marianne , languid and low from the nature of her malady , and feeling herself universally ill , could no longer hope that tomorrow would find her recovered ; and the idea of what tomorrow would have produced , but for this unlucky illness , made every ailment severe ; for on that day they were to have begun their journey home ; and , attended the whole way by a servant of Mrs. Jennings , were to have taken their mother by surprise on the following forenoon . The little she said was all in lamentation of this inevitable delay ; though Elinor tried to raise her spirits , and make her believe , as she THEN really believed herself , that it would be a very short one . The next day produced little or no alteration in the state of the patient ; she certainly was not better , and , except that there was no amendment , did not appear worse . Their party was now farther reduced ; for Mr. Palmer , though very unwilling to go as well from real humanity and good - nature , as from a dislike of appearing to be frightened away by his wife , was persuaded at last by Colonel Brandon to perform his promise of following her ; and while he was preparing to go , Colonel Brandon himself , with a much greater exertion , began to talk of going likewise.--Here , however , the kindness of Mrs. Jennings interposed most acceptably ; for to send the Colonel away while his love was in so much uneasiness on her sister 's account , would be to deprive them both , she thought , of every comfort ; and therefore telling him at once that his stay at Cleveland was necessary to herself , that she should want him to play at piquet of an evening , while Miss Dashwood was above with her sister , & c.
Mrs. Jennings	she urged him so strongly to remain , that he , who was gratifying the first wish of his own heart by a compliance , could not long even affect to demur ; especially as Mrs. Jennings 's entreaty was warmly seconded by Mr. Palmer , who seemed to feel a relief to himself , in leaving behind him a person so well able to assist or advise Miss Dashwood in any emergence .
Mrs. Jennings	Mrs. Jennings had determined very early in the seizure that Marianne would never get over it , and Colonel Brandon , who was chiefly of use in listening to Mrs. Jennings 's forebodings , was not in a state of mind to resist their influence .
Mrs. Jennings	Her sleep , though not so quiet as Elinor wished to see it , lasted a considerable time ; and anxious to observe the result of it herself , she resolved to sit with her during the whole of it . Mrs. Jennings , knowing nothing of any change in the patient , went unusually early to bed ; her maid , who was one of the principal nurses , was recreating herself in the housekeeper 's room , and Elinor remained alone with Marianne .
Mrs. Jennings	Hour after hour passed away in sleepless pain and delirium on Marianne 's side , and in the most cruel anxiety on Elinor 's , before Mr. Harris appeared . Her apprehensions once raised , paid by their excess for all her former security ; and the servant who sat up with her , for she would not allow Mrs. Jennings to be called , only tortured her more , by hints of what her mistress had always thought .
Mrs. Jennings	With strong concern , and with many reproaches for not being called to their aid , did Mrs. Jennings hear in the morning of what had passed . Her former apprehensions , now with greater reason restored , left her no doubt of the event ; and though trying to speak comfort to Elinor , her conviction of her sister 's danger would not allow her to offer the comfort of hope .
Mrs. Jennings	The rapid decay , the early death of a girl so young , so lovely as Marianne , must have struck a less interested person with concern . On Mrs. Jennings 's compassion she had other claims .
Mrs. Jennings	She had been for three months her companion , was still under her care , and she was known to have been greatly injured , and long unhappy .
Mrs. Jennings	The distress of her sister too , particularly a favourite , was before her;--and as for their mother , when Mrs. Jennings considered that Marianne might probably be to HER what Charlotte was to herself , her sympathy in HER sufferings was very sincere .
Mrs. Jennings	Mrs. Jennings , though forced , on examination , to acknowledge a temporary revival , tried to keep her young friend from indulging a thought of its continuance;-- and Elinor , conning over every injunction of distrust , told herself likewise not to hope .
Mrs. Jennings	Marianne was in every respect materially better , and he declared her entirely out of danger . Mrs. Jennings , perhaps satisfied with the partial justification of her forebodings which had been found in their late alarm , allowed herself to trust in his judgment , and admitted , with unfeigned joy , and soon with unequivocal cheerfulness , the probability of an entire recovery . Elinor could not be cheerful . Her joy was of a different kind , and led to any thing rather than to gaiety .
Mrs. Jennings	All within Elinor 's breast was satisfaction , silent and strong .
Mrs. Jennings	She continued by the side of her sister , with little intermission the whole afternoon , calming every fear , satisfying every inquiry of her enfeebled spirits , supplying every succour , and watching almost every look and every breath .
Mrs. Jennings	The possibility of a relapse would of course , in some moments , occur to remind her of what anxiety was-- but when she saw , on her frequent and minute examination , that every symptom of recovery continued , and saw Marianne at six o'clock sink into a quiet , steady , and to all appearance comfortable , sleep , she silenced every doubt .
Mrs. Jennings	At seven o'clock , leaving Marianne still sweetly asleep , she joined Mrs. Jennings in the drawing - room to tea .
Mrs. Jennings	Mrs. Jennings would have persuaded her , at its conclusion , to take some rest before her mother 's arrival , and allow HER to take her place by Marianne ; but Elinor had no sense of fatigue , no capability of sleep at that moment about her , and she was not to be kept away from her sister an unnecessary instant .
Mrs. Jennings	Mrs. Jennings therefore attending her up stairs into the sick chamber , to satisfy herself that all continued right , left her there again to her charge and her thoughts , and retired to her own room to write letters and sleep . The night was cold and stormy .
Mrs. Jennings	All that remained to be done was to be speedy ; and , therefore staying only till she could leave Mrs. Jennings 's maid with her sister , she hurried down stairs . The bustle in the vestibule , as she passed along an inner lobby , assured her that they were already in the house . She rushed to the drawing - room,--she entered it,--and saw only Willoughby .
Mrs. Jennings	"To Mrs. Jennings , to the Middletons , he has been long and intimately known ; they equally love and respect him ; and even my own knowledge of him , though lately acquired , is very considerable ; and so highly do I value and esteem him , that if Marianne can be happy with him , I shall be as ready as yourself to think our connection the greatest blessing to us in the world . What answer did you give him?--Did you allow him to hope ? "" "" Oh !"
Mrs. Jennings	He asked me to a party , a dance at his house in the evening.--Had he NOT told me as an inducement that you and your sister were to be there , I should have felt it too certain a thing , to trust myself near him .
Mrs. Jennings	"But you have not explained to me the particular reason of your coming now , nor how you heard of her illness . "" "" Last night , in Drury Lane lobby , I ran against Sir John Middleton , and when he saw who I was -- for the first time these two months -- he spoke to me.--That he had cut me ever since my marriage , I had seen without surprise or resentment . Now , however , his good - natured , honest , stupid soul , full of indignation against me , and concern for your sister , could not resist the temptation of telling me what he knew ought to -- though probably he did not think it WOULD -- vex me horridly . As bluntly as he could speak it , therefore , he told me that Marianne Dashwood was dying of a putrid fever at Cleveland -- a letter that morning received from Mrs. Jennings declared her danger most imminent -- the Palmers are all gone off in a fright , & c.--I was too much shocked to be able to pass myself off as insensible even to the undiscerning Sir John . His heart was softened in seeing mine suffer ; and so much of his ill - will was done away , that when we parted , he almost shook me by the hand while he reminded me of an old promise about a pointer puppy ."
Mrs. Jennings	"Mrs. Palmer was so well at the end of a fortnight , that her mother felt it no longer necessary to give up the whole of her time to her ; and , contenting herself with visiting her once or twice a day , returned from that period to her own home , and her own habits , in which she found the Miss Dashwoods very ready to resume their former share . About the third or fourth morning after their being thus resettled in Berkeley Street , Mrs. Jennings , on returning from her ordinary visit to Mrs. Palmer , entered the drawing - room , where Elinor was sitting by herself , with an air of such hurrying importance as prepared her to hear something wonderful ; and giving her time only to form that idea , began directly to justify it , by saying , "" Lord !"
Mrs. Jennings	my
Mrs. Jennings	""" No , ma'am . What is it ? "" "" Something so strange !"
Mrs. Jennings	But you shall hear it all.-- When I got to Mr. Palmer 's , I found Charlotte quite in a fuss about the child .
Mrs. Jennings	She was sure it was very ill -- it cried , and fretted , and was all over pimples . So I looked at it directly , and , ' Lord ! my dear , ' says I , ' it is nothing in the world , but the red gum--
Mrs. Jennings	And so , just as he was going away again , it came into my head , I am sure I do not know how I happened to think of it , but it came into my head to ask him if there was any news .
Mrs. Jennings	""" That is exactly what I said , my dear ."
Mrs. Jennings	' Lord ! ' says I , ' is Mrs. Dashwood ill ? '
Mrs. Jennings	So then it all came out ; and the long and the short of the matter , by all I can learn , seems to be this .
Mrs. Jennings	Mr. Edward Ferrars , the very young man I used to joke with you about ( but however , as it turns out , I am monstrous glad there was never any thing in it ) , Mr. Edward Ferrars , it seems , has been engaged above this twelvemonth to my cousin Lucy!--There 's for you , my dear!--And not a creature knowing a syllable of the matter , except Nancy!--Could you have believed such a thing possible?-- There is no great wonder in their liking one another ; but that matters should be brought so forward between them , and nobody suspect it!--THAT is strange!--I never happened to see them together , or I am sure I should have found it
Mrs. Jennings	' Lord ! ' thinks she to herself , ' they are all so fond of Lucy , to be sure they will make no difficulty about it ; ' and so , away she went to your sister , who was sitting all alone at her carpet - work , little suspecting what was to come -- for she had just been saying to your brother , only five minutes before , that she thought to make a match between Edward and some Lord 's daughter or other , I forget who . So you may think what a blow it was to all her vanity and pride .
Mrs. Jennings	She fell into violent hysterics immediately , with such screams as reached your brother 's ears , as he was sitting in his own dressing - room down stairs , thinking about writing a letter to his steward in the country . So up he flew directly , and a terrible scene took place , for Lucy was come to them by that time , little dreaming what was going on .
Mrs. Jennings	I pity HER .
Mrs. Jennings	And I must say , I think she was used very hardly ; for your sister scolded like any fury , and soon drove her into a fainting fit .
Mrs. Jennings	I declare , I have no patience with your sister ; and I hope , with all my heart , it will be a match in spite of her .
Mrs. Jennings	for they say he is monstrous fond of her , as well he may . I should not wonder , if he was to be in the greatest passion!--and Mr. Donavan thinks just the same .
Mrs. Jennings	He and I had a great deal of talk about it ; and the best of all is , that he is gone back again to Harley Street , that he may be within call when Mrs. Ferrars is told of it , for she was sent for as soon as ever my cousins left the house , for your sister was sure SHE would be in hysterics too ; and so she may , for what I care .
Mrs. Jennings	I have no pity for either of them .
Mrs. Jennings	I have no notion of people 's making such a to - do about money and greatness .
Mrs. Jennings	There is no reason on earth why Mr. Edward and Lucy should not marry ; for I am sure Mrs. Ferrars may afford to do very well by her son , and though Lucy has next to nothing herself , she knows better than any body how to make the most of every thing ; I dare say , if Mrs. Ferrars would only allow him five hundred a - year , she would make as good an appearance with it as any body else would with eight . Lord !
Mrs. Jennings	"how snug they might live in such another cottage as yours -- or a little bigger -- with two maids , and two men ; and I believe I could help them to a housemaid , for my Betty has a sister out of place , that would fit them exactly . "" Here Mrs. Jennings ceased , and as Elinor had had time enough to collect her thoughts , she was able to give such an answer , and make such observations , as the subject might naturally be supposed to produce . Happy to find that she was not suspected of any extraordinary interest in it ; that Mrs. Jennings ( as she had of late often hoped might be the case ) had ceased to imagine her at all attached to Edward ; and happy above all the rest , in the absence of Marianne , she felt very well able to speak of the affair without embarrassment , and to give her judgment , as she believed , with impartiality on the conduct of every one concerned in it ."
Mrs. Jennings	As Mrs. Jennings could talk on no other subject , Elinor soon saw the necessity of preparing Marianne for its discussion .
Mrs. Jennings	No time was to be lost in undeceiving her , in making her acquainted with the real truth , and in endeavouring to bring her to hear it talked of by others , without betraying that she felt any uneasiness for her sister , or any resentment against Edward . Elinor 's office was a painful one.--She
Mrs. Jennings	As for Lucy Steele , she considered her so totally unamiable , so absolutely incapable of attaching a sensible man , that she could not be persuaded at first to believe , and afterwards to pardon , any former affection of Edward for her . She would not even admit it to have been natural ; and Elinor left her to be convinced that it was so , by that which only could convince her , a better knowledge of mankind . Her first communication had reached no farther than to state the fact of the engagement , and the length of time it had existed.--Marianne 's feelings had then broken in , and put an end to all regularity of detail ; and for some time all that could be done was to soothe her distress , lessen her alarms , and combat her resentment .
Mrs. Jennings	"The first question on her side , which led to farther particulars , was , "" How long has this been known to you , Elinor ? has he written to you ?"
Mrs. Jennings	I wish him very happy ; and I am so sure of his always doing his duty , that though now he may harbour some regret , in the end he must become so .
Mrs. Jennings	""" I understand you.--You do not suppose that I have ever felt much.--For four months , Marianne , I have had all this hanging on my mind , without being at liberty to speak of it to a single creature ; knowing that it would make you and my mother most unhappy whenever it were explained to you , yet unable to prepare you for it in the least.-- It was told me,--it was in a manner forced on me by the very person herself , whose prior engagement ruined all my prospects ; and told me , as I thought , with triumph.-- This person 's suspicions , therefore , I have had to oppose , by endeavouring to appear indifferent where I have been most deeply interested;--and it has not been only once;--I have had her hopes and exultation to listen to again and again.-- I have known myself to be divided from Edward for ever , without hearing one circumstance that could make me less desire the connection.--Nothing has proved him unworthy ; nor has anything declared him indifferent to me.-- I have had to contend against the unkindness of his sister , and the insolence of his mother ; and have suffered the punishment of an attachment , without enjoying its advantages.-- And all this has been going on at a time , when , as you know too well , it has not been my only unhappiness.-- If you can think me capable of ever feeling -- surely you may suppose that I have suffered NOW ."
Mrs. Jennings	attended to all that Mrs. Jennings had to say upon the subject , with an unchanging complexion , dissented from her in nothing , and was heard
Mrs. Jennings	"""--She listened to her praise of Lucy with only moving from one chair to another , and when Mrs. Jennings talked of Edward 's affection , it cost her only a spasm in her throat.--Such"
Mrs. Jennings	advances towards heroism in her sister , made Elinor feel equal to any thing herself .
Mrs. Jennings	But I am sorry to relate what ensued .
