Character	Assertion
Anne Elliot	I am sure , Anne , if you would , you might persuade him that I really am very ill -- a great deal worse than I ever own .
Anne Elliot	"And Mrs Musgrove took the first opportunity of being alone with Anne , to say , "" Oh !"
Anne Elliot	Miss Anne , I can not help wishing Mrs Charles had a little of your method with those children .
Anne Elliot	They are quite different creatures with you !
Anne Elliot	It is a pity you can not put your sister in the way of managing them .
Anne Elliot	I assure you , Miss Anne , it prevents my wishing to see them at our house so often as I otherwise should .
Anne Elliot	"I believe Mrs Charles is not quite pleased with my not inviting them oftener ; but you know it is very bad to have children with one that one is obligated to be checking every moment ; "" do n't do this , "" and "" do n't do that ; "" or that one can only keep in tolerable order by more cake than is good for them"
Anne Elliot	"If Jemima were not the trustiest , steadiest creature in the world , it would be enough to spoil her ; for she tells me , they are always tempting her to take a walk with them . "" And on Mrs Musgrove 's side , it was , "" I make a rule of never interfering in any of my daughter - in - law 's concerns , for I know it would not do ; but I shall tell you , Miss Anne , because you may be able to set things to rights , that I have no very good opinion of Mrs Charles 's nursery - maid : I hear strange stories of her ; she is always upon the gad ; and from my own knowledge , I can declare , she is such a fine - dressing lady , that she is enough to ruin any servants she comes near ."
Anne Elliot	"Mrs Charles quite swears by her , I know ; but I just give you this hint , that you may be upon the watch ; because , if you see anything amiss , you need not be afraid of mentioning it . """
Anne Elliot	"Again , it was Mary 's complaint , that Mrs Musgrove was very apt not to give her the precedence that was her due , when they dined at the Great House with other families ; and she did not see any reason why she was to be considered so much at home as to lose her place . And one day when Anne was walking with only the Musgroves , one of them after talking of rank , people of rank , and jealousy of rank , said , "" I have no scruple of observing to you , how nonsensical some persons are about their place , because all the world knows how easy and indifferent you are about it ; but I wish anybody could give Mary a hint that it would be a great deal better if she were not so very tenacious , especially if she would not be always putting herself forward to take place of mamma . Nobody doubts her right to have precedence of mamma , but it would be more becoming in her not to be always insisting on it ."
Anne Elliot	""" How was Anne to set all these matters to rights ?"
Anne Elliot	She could do little more than listen patiently , soften every grievance , and excuse each to the other ; give them all hints of the forbearance necessary between such near neighbours , and make those hints broadest which were meant for her sister 's benefit . In all other respects , her visit began and proceeded very well .
Anne Elliot	Her own spirits improved by change of place and subject , by being removed three miles from Kellynch ; Mary 's ailments lessened by having a constant companion , and their daily intercourse with the other family , since there was neither superior affection , confidence , nor employment in the cottage , to be interrupted by it , was rather an advantage . It was certainly carried nearly as far as possible , for they met every morning , and hardly ever spent an evening asunder ; but she believed they should not have done so well without the sight of Mr and Mrs Musgrove 's respectable forms in the usual places , or without the talking , laughing , and singing of their daughters .
Anne Elliot	"There was a family of cousins within a walk of Uppercross , in less affluent circumstances , who depended on the Musgroves for all their pleasures : they would come at any time , and help play at anything , or dance anywhere ; and Anne , very much preferring the office of musician to a more active post , played country dances to them by the hour together ; a kindness which always recommended her musical powers to the notice of Mr and Mrs Musgrove more than anything else , and often drew this compliment;-- "" Well done , Miss Anne ! very well done indeed !"
Anne Elliot	Michaelmas came ; and now Anne 's heart must be in Kellynch again . A beloved home made over to others ; all the precious rooms and furniture , groves , and prospects , beginning to own other eyes and other limbs !
Anne Elliot	"She could not think of much else on the 29th of September ; and she had this sympathetic touch in the evening from Mary , who , on having occasion to note down the day of the month , exclaimed , "" Dear me , is not this the day the Crofts were to come to Kellynch ?"
Anne Elliot	"Mary deplored the necessity for herself . "" Nobody knew how much she should suffer ."
Anne Elliot	"She should put it off as long as she could ; "" but was not easy till she had talked Charles into driving her over on an early day , and was in a very animated , comfortable state of imaginary agitation , when she came back ."
Anne Elliot	Anne had very sincerely rejoiced in there being no means of her going .
Anne Elliot	She wished , however to see the Crofts , and was glad to be within when the visit was returned . They came : the master of the house was not at home , but the two sisters were together ; and as it chanced that Mrs Croft fell to the share of Anne , while the Admiral sat by Mary , and made himself very agreeable by his good - humoured notice of her little boys , she was well able to watch for a likeness , and if it failed her in the features , to catch it in the voice , or in the turn of sentiment and expression . Mrs Croft , though neither tall nor fat , had a squareness , uprightness , and vigour of form , which gave importance to her person . She had bright dark eyes , good teeth , and altogether an agreeable face ; though her reddened and weather - beaten complexion , the consequence of her having been almost as much at sea as her husband , made her seem to have lived some years longer in the world than her real eight - and - thirty . Her manners were open , easy , and decided , like one who had no distrust of herself , and no doubts of what to do ; without any approach to coarseness , however , or any want of good humour .
Anne Elliot	"Anne gave her credit , indeed , for feelings of great consideration towards herself , in all that related to Kellynch , and it pleased her : especially , as she had satisfied herself in the very first half minute , in the instant even of introduction , that there was not the smallest symptom of any knowledge or suspicion on Mrs Croft 's side , to give a bias of any sort . She was quite easy on that head , and consequently full of strength and courage , till for a moment electrified by Mrs Croft 's suddenly saying,-- "" It was you , and not your sister , I find , that my brother had the pleasure of being acquainted with , when he was in this country ."
Anne Elliot	""" Anne hoped she had outlived the age of blushing ; but the age of emotion she certainly had not ."
Anne Elliot	""" Perhaps you may not have heard that he is married ? "" added Mrs Croft ."
Anne Elliot	She could now answer as she ought ; and was happy to feel , when Mrs Croft 's next words explained it to be Mr Wentworth of whom she spoke , that she had said nothing which might not do for either brother .
Anne Elliot	She immediately felt how reasonable it was , that Mrs Croft should be thinking and speaking of Edward , and not of Frederick ; and with shame at her own forgetfulness applied herself to the knowledge of their former neighbour 's present state with proper interest .
Anne Elliot	"The rest was all tranquillity ; till , just as they were moving , she heard the Admiral say to Mary-- "" We are expecting a brother of Mrs Croft 's here soon ; I dare say you know him by name . """
Anne Elliot	He was cut short by the eager attacks of the little boys , clinging to him like an old friend , and declaring he should not go ; and being too much engrossed by proposals of carrying them away in his coat pockets , & c. , to have another moment for finishing or recollecting what he had begun , Anne was left to persuade herself , as well as she could , that the same brother must still be in question .
Anne Elliot	She could not , however , reach such a degree of certainty , as not to be anxious to hear whether anything had been said on the subject at the other house , where the Crofts had previously been calling .
Anne Elliot	"The folks of the Great House were to spend the evening of this day at the Cottage ; and it being now too late in the year for such visits to be made on foot , the coach was beginning to be listened for , when the youngest Miss Musgrove walked in . That she was coming to apologize , and that they should have to spend the evening by themselves , was the first black idea ; and Mary was quite ready to be affronted , when Louisa made all right by saying , that she only came on foot , to leave more room for the harp , which was bringing in the carriage . "" And I will tell you our reason , "" she added , "" and all about it . I am come on to give you notice , that papa and mamma are out of spirits this evening , especially mamma ; she is thinking so much of poor Richard !"
Anne Elliot	I will tell you why she is out of spirits . When the Crofts called this morning , ( they called here afterwards , did not they ? ) , they happened to say , that her brother , Captain Wentworth , is just returned to England , or paid off , or something , and is coming to see them almost directly ; and most unluckily it came into mamma 's head , when they were gone , that Wentworth , or something very like it , was the name of poor Richard 's captain at one time ; I do not know when or where , but a great while before he died , poor fellow ! And upon looking over his letters and things , she found it was so , and is perfectly sure that this must be the very man , and her head is quite full of it , and of poor Richard ! So we must be as merry as we can , that she may not be dwelling upon such gloomy things .
Anne Elliot	He had been several years at sea , and had , in the course of those removals to which all midshipmen are liable , and especially such midshipmen as every captain wishes to get rid of , been six months on board Captain Frederick Wentworth 's frigate , the Laconia ; and from the Laconia he had , under the influence of his captain , written the only two letters which his father and mother had ever received from him during the whole of his absence ; that is to say , the only two disinterested letters ; all the rest had been mere applications for money .
Anne Elliot	In each letter he had spoken well of his captain ; but yet , so little were they in the habit of attending to such matters , so unobservant and incurious were they as to the names of men or ships , that it had made scarcely any impression at the time ; and that Mrs Musgrove should have been suddenly struck , this very day , with a recollection of the name of Wentworth , as connected with her son , seemed one of those extraordinary bursts of mind which do sometimes occur . She had gone to her letters , and found it all as she supposed ; and the re - perusal of these letters , after so long an interval , her poor son gone for ever , and all the strength of his faults forgotten , had affected her spirits exceedingly , and thrown her into greater grief for him than she had know on first hearing of his death . Mr Musgrove was , in a lesser degree , affected likewise ; and when they reached the cottage , they were evidently in want , first , of being listened to anew on this subject , and afterwards , of all the relief which cheerful companions could give them . To hear them talking so much of Captain Wentworth , repeating his name so often , puzzling over past years , and at last ascertaining that it might , that it probably would , turn out to be the very same Captain Wentworth whom they recollected meeting , once or twice , after their coming back from Clifton -- a very fine young man -- but they could not say whether it was seven or eight years ago , was a new sort of trial to Anne 's nerves .
Anne Elliot	She found , however , that it was one to which she must inure herself .
Anne Elliot	"Since he actually was expected in the country , she must teach herself to be insensible on such points . And not only did it appear that he was expected , and speedily , but the Musgroves , in their warm gratitude for the kindness he had shewn poor Dick , and very high respect for his character , stamped as it was by poor Dick 's having been six months under his care , and mentioning him in strong , though not perfectly well - spelt praise , as "" a fine dashing felow , only two perticular about the schoolmaster , "" were bent on introducing themselves , and seeking his acquaintance , as soon as they could hear of his arrival . The resolution of doing so helped to form the comfort of their evening ."
Anne Elliot	Other opportunities of making her observations could not fail to occur .
Anne Elliot	Anne had soon been in company with all the four together often enough to have an opinion , though too wise to acknowledge as much at home , where she knew it would have satisfied neither husband nor wife ; for while she considered Louisa to be rather the favourite , she could not but think , as far as she might dare to judge from memory and experience , that Captain Wentworth was not in love with either .
Anne Elliot	Anne longed for the power of representing to them all what they were about , and of pointing out some of the evils they were exposing themselves to .
Anne Elliot	She did not attribute guile to any . It was the highest satisfaction to her to believe Captain Wentworth not in the least aware of the pain he was occasioning .
Anne Elliot	It was Mary 's hope and belief that he had received a positive dismissal from Henrietta , and her husband lived under the constant dependence of seeing him to - morrow . Anne could only feel that Charles Hayter was wise .
Anne Elliot	"It was a very fine November day , and the Miss Musgroves came through the little grounds , and stopped for no other purpose than to say , that they were going to take a long walk , and therefore concluded Mary could not like to go with them ; and when Mary immediately replied , with some jealousy at not being supposed a good walker , "" Oh , yes , I should like to join you very much , I am very fond of a long walk ; "" Anne felt persuaded , by the looks of the two girls , that it was precisely what they did not wish , and admired again the sort of necessity which the family habits seemed to produce , of everything being to be communicated , and everything being to be done together , however undesired and inconvenient ."
Anne Elliot	She tried to dissuade Mary from going , but in vain ; and that being the case , thought it best to accept the Miss Musgroves ' much more cordial invitation to herself to go likewise , as she might be useful in turning back with her sister , and lessening the interference in any plan of their own .
Anne Elliot	Could Anne have foreseen such a junction , she would have staid at home ; but , from some feelings of interest and curiosity , she fancied now that it was too late to retract , and the whole six set forward together in the direction chosen by the Miss Musgroves , who evidently considered the walk as under their guidance .
Anne Elliot	Anne 's object was , not to be in the way of anybody ; and where the narrow paths across the fields made many separations necessary , to keep with her brother and sister .
Anne Elliot	Her pleasure in the walk must arise from the exercise and the day , from the view of the last smiles of the year upon the tawny leaves , and withered hedges , and from repeating to herself some few of the thousand poetical descriptions extant of autumn , that season of peculiar and inexhaustible influence on the mind of taste and tenderness , that season which had drawn from every poet , worthy of being read , some attempt at description , or some lines of feeling .
Anne Elliot	She occupied her mind as much as possible in such like musings and quotations ; but it was not possible , that when within reach of Captain Wentworth 's conversation with either of the Miss Musgroves , she should not try to hear it ; yet she caught little very remarkable .
Anne Elliot	This distinction appeared to increase , and there was one speech of Louisa 's which struck her .
Anne Elliot	Anne could not immediately fall into a quotation again .
Anne Elliot	"The sweet scenes of autumn were for a while put by , unless some tender sonnet , fraught with the apt analogy of the declining year , with declining happiness , and the images of youth and hope , and spring , all gone together , blessed her memory . She roused herself to say , as they struck by order into another path , "" Is not this one of the ways to Winthrop ?"
Anne Elliot	But nobody heard , or , at least , nobody answered her .
Anne Elliot	"Louisa seemed the principal arranger of the plan ; and , as she went a little way with them , down the hill , still talking to Henrietta , Mary took the opportunity of looking scornfully around her , and saying to Captain Wentworth-- "" It is very unpleasant , having such connexions ! But , I assure you , I have never been in the house above twice in my life . "" She received no other answer , than an artificial , assenting smile , followed by a contemptuous glance , as he turned away , which Anne perfectly knew the meaning of ."
Anne Elliot	Anne found a nice seat for her , on a dry sunny bank , under the hedge - row , in which she had no doubt of their still being , in some spot or other .
Anne Elliot	till she overtook her
Anne Elliot	Anne , really tired herself , was glad to sit down ; and she very soon heard Captain Wentworth and Louisa in the hedge - row , behind her , as if making their way back along the rough , wild sort of channel , down the centre .
Anne Elliot	"What Anne first heard was-- "" And so , I made her go . I could not bear that she should be frightened from the visit by such nonsense . What !"
Anne Elliot	""" She would have turned back then , but for you ? "" "" She would indeed ."
Anne Elliot	I am almost ashamed to say it .
Anne Elliot	After the hints you gave just now , which did but confirm my own observations , the last time I was in company with him , I need not affect to have no comprehension of what is going on . I see that more than a mere dutiful morning visit to your aunt was in question ; and woe betide him , and her too , when it comes to things of consequence , when they are placed in circumstances requiring fortitude and strength of mind , if she have not resolution enough to resist idle interference in such a trifle as this . Your sister is an amiable creature ; but yours is the character of decision and firmness , I see .
Anne Elliot	If you value her conduct or happiness , infuse as much of your own spirit into her as you can . But this , no doubt , you have been always doing .
Anne Elliot	You are never sure of a good impression being durable ; everybody may sway it .
Anne Elliot	""" He had done , and was unanswered . It would have surprised Anne if Louisa could have readily answered such a speech : words of such interest , spoken with such serious warmth !"
Anne Elliot	She could imagine what Louisa was feeling .
Anne Elliot	For herself , she feared to move , lest she should be seen .
Anne Elliot	"While she remained , a bush of low rambling holly protected her , and they were moving on . Before they were beyond her hearing , however , Louisa spoke again . "" Mary is good - natured enough in many respects , "" said she ; "" but she does sometimes provoke me excessively , by her nonsense and pride -- the Elliot pride ."
Anne Elliot	We do so wish that Charles had married Anne instead .
Anne Elliot	I suppose you know he wanted to marry Anne ?
Anne Elliot	"After a moment 's pause , Captain Wentworth said-- "" Do you mean that she refused him ? """
Anne Elliot	I wish she had accepted him . We should all have liked her a great deal better ; and papa and mamma always think it was her great friend Lady Russell 's doing , that she did not .
Anne Elliot	"They think Charles might not be learned and bookish enough to please Lady Russell , and that therefore , she persuaded Anne to refuse him . "" The sounds were retreating , and Anne distinguished no more ."
Anne Elliot	Her own emotions still kept her fixed .
Anne Elliot	She had much to recover from , before she could move .
Anne Elliot	The listener 's proverbial fate was not absolutely hers ; she had heard no evil of herself , but she had heard a great deal of very painful import .
Anne Elliot	She saw how her own character was considered by Captain Wentworth , and there had been just that degree of feeling and curiosity about her in his manner which must give her extreme agitation .
Anne Elliot	As soon as she could , she went after Mary , and having found , and walked back with her to their former station , by the stile , felt some comfort in their whole party being immediately afterwards collected , and once more in motion together .
Anne Elliot	Her spirits wanted the solitude and silence which only numbers could give . Charles and Henrietta returned , bringing , as may be conjectured , Charles Hayter with them .
Anne Elliot	The minutiae of the business Anne could not attempt to understand ; even Captain Wentworth did not seem admitted to perfect confidence here ; but that there had been a withdrawing on the gentleman 's side , and a relenting on the lady 's , and that they were now very glad to be together again , did not admit a doubt . Henrietta looked a little ashamed , but very well pleased;-- Charles Hayter exceedingly happy : and they were devoted to each other almost from the first instant of their all setting forward for Uppercross . Everything now marked out Louisa for Captain Wentworth ; nothing could be plainer ; and where many divisions were necessary , or even where they were not , they walked side by side nearly as much as the other two .
Anne Elliot	In a long strip of meadow land , where there was ample space for all , they were thus divided , forming three distinct parties ; and to that party of the three which boasted least animation , and least complaisance , Anne necessarily belonged .
Anne Elliot	She joined Charles and Mary , and was tired enough to be very glad of Charles 's other arm ; but Charles , though in very good humour with her , was out of temper with his wife .
Anne Elliot	Mary had shewn herself disobliging to him , and was now to reap the consequence , which consequence was his dropping her arm almost every moment to cut off the heads of some nettles in the hedge with his switch ; and when Mary began to complain of it , and lament her being ill - used , according to custom , in being on the hedge side , while Anne was never incommoded on the other , he dropped the arms of both to hunt after a weasel which he had a momentary glance of , and they could hardly get him along at all .
Anne Elliot	""" Miss Elliot , I am sure you are tired , "" cried Mrs Croft ."
Anne Elliot	""" Do let us have the pleasure of taking you home ."
Anne Elliot	Here is excellent room for three , I assure you .
Anne Elliot	If we were all like you , I believe we might sit four .
Anne Elliot	"You must , indeed , you must . "" Anne was still in the lane ; and though instinctively beginning to decline , she was not allowed to proceed ."
Anne Elliot	The Admiral 's kind urgency came in support of his wife 's ; they would not be refused ; they compressed themselves into the smallest possible space to leave her a corner , and Captain Wentworth , without saying a word , turned to her , and quietly obliged her to be assisted into the carriage .
Anne Elliot	She was in the carriage , and felt that he had placed her there , that his will and his hands had done it , that she owed it to his perception of her fatigue , and his resolution to give her rest .
Anne Elliot	She was very much affected by the view of his disposition towards her , which all these things made apparent .
Anne Elliot	She understood him .
Anne Elliot	He could not forgive her , but he could not be unfeeling .
Anne Elliot	Though condemning her for the past , and considering it with high and unjust resentment , though perfectly careless of her , and though becoming attached to another , still he could not see her suffer , without the desire of giving her relief .
Anne Elliot	It was a remainder of former sentiment ; it was an impulse of pure , though unacknowledged friendship ; it was a proof of his own warm and amiable heart , which she could not contemplate without emotions so compounded of pleasure and pain , that she knew not which prevailed . Her answers to the kindness and the remarks of her companions were at first unconsciously given . They had travelled half their way along the rough lane , before she was quite awake to what they said .
Anne Elliot	"She then found them talking of "" Frederick . "" "" He certainly means to have one or other of those two girls , Sophy , "" said the Admiral ; "" but there is no saying which ."
Anne Elliot	We sailors , Miss Elliot , can not afford to make long courtships in time of war .
Anne Elliot	How many days was it , my dear , between the first time of my seeing you and our sitting down together in our lodgings at North Yarmouth ?
Anne Elliot	""" "" We had better not talk about it , my dear , "" replied Mrs Croft , pleasantly ; "" for if Miss Elliot were to hear how soon we came to an understanding , she would never be persuaded that we could be happy together ."
Anne Elliot	"I had known you by character , however , long before . "" "" Well , and I had heard of you as a very pretty girl , and what were we to wait for besides ?"
Anne Elliot	""" "" Very good humoured , unaffected girls , indeed , "" said Mrs Croft , in a tone of calmer praise , such as made Anne suspect that her keener powers might not consider either of them as quite worthy of her brother ; "" and a very respectable family ."
Anne Elliot	""" But by coolly giving the reins a better direction herself they happily passed the danger ; and by once afterwards judiciously putting out her hand they neither fell into a rut , nor ran foul of a dung - cart ; and Anne , with some amusement at their style of driving , which she imagined no bad representation of the general guidance of their affairs"
Anne Elliot	, found herself safely deposited by them at the Cottage .
Anne Elliot	: the day was even fixed ; and Anne , being engaged to join her as soon as she was resettled , was looking forward to an early removal to Kellynch , and beginning to think how her own comfort was likely to be affected by it .
Anne Elliot	It would place her in the same village with Captain Wentworth , within half a mile of him ; they would have to frequent the same church , and there must be intercourse between the two families .
Anne Elliot	This was against her ; but on the other hand , he spent so much of his time at Uppercross , that in removing thence she might be considered rather as leaving him behind , than as going towards him ; and , upon the whole , she believed she must , on this interesting question , be the gainer , almost as certainly as in her change of domestic society , in leaving poor Mary for Lady Russell
Anne Elliot	She wished it might be possible for her to avoid ever seeing Captain Wentworth at the Hall : those rooms had witnessed former meetings which would be brought too painfully before her ; but she was yet more anxious for the possibility of Lady Russell and Captain Wentworth never meeting anywhere .
Anne Elliot	They did not like each other , and no renewal of acquaintance now could do any good ; and were Lady Russell to see them together , she might think that he had too much self - possession , and she too little . These points formed her chief solicitude in anticipating her removal from Uppercross , where she felt she had been stationed quite long enough .
Anne Elliot	Her usefulness to little Charles would always give some sweetness to the memory of her two months ' visit there ,
Anne Elliot	but he was gaining strength apace , and she had nothing else to stay for .
Anne Elliot	The conclusion of her visit , however , was diversified in a way which she had not at all imagined .
Anne Elliot	""" And yet , "" said Anne to herself , as they now moved forward to meet the party , "" he has not , perhaps , a more sorrowing heart than I have . I can not believe his prospects so blighted for ever ."
Anne Elliot	He is younger than I am ; younger in feeling , if not in fact ; younger as a man .
Anne Elliot	There was so much attachment to Captain Wentworth in all this , and such a bewitching charm in a degree of hospitality so uncommon , so unlike the usual style of give - and - take invitations , and dinners of formality and display , that Anne felt her spirits not likely to be benefited by an increasing acquaintance among his brother - officers .
Anne Elliot	""" These would have been all my friends , "" was her thought ;"
Anne Elliot	and she had to struggle against a great tendency to lowness .
Anne Elliot	On quitting the Cobb , they all went in - doors with their new friends , and found rooms so small as none but those who invite from the heart could think capable of accommodating so many . Anne had a moment 's astonishment on the subject herself ; but it was soon lost in the pleasanter feelings which sprang from the sight of all the ingenious contrivances and nice arrangements of Captain Harville , to turn the actual space to the best account , to supply the deficiencies of lodging - house furniture , and defend the windows and doors against the winter storms to be expected .
Anne Elliot	The varieties in the fitting - up of the rooms , where the common necessaries provided by the owner , in the common indifferent plight , were contrasted with some few articles of a rare species of wood , excellently worked up , and with something curious and valuable from all the distant countries Captain Harville had visited , were more than amusing to Anne ; connected as it all was with his profession , the fruit of its labours , the effect of its influence on his habits , the picture of repose and domestic happiness it presented , made it to her a something more , or less , than gratification .
Anne Elliot	He drew , he varnished , he carpentered , he glued ; he made toys for the children ; he fashioned new netting - needles and pins with improvements ; and if everything else was done , sat down to his large fishing - net at one corner of the room . Anne thought she left great happiness behind her
Anne Elliot	Anne found herself by this time growing so much more hardened to being in Captain Wentworth 's company than she had at first imagined could ever be , that the sitting down to the same table with him now , and the interchange of the common civilities attending on it ( they never got beyond ) , was become a mere nothing .
Anne Elliot	While Captains Wentworth and Harville led the talk on one side of the room , and by recurring to former days , supplied anecdotes in abundance to occupy and entertain the others , it fell to Anne 's lot to be placed rather apart with Captain Benwick ; and a very good impulse of her nature obliged her to begin an acquaintance with him .
Anne Elliot	He was shy , and disposed to abstraction ; but the engaging mildness of her countenance , and gentleness of her manners , soon had their effect ; and Anne was well repaid the first trouble of exertion . He was evidently a young man of considerable taste in reading , though principally in poetry ; and besides the persuasion of having given him at least an evening 's indulgence in the discussion of subjects , which his usual companions had probably no concern in , she had the hope of being of real use to him in some suggestions as to the duty and benefit of struggling against affliction , which had naturally grown out of their conversation . For , though shy , he did not seem reserved ; it had rather the appearance of feelings glad to burst their usual restraints ; and having talked of poetry , the richness of the present age , and gone through a brief comparison of opinion as to the first - rate poets , trying to ascertain whether Marmion or The Lady of the Lake were to be preferred , and how ranked the Giaour and The Bride of Abydos ; and moreover , how the Giaour was to be pronounced , he showed himself so intimately acquainted with all the tenderest songs of the one poet , and all the impassioned descriptions of hopeless agony of the other ; he repeated , with such tremulous feeling , the various lines which imaged a broken heart , or a mind destroyed by wretchedness , and looked so entirely as if he meant to be understood , that she ventured to hope he did not always read only poetry , and to say , that she thought it was the misfortune of poetry to be seldom safely enjoyed by those who enjoyed it completely ; and that the strong feelings which alone could estimate it truly were the very feelings which ought to taste it but sparingly . His looks shewing him not pained , but pleased with this allusion to his situation , she was emboldened to go on ; and feeling in herself the right of seniority of mind , she ventured to recommend a larger allowance of prose in his daily study ; and on being requested to particularize , mentioned such works of our best moralists , such collections of the finest letters , such memoirs of characters of worth and suffering , as occurred to her at the moment as calculated to rouse and fortify the mind by the highest precepts , and the strongest examples of moral and religious endurances . Captain Benwick listened attentively , and seemed grateful for the interest implied ; and though with a shake of the head , and sighs which declared his little faith in the efficacy of any books on grief like his , noted down the names of those she recommended , and promised to procure and read them
Anne Elliot	When the evening was over , Anne could not but be amused at the idea of her coming to Lyme to preach patience and resignation to a young man whom she had never seen before ; nor could she help fearing , on more serious reflection , that , like many other great moralists and preachers , she had been eloquent on a point in which her own conduct would ill bear examination .
Anne Elliot	A very few days more , and Captain Wentworth was known to be at Kellynch , and Mr Musgrove had called on him , and come back warm in his praise , and he was engaged with the Crofts to dine at Uppercross , by the end of another week . It had been a great disappointment to Mr Musgrove to find that no earlier day could be fixed , so impatient was he to shew his gratitude , by seeing Captain Wentworth under his own roof , and welcoming him to all that was strongest and best in his cellars . But a week must pass ; only a week , in Anne 's reckoning , and then , she supposed , they must meet ; and soon she began to wish that she could feel secure even for a week .
Anne Elliot	Captain Wentworth made a very early return to Mr Musgrove 's civility , and she was all but calling there in the same half hour .
Anne Elliot	She and Mary were actually setting forward for the Great House , where , as she afterwards learnt , they must inevitably have found him , when they were stopped by the eldest boy 's being at that moment brought home in consequence of a bad fall . The child 's situation put the visit entirely aside ; but she could not hear of her escape with indifference , even in the midst of the serious anxiety which they afterwards felt on his account .
Anne Elliot	It was an afternoon of distress , and Anne had every thing to do at once ; the apothecary to send for , the father to have pursued and informed , the mother to support and keep from hysterics , the servants to control , the youngest child to banish , and the poor suffering one to attend and soothe ; besides sending , as soon as she recollected it , proper notice to the other house , which brought her an accession rather of frightened , enquiring companions , than of very useful assistants .
Anne Elliot	Her brother 's return was the first comfort ; he could take best care of his wife ; and the second blessing was the arrival of the apothecary .
Anne Elliot	Till he came and had examined the child , their apprehensions were the worse for being vague ; they suspected great injury , but knew not where ; but now the collar - bone was soon replaced , and though Mr Robinson felt and felt , and rubbed , and looked grave , and spoke low words both to the father and the aunt , still they were all to hope the best , and to be able to part and eat their dinner in tolerable ease of mind ; and then it was , just before they parted , that the two young aunts were able so far to digress from their nephew 's state , as to give the information of Captain Wentworth 's visit ; staying five minutes behind their father and mother , to endeavour to express how perfectly delighted they were with him , how much handsomer , how infinitely more agreeable they thought him than any individual among their male acquaintance , who had been at all a favourite before .
Anne Elliot	""" Oh no ; as to leaving the little boy , "" both father and mother were in much too strong and recent alarm to bear the thought ; and Anne , in the joy of the escape , could not help adding her warm protestations to theirs ."
Anne Elliot	Your sister being with you , my love , I have no scruple at all .
